Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
;Point No.;X;Y;Z;;m_1;m_2;α_b [deg];m_T,max,b;v_max,b;β_b [deg];n_1;n_2;α_m [deg];v_max,m;Surface Comment
1;214;13.500;3.000;-3.600;;15.224;-15.980;-69.20;15.602;40.453;-7.92;75.889;-4.697;30.66;40.293;
1;215;14.000;3.000;-3.600;;17.194;3.589;-48.27;6.802;30.796;5.91;69.189;-10.662;41.07;39.926;
1;216;14.500;3.000;-3.600;;23.009;13.254;-2.61;4.877;27.597;53.46;51.810;-10.738;53.11;31.274;
1;217;15.000;3.000;-3.600;;29.147;14.229;24.53;7.459;27.769;-91.27;-20.405;-39.284;-5.24;9.439;
1;218;0.000;3.500;-3.600;;42.809;3.580;-31.58;19.614;50.760;-111.03;43.276;-58.542;-44.22;50.909;
1;219;0.500;3.500;-3.600;;30.903;1.771;-26.19;14.566;31.377;145.53;118.634;-20.072;-35.65;69.353;
1;220;1.000;3.500;-3.600;;12.965;2.286;-33.44;5.339;29.189;-176.29;124.634;-3.094;-24.01;63.864;
1;221;1.500;3.500;-3.600;;5.726;-7.681;-85.99;6.703;31.260;-171.76;102.635;1.856;-14.83;50.390;
1;222;2.000;3.500;-3.600;;5.063;-28.160;89.49;16.611;44.639;-171.11;91.714;-2.247;-11.22;46.981;
1;223;2.500;3.500;-3.600;;1.649;-56.855;-87.36;29.252;64.167;-143.88;90.778;-4.984;-9.94;47.881;
1;224;3.000;3.500;-3.600;;11.799;-52.992;-62.80;32.395;84.669;-104.24;93.462;16.615;-13.65;38.423;
1;225;3.500;3.500;-3.600;;10.077;-7.911;-78.78;8.994;35.604;117.42;100.314;5.980;-13.43;47.167;
1;226;4.000;3.500;-3.600;;7.419;-22.663;83.77;15.041;26.140;-173.12;102.989;2.823;-8.91;50.083;
1;227;4.500;3.500;-3.600;;7.757;-39.877;80.23;23.817;27.799;-169.04;95.544;1.361;-5.52;47.091;
1;228;5.000;3.500;-3.600;;6.975;-59.962;81.90;33.468;40.090;-169.17;91.574;0.199;-4.38;45.688;
1;229;5.500;3.500;-3.600;;2.817;-86.722;85.38;44.770;58.467;-157.23;92.684;-0.693;-3.55;46.688;
1;230;6.000;3.500;-3.600;;-1.730;-98.668;-86.20;48.469;109.422;-96.26;95.672;11.330;-4.63;42.171;
1;231;6.500;3.500;-3.600;;5.819;-64.254;-87.40;35.036;21.203;27.88;102.218;5.353;-5.47;48.433;
1;232;7.000;3.500;-3.600;;5.547;-59.024;-89.11;32.286;7.106;-46.14;106.556;2.931;-3.03;51.813;
1;233;7.500;3.500;-3.600;;5.652;-58.772;88.25;32.212;5.638;-112.79;105.186;2.247;-0.46;51.469;
1;234;8.000;3.500;-3.600;;5.592;-62.761;86.10;34.176;11.505;-152.49;105.413;2.784;1.97;51.315;
1;235;8.500;3.500;-3.600;;5.220;-72.061;85.53;38.641;26.274;165.76;101.204;4.884;4.13;48.160;
1;236;9.000;3.500;-3.600;;-2.697;-103.047;85.76;50.175;111.462;-86.85;95.509;10.840;3.32;42.334;
1;237;9.500;3.500;-3.600;;2.242;-88.748;-87.90;45.495;50.608;-19.41;93.284;0.029;2.48;46.627;
1;238;10.000;3.500;-3.600;;5.389;-66.162;-86.13;35.775;33.858;-12.07;92.426;0.584;3.38;45.921;
1;239;10.500;3.500;-3.600;;6.108;-50.728;-86.60;28.418;21.939;-15.03;95.383;1.553;4.70;46.915;
1;240;11.000;3.500;-3.600;;6.503;-39.566;89.03;23.035;17.691;-14.76;100.756;2.940;8.26;48.908;
1;241;11.500;3.500;-3.600;;10.220;-32.831;82.45;21.525;28.356;82.81;94.690;6.206;13.10;44.242;
1;242;12.000;3.500;-3.600;;4.932;-85.512;75.08;45.222;108.715;-76.92;84.463;5.538;14.62;39.462;
1;243;12.500;3.500;-3.600;;1.066;-81.602;-85.39;41.334;85.841;-32.05;82.160;-10.149;15.87;46.154;
1;244;13.000;3.500;-3.600;;9.137;-44.544;-76.61;26.840;59.282;-9.54;84.694;-6.957;19.10;45.826;
1;245;13.500;3.500;-3.600;;13.325;-17.674;-62.22;15.499;41.091;-8.56;102.951;-5.676;20.91;54.314;
1;246;14.000;3.500;-3.600;;20.855;0.701;-31.75;10.077;39.741;-3.72;130.527;-12.592;26.07;71.559;
1;247;14.500;3.500;-3.600;;38.580;10.396;-1.30;14.092;47.206;35.49;123.335;-24.864;35.58;74.099;
1;248;15.000;3.500;-3.600;;60.994;15.652;19.16;22.671;48.865;-49.89;48.383;-57.529;45.36;52.956;
1;249;0.000;4.000;-3.600;;55.103;-10.733;-21.50;32.918;62.576;-98.88;576.552;98.164;-18.68;239.194;
1;250;0.500;4.000;-3.600;;38.765;-1.149;-9.36;19.957;23.235;115.94;325.439;13.791;-9.25;155.824;
1;251;1.000;4.000;-3.600;;12.268;1.151;-4.45;5.559;22.110;-152.19;181.498;0.946;-0.85;90.276;
1;252;1.500;4.000;-3.600;;1.202;-5.965;80.28;3.584;41.250;-172.17;122.643;-3.252;-0.03;62.948;
1;253;2.000;4.000;-3.600;;2.860;-28.127;84.64;15.493;64.490;177.06;90.927;-1.338;0.12;46.133;
1;254;2.500;4.000;-3.600;;2.370;-80.582;-89.06;41.476;140.210;-171.31;59.758;-9.124;-6.22;34.441;
1;255;3.000;4.000;-3.600;;16.897;-96.494;-46.53;56.695;221.716;-141.24;134.230;20.621;-20.20;56.804;
1;256;3.500;4.000;-3.600;;10.077;2.091;-10.86;3.993;84.736;144.74;149.985;0.187;-5.16;74.899;
1;257;4.000;4.000;-3.600;;2.100;-18.594;79.77;10.347;65.197;-167.76;110.431;-0.127;0.20;55.279;
1;258;4.500;4.000;-3.600;;1.281;-36.920;80.11;19.100;84.336;-176.12;94.302;-1.365;0.10;47.834;
1;259;5.000;4.000;-3.600;;3.784;-58.537;81.55;31.160;106.950;-179.60;83.346;-0.902;-0.13;42.124;
1;260;5.500;4.000;-3.600;;1.466;-101.629;86.45;51.547;161.677;177.69;69.913;-4.922;-2.98;37.418;
1;261;6.000;4.000;-3.600;;-28.890;-127.626;-80.83;49.368;235.971;-110.23;113.899;14.105;-10.13;49.897;
1;262;6.500;4.000;-3.600;;-0.426;-59.067;-88.23;29.321;44.229;57.86;129.036;0.327;-3.24;64.355;
1;263;7.000;4.000;-3.600;;2.036;-56.591;-89.21;29.314;9.648;-57.14;110.669;-0.230;0.13;55.450;
1;264;7.500;4.000;-3.600;;0.447;-57.029;88.60;28.738;15.160;-160.09;106.161;-1.323;0.01;53.742;
1;265;8.000;4.000;-3.600;;2.279;-60.445;86.66;31.362;34.273;-168.09;108.365;-0.306;-0.12;54.336;
1;266;8.500;4.000;-3.600;;-0.182;-69.318;86.69;34.568;64.994;146.86;122.367;-0.029;2.78;61.198;
1;267;9.000;4.000;-3.600;;-29.987;-130.358;82.98;50.186;222.317;-78.50;111.284;13.951;7.67;48.666;
1;268;9.500;4.000;-3.600;;1.137;-101.455;-88.33;51.296;118.661;5.68;75.495;-4.118;2.04;39.807;
1;269;10.000;4.000;-3.600;;3.053;-65.309;-85.60;34.181;69.808;-1.16;85.619;-0.798;0.13;43.209;
1;270;10.500;4.000;-3.600;;0.634;-48.890;-86.36;24.762;48.270;-6.43;94.858;-1.269;-0.07;48.064;
1;271;11.000;4.000;-3.600;;1.437;-35.685;-89.17;18.561;31.600;-25.15;110.300;0.103;-0.15;55.098;
1;272;11.500;4.000;-3.600;;1.859;-16.614;86.15;9.236;63.372;61.38;150.888;3.174;5.67;73.857;
1;273;12.000;4.000;-3.600;;-4.322;-135.308;51.83;65.493;287.843;-49.04;117.481;-17.783;32.87;67.632;
1;274;12.500;4.000;-3.600;;2.680;-110.073;-86.77;56.377;235.528;-4.00;24.457;-14.239;20.55;19.348;
1;275;13.000;4.000;-3.600;;5.598;-43.516;-74.68;24.557;153.819;1.65;69.800;-2.752;0.36;36.276;
1;276;13.500;4.000;-3.600;;5.153;-12.777;-57.48;8.965;130.068;-2.36;114.967;-3.150;0.45;59.058;
1;277;14.000;4.000;-3.600;;20.806;-1.284;-21.17;11.045;108.192;-6.08;185.549;2.275;0.95;91.637;
1;278;14.500;4.000;-3.600;;58.807;-0.116;0.30;29.461;110.398;12.47;340.223;15.144;9.21;162.539;
1;279;15.000;4.000;-3.600;;105.157;-2.930;16.57;54.043;133.150;-17.19;608.812;106.049;19.13;251.381;
Extremes;31;15.000;0.000;-3.600;m_1;113.696;-6.857;-12.62;60.276;174.663;17.62;591.173;103.860;-19.29;243.656;
1;19;9.000;0.000;-3.600;m_1;-34.466;-126.878;-85.11;46.206;220.647;73.18;95.835;10.951;-9.70;42.442;
1;248;15.000;3.500;-3.600;m_2;60.994;15.652;19.16;22.671;48.865;-49.89;48.383;-57.529;45.36;52.956;
1;25;12.000;0.000;-3.600;m_2;-6.158;-135.354;-47.43;64.598;294.908;45.96;111.467;-21.901;-34.86;66.684;
1;273;12.000;4.000;-3.600;m_T,max,b;-4.322;-135.308;51.83;65.493;287.843;-49.04;117.481;-17.783;32.87;67.632;
1;154;14.500;2.000;-3.600;m_T,max,b;13.384;12.311;-32.24;0.537;8.183;6.00;2.999;-0.594;-66.72;1.796;
1;7;3.000;0.000;-3.600;v_max,b;-6.692;-134.471;46.56;63.889;299.333;134.69;108.112;-23.620;35.07;65.866;
1;117;11.500;1.500;-3.600;v_max,b;15.481;-46.788;-88.63;31.134;1.917;77.75;73.069;12.998;-5.42;30.036;
1;1;0.000;0.000;-3.600;n_1;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;63;0.000;1.000;-3.600;n_1;25.955;8.993;-17.69;8.481;44.624;70.46;-25.076;-34.103;42.40;4.513;
1;1;0.000;0.000;-3.600;n_2;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;218;0.000;3.500;-3.600;n_2;42.809;3.580;-31.58;19.614;50.760;-111.03;43.276;-58.542;-44.22;50.909;
1;1;0.000;0.000;-3.600;v_max,m;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;154;14.500;2.000;-3.600;v_max,m;13.384;12.311;-32.24;0.537;8.183;6.00;2.999;-0.594;-66.72;1.796;
Total;;;;;;113.696;15.652;89.95;65.493;299.333;179.02;653.206;115.714;86.99;268.746;
1;;;;;;-34.466;-135.354;-89.94;0.537;1.917;-179.60;-25.076;-58.542;-85.20;1.796;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;31;15.000;0.000;-3.600;m_1;113.696;-6.857;-12.62;60.276;174.663;17.62;591.173;103.860;-19.29;243.656;
1;19;9.000;0.000;-3.600;m_1;-34.466;-126.878;-85.11;46.206;220.647;73.18;95.835;10.951;-9.70;42.442;
1;248;15.000;3.500;-3.600;m_2;60.994;15.652;19.16;22.671;48.865;-49.89;48.383;-57.529;45.36;52.956;
1;25;12.000;0.000;-3.600;m_2;-6.158;-135.354;-47.43;64.598;294.908;45.96;111.467;-21.901;-34.86;66.684;
1;273;12.000;4.000;-3.600;m_T,max,b;-4.322;-135.308;51.83;65.493;287.843;-49.04;117.481;-17.783;32.87;67.632;
1;154;14.500;2.000;-3.600;m_T,max,b;13.384;12.311;-32.24;0.537;8.183;6.00;2.999;-0.594;-66.72;1.796;
1;7;3.000;0.000;-3.600;v_max,b;-6.692;-134.471;46.56;63.889;299.333;134.69;108.112;-23.620;35.07;65.866;
1;117;11.500;1.500;-3.600;v_max,b;15.481;-46.788;-88.63;31.134;1.917;77.75;73.069;12.998;-5.42;30.036;
1;1;0.000;0.000;-3.600;n_1;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;63;0.000;1.000;-3.600;n_1;25.955;8.993;-17.69;8.481;44.624;70.46;-25.076;-34.103;42.40;4.513;
1;1;0.000;0.000;-3.600;n_2;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;218;0.000;3.500;-3.600;n_2;42.809;3.580;-31.58;19.614;50.760;-111.03;43.276;-58.542;-44.22;50.909;
1;1;0.000;0.000;-3.600;v_max,m;111.145;-1.459;6.63;56.302;208.453;166.06;653.206;115.714;19.39;268.746;
1;154;14.500;2.000;-3.600;v_max,m;13.384;12.311;-32.24;0.537;8.183;6.00;2.999;-0.594;-66.72;1.796;
;;;;;;;;;;;;;;;;
Total;;;;;;113.696;15.652;89.95;65.493;299.333;179.02;653.206;115.714;86.99;268.746;
max/min;;;;;;-34.466;-135.354;-89.94;0.537;1.917;-179.60;-25.076;-58.542;-85.20;1.796;
