Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
;Point No.;X;Y;Z;;σ_1,+;σ_2,+;α_+ [deg];σ_1,-;σ_2,-;α_- [deg];σ_1,m;σ_2,m;α_m [deg];τ_max;Surface Comment
1;20;9.500;0.000;-3.600;;-0.003;-1.920;-88.32;2.104;-0.010;1.24;0.093;-0.007;-2.98;0.126;
1;21;10.000;0.000;-3.600;;0.030;-1.413;87.40;1.636;-0.033;-2.27;0.112;-0.001;-0.16;0.118;
1;22;10.500;0.000;-3.600;;-0.006;-1.119;85.72;1.376;0.003;-3.45;0.129;-0.002;0.07;0.138;
1;23;11.000;0.000;-3.600;;0.022;-0.790;83.87;1.101;-0.019;-4.39;0.157;0.000;0.16;0.164;
1;24;11.500;0.000;-3.600;;0.052;-0.096;55.42;0.527;-0.016;-13.04;0.228;0.005;-6.49;0.317;
1;25;12.000;0.000;-3.600;;0.522;-2.173;-46.63;2.110;-0.172;42.38;0.183;-0.040;-36.73;0.566;
1;26;12.500;0.000;-3.600;;0.015;-2.164;-89.55;2.169;-0.046;-0.67;0.017;-0.030;-33.54;0.402;
1;27;13.000;0.000;-3.600;;0.061;-0.968;78.77;1.130;-0.063;-9.68;0.084;-0.004;-0.51;0.313;
1;28;13.500;0.000;-3.600;;0.067;-0.329;58.90;0.587;-0.027;-17.72;0.153;-0.004;-0.49;0.323;
1;29;14.000;0.000;-3.600;;0.518;-0.061;18.58;0.216;-0.153;-41.41;0.257;0.003;-0.95;0.340;
1;30;14.500;0.000;-3.600;;1.802;0.006;-0.06;0.082;-0.887;-81.29;0.481;0.021;-9.32;0.474;
1;31;15.000;0.000;-3.600;;3.946;0.233;-14.70;0.093;-2.220;78.27;0.872;0.154;-19.52;0.696;
1;32;0.000;0.500;-3.600;;1.586;0.226;11.53;-0.242;-1.575;-84.21;0.066;-0.069;50.78;0.078;
1;33;0.500;0.500;-3.600;;1.080;0.094;-6.85;0.084;-0.934;71.96;0.178;-0.017;34.81;0.157;
1;34;1.000;0.500;-3.600;;0.587;-0.124;-23.65;0.369;-0.511;48.61;0.208;-0.047;21.68;0.145;
1;35;1.500;0.500;-3.600;;0.132;-0.460;-62.20;0.835;-0.211;26.62;0.187;-0.040;25.10;0.141;
1;36;2.000;0.500;-3.600;;0.076;-1.103;-74.21;1.391;-0.048;17.71;0.148;0.011;26.08;0.136;
1;37;2.500;0.500;-3.600;;-0.186;-1.561;-83.22;1.822;0.146;8.13;0.133;-0.022;14.16;0.161;
1;38;3.000;0.500;-3.600;;0.004;-1.255;63.59;1.418;0.108;-21.78;0.130;0.007;17.01;0.139;
1;39;3.500;0.500;-3.600;;0.015;-0.281;83.62;0.539;0.022;4.59;0.140;0.007;16.86;0.113;
1;40;4.000;0.500;-3.600;;-0.009;-0.641;-85.94;0.928;0.018;6.33;0.145;0.003;11.40;0.069;
1;41;4.500;0.500;-3.600;;-0.021;-0.959;-85.60;1.223;0.025;5.05;0.132;0.002;7.38;0.060;
1;42;5.000;0.500;-3.600;;-0.052;-1.260;-88.17;1.508;0.053;2.55;0.125;0.000;6.01;0.074;
1;43;5.500;0.500;-3.600;;-0.150;-1.604;88.72;1.854;0.149;-0.36;0.126;-0.002;4.86;0.102;
1;44;6.000;0.500;-3.600;;-0.211;-1.555;81.48;1.804;0.253;-6.42;0.131;0.015;5.66;0.162;
1;45;6.500;0.500;-3.600;;-0.075;-1.147;87.93;1.424;0.097;-0.43;0.141;0.008;6.24;0.063;
1;46;7.000;0.500;-3.600;;-0.040;-1.211;89.00;1.506;0.051;-0.16;0.148;0.005;3.26;0.012;
1;47;7.500;0.500;-3.600;;-0.032;-1.256;89.46;1.549;0.040;-0.41;0.147;0.004;0.15;0.009;
1;48;8.000;0.500;-3.600;;-0.042;-1.271;89.67;1.566;0.052;-0.81;0.148;0.005;-2.83;0.010;
1;49;8.500;0.500;-3.600;;-0.088;-1.271;-89.88;1.553;0.106;-0.93;0.142;0.008;-5.59;0.060;
1;50;9.000;0.500;-3.600;;-0.235;-1.618;-85.18;1.878;0.274;3.41;0.133;0.017;-4.81;0.162;
1;51;9.500;0.500;-3.600;;-0.144;-1.645;-89.91;1.903;0.144;-0.46;0.129;0.000;-3.65;0.088;
1;52;10.000;0.500;-3.600;;-0.048;-1.362;87.59;1.619;0.050;-2.80;0.129;0.001;-4.75;0.063;
1;53;10.500;0.500;-3.600;;-0.016;-1.107;85.85;1.376;0.021;-4.56;0.135;0.002;-6.25;0.053;
1;54;11.000;0.500;-3.600;;-0.006;-0.821;86.91;1.109;0.017;-4.96;0.146;0.004;-10.34;0.063;
1;55;11.500;0.500;-3.600;;0.012;-0.484;-85.91;0.737;0.026;-2.73;0.137;0.008;-16.23;0.112;
1;56;12.000;0.500;-3.600;;0.012;-1.371;-66.90;1.527;0.086;18.86;0.120;0.007;-18.14;0.157;
1;57;12.500;0.500;-3.600;;-0.172;-1.513;89.57;1.720;0.154;-3.26;0.114;-0.019;-18.15;0.172;
1;58;13.000;0.500;-3.600;;-0.003;-0.904;81.10;1.127;-0.016;-11.69;0.117;-0.014;-21.45;0.129;
1;59;13.500;0.500;-3.600;;0.103;-0.392;63.32;0.678;-0.125;-25.04;0.144;-0.011;-22.43;0.106;
1;60;14.000;0.500;-3.600;;0.380;-0.051;20.32;0.310;-0.310;-48.92;0.185;-0.021;-26.94;0.126;
1;61;14.500;0.500;-3.600;;0.935;0.095;-2.71;0.013;-0.766;-77.42;0.177;-0.038;-36.14;0.174;
1;62;15.000;0.500;-3.600;;1.612;0.138;-17.53;-0.217;-1.550;78.22;0.074;-0.083;-46.29;0.105;
1;63;0.000;1.000;-3.600;;0.568;0.013;3.24;-0.097;-0.651;-88.15;-0.035;-0.049;46.98;0.033;
1;64;0.500;1.000;-3.600;;0.559;0.052;-15.17;0.117;-0.658;72.17;0.086;-0.051;67.25;0.115;
1;65;1.000;1.000;-3.600;;0.410;-0.068;-37.99;0.154;-0.521;50.83;0.043;-0.056;47.98;0.124;
1;66;1.500;1.000;-3.600;;0.178;-0.591;-70.83;0.898;-0.222;19.70;0.153;-0.022;20.86;0.150;
1;67;2.000;1.000;-3.600;;0.074;-0.936;-60.47;1.456;-0.004;28.81;0.260;0.034;27.20;0.166;
1;68;2.500;1.000;-3.600;;-0.154;-1.017;-81.16;1.332;0.112;12.12;0.162;-0.026;19.72;0.152;
1;69;3.000;1.000;-3.600;;-0.066;-0.908;81.27;1.111;0.112;-4.78;0.113;0.012;12.69;0.064;
1;70;3.500;1.000;-3.600;;-0.007;-0.560;84.83;0.776;0.068;0.03;0.118;0.021;15.64;0.051;
1;71;4.000;1.000;-3.600;;-0.034;-0.704;-87.99;0.944;0.062;4.52;0.122;0.011;12.13;0.046;
1;72;4.500;1.000;-3.600;;-0.043;-0.950;-86.84;1.204;0.057;4.28;0.128;0.006;8.50;0.057;
1;73;5.000;1.000;-3.600;;-0.069;-1.213;-88.07;1.473;0.076;2.57;0.130;0.003;5.47;0.060;
1;74;5.500;1.000;-3.600;;-0.111;-1.442;89.12;1.705;0.117;-0.31;0.132;0.002;2.63;0.060;
1;75;6.000;1.000;-3.600;;-0.122;-1.481;85.72;1.744;0.152;-3.53;0.132;0.014;0.74;0.084;
1;76;6.500;1.000;-3.600;;-0.071;-1.263;86.89;1.532;0.106;-2.07;0.136;0.016;3.14;0.027;
1;77;7.000;1.000;-3.600;;-0.065;-1.242;88.24;1.521;0.086;-1.09;0.140;0.010;1.95;0.012;
1;78;7.500;1.000;-3.600;;-0.059;-1.259;89.22;1.544;0.076;-0.63;0.143;0.008;0.07;0.009;
1;79;8.000;1.000;-3.600;;-0.069;-1.293;-89.97;1.575;0.088;-0.29;0.141;0.009;-1.82;0.017;
1;80;8.500;1.000;-3.600;;-0.082;-1.354;-89.10;1.628;0.113;0.26;0.137;0.015;-3.09;0.029;
1;81;9.000;1.000;-3.600;;-0.133;-1.566;-88.27;1.835;0.163;1.36;0.135;0.015;-0.84;0.084;
1;82;9.500;1.000;-3.600;;-0.110;-1.523;89.19;1.792;0.117;-1.00;0.135;0.004;-2.01;0.052;
1;83;10.000;1.000;-3.600;;-0.066;-1.330;87.09;1.597;0.073;-3.17;0.134;0.003;-4.42;0.052;
1;84;10.500;1.000;-3.600;;-0.038;-1.108;86.47;1.369;0.051;-4.17;0.131;0.006;-6.92;0.050;
1;85;11.000;1.000;-3.600;;-0.028;-0.896;88.10;1.142;0.054;-3.52;0.125;0.012;-9.74;0.042;
1;86;11.500;1.000;-3.600;;-0.001;-0.772;-85.93;0.993;0.060;1.02;0.117;0.024;-12.03;0.054;
1;87;12.000;1.000;-3.600;;-0.043;-1.115;-81.02;1.321;0.086;6.75;0.109;0.016;-6.53;0.072;
1;88;12.500;1.000;-3.600;;-0.093;-1.175;89.27;1.384;0.087;-3.03;0.109;-0.008;-13.85;0.104;
1;89;13.000;1.000;-3.600;;-0.018;-0.813;80.93;1.023;0.013;-12.14;0.110;-0.007;-22.71;0.101;
1;90;13.500;1.000;-3.600;;0.050;-0.385;68.62;0.601;-0.067;-25.08;0.110;-0.011;-31.76;0.103;
1;91;14.000;1.000;-3.600;;0.190;-0.059;28.41;0.248;-0.214;-51.71;0.102;-0.020;-41.59;0.096;
1;92;14.500;1.000;-3.600;;0.473;0.031;-3.14;0.063;-0.449;-82.13;0.078;-0.019;-52.94;0.108;
1;93;15.000;1.000;-3.600;;0.614;-0.046;-15.48;-0.057;-0.675;73.57;-0.029;-0.052;-2.53;0.037;
1;94;0.000;1.500;-3.600;;0.326;-0.068;-7.54;-0.009;-0.388;73.19;-0.003;-0.066;29.40;0.026;
1;95;0.500;1.500;-3.600;;0.293;-0.038;-18.55;0.151;-0.357;66.98;0.059;-0.035;59.05;0.072;
1;96;1.000;1.500;-3.600;;0.166;-0.087;-46.58;0.251;-0.185;56.37;0.095;-0.023;70.32;0.077;
1;98;2.000;1.500;-3.600;;0.040;-0.450;-57.24;0.451;-0.103;36.91;0.009;-0.040;59.68;0.154;
1;99;2.500;1.500;-3.600;;-0.070;-0.730;-82.86;0.826;0.078;11.19;0.059;-0.007;33.41;0.119;
1;100;3.000;1.500;-3.600;;-0.013;-0.771;88.16;0.962;0.051;1.70;0.104;0.011;16.68;0.039;
1;101;3.500;1.500;-3.600;;-0.019;-0.659;87.80;0.858;0.071;0.31;0.102;0.023;10.68;0.020;
1;102;4.000;1.500;-3.600;;-0.043;-0.761;89.77;0.983;0.086;1.51;0.113;0.020;8.27;0.033;
1;103;4.500;1.500;-3.600;;-0.046;-0.953;-89.16;1.196;0.071;1.73;0.122;0.012;5.40;0.044;
1;104;5.000;1.500;-3.600;;-0.044;-1.175;-89.54;1.433;0.059;0.97;0.129;0.007;3.34;0.045;
1;105;5.500;1.500;-3.600;;-0.047;-1.358;89.25;1.623;0.063;-0.40;0.133;0.008;1.44;0.038;
1;106;6.000;1.500;-3.600;;-0.051;-1.400;87.52;1.668;0.080;-2.02;0.134;0.014;0.50;0.043;
1;107;6.500;1.500;-3.600;;-0.053;-1.303;87.52;1.575;0.085;-1.91;0.136;0.015;1.03;0.005;
1;108;7.000;1.500;-3.600;;-0.066;-1.273;88.12;1.550;0.094;-1.43;0.139;0.014;0.74;0.004;
1;109;7.500;1.500;-3.600;;-0.069;-1.278;89.05;1.558;0.093;-0.80;0.140;0.012;-0.14;0.006;
1;110;8.000;1.500;-3.600;;-0.068;-1.318;89.91;1.597;0.094;-0.24;0.140;0.013;-1.01;0.011;
1;111;8.500;1.500;-3.600;;-0.059;-1.383;-89.59;1.658;0.089;0.13;0.138;0.015;-1.36;0.012;
1;112;9.000;1.500;-3.600;;-0.060;-1.492;-89.63;1.764;0.089;0.21;0.136;0.014;-0.72;0.042;
1;113;9.500;1.500;-3.600;;-0.052;-1.458;88.93;1.728;0.069;-1.09;0.135;0.008;-1.22;0.032;
1;114;10.000;1.500;-3.600;;-0.047;-1.306;87.97;1.571;0.062;-2.14;0.133;0.007;-2.74;0.037;
1;115;10.500;1.500;-3.600;;-0.044;-1.123;87.91;1.376;0.067;-2.46;0.127;0.011;-4.22;0.037;
1;116;11.000;1.500;-3.600;;-0.038;-0.967;89.41;1.204;0.075;-1.52;0.119;0.018;-5.82;0.029;
1;117;11.500;1.500;-3.600;;-0.011;-0.889;-88.12;1.109;0.057;0.60;0.111;0.022;-5.80;0.020;
1;118;12.000;1.500;-3.600;;0.004;-1.009;-86.51;1.216;0.033;2.25;0.105;0.017;-4.95;0.038;
1;119;12.500;1.500;-3.600;;0.006;-1.010;89.11;1.197;0.016;-2.20;0.096;0.009;-10.00;0.058;
1;120;13.000;1.500;-3.600;;0.015;-0.736;84.83;0.897;0.013;-7.52;0.084;0.010;-19.71;0.071;
1;121;13.500;1.500;-3.600;;0.010;-0.371;78.06;0.500;0.026;-17.43;0.072;0.010;-35.56;0.076;
1;122;14.000;1.500;-3.600;;0.036;-0.058;34.63;0.180;-0.034;-53.55;0.061;0.001;-52.15;0.066;
1;123;14.500;1.500;-3.600;;0.253;-0.055;-2.52;0.085;-0.249;-86.87;0.026;-0.009;-55.97;0.053;
1;124;15.000;1.500;-3.600;;0.317;-0.095;-10.37;-0.027;-0.363;76.38;-0.021;-0.064;2.69;0.032;
1;125;0.000;2.000;-3.600;;0.297;-0.124;-14.41;0.040;-0.338;66.64;0.002;-0.064;16.68;0.013;
1;126;0.500;2.000;-3.600;;0.249;-0.116;-22.61;0.191;-0.227;62.41;0.046;0.003;38.70;0.053;
1;127;1.000;2.000;-3.600;;0.124;-0.114;-42.68;0.412;-0.012;51.75;0.150;0.054;57.23;0.144;
1;128;1.500;2.000;-3.600;;0.046;-0.482;-69.95;0.622;-0.044;16.82;0.074;-0.003;5.44;0.262;
1;129;2.000;2.000;-3.600;;0.034;-0.529;88.94;0.615;-0.078;-3.13;0.045;-0.023;-11.81;0.185;
1;130;2.500;2.000;-3.600;;0.056;-0.676;-85.59;0.784;-0.016;3.20;0.056;0.018;-9.11;0.055;
1;131;3.000;2.000;-3.600;;0.034;-0.702;-86.75;0.852;0.003;3.18;0.075;0.019;2.90;0.021;
1;132;3.500;2.000;-3.600;;-0.001;-0.652;-89.02;0.846;0.053;0.95;0.097;0.026;0.80;0.031;
1;133;4.000;2.000;-3.600;;-0.031;-0.764;88.95;0.984;0.076;-0.76;0.110;0.022;0.46;0.036;
1;134;4.500;2.000;-3.600;;-0.031;-0.949;88.36;1.192;0.061;-1.26;0.121;0.015;0.39;0.041;
1;135;5.000;2.000;-3.600;;-0.018;-1.161;88.54;1.419;0.038;-1.15;0.130;0.010;0.35;0.038;
1;136;5.500;2.000;-3.600;;-0.011;-1.327;88.68;1.596;0.031;-1.07;0.134;0.010;0.26;0.027;
1;137;6.000;2.000;-3.600;;-0.015;-1.360;88.80;1.634;0.043;-1.00;0.137;0.014;0.07;0.018;
1;138;6.500;2.000;-3.600;;-0.030;-1.304;88.72;1.581;0.061;-1.10;0.138;0.015;-0.17;0.004;
1;139;7.000;2.000;-3.600;;-0.053;-1.283;88.66;1.564;0.082;-1.16;0.140;0.015;-0.28;0.003;
1;140;7.500;2.000;-3.600;;-0.060;-1.289;88.88;1.571;0.087;-0.98;0.141;0.014;-0.33;0.005;
1;141;8.000;2.000;-3.600;;-0.054;-1.329;89.18;1.611;0.082;-0.75;0.141;0.014;-0.36;0.008;
1;142;8.500;2.000;-3.600;;-0.035;-1.385;89.32;1.665;0.065;-0.64;0.140;0.015;-0.41;0.006;
1;143;9.000;2.000;-3.600;;-0.024;-1.456;89.41;1.733;0.053;-0.57;0.139;0.014;-0.43;0.015;
1;144;9.500;2.000;-3.600;;-0.022;-1.431;89.36;1.704;0.042;-0.61;0.137;0.010;-0.45;0.021;
1;145;10.000;2.000;-3.600;;-0.029;-1.297;89.29;1.563;0.047;-0.68;0.133;0.009;-0.52;0.031;
1;146;10.500;2.000;-3.600;;-0.036;-1.131;89.40;1.384;0.062;-0.60;0.127;0.013;-0.58;0.032;
1;147;11.000;2.000;-3.600;;-0.029;-0.993;89.59;1.231;0.068;-0.46;0.119;0.019;-0.67;0.027;
1;148;11.500;2.000;-3.600;;0.004;-0.917;89.62;1.138;0.039;-0.44;0.111;0.021;-0.76;0.022;
1;149;12.000;2.000;-3.600;;0.034;-0.968;89.62;1.176;0.002;-0.42;0.104;0.018;-0.68;0.022;
1;150;12.500;2.000;-3.600;;0.044;-0.955;89.56;1.135;-0.011;-0.47;0.090;0.016;-0.70;0.040;
1;151;13.000;2.000;-3.600;;0.037;-0.710;89.47;0.850;0.008;-0.61;0.070;0.023;-1.22;0.060;
1;152;13.500;2.000;-3.600;;0.008;-0.370;89.82;0.459;0.061;-0.51;0.045;0.034;-6.61;0.066;
1;153;14.000;2.000;-3.600;;-0.028;-0.043;-41.30;0.109;0.071;83.72;0.036;0.018;-85.20;0.057;
1;154;14.500;2.000;-3.600;;0.186;-0.065;-2.26;0.074;-0.184;88.58;0.005;0.000;-68.97;0.037;
1;155;15.000;2.000;-3.600;;0.250;-0.084;-0.83;-0.048;-0.279;89.57;-0.015;-0.066;-1.72;0.025;
1;156;0.000;2.500;-3.600;;0.382;-0.151;-22.89;0.042;-0.442;61.81;-0.016;-0.068;6.03;0.025;
1;157;0.500;2.500;-3.600;;0.315;-0.128;-27.69;0.172;-0.280;65.70;0.033;0.007;-75.41;0.055;
1;158;1.000;2.500;-3.600;;0.154;-0.156;-44.66;0.267;-0.052;52.03;0.072;0.035;-89.84;0.055;
1;159;1.500;2.500;-3.600;;0.061;-0.396;-73.09;0.508;-0.020;13.13;0.063;0.014;-6.21;0.039;
1;160;2.000;2.500;-3.600;;0.079;-0.635;-85.30;0.805;-0.084;2.69;0.087;-0.004;-5.22;0.026;
1;161;2.500;2.500;-3.600;;0.073;-0.749;-83.80;0.929;-0.057;3.41;0.096;0.003;-9.32;0.038;
1;162;3.000;2.500;-3.600;;0.061;-0.662;-79.42;0.838;-0.005;7.12;0.096;0.020;-10.27;0.019;
1;163;3.500;2.500;-3.600;;0.018;-0.566;-85.74;0.773;0.039;1.49;0.107;0.026;-8.71;0.043;
1;164;4.000;2.500;-3.600;;-0.012;-0.707;87.88;0.941;0.053;-3.18;0.118;0.020;-6.97;0.046;
1;165;4.500;2.500;-3.600;;-0.013;-0.931;85.74;1.186;0.037;-4.29;0.127;0.012;-4.41;0.049;
1;166;5.000;2.500;-3.600;;-0.009;-1.170;86.51;1.438;0.024;-3.32;0.134;0.008;-2.53;0.044;
1;167;5.500;2.500;-3.600;;-0.009;-1.353;88.07;1.629;0.026;-1.75;0.138;0.009;-0.85;0.033;
1;168;6.000;2.500;-3.600;;-0.010;-1.372;-89.86;1.651;0.040;0.06;0.140;0.015;-0.36;0.011;
1;169;6.500;2.500;-3.600;;-0.020;-1.287;90.00;1.570;0.053;-0.23;0.142;0.016;-1.36;0.006;
1;170;7.000;2.500;-3.600;;-0.040;-1.269;89.29;1.558;0.068;-0.81;0.144;0.014;-1.26;0.008;
1;171;7.500;2.500;-3.600;;-0.047;-1.280;88.71;1.571;0.071;-1.14;0.145;0.012;-0.47;0.008;
1;172;8.000;2.500;-3.600;;-0.042;-1.322;88.35;1.611;0.069;-1.31;0.145;0.013;0.33;0.010;
1;173;8.500;2.500;-3.600;;-0.027;-1.380;88.16;1.665;0.058;-1.46;0.143;0.015;0.58;0.008;
1;174;9.000;2.500;-3.600;;-0.022;-1.468;88.49;1.750;0.052;-1.30;0.141;0.015;-0.10;0.013;
1;175;9.500;2.500;-3.600;;-0.022;-1.447;89.88;1.726;0.040;-0.05;0.140;0.009;0.34;0.026;
1;176;10.000;2.500;-3.600;;-0.025;-1.303;-89.32;1.576;0.040;0.85;0.137;0.008;1.71;0.034;
1;177;10.500;2.500;-3.600;;-0.025;-1.123;-89.15;1.384;0.048;1.24;0.131;0.011;3.04;0.036;
1;178;11.000;2.500;-3.600;;-0.016;-0.968;89.62;1.212;0.054;0.48;0.123;0.018;4.42;0.032;
1;179;11.500;2.500;-3.600;;0.019;-0.885;87.30;1.111;0.028;-1.54;0.114;0.022;4.22;0.026;
1;180;12.000;2.500;-3.600;;0.041;-0.986;85.80;1.200;-0.003;-3.03;0.108;0.017;3.59;0.015;
1;181;12.500;2.500;-3.600;;0.034;-1.002;-89.89;1.195;-0.011;1.34;0.098;0.010;8.69;0.052;
1;182;13.000;2.500;-3.600;;0.035;-0.737;-85.89;0.901;-0.005;6.31;0.086;0.011;18.06;0.068;
1;183;13.500;2.500;-3.600;;0.028;-0.377;-79.24;0.505;0.013;15.73;0.071;0.013;34.18;0.076;
1;184;14.000;2.500;-3.600;;0.049;-0.057;-45.23;0.175;-0.040;48.74;0.060;0.004;52.51;0.069;
1;185;14.500;2.500;-3.600;;0.246;-0.022;-0.56;0.055;-0.244;84.57;0.023;-0.006;58.28;0.058;
1;186;15.000;2.500;-3.600;;0.327;-0.056;9.84;-0.066;-0.377;-75.68;-0.021;-0.066;-6.45;0.018;
1;187;0.000;3.000;-3.600;;0.619;-0.104;-25.38;-0.004;-0.690;62.91;-0.031;-0.059;-1.59;0.024;
1;188;0.500;3.000;-3.600;;0.488;-0.049;-28.35;0.084;-0.384;70.57;0.077;-0.008;-57.01;0.090;
1;189;1.000;3.000;-3.600;;0.190;-0.065;-39.95;0.087;-0.007;54.46;0.092;0.011;-42.53;0.081;
1;190;1.500;3.000;-3.600;;0.045;-0.287;-77.84;0.449;0.013;1.16;0.100;0.011;-20.91;0.077;
1;191;2.000;3.000;-3.600;;0.019;-0.616;-84.23;0.824;-0.013;0.90;0.113;-0.006;-12.61;0.069;
1;192;2.500;3.000;-3.600;;-0.004;-0.861;-80.91;1.079;0.011;5.08;0.119;-0.006;-9.30;0.072;
1;193;3.000;3.000;-3.600;;0.098;-0.682;-69.97;0.878;-0.015;14.85;0.117;0.023;-9.12;0.034;
1;194;3.500;3.000;-3.600;;0.058;-0.378;-81.54;0.608;0.012;1.54;0.125;0.025;-14.07;0.078;
1;195;4.000;3.000;-3.600;;0.017;-0.601;84.74;0.864;0.008;-6.72;0.132;0.012;-10.48;0.065;
1;196;4.500;3.000;-3.600;;0.007;-0.908;83.02;1.184;0.006;-7.02;0.138;0.007;-7.18;0.067;
1;197;5.000;3.000;-3.600;;-0.016;-1.203;84.67;1.485;0.022;-5.16;0.141;0.003;-4.45;0.063;
1;198;5.500;3.000;-3.600;;-0.049;-1.441;87.79;1.726;0.056;-2.16;0.142;0.003;-1.90;0.059;
1;199;6.000;3.000;-3.600;;-0.041;-1.436;-87.89;1.721;0.075;1.69;0.143;0.017;-0.61;0.045;
1;200;6.500;3.000;-3.600;;-0.013;-1.238;-88.89;1.530;0.049;0.33;0.147;0.017;-3.40;0.023;
1;201;7.000;3.000;-3.600;;-0.027;-1.233;89.48;1.534;0.047;-0.85;0.151;0.010;-2.29;0.012;
1;202;7.500;3.000;-3.600;;-0.029;-1.260;88.53;1.566;0.046;-1.29;0.153;0.008;-0.54;0.010;
1;203;8.000;3.000;-3.600;;-0.032;-1.299;87.87;1.600;0.052;-1.52;0.151;0.009;1.21;0.014;
1;204;8.500;3.000;-3.600;;-0.027;-1.358;87.23;1.650;0.061;-1.93;0.147;0.016;2.34;0.020;
1;205;9.000;3.000;-3.600;;-0.056;-1.530;87.24;1.816;0.089;-2.33;0.144;0.016;0.14;0.050;
1;206;9.500;3.000;-3.600;;-0.056;-1.507;-89.96;1.793;0.065;0.23;0.143;0.004;1.18;0.044;
1;207;10.000;3.000;-3.600;;-0.033;-1.323;-88.15;1.607;0.040;2.13;0.142;0.004;3.41;0.048;
1;208;10.500;3.000;-3.600;;-0.014;-1.105;-87.77;1.382;0.028;2.91;0.139;0.007;5.74;0.049;
1;209;11.000;3.000;-3.600;;0.004;-0.896;-89.63;1.155;0.025;2.03;0.131;0.012;8.32;0.045;
1;210;11.500;3.000;-3.600;;0.051;-0.770;84.55;1.003;0.010;-2.49;0.123;0.025;10.26;0.055;
1;211;12.000;3.000;-3.600;;0.029;-1.078;80.55;1.297;0.014;-7.29;0.115;0.016;5.24;0.040;
1;212;12.500;3.000;-3.600;;-0.043;-1.165;-89.55;1.385;0.038;2.60;0.115;-0.007;12.71;0.098;
1;213;13.000;3.000;-3.600;;0.012;-0.813;-81.74;1.032;-0.014;11.18;0.114;-0.006;21.43;0.096;
1;214;13.500;3.000;-3.600;;0.068;-0.387;-70.74;0.606;-0.079;23.21;0.113;-0.009;30.67;0.102;
1;215;14.000;3.000;-3.600;;0.182;-0.035;-34.03;0.232;-0.208;48.12;0.103;-0.017;41.01;0.098;
1;216;14.500;3.000;-3.600;;0.455;0.086;3.47;0.011;-0.430;81.02;0.078;-0.016;53.15;0.109;
1;217;15.000;3.000;-3.600;;0.632;0.024;16.49;-0.127;-0.698;-71.93;-0.030;-0.055;-3.33;0.016;
1;218;0.000;3.500;-3.600;;1.371;0.015;-25.81;-0.145;-1.278;69.00;0.067;-0.085;-45.01;0.105;
1;219;0.500;3.500;-3.600;;0.835;0.027;-17.46;-0.018;-0.558;86.07;0.174;-0.031;-35.93;0.145;
