Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
;Point No.;X;Y;Z;;σ_1,+;σ_2,+;α_+ [deg];σ_1,-;σ_2,-;α_- [deg];σ_1,m;σ_2,m;α_m [deg];τ_max;Surface Comment
1;220;1.000;3.500;-3.600;;0.287;0.013;-20.84;0.080;-0.029;-33.85;0.181;-0.006;-24.49;0.108;
1;221;1.500;3.500;-3.600;;0.016;-0.197;-85.92;0.478;0.000;-7.46;0.148;0.001;-15.74;0.088;
1;222;2.000;3.500;-3.600;;-0.009;-0.631;-87.06;0.880;0.011;-1.75;0.131;-0.006;-12.66;0.101;
1;223;2.500;3.500;-3.600;;-0.081;-1.123;-83.12;1.365;0.082;3.05;0.132;-0.011;-11.45;0.132;
1;224;3.000;3.500;-3.600;;0.325;-0.890;-53.89;1.047;-0.155;32.20;0.140;0.023;-15.59;0.083;
1;225;3.500;3.500;-3.600;;0.098;-0.039;-66.04;0.306;-0.039;-3.61;0.154;0.009;-15.00;0.135;
1;226;4.000;3.500;-3.600;;0.038;-0.503;81.56;0.820;-0.030;-8.96;0.159;0.004;-9.87;0.089;
1;227;4.500;3.500;-3.600;;0.023;-0.894;81.75;1.187;-0.019;-7.75;0.146;0.002;-6.14;0.070;
1;228;5.000;3.500;-3.600;;-0.009;-1.240;84.73;1.519;0.009;-5.19;0.140;0.000;-4.85;0.077;
1;229;5.500;3.500;-3.600;;-0.092;-1.612;88.13;1.894;0.090;-2.18;0.141;-0.001;-3.87;0.098;
1;230;6.000;3.500;-3.600;;-0.101;-1.543;-83.45;1.827;0.150;4.73;0.147;0.020;-5.23;0.117;
1;231;6.500;3.500;-3.600;;-0.012;-1.112;-88.76;1.424;0.034;-0.30;0.158;0.009;-6.05;0.051;
1;232;7.000;3.500;-3.600;;-0.011;-1.191;89.49;1.521;0.022;-1.10;0.165;0.005;-3.28;0.014;
1;233;7.500;3.500;-3.600;;-0.011;-1.245;88.59;1.571;0.019;-1.21;0.163;0.004;-0.41;0.008;
1;234;8.000;3.500;-3.600;;-0.017;-1.270;88.04;1.595;0.028;-1.10;0.163;0.005;2.32;0.006;
1;235;8.500;3.500;-3.600;;-0.033;-1.283;87.37;1.592;0.054;-1.21;0.156;0.008;4.81;0.043;
1;236;9.000;3.500;-3.600;;-0.127;-1.614;84.53;1.901;0.172;-4.08;0.147;0.019;3.93;0.120;
1;237;9.500;3.500;-3.600;;-0.088;-1.622;89.92;1.907;0.089;0.37;0.143;0.000;2.81;0.076;
1;238;10.000;3.500;-3.600;;-0.025;-1.347;-88.07;1.630;0.027;2.27;0.142;0.001;3.84;0.059;
1;239;10.500;3.500;-3.600;;-0.002;-1.093;-86.95;1.386;0.007;3.52;0.147;0.002;5.31;0.053;
1;240;11.000;3.500;-3.600;;0.013;-0.812;-89.04;1.120;0.000;3.17;0.156;0.005;9.21;0.066;
1;241;11.500;3.500;-3.600;;0.070;-0.491;82.52;0.756;-0.024;-0.39;0.146;0.010;14.68;0.108;
1;242;12.000;3.500;-3.600;;0.104;-1.354;68.37;1.533;-0.008;-17.55;0.128;0.009;16.46;0.121;
1;243;12.500;3.500;-3.600;;-0.122;-1.499;-89.15;1.725;0.104;3.47;0.122;-0.018;16.84;0.164;
1;244;13.000;3.500;-3.600;;0.019;-0.899;-81.22;1.138;-0.036;11.34;0.124;-0.013;20.09;0.125;
1;245;13.500;3.500;-3.600;;0.109;-0.385;-65.10;0.685;-0.128;23.53;0.150;-0.010;21.42;0.105;
1;246;14.000;3.500;-3.600;;0.357;-0.019;-20.91;0.296;-0.290;46.19;0.191;-0.019;26.32;0.127;
1;247;14.500;3.500;-3.600;;0.911;0.142;4.42;-0.038;-0.727;77.26;0.181;-0.037;35.79;0.174;
1;248;15.000;3.500;-3.600;;1.597;0.206;19.62;-0.299;-1.524;-76.30;0.074;-0.084;45.99;0.136;
1;249;0.000;4.000;-3.600;;3.159;0.106;-18.88;0.185;-1.471;71.21;0.844;0.146;-18.99;0.397;
1;250;0.500;4.000;-3.600;;1.524;-0.006;-5.31;0.056;-0.591;-89.69;0.472;0.019;-9.31;0.241;
1;251;1.000;4.000;-3.600;;0.403;-0.006;3.94;0.129;-0.003;-16.22;0.260;0.001;-0.84;0.148;
1;252;1.500;4.000;-3.600;;0.010;-0.169;71.99;0.502;-0.008;-5.96;0.173;-0.005;-0.03;0.142;
1;253;2.000;4.000;-3.600;;0.022;-0.665;86.29;0.910;-0.026;-2.70;0.123;-0.002;0.11;0.147;
1;254;2.500;4.000;-3.600;;0.018;-1.638;-86.76;1.769;-0.043;2.05;0.069;-0.016;-9.72;0.259;
1;255;3.000;4.000;-3.600;;1.036;-1.590;-45.83;1.654;-0.638;43.37;0.209;0.021;-28.22;0.494;
1;256;3.500;4.000;-3.600;;0.541;-0.040;1.17;0.072;-0.089;-66.61;0.241;0.001;-5.67;0.347;
1;257;4.000;4.000;-3.600;;0.036;-0.461;75.94;0.792;-0.024;-8.26;0.172;0.000;0.19;0.215;
1;258;4.500;4.000;-3.600;;0.004;-0.880;81.71;1.163;-0.004;-6.22;0.144;-0.002;0.09;0.202;
1;259;5.000;4.000;-3.600;;0.031;-1.275;84.55;1.523;-0.032;-4.60;0.125;-0.002;-0.17;0.196;
1;260;5.500;4.000;-3.600;;0.001;-1.930;89.23;2.135;-0.017;-1.03;0.103;-0.008;-3.33;0.237;
1;261;6.000;4.000;-3.600;;-0.167;-1.754;-70.22;2.033;0.292;10.78;0.178;0.024;-11.05;0.309;
1;262;6.500;4.000;-3.600;;-0.024;-0.919;88.23;1.323;0.025;-2.31;0.202;0.000;-3.50;0.132;
1;263;7.000;4.000;-3.600;;0.010;-1.176;88.78;1.518;-0.011;-0.92;0.171;0.000;0.15;0.048;
1;264;7.500;4.000;-3.600;;-0.010;-1.247;88.88;1.574;0.005;-0.88;0.163;-0.002;0.01;0.032;
1;265;8.000;4.000;-3.600;;0.012;-1.263;89.05;1.599;-0.013;-0.78;0.168;-0.001;-0.14;0.017;
1;266;8.500;4.000;-3.600;;-0.021;-1.171;89.86;1.554;0.021;0.68;0.192;0.000;3.10;0.077;
1;267;9.000;4.000;-3.600;;-0.245;-1.749;79.24;2.069;0.322;-6.33;0.175;0.024;8.51;0.222;
1;268;9.500;4.000;-3.600;;-0.004;-1.862;89.31;2.084;-0.010;-0.35;0.111;-0.007;2.36;0.136;
1;269;10.000;4.000;-3.600;;0.022;-1.381;-87.54;1.639;-0.025;2.10;0.129;-0.001;0.16;0.114;
1;270;10.500;4.000;-3.600;;-0.006;-1.095;-86.43;1.384;0.002;2.79;0.145;-0.002;-0.07;0.122;
1;271;11.000;4.000;-3.600;;0.009;-0.764;-85.60;1.106;-0.007;3.00;0.172;0.000;-0.16;0.139;
1;272;11.500;4.000;-3.600;;0.031;-0.050;-82.72;0.534;-0.021;6.29;0.242;0.005;6.11;0.268;
1;273;12.000;4.000;-3.600;;0.560;-2.163;49.20;2.120;-0.203;-38.66;0.191;-0.034;35.26;0.546;
1;274;12.500;4.000;-3.600;;0.013;-2.121;-89.38;2.152;-0.046;1.72;0.026;-0.027;27.40;0.425;
1;275;13.000;4.000;-3.600;;0.055;-0.952;-78.46;1.136;-0.057;9.74;0.095;-0.004;0.44;0.315;
1;276;13.500;4.000;-3.600;;0.067;-0.321;-59.02;0.600;-0.026;16.89;0.164;-0.004;0.46;0.315;
1;277;14.000;4.000;-3.600;;0.511;-0.060;-17.68;0.224;-0.130;39.64;0.269;0.003;0.93;0.321;
1;278;14.500;4.000;-3.600;;1.799;0.000;1.59;0.077;-0.839;83.63;0.497;0.022;9.26;0.428;
1;279;15.000;4.000;-3.600;;3.864;0.284;16.70;0.037;-2.078;-75.18;0.896;0.158;19.38;0.626;
Extremes;1;0.000;0.000;-3.600;σ_1,+;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;19;9.000;0.000;-3.600;σ_1,+;-0.339;-1.701;-81.85;1.990;0.396;4.34;0.154;0.020;-10.19;0.258;
1;1;0.000;0.000;-3.600;σ_2,+;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;6;2.500;0.000;-3.600;σ_2,+;0.010;-2.293;-88.03;2.250;-0.043;2.53;-0.008;-0.031;53.55;0.499;
1;6;2.500;0.000;-3.600;σ_1,-;0.010;-2.293;-88.03;2.250;-0.043;2.53;-0.008;-0.031;53.55;0.499;
1;248;15.000;3.500;-3.600;σ_1,-;1.597;0.206;19.62;-0.299;-1.524;-76.30;0.074;-0.084;45.99;0.136;
1;19;9.000;0.000;-3.600;σ_2,-;-0.339;-1.701;-81.85;1.990;0.396;4.34;0.154;0.020;-10.19;0.258;
1;31;15.000;0.000;-3.600;σ_2,-;3.946;0.233;-14.70;0.093;-2.220;78.27;0.872;0.154;-19.52;0.696;
1;1;0.000;0.000;-3.600;σ_1,m;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;63;0.000;1.000;-3.600;σ_1,m;0.568;0.013;3.24;-0.097;-0.651;-88.15;-0.035;-0.049;46.98;0.033;
1;1;0.000;0.000;-3.600;σ_2,m;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;218;0.000;3.500;-3.600;σ_2,m;1.371;0.015;-25.81;-0.145;-1.278;69.00;0.067;-0.085;-45.01;0.105;
1;1;0.000;0.000;-3.600;τ_max;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;139;7.000;2.000;-3.600;τ_max;-0.053;-1.283;88.66;1.564;0.082;-1.16;0.140;0.015;-0.28;0.003;
Total;;;;;;4.075;0.349;90.00;2.250;0.396;89.57;0.947;0.169;70.32;0.763;
1;;;;;;-0.339;-2.293;-89.97;-0.299;-2.220;-89.69;-0.035;-0.085;-89.84;0.003;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;σ_1,+;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;19;9.000;0.000;-3.600;σ_1,+;-0.339;-1.701;-81.85;1.990;0.396;4.34;0.154;0.020;-10.19;0.258;
1;1;0.000;0.000;-3.600;σ_2,+;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;6;2.500;0.000;-3.600;σ_2,+;0.010;-2.293;-88.03;2.250;-0.043;2.53;-0.008;-0.031;53.55;0.499;
1;6;2.500;0.000;-3.600;σ_1,-;0.010;-2.293;-88.03;2.250;-0.043;2.53;-0.008;-0.031;53.55;0.499;
1;248;15.000;3.500;-3.600;σ_1,-;1.597;0.206;19.62;-0.299;-1.524;-76.30;0.074;-0.084;45.99;0.136;
1;19;9.000;0.000;-3.600;σ_2,-;-0.339;-1.701;-81.85;1.990;0.396;4.34;0.154;0.020;-10.19;0.258;
1;31;15.000;0.000;-3.600;σ_2,-;3.946;0.233;-14.70;0.093;-2.220;78.27;0.872;0.154;-19.52;0.696;
1;1;0.000;0.000;-3.600;σ_1,m;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;63;0.000;1.000;-3.600;σ_1,m;0.568;0.013;3.24;-0.097;-0.651;-88.15;-0.035;-0.049;46.98;0.033;
1;1;0.000;0.000;-3.600;σ_2,m;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;218;0.000;3.500;-3.600;σ_2,m;1.371;0.015;-25.81;-0.145;-1.278;69.00;0.067;-0.085;-45.01;0.105;
1;1;0.000;0.000;-3.600;τ_max;4.075;0.349;12.62;0.027;-2.219;-82.14;0.947;0.169;19.53;0.763;
1;139;7.000;2.000;-3.600;τ_max;-0.053;-1.283;88.66;1.564;0.082;-1.16;0.140;0.015;-0.28;0.003;
;;;;;;;;;;;;;;;;
Total;;;;;;4.075;0.349;90.00;2.250;0.396;89.57;0.947;0.169;70.32;0.763;
max/min;;;;;;-0.339;-2.293;-89.97;-0.299;-2.220;-89.69;-0.035;-0.085;-89.84;0.003;
