Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;Shear Forces [kN/m];;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x;m_y;m_xy;v_x;v_y;n_x;n_y;n_xy;Surface Comment
1;247;14.500;3.500;-3.600;;38.565;10.411;-0.641;38.434;27.408;73.154;25.317;70.133;
1;248;15.000;3.500;-3.600;;56.108;20.537;14.058;31.481;-37.373;-5.234;-3.912;52.952;
1;249;0.000;4.000;-3.600;;46.262;-1.893;-22.447;-9.655;-61.827;527.502;147.214;-145.117;
1;250;0.500;4.000;-3.600;;37.709;-0.092;-6.407;-10.162;20.895;317.393;21.837;-49.424;
1;251;1.000;4.000;-3.600;;12.201;1.218;-0.860;-19.557;-10.314;181.458;0.986;-2.686;
1;252;1.500;4.000;-3.600;;-5.761;0.998;1.193;-40.866;-5.622;122.643;-3.252;-0.076;
1;253;2.000;4.000;-3.600;;-27.857;2.590;2.880;-64.405;3.308;90.927;-1.337;0.192;
1;254;2.500;4.000;-3.600;;-80.560;2.347;-1.356;-138.601;-21.182;58.948;-8.314;-7.424;
1;255;3.000;4.000;-3.600;;-59.474;-20.123;-33.737;-178.221;-121.558;121.837;33.014;-35.354;
1;256;3.500;4.000;-3.600;;9.794;2.374;-1.477;-69.187;48.921;148.771;1.401;-13.428;
1;257;4.000;4.000;-3.600;;-17.941;1.447;3.618;-63.715;-13.824;110.429;-0.126;0.392;
1;258;4.500;4.000;-3.600;;-35.793;0.154;6.463;-84.143;-5.702;94.302;-1.365;0.164;
1;259;5.000;4.000;-3.600;;-57.192;2.439;9.054;-106.947;-0.748;83.346;-0.902;-0.195;
1;260;5.500;4.000;-3.600;;-101.233;1.070;6.373;-161.546;6.516;69.711;-4.720;-3.884;
1;261;6.000;4.000;-3.600;;-125.056;-31.460;-15.719;-102.298;-162.926;109.654;18.349;-19.446;
1;262;6.500;4.000;-3.600;;-59.011;-0.482;-1.808;23.530;37.450;128.626;0.738;-7.258;
1;263;7.000;4.000;-3.600;;-56.580;2.024;-0.812;5.234;-8.104;110.669;-0.229;0.253;
1;264;7.500;4.000;-3.600;;-56.994;0.412;1.405;-14.254;-5.163;106.161;-1.323;0.011;
1;265;8.000;4.000;-3.600;;-60.232;2.067;3.646;-33.536;-7.070;108.365;-0.306;-0.237;
1;266;8.500;4.000;-3.600;;-69.087;-0.413;3.990;-54.422;35.532;122.079;0.259;5.928;
1;267;9.000;4.000;-3.600;;-128.182;-32.163;13.846;57.037;-164.639;108.272;16.963;15.228;
1;268;9.500;4.000;-3.600;;-101.368;1.050;-2.991;118.079;11.736;75.394;-4.018;2.830;
1;269;10.000;4.000;-3.600;;-64.907;2.651;-5.228;69.794;-1.411;85.619;-0.797;0.191;
1;270;10.500;4.000;-3.600;;-48.690;0.434;-3.142;47.967;-5.406;94.858;-1.268;-0.114;
1;271;11.000;4.000;-3.600;;-35.677;1.429;-0.538;28.605;-13.428;110.299;0.104;-0.283;
1;272;11.500;4.000;-3.600;;-16.530;1.775;1.239;30.352;55.631;149.446;4.615;14.521;
1;273;12.000;4.000;-3.600;;-105.530;-34.099;34.874;209.590;-161.218;87.129;12.568;47.231;
1;274;12.500;4.000;-3.600;;-109.715;2.322;-6.342;234.953;-16.441;19.688;-9.469;12.720;
1;275;13.000;4.000;-3.600;;-40.087;2.170;-12.515;153.755;4.421;69.797;-2.749;0.458;
1;276;13.500;4.000;-3.600;;-7.595;-0.029;-8.127;129.958;-5.347;114.960;-3.143;0.937;
1;277;14.000;4.000;-3.600;;17.924;1.597;-7.440;107.584;-11.454;185.499;2.325;3.026;
1;278;14.500;4.000;-3.600;;58.806;-0.114;0.305;107.793;23.840;331.900;23.467;51.346;
1;279;15.000;4.000;-3.600;;96.369;5.858;29.540;127.202;-39.350;554.831;160.031;155.646;
Extremes;1;0.000;0.000;-3.600;m_x;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;267;9.000;4.000;-3.600;m_x;-128.182;-32.163;13.846;57.037;-164.639;108.272;16.963;15.228;
1;130;2.500;2.000;-3.600;m_y;-33.457;20.950;-5.557;-29.040;-4.195;35.273;14.283;-2.639;
1;25;12.000;0.000;-3.600;m_y;-101.921;-39.591;-35.133;217.616;176.033;77.673;11.893;-47.594;
1;273;12.000;4.000;-3.600;m_xy;-105.530;-34.099;34.874;209.590;-161.218;87.129;12.568;47.231;
1;25;12.000;0.000;-3.600;m_xy;-101.921;-39.591;-35.133;217.616;176.033;77.673;11.893;-47.594;
1;274;12.500;4.000;-3.600;v_x;-109.715;2.322;-6.342;234.953;-16.441;19.688;-9.469;12.720;
1;6;2.500;0.000;-3.600;v_x;-116.016;2.078;-8.464;-254.228;-1.819;-6.866;-9.411;5.739;
1;19;9.000;0.000;-3.600;v_y;-123.411;-37.934;-13.222;72.781;180.228;92.547;14.239;-15.786;
1;267;9.000;4.000;-3.600;v_y;-128.182;-32.163;13.846;57.037;-164.639;108.272;16.963;15.228;
1;1;0.000;0.000;-3.600;n_x;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;63;0.000;1.000;-3.600;n_x;24.389;10.559;-4.910;14.927;42.053;-29.180;-29.999;4.495;
1;1;0.000;0.000;-3.600;n_y;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;156;0.000;2.500;-3.600;n_y;13.680;12.801;-9.774;-3.542;-14.675;-11.323;-48.566;4.211;
1;1;0.000;0.000;-3.600;n_xy;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;31;15.000;0.000;-3.600;n_xy;107.944;-1.105;-25.697;166.465;52.883;537.983;157.049;-151.957;
Total;;;;;;109.642;20.950;34.874;234.953;180.228;593.945;174.976;168.348;
1;;;;;;-128.182;-39.591;-35.133;-254.228;-164.639;-29.180;-48.566;-151.957;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;m_x;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;267;9.000;4.000;-3.600;m_x;-128.182;-32.163;13.846;57.037;-164.639;108.272;16.963;15.228;
1;130;2.500;2.000;-3.600;m_y;-33.457;20.950;-5.557;-29.040;-4.195;35.273;14.283;-2.639;
1;25;12.000;0.000;-3.600;m_y;-101.921;-39.591;-35.133;217.616;176.033;77.673;11.893;-47.594;
1;273;12.000;4.000;-3.600;m_xy;-105.530;-34.099;34.874;209.590;-161.218;87.129;12.568;47.231;
1;25;12.000;0.000;-3.600;m_xy;-101.921;-39.591;-35.133;217.616;176.033;77.673;11.893;-47.594;
1;274;12.500;4.000;-3.600;v_x;-109.715;2.322;-6.342;234.953;-16.441;19.688;-9.469;12.720;
1;6;2.500;0.000;-3.600;v_x;-116.016;2.078;-8.464;-254.228;-1.819;-6.866;-9.411;5.739;
1;19;9.000;0.000;-3.600;v_y;-123.411;-37.934;-13.222;72.781;180.228;92.547;14.239;-15.786;
1;267;9.000;4.000;-3.600;v_y;-128.182;-32.163;13.846;57.037;-164.639;108.272;16.963;15.228;
1;1;0.000;0.000;-3.600;n_x;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;63;0.000;1.000;-3.600;n_x;24.389;10.559;-4.910;14.927;42.053;-29.180;-29.999;4.495;
1;1;0.000;0.000;-3.600;n_y;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;156;0.000;2.500;-3.600;n_y;13.680;12.801;-9.774;-3.542;-14.675;-11.323;-48.566;4.211;
1;1;0.000;0.000;-3.600;n_xy;109.642;0.044;12.922;-202.317;50.203;593.945;174.976;168.348;
1;31;15.000;0.000;-3.600;n_xy;107.944;-1.105;-25.697;166.465;52.883;537.983;157.049;-151.957;
;;;;;;;;;;;;;;
Total;;;;;;109.642;20.950;34.874;234.953;180.228;593.945;174.976;168.348;
max/min;;;;;;-128.182;-39.591;-35.133;-254.228;-164.639;-29.180;-48.566;-151.957;
