Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;Shear Forces [kN/m];;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x;m_y;m_xy;v_x;v_y;n_x;n_y;n_xy;Surface Comment
1;119;12.500;1.500;-3.600;min;-0.022;-0.002;-0.008;-0.008;-0.010;-0.019;-0.010;-0.007;
1;120;13.000;1.500;-3.600;max;0.023;0.002;0.005;0.006;0.008;0.017;0.013;0.007;
1;120;13.000;1.500;-3.600;min;-0.023;-0.002;-0.005;-0.006;-0.008;-0.017;-0.013;-0.007;
1;121;13.500;1.500;-3.600;max;0.024;0.002;0.003;0.005;0.005;0.012;0.014;0.007;
1;121;13.500;1.500;-3.600;min;-0.024;-0.002;-0.003;-0.005;-0.005;-0.012;-0.014;-0.007;
1;122;14.000;1.500;-3.600;max;0.022;0.002;0.003;0.005;0.004;0.006;0.014;0.007;
1;122;14.000;1.500;-3.600;min;-0.022;-0.002;-0.003;-0.005;-0.004;-0.006;-0.014;-0.007;
1;123;14.500;1.500;-3.600;max;0.019;0.002;0.005;0.007;0.007;0.001;0.007;0.008;
1;123;14.500;1.500;-3.600;min;-0.019;-0.002;-0.005;-0.007;-0.007;-0.001;-0.007;-0.008;
1;124;15.000;1.500;-3.600;max;0.012;0.003;0.006;0.010;0.013;0.006;0.017;0.010;
1;124;15.000;1.500;-3.600;min;-0.012;-0.003;-0.006;-0.010;-0.013;-0.006;-0.017;-0.010;
1;125;0.000;2.000;-3.600;max;0.002;0.003;0.012;0.006;0.004;0.002;0.019;0.013;
1;125;0.000;2.000;-3.600;min;-0.002;-0.003;-0.012;-0.006;-0.004;-0.002;-0.019;-0.013;
1;126;0.500;2.000;-3.600;max;0.007;0.003;0.013;0.015;0.007;0.018;0.006;0.016;
1;126;0.500;2.000;-3.600;min;-0.007;-0.003;-0.013;-0.015;-0.007;-0.018;-0.006;-0.016;
1;127;1.000;2.000;-3.600;max;0.013;0.006;0.014;0.030;0.031;0.044;0.059;0.025;
1;127;1.000;2.000;-3.600;min;-0.013;-0.006;-0.014;-0.030;-0.031;-0.044;-0.059;-0.025;
1;128;1.500;2.000;-3.600;max;0.019;0.001;0.009;0.051;0.003;0.017;0.001;0.014;
1;128;1.500;2.000;-3.600;min;-0.019;-0.001;-0.009;-0.051;-0.003;-0.017;-0.001;-0.014;
1;129;2.000;2.000;-3.600;max;0.011;0.003;0.005;0.034;0.007;0.020;0.032;0.013;
1;129;2.000;2.000;-3.600;min;-0.011;-0.003;-0.005;-0.034;-0.007;-0.020;-0.032;-0.013;
1;130;2.500;2.000;-3.600;max;0.015;0.001;0.005;0.015;0.005;0.007;0.004;0.017;
1;130;2.500;2.000;-3.600;min;-0.015;-0.001;-0.005;-0.015;-0.005;-0.007;-0.004;-0.017;
1;131;3.000;2.000;-3.600;max;0.023;0.002;0.004;0.007;0.011;0.015;0.002;0.017;
1;131;3.000;2.000;-3.600;min;-0.023;-0.002;-0.004;-0.007;-0.011;-0.015;-0.002;-0.017;
1;132;3.500;2.000;-3.600;max;0.027;0.001;0.003;0.003;0.002;0.022;0.008;0.013;
1;132;3.500;2.000;-3.600;min;-0.027;-0.001;-0.003;-0.003;-0.002;-0.022;-0.008;-0.013;
1;133;4.000;2.000;-3.600;max;0.029;0.001;0.003;0.003;0.004;0.026;0.010;0.011;
1;133;4.000;2.000;-3.600;min;-0.029;-0.001;-0.003;-0.003;-0.004;-0.026;-0.010;-0.011;
1;134;4.500;2.000;-3.600;max;0.030;0.002;0.004;0.003;0.007;0.028;0.012;0.009;
1;134;4.500;2.000;-3.600;min;-0.030;-0.002;-0.004;-0.003;-0.007;-0.028;-0.012;-0.009;
1;135;5.000;2.000;-3.600;max;0.029;0.002;0.006;0.006;0.009;0.030;0.012;0.007;
1;135;5.000;2.000;-3.600;min;-0.029;-0.002;-0.006;-0.006;-0.009;-0.030;-0.012;-0.007;
1;136;5.500;2.000;-3.600;max;0.027;0.002;0.009;0.010;0.010;0.032;0.009;0.007;
1;136;5.500;2.000;-3.600;min;-0.027;-0.002;-0.009;-0.010;-0.010;-0.032;-0.009;-0.007;
1;137;6.000;2.000;-3.600;max;0.022;0.003;0.012;0.014;0.003;0.032;0.003;0.009;
1;137;6.000;2.000;-3.600;min;-0.022;-0.003;-0.012;-0.014;-0.003;-0.032;-0.003;-0.009;
1;138;6.500;2.000;-3.600;max;0.023;0.002;0.009;0.011;0.009;0.032;0.008;0.009;
1;138;6.500;2.000;-3.600;min;-0.023;-0.002;-0.009;-0.011;-0.009;-0.032;-0.008;-0.009;
1;139;7.000;2.000;-3.600;max;0.026;0.002;0.006;0.007;0.007;0.032;0.010;0.008;
1;139;7.000;2.000;-3.600;min;-0.026;-0.002;-0.006;-0.007;-0.007;-0.032;-0.010;-0.008;
1;140;7.500;2.000;-3.600;max;0.028;0.002;0.003;0.004;0.005;0.032;0.009;0.008;
1;140;7.500;2.000;-3.600;min;-0.028;-0.002;-0.003;-0.004;-0.005;-0.032;-0.009;-0.008;
1;141;8.000;2.000;-3.600;max;0.029;0.002;0.002;0.004;0.006;0.033;0.007;0.007;
1;141;8.000;2.000;-3.600;min;-0.029;-0.002;-0.002;-0.004;-0.006;-0.033;-0.007;-0.007;
1;142;8.500;2.000;-3.600;max;0.029;0.002;0.004;0.005;0.007;0.033;0.006;0.005;
1;142;8.500;2.000;-3.600;min;-0.029;-0.002;-0.004;-0.005;-0.007;-0.033;-0.006;-0.005;
1;143;9.000;2.000;-3.600;max;0.030;0.003;0.006;0.006;0.004;0.034;0.004;0.004;
1;143;9.000;2.000;-3.600;min;-0.030;-0.003;-0.006;-0.006;-0.004;-0.034;-0.004;-0.004;
1;144;9.500;2.000;-3.600;max;0.029;0.002;0.004;0.005;0.006;0.032;0.006;0.005;
1;144;9.500;2.000;-3.600;min;-0.029;-0.002;-0.004;-0.005;-0.006;-0.032;-0.006;-0.005;
1;145;10.000;2.000;-3.600;max;0.029;0.002;0.002;0.003;0.005;0.030;0.007;0.007;
1;145;10.000;2.000;-3.600;min;-0.029;-0.002;-0.002;-0.003;-0.005;-0.030;-0.007;-0.007;
1;146;10.500;2.000;-3.600;max;0.028;0.001;0.003;0.004;0.006;0.026;0.009;0.007;
1;146;10.500;2.000;-3.600;min;-0.028;-0.001;-0.003;-0.004;-0.006;-0.026;-0.009;-0.007;
1;147;11.000;2.000;-3.600;max;0.026;0.001;0.006;0.006;0.008;0.023;0.011;0.007;
1;147;11.000;2.000;-3.600;min;-0.026;-0.001;-0.006;-0.006;-0.008;-0.023;-0.011;-0.007;
1;148;11.500;2.000;-3.600;max;0.022;0.002;0.010;0.010;0.009;0.021;0.008;0.007;
1;148;11.500;2.000;-3.600;min;-0.022;-0.002;-0.010;-0.010;-0.009;-0.021;-0.008;-0.007;
1;149;12.000;2.000;-3.600;max;0.018;0.002;0.013;0.013;0.004;0.020;0.003;0.007;
1;149;12.000;2.000;-3.600;min;-0.018;-0.002;-0.013;-0.013;-0.004;-0.020;-0.003;-0.007;
1;150;12.500;2.000;-3.600;max;0.022;0.002;0.010;0.009;0.010;0.018;0.011;0.006;
1;150;12.500;2.000;-3.600;min;-0.022;-0.002;-0.010;-0.009;-0.010;-0.018;-0.011;-0.006;
1;151;13.000;2.000;-3.600;max;0.024;0.002;0.006;0.006;0.009;0.014;0.015;0.005;
1;151;13.000;2.000;-3.600;min;-0.024;-0.002;-0.006;-0.006;-0.009;-0.014;-0.015;-0.005;
1;152;13.500;2.000;-3.600;max;0.024;0.002;0.003;0.004;0.007;0.009;0.015;0.006;
1;152;13.500;2.000;-3.600;min;-0.024;-0.002;-0.003;-0.004;-0.007;-0.009;-0.015;-0.006;
1;153;14.000;2.000;-3.600;max;0.021;0.001;0.002;0.005;0.004;0.005;0.012;0.008;
1;153;14.000;2.000;-3.600;min;-0.021;-0.001;-0.002;-0.005;-0.004;-0.005;-0.012;-0.008;
1;154;14.500;2.000;-3.600;max;0.017;0.001;0.003;0.007;0.003;0.002;0.004;0.010;
1;154;14.500;2.000;-3.600;min;-0.017;-0.001;-0.003;-0.007;-0.003;-0.002;-0.004;-0.010;
1;155;15.000;2.000;-3.600;max;0.010;0.003;0.004;0.009;0.010;0.003;0.015;0.009;
1;155;15.000;2.000;-3.600;min;-0.010;-0.003;-0.004;-0.009;-0.010;-0.003;-0.015;-0.009;
1;156;0.000;2.500;-3.600;max;0.003;0.001;0.012;0.012;0.004;0.001;0.025;0.004;
1;156;0.000;2.500;-3.600;min;-0.003;-0.001;-0.012;-0.012;-0.004;-0.001;-0.025;-0.004;
1;157;0.500;2.500;-3.600;max;0.008;0.002;0.014;0.010;0.002;0.003;0.007;0.006;
1;157;0.500;2.500;-3.600;min;-0.008;-0.002;-0.014;-0.010;-0.002;-0.003;-0.007;-0.006;
1;158;1.000;2.500;-3.600;max;0.012;0.003;0.014;0.004;0.012;0.008;0.029;0.015;
1;158;1.000;2.500;-3.600;min;-0.012;-0.003;-0.014;-0.004;-0.012;-0.008;-0.029;-0.015;
1;159;1.500;2.500;-3.600;max;0.014;0.001;0.012;0.009;0.006;0.015;0.003;0.018;
1;159;1.500;2.500;-3.600;min;-0.014;-0.001;-0.012;-0.009;-0.006;-0.015;-0.003;-0.018;
1;160;2.000;2.500;-3.600;max;0.014;0.002;0.009;0.004;0.004;0.022;0.015;0.014;
1;160;2.000;2.500;-3.600;min;-0.014;-0.002;-0.009;-0.004;-0.004;-0.022;-0.015;-0.014;
1;161;2.500;2.500;-3.600;max;0.014;0.002;0.006;0.007;0.004;0.023;0.003;0.009;
1;161;2.500;2.500;-3.600;min;-0.014;-0.002;-0.006;-0.007;-0.004;-0.023;-0.003;-0.009;
1;162;3.000;2.500;-3.600;max;0.021;0.003;0.004;0.010;0.014;0.024;0.006;0.009;
1;162;3.000;2.500;-3.600;min;-0.021;-0.003;-0.004;-0.010;-0.014;-0.024;-0.006;-0.009;
1;163;3.500;2.500;-3.600;max;0.027;0.003;0.003;0.004;0.003;0.030;0.010;0.010;
1;163;3.500;2.500;-3.600;min;-0.027;-0.003;-0.003;-0.004;-0.003;-0.030;-0.010;-0.010;
1;164;4.000;2.500;-3.600;max;0.030;0.002;0.003;0.004;0.005;0.035;0.011;0.010;
1;164;4.000;2.500;-3.600;min;-0.030;-0.002;-0.003;-0.004;-0.005;-0.035;-0.011;-0.010;
1;165;4.500;2.500;-3.600;max;0.032;0.002;0.003;0.003;0.008;0.038;0.012;0.009;
1;165;4.500;2.500;-3.600;min;-0.032;-0.002;-0.003;-0.003;-0.008;-0.038;-0.012;-0.009;
1;166;5.000;2.500;-3.600;max;0.033;0.002;0.006;0.005;0.014;0.041;0.015;0.008;
1;166;5.000;2.500;-3.600;min;-0.033;-0.002;-0.006;-0.005;-0.014;-0.041;-0.015;-0.008;
1;167;5.500;2.500;-3.600;max;0.030;0.002;0.012;0.011;0.018;0.042;0.014;0.005;
1;167;5.500;2.500;-3.600;min;-0.030;-0.002;-0.012;-0.011;-0.018;-0.042;-0.014;-0.005;
1;168;6.000;2.500;-3.600;max;0.023;0.004;0.016;0.020;0.004;0.043;0.005;0.008;
1;168;6.000;2.500;-3.600;min;-0.023;-0.004;-0.016;-0.020;-0.004;-0.043;-0.005;-0.008;
1;169;6.500;2.500;-3.600;max;0.027;0.002;0.012;0.012;0.018;0.044;0.013;0.008;
1;169;6.500;2.500;-3.600;min;-0.027;-0.002;-0.012;-0.012;-0.018;-0.044;-0.013;-0.008;
1;170;7.000;2.500;-3.600;max;0.030;0.002;0.006;0.005;0.013;0.045;0.013;0.010;
1;170;7.000;2.500;-3.600;min;-0.030;-0.002;-0.006;-0.005;-0.013;-0.045;-0.013;-0.010;
1;171;7.500;2.500;-3.600;max;0.031;0.002;0.002;0.004;0.006;0.047;0.009;0.011;
1;171;7.500;2.500;-3.600;min;-0.031;-0.002;-0.002;-0.004;-0.006;-0.047;-0.009;-0.011;
1;172;8.000;2.500;-3.600;max;0.030;0.003;0.002;0.003;0.007;0.047;0.008;0.010;
1;172;8.000;2.500;-3.600;min;-0.030;-0.003;-0.002;-0.003;-0.007;-0.047;-0.008;-0.010;
1;173;8.500;2.500;-3.600;max;0.030;0.003;0.005;0.004;0.010;0.047;0.008;0.007;
1;173;8.500;2.500;-3.600;min;-0.030;-0.003;-0.005;-0.004;-0.010;-0.047;-0.008;-0.007;
1;174;9.000;2.500;-3.600;max;0.030;0.004;0.007;0.008;0.006;0.048;0.005;0.005;
1;174;9.000;2.500;-3.600;min;-0.030;-0.004;-0.007;-0.008;-0.006;-0.048;-0.005;-0.005;
1;175;9.500;2.500;-3.600;max;0.030;0.003;0.005;0.004;0.010;0.046;0.007;0.007;
1;175;9.500;2.500;-3.600;min;-0.030;-0.003;-0.005;-0.004;-0.010;-0.046;-0.007;-0.007;
1;176;10.000;2.500;-3.600;max;0.031;0.002;0.002;0.004;0.007;0.043;0.008;0.010;
1;176;10.000;2.500;-3.600;min;-0.031;-0.002;-0.002;-0.004;-0.007;-0.043;-0.008;-0.010;
1;177;10.500;2.500;-3.600;max;0.031;0.002;0.002;0.005;0.006;0.038;0.009;0.010;
1;177;10.500;2.500;-3.600;min;-0.031;-0.002;-0.002;-0.005;-0.006;-0.038;-0.009;-0.010;
1;178;11.000;2.500;-3.600;max;0.031;0.002;0.006;0.005;0.013;0.032;0.014;0.009;
1;178;11.000;2.500;-3.600;min;-0.031;-0.002;-0.006;-0.005;-0.013;-0.032;-0.014;-0.009;
1;179;11.500;2.500;-3.600;max;0.027;0.002;0.012;0.011;0.018;0.027;0.014;0.005;
1;179;11.500;2.500;-3.600;min;-0.027;-0.002;-0.012;-0.011;-0.018;-0.027;-0.014;-0.005;
1;180;12.000;2.500;-3.600;max;0.020;0.003;0.017;0.019;0.004;0.024;0.003;0.007;
1;180;12.000;2.500;-3.600;min;-0.020;-0.003;-0.017;-0.019;-0.004;-0.024;-0.003;-0.007;
1;181;12.500;2.500;-3.600;max;0.025;0.001;0.012;0.011;0.018;0.021;0.014;0.003;
1;181;12.500;2.500;-3.600;min;-0.025;-0.001;-0.012;-0.011;-0.018;-0.021;-0.014;-0.003;
1;182;13.000;2.500;-3.600;max;0.027;0.001;0.006;0.005;0.014;0.016;0.016;0.006;
1;182;13.000;2.500;-3.600;min;-0.027;-0.001;-0.006;-0.005;-0.014;-0.016;-0.016;-0.006;
1;183;13.500;2.500;-3.600;max;0.025;0.001;0.002;0.005;0.008;0.010;0.014;0.009;
1;183;13.500;2.500;-3.600;min;-0.025;-0.001;-0.002;-0.005;-0.008;-0.010;-0.014;-0.009;
1;184;14.000;2.500;-3.600;max;0.022;0.001;0.002;0.006;0.005;0.005;0.010;0.011;
1;184;14.000;2.500;-3.600;min;-0.022;-0.001;-0.002;-0.006;-0.005;-0.005;-0.010;-0.011;
1;185;14.500;2.500;-3.600;max;0.017;0.002;0.002;0.008;0.004;0.002;0.003;0.010;
1;185;14.500;2.500;-3.600;min;-0.017;-0.002;-0.002;-0.008;-0.004;-0.002;-0.003;-0.010;
1;186;15.000;2.500;-3.600;max;0.010;0.003;0.003;0.009;0.008;0.003;0.013;0.008;
1;186;15.000;2.500;-3.600;min;-0.010;-0.003;-0.003;-0.009;-0.008;-0.003;-0.013;-0.008;
1;187;0.000;3.000;-3.600;max;0.006;0.002;0.012;0.010;0.007;0.006;0.025;0.003;
1;187;0.000;3.000;-3.600;min;-0.006;-0.002;-0.012;-0.010;-0.007;-0.006;-0.025;-0.003;
1;188;0.500;3.000;-3.600;max;0.009;0.001;0.013;0.005;0.003;0.003;0.009;0.004;
1;188;0.500;3.000;-3.600;min;-0.009;-0.001;-0.013;-0.005;-0.003;-0.003;-0.009;-0.004;
1;189;1.000;3.000;-3.600;max;0.011;0.001;0.014;0.002;0.004;0.012;0.016;0.006;
1;189;1.000;3.000;-3.600;min;-0.011;-0.001;-0.014;-0.002;-0.004;-0.012;-0.016;-0.006;
1;190;1.500;3.000;-3.600;max;0.011;0.001;0.013;0.003;0.005;0.022;0.004;0.011;
1;190;1.500;3.000;-3.600;min;-0.011;-0.001;-0.013;-0.003;-0.005;-0.022;-0.004;-0.011;
1;191;2.000;3.000;-3.600;max;0.010;0.001;0.010;0.003;0.005;0.031;0.007;0.009;
1;191;2.000;3.000;-3.600;min;-0.010;-0.001;-0.010;-0.003;-0.005;-0.031;-0.007;-0.009;
1;192;2.500;3.000;-3.600;max;0.010;0.002;0.007;0.006;0.014;0.037;0.006;0.006;
1;192;2.500;3.000;-3.600;min;-0.010;-0.002;-0.007;-0.006;-0.014;-0.037;-0.006;-0.006;
1;193;3.000;3.000;-3.600;max;0.018;0.005;0.004;0.011;0.017;0.040;0.009;0.006;
1;193;3.000;3.000;-3.600;min;-0.018;-0.005;-0.004;-0.011;-0.017;-0.040;-0.009;-0.006;
1;194;3.500;3.000;-3.600;max;0.028;0.004;0.004;0.005;0.006;0.045;0.012;0.008;
1;194;3.500;3.000;-3.600;min;-0.028;-0.004;-0.004;-0.005;-0.006;-0.045;-0.012;-0.008;
1;195;4.000;3.000;-3.600;max;0.032;0.003;0.003;0.006;0.004;0.051;0.008;0.010;
1;195;4.000;3.000;-3.600;min;-0.032;-0.003;-0.003;-0.006;-0.004;-0.051;-0.008;-0.010;
1;196;4.500;3.000;-3.600;max;0.035;0.002;0.003;0.008;0.006;0.054;0.009;0.012;
1;196;4.500;3.000;-3.600;min;-0.035;-0.002;-0.003;-0.008;-0.006;-0.054;-0.009;-0.012;
1;197;5.000;3.000;-3.600;max;0.039;0.003;0.006;0.007;0.016;0.054;0.014;0.014;
1;197;5.000;3.000;-3.600;min;-0.039;-0.003;-0.006;-0.007;-0.016;-0.054;-0.014;-0.014;
1;198;5.500;3.000;-3.600;max;0.039;0.004;0.015;0.010;0.040;0.054;0.023;0.010;
1;198;5.500;3.000;-3.600;min;-0.039;-0.004;-0.015;-0.010;-0.040;-0.054;-0.023;-0.010;
1;199;6.000;3.000;-3.600;max;0.029;0.007;0.023;0.032;0.005;0.056;0.006;0.006;
1;199;6.000;3.000;-3.600;min;-0.029;-0.007;-0.023;-0.032;-0.005;-0.056;-0.006;-0.006;
1;200;6.500;3.000;-3.600;max;0.036;0.004;0.014;0.010;0.040;0.058;0.022;0.012;
1;200;6.500;3.000;-3.600;min;-0.036;-0.004;-0.014;-0.010;-0.040;-0.058;-0.022;-0.012;
1;201;7.000;3.000;-3.600;max;0.037;0.003;0.005;0.009;0.015;0.062;0.012;0.017;
1;201;7.000;3.000;-3.600;min;-0.037;-0.003;-0.005;-0.009;-0.015;-0.062;-0.012;-0.017;
1;202;7.500;3.000;-3.600;max;0.033;0.002;0.002;0.012;0.005;0.065;0.007;0.017;
1;202;7.500;3.000;-3.600;min;-0.033;-0.002;-0.002;-0.012;-0.005;-0.065;-0.007;-0.017;
1;203;8.000;3.000;-3.600;max;0.032;0.003;0.001;0.009;0.007;0.065;0.007;0.015;
1;203;8.000;3.000;-3.600;min;-0.032;-0.003;-0.001;-0.009;-0.007;-0.065;-0.007;-0.015;
1;204;8.500;3.000;-3.600;max;0.032;0.004;0.005;0.003;0.021;0.063;0.013;0.011;
1;204;8.500;3.000;-3.600;min;-0.032;-0.004;-0.005;-0.003;-0.021;-0.063;-0.013;-0.011;
1;205;9.000;3.000;-3.600;max;0.031;0.006;0.010;0.013;0.008;0.063;0.006;0.004;
1;205;9.000;3.000;-3.600;min;-0.031;-0.006;-0.010;-0.013;-0.008;-0.063;-0.006;-0.004;
1;206;9.500;3.000;-3.600;max;0.033;0.004;0.006;0.004;0.021;0.062;0.010;0.010;
1;206;9.500;3.000;-3.600;min;-0.033;-0.004;-0.006;-0.004;-0.021;-0.062;-0.010;-0.010;
1;207;10.000;3.000;-3.600;max;0.033;0.003;0.001;0.010;0.007;0.060;0.006;0.014;
1;207;10.000;3.000;-3.600;min;-0.033;-0.003;-0.001;-0.010;-0.007;-0.060;-0.006;-0.014;
1;208;10.500;3.000;-3.600;max;0.034;0.002;0.002;0.013;0.005;0.057;0.007;0.016;
1;208;10.500;3.000;-3.600;min;-0.034;-0.002;-0.002;-0.013;-0.005;-0.057;-0.007;-0.016;
1;209;11.000;3.000;-3.600;max;0.037;0.003;0.005;0.009;0.015;0.047;0.013;0.016;
1;209;11.000;3.000;-3.600;min;-0.037;-0.003;-0.005;-0.009;-0.015;-0.047;-0.013;-0.016;
1;210;11.500;3.000;-3.600;max;0.037;0.004;0.015;0.010;0.040;0.037;0.024;0.011;
1;210;11.500;3.000;-3.600;min;-0.037;-0.004;-0.015;-0.010;-0.040;-0.037;-0.024;-0.011;
1;211;12.000;3.000;-3.600;max;0.027;0.007;0.023;0.031;0.005;0.030;0.003;0.005;
1;211;12.000;3.000;-3.600;min;-0.027;-0.007;-0.023;-0.031;-0.005;-0.030;-0.003;-0.005;
1;212;12.500;3.000;-3.600;max;0.034;0.004;0.015;0.010;0.040;0.024;0.022;0.008;
1;212;12.500;3.000;-3.600;min;-0.034;-0.004;-0.015;-0.010;-0.040;-0.024;-0.022;-0.008;
1;213;13.000;3.000;-3.600;max;0.033;0.002;0.005;0.008;0.016;0.015;0.014;0.013;
1;213;13.000;3.000;-3.600;min;-0.033;-0.002;-0.005;-0.008;-0.016;-0.015;-0.014;-0.013;
1;214;13.500;3.000;-3.600;max;0.028;0.002;0.002;0.010;0.007;0.009;0.010;0.013;
1;214;13.500;3.000;-3.600;min;-0.028;-0.002;-0.002;-0.010;-0.007;-0.009;-0.010;-0.013;
1;215;14.000;3.000;-3.600;max;0.023;0.002;0.002;0.008;0.005;0.005;0.008;0.013;
1;215;14.000;3.000;-3.600;min;-0.023;-0.002;-0.002;-0.008;-0.005;-0.005;-0.008;-0.013;
1;216;14.500;3.000;-3.600;max;0.018;0.003;0.003;0.008;0.008;0.002;0.005;0.012;
1;216;14.500;3.000;-3.600;min;-0.018;-0.003;-0.003;-0.008;-0.008;-0.002;-0.005;-0.012;
1;217;15.000;3.000;-3.600;max;0.012;0.005;0.004;0.010;0.007;0.004;0.011;0.007;
1;217;15.000;3.000;-3.600;min;-0.012;-0.005;-0.004;-0.010;-0.007;-0.004;-0.011;-0.007;
1;218;0.000;3.500;-3.600;max;0.014;0.003;0.012;0.006;0.007;0.002;0.019;0.009;
1;218;0.000;3.500;-3.600;min;-0.014;-0.003;-0.012;-0.006;-0.007;-0.002;-0.019;-0.009;
1;219;0.500;3.500;-3.600;max;0.012;0.002;0.013;0.005;0.005;0.019;0.006;0.014;
1;219;0.500;3.500;-3.600;min;-0.012;-0.002;-0.013;-0.005;-0.005;-0.019;-0.006;-0.014;
1;220;1.000;3.500;-3.600;max;0.011;0.001;0.013;0.004;0.001;0.030;0.007;0.008;
1;220;1.000;3.500;-3.600;min;-0.011;-0.001;-0.013;-0.004;-0.001;-0.030;-0.007;-0.008;
1;221;1.500;3.500;-3.600;max;0.010;0.001;0.012;0.002;0.002;0.034;0.002;0.005;
1;221;1.500;3.500;-3.600;min;-0.010;-0.001;-0.012;-0.002;-0.002;-0.034;-0.002;-0.005;
1;222;2.000;3.500;-3.600;max;0.008;0.001;0.011;0.004;0.003;0.038;0.002;0.005;
1;222;2.000;3.500;-3.600;min;-0.008;-0.001;-0.011;-0.004;-0.003;-0.038;-0.002;-0.005;
1;223;2.500;3.500;-3.600;max;0.006;0.002;0.008;0.004;0.021;0.046;0.004;0.006;
1;223;2.500;3.500;-3.600;min;-0.006;-0.002;-0.008;-0.004;-0.021;-0.046;-0.004;-0.006;
1;224;3.000;3.500;-3.600;max;0.020;0.007;0.007;0.008;0.016;0.055;0.014;0.008;
1;224;3.000;3.500;-3.600;min;-0.020;-0.007;-0.007;-0.008;-0.016;-0.055;-0.014;-0.008;
1;225;3.500;3.500;-3.600;max;0.032;0.004;0.005;0.006;0.007;0.065;0.007;0.011;
1;225;3.500;3.500;-3.600;min;-0.032;-0.004;-0.005;-0.006;-0.007;-0.065;-0.007;-0.011;
1;226;4.000;3.500;-3.600;max;0.033;0.002;0.003;0.006;0.001;0.074;0.005;0.009;
1;226;4.000;3.500;-3.600;min;-0.033;-0.002;-0.003;-0.006;-0.001;-0.074;-0.005;-0.009;
1;227;4.500;3.500;-3.600;max;0.037;0.002;0.003;0.012;0.003;0.077;0.005;0.012;
1;227;4.500;3.500;-3.600;min;-0.037;-0.002;-0.003;-0.012;-0.003;-0.077;-0.005;-0.012;
1;228;5.000;3.500;-3.600;max;0.045;0.002;0.005;0.028;0.005;0.080;0.008;0.023;
1;228;5.000;3.500;-3.600;min;-0.045;-0.002;-0.005;-0.028;-0.005;-0.080;-0.008;-0.023;
1;229;5.500;3.500;-3.600;max;0.062;0.006;0.014;0.028;0.055;0.070;0.017;0.031;
1;229;5.500;3.500;-3.600;min;-0.062;-0.006;-0.014;-0.028;-0.055;-0.070;-0.017;-0.031;
1;230;6.000;3.500;-3.600;max;0.068;0.021;0.041;0.010;0.006;0.070;0.015;0.027;
1;230;6.000;3.500;-3.600;min;-0.068;-0.021;-0.041;-0.010;-0.006;-0.070;-0.015;-0.027;
1;231;6.500;3.500;-3.600;max;0.059;0.005;0.014;0.029;0.057;0.076;0.017;0.032;
1;231;6.500;3.500;-3.600;min;-0.059;-0.005;-0.014;-0.029;-0.057;-0.076;-0.017;-0.032;
1;232;7.000;3.500;-3.600;max;0.042;0.002;0.005;0.030;0.004;0.088;0.008;0.025;
1;232;7.000;3.500;-3.600;min;-0.042;-0.002;-0.005;-0.030;-0.004;-0.088;-0.008;-0.025;
1;233;7.500;3.500;-3.600;max;0.035;0.002;0.002;0.019;0.002;0.089;0.004;0.016;
1;233;7.500;3.500;-3.600;min;-0.035;-0.002;-0.002;-0.019;-0.002;-0.089;-0.004;-0.016;
1;234;8.000;3.500;-3.600;max;0.034;0.002;0.001;0.021;0.002;0.090;0.004;0.018;
1;234;8.000;3.500;-3.600;min;-0.034;-0.002;-0.001;-0.021;-0.002;-0.090;-0.004;-0.018;
1;235;8.500;3.500;-3.600;max;0.039;0.004;0.005;0.020;0.030;0.083;0.009;0.021;
1;235;8.500;3.500;-3.600;min;-0.039;-0.004;-0.005;-0.020;-0.030;-0.083;-0.009;-0.021;
1;236;9.000;3.500;-3.600;max;0.044;0.013;0.019;0.012;0.008;0.077;0.010;0.017;
1;236;9.000;3.500;-3.600;min;-0.044;-0.013;-0.019;-0.012;-0.008;-0.077;-0.010;-0.017;
1;237;9.500;3.500;-3.600;max;0.040;0.004;0.005;0.020;0.030;0.075;0.008;0.019;
1;237;9.500;3.500;-3.600;min;-0.040;-0.004;-0.005;-0.020;-0.030;-0.075;-0.008;-0.019;
1;238;10.000;3.500;-3.600;max;0.035;0.002;0.001;0.021;0.002;0.076;0.004;0.017;
1;238;10.000;3.500;-3.600;min;-0.035;-0.002;-0.001;-0.021;-0.002;-0.076;-0.004;-0.017;
1;239;10.500;3.500;-3.600;max;0.036;0.002;0.002;0.019;0.001;0.080;0.004;0.016;
1;239;10.500;3.500;-3.600;min;-0.036;-0.002;-0.002;-0.019;-0.001;-0.080;-0.004;-0.016;
1;240;11.000;3.500;-3.600;max;0.044;0.002;0.005;0.031;0.004;0.085;0.008;0.025;
1;240;11.000;3.500;-3.600;min;-0.044;-0.002;-0.005;-0.031;-0.004;-0.085;-0.008;-0.025;
1;241;11.500;3.500;-3.600;max;0.060;0.005;0.014;0.029;0.056;0.064;0.018;0.033;
1;241;11.500;3.500;-3.600;min;-0.060;-0.005;-0.014;-0.029;-0.056;-0.064;-0.018;-0.033;
1;242;12.000;3.500;-3.600;max;0.067;0.021;0.041;0.010;0.005;0.038;0.013;0.027;
1;242;12.000;3.500;-3.600;min;-0.067;-0.021;-0.041;-0.010;-0.005;-0.038;-0.013;-0.027;
