Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
;Point No.;X;Y;Z;;σ_1,+;σ_2,+;α_+ [deg];σ_1,-;σ_2,-;α_- [deg];σ_1,m;σ_2,m;α_m [deg];τ_max;Surface Comment
1;106;6.000;1.500;-3.600;max;0.001;0.000;72.87;0.001;0.000;70.86;0.000;0.000;73.60;0.000;
1;106;6.000;1.500;-3.600;min;0.000;-0.001;-70.61;0.000;-0.001;-71.06;0.000;0.000;-73.60;0.000;
1;107;6.500;1.500;-3.600;max;0.001;0.000;75.56;0.001;0.000;72.81;0.000;0.000;73.05;0.000;
1;107;6.500;1.500;-3.600;min;0.000;-0.001;-73.43;0.000;-0.001;-73.51;0.000;0.000;-73.05;0.000;
1;108;7.000;1.500;-3.600;max;0.001;0.000;80.43;0.001;0.000;77.45;0.000;0.000;73.18;0.000;
1;108;7.000;1.500;-3.600;min;0.000;-0.001;-79.06;0.000;-0.001;-79.18;0.000;0.000;-73.18;0.000;
1;109;7.500;1.500;-3.600;max;0.001;0.000;83.83;0.001;0.000;82.29;0.000;0.000;73.60;0.000;
1;109;7.500;1.500;-3.600;min;0.000;-0.001;-83.00;0.000;-0.001;-83.28;0.000;0.000;-73.60;0.000;
1;110;8.000;1.500;-3.600;max;0.001;0.000;86.15;0.001;0.000;85.23;0.000;0.000;75.68;0.000;
1;110;8.000;1.500;-3.600;min;0.000;-0.001;-85.66;0.000;-0.001;-85.83;0.000;0.000;-75.68;0.000;
1;111;8.500;1.500;-3.600;max;0.001;0.000;83.41;0.001;0.000;82.00;0.000;0.000;79.98;0.000;
1;111;8.500;1.500;-3.600;min;0.000;-0.001;-82.62;0.000;-0.001;-82.61;0.000;0.000;-79.98;0.000;
1;112;9.000;1.500;-3.600;max;0.001;0.000;79.81;0.001;0.000;78.88;0.000;0.000;81.94;0.000;
1;112;9.000;1.500;-3.600;min;0.000;-0.001;-78.65;0.000;-0.001;-79.06;0.000;0.000;-81.94;0.000;
1;113;9.500;1.500;-3.600;max;0.001;0.000;83.07;0.001;0.000;81.59;0.000;0.000;79.56;0.000;
1;113;9.500;1.500;-3.600;min;0.000;-0.001;-82.23;0.000;-0.001;-82.23;0.000;0.000;-79.56;0.000;
1;114;10.000;1.500;-3.600;max;0.001;0.000;86.51;0.001;0.000;85.72;0.000;0.000;75.01;0.000;
1;114;10.000;1.500;-3.600;min;0.000;-0.001;-86.07;0.000;-0.001;-86.24;0.000;0.000;-75.01;0.000;
1;115;10.500;1.500;-3.600;max;0.001;0.000;84.71;0.001;0.000;83.58;0.000;0.000;73.03;0.000;
1;115;10.500;1.500;-3.600;min;0.000;-0.001;-84.01;0.000;-0.001;-84.38;0.000;0.000;-73.03;0.000;
1;116;11.000;1.500;-3.600;max;0.001;0.000;80.38;0.001;0.000;77.92;0.000;0.000;72.99;0.000;
1;116;11.000;1.500;-3.600;min;0.000;-0.001;-79.05;0.000;-0.001;-79.50;0.000;0.000;-72.99;0.000;
1;117;11.500;1.500;-3.600;max;0.001;0.000;73.43;0.001;0.000;70.93;0.000;0.000;73.31;0.000;
1;117;11.500;1.500;-3.600;min;0.000;-0.001;-71.22;0.000;-0.001;-71.61;0.000;0.000;-73.31;0.000;
1;118;12.000;1.500;-3.600;max;0.001;0.000;68.73;0.001;0.000;67.03;0.000;0.000;74.35;0.000;
1;118;12.000;1.500;-3.600;min;0.000;-0.001;-66.25;0.000;-0.001;-67.46;0.000;0.000;-74.35;0.000;
1;119;12.500;1.500;-3.600;max;0.001;0.000;73.90;0.001;0.000;71.94;0.000;0.000;76.84;0.000;
1;119;12.500;1.500;-3.600;min;0.000;-0.001;-72.03;0.000;-0.001;-72.86;0.000;0.000;-76.84;0.000;
1;120;13.000;1.500;-3.600;max;0.001;0.000;80.35;0.001;0.000;78.00;0.000;0.000;76.95;0.000;
1;120;13.000;1.500;-3.600;min;0.000;-0.001;-79.29;0.000;-0.001;-78.86;0.000;0.000;-76.95;0.000;
1;121;13.500;1.500;-3.600;max;0.001;0.000;84.27;0.001;0.000;82.46;0.000;0.000;75.41;0.000;
1;121;13.500;1.500;-3.600;min;0.000;-0.001;-83.72;0.000;-0.001;-83.24;0.000;0.000;-75.41;0.000;
1;122;14.000;1.500;-3.600;max;0.001;0.000;83.44;0.001;0.000;81.56;0.000;0.000;71.70;0.000;
1;122;14.000;1.500;-3.600;min;0.000;-0.001;-82.80;0.000;-0.001;-82.43;0.000;0.000;-71.70;0.000;
1;123;14.500;1.500;-3.600;max;0.000;0.000;78.69;0.000;0.000;76.04;0.000;0.000;57.98;0.000;
1;123;14.500;1.500;-3.600;min;0.000;0.000;-78.13;0.000;0.000;-76.80;0.000;0.000;-57.98;0.000;
1;124;15.000;1.500;-3.600;max;0.000;0.000;73.04;0.000;0.000;69.39;0.000;0.000;70.11;0.000;
1;124;15.000;1.500;-3.600;min;0.000;0.000;-70.27;0.000;0.000;-70.23;0.000;0.000;-70.11;0.000;
1;125;0.000;2.000;-3.600;max;0.000;0.000;52.85;0.000;0.000;51.66;0.000;0.000;64.92;0.000;
1;125;0.000;2.000;-3.600;min;0.000;0.000;-49.06;0.000;0.000;-52.06;0.000;0.000;-64.92;0.000;
1;126;0.500;2.000;-3.600;max;0.000;0.000;56.87;0.000;0.000;54.95;0.000;0.000;63.63;0.000;
1;126;0.500;2.000;-3.600;min;0.000;0.000;-53.76;0.000;0.000;-55.77;0.000;0.000;-63.63;0.000;
1;127;1.000;2.000;-3.600;max;0.001;0.000;65.75;0.001;0.000;61.43;0.000;0.000;76.81;0.000;
1;127;1.000;2.000;-3.600;min;0.000;-0.001;-57.26;0.000;-0.001;-65.64;0.000;0.000;-76.81;0.000;
1;128;1.500;2.000;-3.600;max;0.001;0.000;72.30;0.001;0.000;69.42;0.000;0.000;61.98;0.000;
1;128;1.500;2.000;-3.600;min;0.000;-0.001;-70.27;0.000;-0.001;-71.59;0.000;0.000;-61.98;0.000;
1;129;2.000;2.000;-3.600;max;0.000;0.000;77.16;0.000;0.000;70.99;0.000;0.000;76.36;0.000;
1;129;2.000;2.000;-3.600;min;0.000;0.000;-71.64;0.000;0.000;-73.76;0.000;0.000;-76.36;0.000;
1;130;2.500;2.000;-3.600;max;0.000;0.000;76.95;0.000;0.000;73.51;0.000;0.000;53.66;0.000;
1;130;2.500;2.000;-3.600;min;0.000;0.000;-76.11;0.000;0.000;-74.65;0.000;0.000;-53.66;0.000;
1;131;3.000;2.000;-3.600;max;0.001;0.000;84.66;0.001;0.000;83.23;0.000;0.000;58.52;0.000;
1;131;3.000;2.000;-3.600;min;0.000;-0.001;-84.11;0.000;-0.001;-83.95;0.000;0.000;-58.52;0.000;
1;132;3.500;2.000;-3.600;max;0.001;0.000;85.79;0.001;0.000;84.61;0.000;0.000;69.52;0.000;
1;132;3.500;2.000;-3.600;min;0.000;-0.001;-85.20;0.000;-0.001;-85.35;0.000;0.000;-69.52;0.000;
1;133;4.000;2.000;-3.600;max;0.001;0.000;85.57;0.001;0.000;84.37;0.000;0.000;74.32;0.000;
1;133;4.000;2.000;-3.600;min;0.000;-0.001;-84.89;0.000;-0.001;-85.19;0.000;0.000;-74.32;0.000;
1;134;4.500;2.000;-3.600;max;0.001;0.000;84.92;0.001;0.000;83.38;0.000;0.000;77.72;0.000;
1;134;4.500;2.000;-3.600;min;0.000;-0.001;-84.09;0.000;-0.001;-84.40;0.000;0.000;-77.72;0.000;
1;135;5.000;2.000;-3.600;max;0.001;0.000;81.29;0.001;0.000;79.37;0.000;0.000;80.38;0.000;
1;135;5.000;2.000;-3.600;min;0.000;-0.001;-79.83;0.000;-0.001;-80.25;0.000;0.000;-80.38;0.000;
1;136;5.500;2.000;-3.600;max;0.001;0.000;75.09;0.001;0.000;73.51;0.000;0.000;80.55;0.000;
1;136;5.500;2.000;-3.600;min;0.000;-0.001;-72.65;0.000;-0.001;-74.13;0.000;0.000;-80.55;0.000;
1;137;6.000;2.000;-3.600;max;0.001;0.000;69.97;0.001;0.000;68.27;0.000;0.000;77.31;0.000;
1;137;6.000;2.000;-3.600;min;0.000;-0.001;-66.73;0.000;-0.001;-68.57;0.000;0.000;-77.31;0.000;
1;138;6.500;2.000;-3.600;max;0.001;0.000;73.83;0.001;0.000;71.76;0.000;0.000;78.21;0.000;
1;138;6.500;2.000;-3.600;min;0.000;-0.001;-70.90;0.000;-0.001;-72.40;0.000;0.000;-78.21;0.000;
1;139;7.000;2.000;-3.600;max;0.001;0.000;80.55;0.001;0.000;78.26;0.000;0.000;79.17;0.000;
1;139;7.000;2.000;-3.600;min;0.000;-0.001;-78.71;0.000;-0.001;-79.25;0.000;0.000;-79.17;0.000;
1;140;7.500;2.000;-3.600;max;0.001;0.000;85.32;0.001;0.000;83.68;0.000;0.000;78.77;0.000;
1;140;7.500;2.000;-3.600;min;0.000;-0.001;-84.40;0.000;-0.001;-84.83;0.000;0.000;-78.77;0.000;
1;141;8.000;2.000;-3.600;max;0.001;0.000;86.99;0.001;0.000;85.87;0.000;0.000;79.93;0.000;
1;141;8.000;2.000;-3.600;min;0.000;-0.001;-86.39;0.000;-0.001;-86.62;0.000;0.000;-79.93;0.000;
1;142;8.500;2.000;-3.600;max;0.001;0.000;83.83;0.001;0.000;82.47;0.000;0.000;82.73;0.000;
1;142;8.500;2.000;-3.600;min;0.000;-0.001;-82.68;0.000;-0.001;-82.86;0.000;0.000;-82.73;0.000;
1;143;9.000;2.000;-3.600;max;0.001;0.000;81.07;0.001;0.000;79.99;0.000;0.000;83.45;0.000;
1;143;9.000;2.000;-3.600;min;0.000;-0.001;-79.50;0.000;-0.001;-80.18;0.000;0.000;-83.45;0.000;
1;144;9.500;2.000;-3.600;max;0.001;0.000;83.66;0.001;0.000;82.30;0.000;0.000;82.42;0.000;
1;144;9.500;2.000;-3.600;min;0.000;-0.001;-82.52;0.000;-0.001;-82.67;0.000;0.000;-82.42;0.000;
1;145;10.000;2.000;-3.600;max;0.001;0.000;87.07;0.001;0.000;86.07;0.000;0.000;79.95;0.000;
1;145;10.000;2.000;-3.600;min;0.000;-0.001;-86.55;0.000;-0.001;-86.73;0.000;0.000;-79.95;0.000;
1;146;10.500;2.000;-3.600;max;0.001;0.000;85.65;0.001;0.000;84.47;0.000;0.000;78.50;0.000;
1;146;10.500;2.000;-3.600;min;0.000;-0.001;-84.94;0.000;-0.001;-85.30;0.000;0.000;-78.50;0.000;
1;147;11.000;2.000;-3.600;max;0.001;0.000;79.99;0.001;0.000;77.98;0.000;0.000;78.72;0.000;
1;147;11.000;2.000;-3.600;min;0.000;-0.001;-78.57;0.000;-0.001;-79.01;0.000;0.000;-78.72;0.000;
1;148;11.500;2.000;-3.600;max;0.001;0.000;71.98;0.001;0.000;70.25;0.000;0.000;76.88;0.000;
1;148;11.500;2.000;-3.600;min;0.000;-0.001;-69.87;0.000;-0.001;-71.01;0.000;0.000;-76.88;0.000;
1;149;12.000;2.000;-3.600;max;0.001;0.000;66.23;0.001;0.000;64.83;0.000;0.000;73.92;0.000;
1;149;12.000;2.000;-3.600;min;0.000;-0.001;-63.87;0.000;-0.001;-65.19;0.000;0.000;-73.92;0.000;
1;150;12.500;2.000;-3.600;max;0.001;0.000;70.93;0.001;0.000;69.59;0.000;0.000;79.17;0.000;
1;150;12.500;2.000;-3.600;min;0.000;-0.001;-69.05;0.000;-0.001;-70.59;0.000;0.000;-79.17;0.000;
1;151;13.000;2.000;-3.600;max;0.001;0.000;78.65;0.001;0.000;77.16;0.000;0.000;80.73;0.000;
1;151;13.000;2.000;-3.600;min;0.000;-0.001;-77.59;0.000;-0.001;-78.11;0.000;0.000;-80.73;0.000;
1;152;13.500;2.000;-3.600;max;0.001;0.000;84.70;0.001;0.000;83.19;0.000;0.000;76.19;0.000;
1;152;13.500;2.000;-3.600;min;0.000;-0.001;-84.15;0.000;-0.001;-83.92;0.000;0.000;-76.19;0.000;
1;153;14.000;2.000;-3.600;max;0.001;0.000;85.68;0.001;0.000;84.67;0.000;0.000;67.83;0.000;
1;153;14.000;2.000;-3.600;min;0.000;-0.001;-85.27;0.000;-0.001;-85.18;0.000;0.000;-67.83;0.000;
1;154;14.500;2.000;-3.600;max;0.000;0.000;82.81;0.000;0.000;81.27;0.000;0.000;54.00;0.000;
1;154;14.500;2.000;-3.600;min;0.000;0.000;-82.55;0.000;0.000;-81.62;0.000;0.000;-54.00;0.000;
1;155;15.000;2.000;-3.600;max;0.000;0.000;78.89;0.000;0.000;74.13;0.000;0.000;68.00;0.000;
1;155;15.000;2.000;-3.600;min;0.000;0.000;-76.75;0.000;0.000;-74.59;0.000;0.000;-68.00;0.000;
1;156;0.000;2.500;-3.600;max;0.000;0.000;52.78;0.000;0.000;52.38;0.000;0.000;81.27;0.000;
1;156;0.000;2.500;-3.600;min;0.000;0.000;-49.47;0.000;0.000;-52.58;0.000;0.000;-81.27;0.000;
1;157;0.500;2.500;-3.600;max;0.000;0.000;55.80;0.000;0.000;55.14;0.000;0.000;66.83;0.000;
1;157;0.500;2.500;-3.600;min;0.000;0.000;-54.63;0.000;0.000;-55.64;0.000;0.000;-66.83;0.000;
1;158;1.000;2.500;-3.600;max;0.001;0.000;61.37;0.001;0.000;59.14;0.000;0.000;70.46;0.000;
1;158;1.000;2.500;-3.600;min;0.000;-0.001;-57.20;0.000;-0.001;-60.06;0.000;0.000;-70.46;0.000;
1;159;1.500;2.500;-3.600;max;0.001;0.000;63.83;0.001;0.000;60.50;0.000;0.000;58.31;0.000;
1;159;1.500;2.500;-3.600;min;0.000;-0.001;-61.54;0.000;-0.001;-62.51;0.000;0.000;-58.31;0.000;
1;160;2.000;2.500;-3.600;max;0.001;0.000;68.57;0.001;0.000;64.75;0.000;0.000;71.69;0.000;
1;160;2.000;2.500;-3.600;min;0.000;-0.001;-64.86;0.000;-0.001;-66.80;0.000;0.000;-71.69;0.000;
1;161;2.500;2.500;-3.600;max;0.000;0.000;74.55;0.000;0.000;71.28;0.000;0.000;73.53;0.000;
1;161;2.500;2.500;-3.600;min;0.000;0.000;-71.17;0.000;0.000;-71.73;0.000;0.000;-73.53;0.000;
1;162;3.000;2.500;-3.600;max;0.001;0.000;83.01;0.001;0.000;80.05;0.000;0.000;74.10;0.000;
1;162;3.000;2.500;-3.600;min;0.000;-0.001;-81.75;0.000;-0.001;-81.04;0.000;0.000;-74.10;0.000;
1;163;3.500;2.500;-3.600;max;0.001;0.000;85.54;0.001;0.000;83.35;0.000;0.000;77.03;0.000;
1;163;3.500;2.500;-3.600;min;0.000;-0.001;-84.70;0.000;-0.001;-84.61;0.000;0.000;-77.03;0.000;
1;164;4.000;2.500;-3.600;max;0.001;0.000;85.99;0.001;0.000;84.37;0.000;0.000;78.51;0.000;
1;164;4.000;2.500;-3.600;min;0.000;-0.001;-85.18;0.000;-0.001;-85.45;0.000;0.000;-78.51;0.000;
1;165;4.500;2.500;-3.600;max;0.001;0.000;86.06;0.001;0.000;84.61;0.000;0.000;79.65;0.000;
1;165;4.500;2.500;-3.600;min;0.000;-0.001;-85.22;0.000;-0.001;-85.65;0.000;0.000;-79.65;0.000;
1;166;5.000;2.500;-3.600;max;0.001;0.000;81.87;0.001;0.000;79.97;0.000;0.000;81.86;0.000;
1;166;5.000;2.500;-3.600;min;0.000;-0.001;-80.18;0.000;-0.001;-81.05;0.000;0.000;-81.86;0.000;
1;167;5.500;2.500;-3.600;max;0.001;0.000;73.44;0.001;0.000;72.41;0.000;0.000;84.49;0.000;
1;167;5.500;2.500;-3.600;min;0.000;-0.001;-70.59;0.000;-0.001;-73.27;0.000;0.000;-84.49;0.000;
1;168;6.000;2.500;-3.600;max;0.001;0.000;66.52;0.001;0.000;65.38;0.000;0.000;80.91;0.000;
1;168;6.000;2.500;-3.600;min;0.000;-0.001;-62.57;0.000;-0.001;-65.74;0.000;0.000;-80.91;0.000;
1;169;6.500;2.500;-3.600;max;0.001;0.000;72.74;0.001;0.000;71.25;0.000;0.000;82.48;0.000;
1;169;6.500;2.500;-3.600;min;0.000;-0.001;-69.18;0.000;-0.001;-72.13;0.000;0.000;-82.48;0.000;
1;170;7.000;2.500;-3.600;max;0.001;0.000;81.96;0.001;0.000;79.47;0.000;0.000;80.37;0.000;
1;170;7.000;2.500;-3.600;min;0.000;-0.001;-79.92;0.000;-0.001;-80.96;0.000;0.000;-80.37;0.000;
1;171;7.500;2.500;-3.600;max;0.001;0.000;87.56;0.001;0.000;86.38;0.000;0.000;78.85;0.000;
1;171;7.500;2.500;-3.600;min;0.000;-0.001;-86.90;0.000;-0.001;-87.26;0.000;0.000;-78.85;0.000;
1;172;8.000;2.500;-3.600;max;0.001;0.000;88.63;0.001;0.000;87.87;0.000;0.000;79.63;0.000;
1;172;8.000;2.500;-3.600;min;0.000;-0.001;-88.25;0.000;-0.001;-88.41;0.000;0.000;-79.63;0.000;
1;173;8.500;2.500;-3.600;max;0.001;0.000;83.83;0.001;0.000;82.12;0.000;0.000;82.93;0.000;
1;173;8.500;2.500;-3.600;min;0.000;-0.001;-82.21;0.000;-0.001;-82.61;0.000;0.000;-82.93;0.000;
1;174;9.000;2.500;-3.600;max;0.001;0.000;80.01;0.001;0.000;79.00;0.000;0.000;85.11;0.000;
1;174;9.000;2.500;-3.600;min;0.000;-0.001;-77.62;0.000;-0.001;-79.22;0.000;0.000;-85.11;0.000;
1;175;9.500;2.500;-3.600;max;0.001;0.000;83.70;0.001;0.000;82.08;0.000;0.000;82.91;0.000;
1;175;9.500;2.500;-3.600;min;0.000;-0.001;-82.11;0.000;-0.001;-82.47;0.000;0.000;-82.91;0.000;
1;176;10.000;2.500;-3.600;max;0.001;0.000;88.65;0.001;0.000;87.97;0.000;0.000;79.76;0.000;
1;176;10.000;2.500;-3.600;min;0.000;-0.001;-88.32;0.000;-0.001;-88.44;0.000;0.000;-79.76;0.000;
1;177;10.500;2.500;-3.600;max;0.001;0.000;87.76;0.001;0.000;86.88;0.000;0.000;78.33;0.000;
1;177;10.500;2.500;-3.600;min;0.000;-0.001;-87.27;0.000;-0.001;-87.51;0.000;0.000;-78.33;0.000;
1;178;11.000;2.500;-3.600;max;0.001;0.000;81.46;0.001;0.000;79.25;0.000;0.000;79.52;0.000;
1;178;11.000;2.500;-3.600;min;0.000;-0.001;-79.97;0.000;-0.001;-80.64;0.000;0.000;-79.52;0.000;
1;179;11.500;2.500;-3.600;max;0.001;0.000;71.44;0.001;0.000;70.36;0.000;0.000;82.42;0.000;
1;179;11.500;2.500;-3.600;min;0.000;-0.001;-69.18;0.000;-0.001;-71.37;0.000;0.000;-82.42;0.000;
1;180;12.000;2.500;-3.600;max;0.001;0.000;63.53;0.001;0.000;62.60;0.000;0.000;76.35;0.000;
1;180;12.000;2.500;-3.600;min;0.000;-0.001;-61.11;0.000;-0.001;-62.85;0.000;0.000;-76.35;0.000;
1;181;12.500;2.500;-3.600;max;0.001;0.000;69.41;0.001;0.000;68.75;0.000;0.000;84.58;0.000;
1;181;12.500;2.500;-3.600;min;0.000;-0.001;-67.39;0.000;-0.001;-69.90;0.000;0.000;-84.58;0.000;
1;182;13.000;2.500;-3.600;max;0.001;0.000;79.30;0.001;0.000;77.59;0.000;0.000;79.74;0.000;
1;182;13.000;2.500;-3.600;min;0.000;-0.001;-78.28;0.000;-0.001;-78.53;0.000;0.000;-79.74;0.000;
1;183;13.500;2.500;-3.600;max;0.001;0.000;86.67;0.001;0.000;85.99;0.000;0.000;71.52;0.000;
1;183;13.500;2.500;-3.600;min;0.000;-0.001;-86.37;0.000;-0.001;-86.36;0.000;0.000;-71.52;0.000;
1;184;14.000;2.500;-3.600;max;0.001;0.000;88.21;0.001;0.000;87.82;0.000;0.000;62.89;0.000;
1;184;14.000;2.500;-3.600;min;0.000;-0.001;-88.06;0.000;-0.001;-88.00;0.000;0.000;-62.89;0.000;
1;185;14.500;2.500;-3.600;max;0.000;0.000;85.89;0.000;0.000;84.62;0.000;0.000;52.65;0.000;
1;185;14.500;2.500;-3.600;min;0.000;0.000;-85.77;0.000;0.000;-84.82;0.000;0.000;-52.65;0.000;
1;186;15.000;2.500;-3.600;max;0.000;0.000;81.76;0.000;0.000;77.27;0.000;0.000;67.99;0.000;
1;186;15.000;2.500;-3.600;min;0.000;0.000;-80.40;0.000;0.000;-77.66;0.000;0.000;-67.99;0.000;
1;187;0.000;3.000;-3.600;max;0.000;0.000;55.85;0.000;0.000;55.43;0.000;0.000;84.58;0.000;
1;187;0.000;3.000;-3.600;min;0.000;0.000;-52.05;0.000;0.000;-56.55;0.000;0.000;-84.58;0.000;
1;188;0.500;3.000;-3.600;max;0.000;0.000;56.36;0.000;0.000;55.81;0.000;0.000;71.37;0.000;
1;188;0.500;3.000;-3.600;min;0.000;0.000;-54.97;0.000;0.000;-56.22;0.000;0.000;-71.37;0.000;
1;189;1.000;3.000;-3.600;max;0.001;0.000;57.68;0.001;0.000;57.30;0.000;0.000;77.77;0.000;
1;189;1.000;3.000;-3.600;min;0.000;-0.001;-56.36;0.000;-0.001;-58.49;0.000;0.000;-77.77;0.000;
1;190;1.500;3.000;-3.600;max;0.001;0.000;59.99;0.001;0.000;58.29;0.000;0.000;70.58;0.000;
1;190;1.500;3.000;-3.600;min;0.000;-0.001;-57.03;0.000;-0.001;-58.89;0.000;0.000;-70.58;0.000;
1;191;2.000;3.000;-3.600;max;0.000;0.000;62.08;0.000;0.000;60.28;0.000;0.000;77.98;0.000;
1;191;2.000;3.000;-3.600;min;0.000;0.000;-58.13;0.000;0.000;-61.43;0.000;0.000;-77.98;0.000;
1;192;2.500;3.000;-3.600;max;0.000;0.000;69.91;0.000;0.000;67.72;0.000;0.000;82.00;0.000;
1;192;2.500;3.000;-3.600;min;0.000;0.000;-62.94;0.000;0.000;-68.61;0.000;0.000;-82.00;0.000;
1;193;3.000;3.000;-3.600;max;0.001;0.000;82.01;0.001;0.000;79.96;0.000;0.000;82.89;0.000;
1;193;3.000;3.000;-3.600;min;0.000;-0.001;-79.02;0.000;-0.001;-80.48;0.000;0.000;-82.89;0.000;
1;194;3.500;3.000;-3.600;max;0.001;0.000;84.96;0.001;0.000;82.88;0.000;0.000;82.11;0.000;
1;194;3.500;3.000;-3.600;min;0.000;-0.001;-83.64;0.000;-0.001;-83.35;0.000;0.000;-82.11;0.000;
1;195;4.000;3.000;-3.600;max;0.001;0.000;86.11;0.001;0.000;83.84;0.000;0.000;80.94;0.000;
1;195;4.000;3.000;-3.600;min;0.000;-0.001;-85.01;0.000;-0.001;-85.42;0.000;0.000;-80.94;0.000;
1;196;4.500;3.000;-3.600;max;0.001;0.000;87.14;0.001;0.000;85.72;0.000;0.000;79.47;0.000;
1;196;4.500;3.000;-3.600;min;0.000;-0.001;-86.33;0.000;-0.001;-86.78;0.000;0.000;-79.47;0.000;
1;197;5.000;3.000;-3.600;max;0.001;0.000;84.43;0.001;0.000;81.98;0.000;0.000;78.77;0.000;
1;197;5.000;3.000;-3.600;min;0.000;-0.001;-83.10;0.000;-0.001;-83.72;0.000;0.000;-78.77;0.000;
1;198;5.500;3.000;-3.600;max;0.001;0.000;74.61;0.001;0.000;73.10;0.000;0.000;82.47;0.000;
1;198;5.500;3.000;-3.600;min;0.000;-0.001;-71.78;0.000;-0.001;-74.13;0.000;0.000;-82.47;0.000;
1;199;6.000;3.000;-3.600;max;0.001;0.000;66.07;0.001;0.000;65.43;0.000;0.000;84.33;0.000;
1;199;6.000;3.000;-3.600;min;0.000;-0.001;-62.43;0.000;-0.001;-65.79;0.000;0.000;-84.33;0.000;
1;200;6.500;3.000;-3.600;max;0.001;0.000;74.05;0.001;0.000;72.23;0.000;0.000;81.67;0.000;
1;200;6.500;3.000;-3.600;min;0.000;-0.001;-70.67;0.000;-0.001;-73.33;0.000;0.000;-81.67;0.000;
1;201;7.000;3.000;-3.600;max;0.001;0.000;84.75;0.001;0.000;81.98;0.000;0.000;77.80;0.000;
1;201;7.000;3.000;-3.600;min;0.000;-0.001;-83.17;0.000;-0.001;-84.07;0.000;0.000;-77.80;0.000;
1;202;7.500;3.000;-3.600;max;0.001;0.000;89.05;0.001;0.000;88.45;0.000;0.000;77.52;0.000;
1;202;7.500;3.000;-3.600;min;0.000;-0.001;-88.70;0.000;-0.001;-88.92;0.000;0.000;-77.52;0.000;
1;203;8.000;3.000;-3.600;max;0.001;0.000;89.68;0.001;0.000;89.73;0.000;0.000;78.54;0.000;
1;203;8.000;3.000;-3.600;min;0.000;-0.001;-89.77;0.000;-0.001;-89.60;0.000;0.000;-78.54;0.000;
1;204;8.500;3.000;-3.600;max;0.001;0.000;83.72;0.001;0.000;81.21;0.000;0.000;81.61;0.000;
1;204;8.500;3.000;-3.600;min;0.000;-0.001;-81.62;0.000;-0.001;-82.23;0.000;0.000;-81.61;0.000;
1;205;9.000;3.000;-3.600;max;0.001;0.000;77.71;0.001;0.000;77.00;0.000;0.000;86.87;0.000;
1;205;9.000;3.000;-3.600;min;0.000;-0.001;-74.32;0.000;-0.001;-77.27;0.000;0.000;-86.87;0.000;
1;206;9.500;3.000;-3.600;max;0.001;0.000;83.55;0.001;0.000;81.30;0.000;0.000;82.00;0.000;
1;206;9.500;3.000;-3.600;min;0.000;-0.001;-81.48;0.000;-0.001;-82.05;0.000;0.000;-82.00;0.000;
1;207;10.000;3.000;-3.600;max;0.001;0.000;89.55;0.001;0.000;89.61;0.000;0.000;78.52;0.000;
1;207;10.000;3.000;-3.600;min;0.000;-0.001;-89.66;0.000;-0.001;-89.45;0.000;0.000;-78.52;0.000;
1;208;10.500;3.000;-3.600;max;0.001;0.000;89.32;0.001;0.000;88.95;0.000;0.000;76.61;0.000;
1;208;10.500;3.000;-3.600;min;0.000;-0.001;-89.11;0.000;-0.001;-89.23;0.000;0.000;-76.61;0.000;
1;209;11.000;3.000;-3.600;max;0.001;0.000;84.66;0.001;0.000;82.44;0.000;0.000;75.75;0.000;
1;209;11.000;3.000;-3.600;min;0.000;-0.001;-83.49;0.000;-0.001;-83.97;0.000;0.000;-75.75;0.000;
1;210;11.500;3.000;-3.600;max;0.001;0.000;73.67;0.001;0.000;71.94;0.000;0.000;79.71;0.000;
1;210;11.500;3.000;-3.600;min;0.000;-0.001;-71.58;0.000;-0.001;-73.13;0.000;0.000;-79.71;0.000;
1;211;12.000;3.000;-3.600;max;0.001;0.000;64.34;0.001;0.000;63.79;0.000;0.000;80.74;0.000;
1;211;12.000;3.000;-3.600;min;0.000;-0.001;-62.26;0.000;-0.001;-63.98;0.000;0.000;-80.74;0.000;
1;212;12.500;3.000;-3.600;max;0.001;0.000;71.69;0.001;0.000;70.41;0.000;0.000;80.17;0.000;
1;212;12.500;3.000;-3.600;min;0.000;-0.001;-70.14;0.000;-0.001;-71.68;0.000;0.000;-80.17;0.000;
1;213;13.000;3.000;-3.600;max;0.001;0.000;82.97;0.001;0.000;81.48;0.000;0.000;69.41;0.000;
1;213;13.000;3.000;-3.600;min;0.000;-0.001;-82.45;0.000;-0.001;-82.13;0.000;0.000;-69.41;0.000;
1;214;13.500;3.000;-3.600;max;0.001;0.000;88.78;0.001;0.000;88.54;0.000;0.000;63.21;0.000;
1;214;13.500;3.000;-3.600;min;0.000;-0.001;-88.70;0.000;-0.001;-88.63;0.000;0.000;-63.21;0.000;
1;215;14.000;3.000;-3.600;max;0.001;0.000;88.02;0.001;0.000;87.54;0.000;0.000;58.39;0.000;
1;215;14.000;3.000;-3.600;min;0.000;-0.001;-87.91;0.000;-0.001;-87.68;0.000;0.000;-58.39;0.000;
1;216;14.500;3.000;-3.600;max;0.000;0.000;84.09;0.000;0.000;81.61;0.000;0.000;53.54;0.000;
1;216;14.500;3.000;-3.600;min;0.000;0.000;-83.83;0.000;0.000;-82.07;0.000;0.000;-53.54;0.000;
