Surface No.;Grid;Grid Point Coordinates [m];;;;Equivalent Stresses - von Mises [N/mm^2 ];;;;
1;52;10.000;0.500;-3.600;;1.595;1.339;1.595;0.128;
1;53;10.500;0.500;-3.600;;1.366;1.098;1.366;0.134;
1;54;11.000;0.500;-3.600;;1.101;0.818;1.101;0.144;
1;55;11.500;0.500;-3.600;;0.725;0.490;0.725;0.133;
1;56;12.000;0.500;-3.600;;1.535;1.434;1.519;0.117;
1;57;12.500;0.500;-3.600;;1.648;1.435;1.648;0.125;
1;58;13.000;0.500;-3.600;;1.135;0.902;1.135;0.124;
1;59;13.500;0.500;-3.600;;0.748;0.453;0.748;0.150;
1;60;14.000;0.500;-3.600;;0.536;0.408;0.536;0.196;
1;61;14.500;0.500;-3.600;;0.891;0.891;0.773;0.199;
1;62;15.000;0.500;-3.600;;1.548;1.548;1.453;0.136;
1;63;0.000;1.000;-3.600;;0.609;0.561;0.609;0.043;
1;64;0.500;1.000;-3.600;;0.723;0.535;0.723;0.120;
1;65;1.000;1.000;-3.600;;0.613;0.448;0.613;0.086;
1;66;1.500;1.000;-3.600;;1.027;0.697;1.027;0.166;
1;67;2.000;1.000;-3.600;;1.458;0.975;1.458;0.245;
1;68;2.500;1.000;-3.600;;1.280;0.949;1.280;0.176;
1;69;3.000;1.000;-3.600;;1.065;0.885;1.065;0.107;
1;70;3.500;1.000;-3.600;;0.745;0.556;0.745;0.109;
1;71;4.000;1.000;-3.600;;0.915;0.688;0.915;0.117;
1;72;4.500;1.000;-3.600;;1.176;0.929;1.176;0.125;
1;73;5.000;1.000;-3.600;;1.437;1.180;1.437;0.129;
1;74;5.500;1.000;-3.600;;1.650;1.390;1.650;0.131;
1;75;6.000;1.000;-3.600;;1.674;1.425;1.674;0.126;
1;76;6.500;1.000;-3.600;;1.482;1.229;1.482;0.128;
1;77;7.000;1.000;-3.600;;1.480;1.211;1.480;0.135;
1;78;7.500;1.000;-3.600;;1.508;1.231;1.508;0.139;
1;79;8.000;1.000;-3.600;;1.533;1.260;1.533;0.136;
1;80;8.500;1.000;-3.600;;1.574;1.315;1.574;0.131;
1;81;9.000;1.000;-3.600;;1.759;1.504;1.759;0.128;
1;82;9.500;1.000;-3.600;;1.737;1.471;1.737;0.133;
1;83;10.000;1.000;-3.600;;1.562;1.298;1.562;0.132;
1;84;10.500;1.000;-3.600;;1.344;1.089;1.344;0.128;
1;85;11.000;1.000;-3.600;;1.116;0.882;1.116;0.119;
1;86;11.500;1.000;-3.600;;0.965;0.771;0.965;0.107;
1;87;12.000;1.000;-3.600;;1.284;1.099;1.284;0.102;
1;88;12.500;1.000;-3.600;;1.343;1.132;1.343;0.114;
1;89;13.000;1.000;-3.600;;1.017;0.804;1.017;0.114;
1;90;13.500;1.000;-3.600;;0.637;0.413;0.637;0.116;
1;91;14.000;1.000;-3.600;;0.400;0.225;0.400;0.113;
1;92;14.500;1.000;-3.600;;0.483;0.458;0.483;0.089;
1;93;15.000;1.000;-3.600;;0.649;0.638;0.649;0.045;
1;94;0.000;1.500;-3.600;;0.384;0.365;0.384;0.064;
1;95;0.500;1.500;-3.600;;0.452;0.314;0.452;0.082;
1;96;1.000;1.500;-3.600;;0.379;0.223;0.379;0.109;
1;98;2.000;1.500;-3.600;;0.511;0.471;0.511;0.046;
1;99;2.500;1.500;-3.600;;0.790;0.698;0.790;0.063;
1;100;3.000;1.500;-3.600;;0.939;0.766;0.939;0.099;
1;101;3.500;1.500;-3.600;;0.824;0.650;0.824;0.093;
1;102;4.000;1.500;-3.600;;0.943;0.740;0.943;0.104;
1;103;4.500;1.500;-3.600;;1.162;0.931;1.162;0.116;
1;104;5.000;1.500;-3.600;;1.404;1.154;1.404;0.125;
1;105;5.500;1.500;-3.600;;1.593;1.335;1.593;0.129;
1;106;6.000;1.500;-3.600;;1.630;1.375;1.630;0.128;
1;107;6.500;1.500;-3.600;;1.534;1.277;1.534;0.129;
1;108;7.000;1.500;-3.600;;1.506;1.242;1.506;0.132;
1;109;7.500;1.500;-3.600;;1.514;1.245;1.514;0.134;
1;110;8.000;1.500;-3.600;;1.553;1.286;1.553;0.134;
1;111;8.500;1.500;-3.600;;1.616;1.354;1.616;0.131;
1;112;9.000;1.500;-3.600;;1.722;1.463;1.722;0.130;
1;113;9.500;1.500;-3.600;;1.695;1.432;1.695;0.131;
1;114;10.000;1.500;-3.600;;1.541;1.283;1.541;0.129;
1;115;10.500;1.500;-3.600;;1.344;1.101;1.344;0.122;
1;116;11.000;1.500;-3.600;;1.169;0.949;1.169;0.111;
1;117;11.500;1.500;-3.600;;1.081;0.884;1.081;0.102;
1;118;12.000;1.500;-3.600;;1.200;1.011;1.200;0.098;
1;119;12.500;1.500;-3.600;;1.190;1.013;1.190;0.091;
1;120;13.000;1.500;-3.600;;0.891;0.744;0.891;0.080;
1;121;13.500;1.500;-3.600;;0.487;0.377;0.487;0.067;
1;122;14.000;1.500;-3.600;;0.199;0.082;0.199;0.061;
1;123;14.500;1.500;-3.600;;0.301;0.284;0.301;0.031;
1;124;15.000;1.500;-3.600;;0.373;0.373;0.351;0.056;
1;125;0.000;2.000;-3.600;;0.375;0.375;0.360;0.065;
1;126;0.500;2.000;-3.600;;0.362;0.323;0.362;0.044;
1;127;1.000;2.000;-3.600;;0.418;0.206;0.418;0.132;
1;128;1.500;2.000;-3.600;;0.645;0.506;0.645;0.075;
1;129;2.000;2.000;-3.600;;0.657;0.547;0.657;0.060;
1;130;2.500;2.000;-3.600;;0.792;0.706;0.792;0.049;
1;131;3.000;2.000;-3.600;;0.851;0.720;0.851;0.068;
1;132;3.500;2.000;-3.600;;0.820;0.652;0.820;0.087;
1;133;4.000;2.000;-3.600;;0.948;0.749;0.948;0.101;
1;134;4.500;2.000;-3.600;;1.162;0.934;1.162;0.115;
1;135;5.000;2.000;-3.600;;1.401;1.151;1.401;0.125;
1;136;5.500;2.000;-3.600;;1.581;1.322;1.581;0.130;
1;137;6.000;2.000;-3.600;;1.613;1.353;1.613;0.130;
1;138;6.500;2.000;-3.600;;1.551;1.289;1.551;0.131;
1;139;7.000;2.000;-3.600;;1.525;1.258;1.525;0.134;
1;140;7.500;2.000;-3.600;;1.530;1.260;1.530;0.135;
1;141;8.000;2.000;-3.600;;1.572;1.303;1.572;0.135;
1;142;8.500;2.000;-3.600;;1.633;1.368;1.633;0.133;
1;143;9.000;2.000;-3.600;;1.707;1.444;1.707;0.132;
1;144;9.500;2.000;-3.600;;1.684;1.420;1.684;0.132;
1;145;10.000;2.000;-3.600;;1.540;1.283;1.540;0.129;
1;146;10.500;2.000;-3.600;;1.354;1.113;1.354;0.121;
1;147;11.000;2.000;-3.600;;1.198;0.979;1.198;0.111;
1;148;11.500;2.000;-3.600;;1.119;0.918;1.119;0.102;
1;149;12.000;2.000;-3.600;;1.175;0.985;1.175;0.097;
1;150;12.500;2.000;-3.600;;1.141;0.978;1.141;0.083;
1;151;13.000;2.000;-3.600;;0.846;0.729;0.846;0.062;
1;152;13.500;2.000;-3.600;;0.432;0.374;0.432;0.040;
1;153;14.000;2.000;-3.600;;0.096;0.038;0.096;0.031;
1;154;14.500;2.000;-3.600;;0.230;0.226;0.230;0.005;
1;155;15.000;2.000;-3.600;;0.301;0.301;0.258;0.060;
1;156;0.000;2.500;-3.600;;0.476;0.476;0.465;0.062;
1;157;0.500;2.500;-3.600;;0.395;0.395;0.395;0.031;
1;158;1.000;2.500;-3.600;;0.296;0.268;0.296;0.062;
1;159;1.500;2.500;-3.600;;0.519;0.430;0.519;0.057;
1;160;2.000;2.500;-3.600;;0.850;0.678;0.850;0.090;
1;161;2.500;2.500;-3.600;;0.959;0.788;0.959;0.095;
1;162;3.000;2.500;-3.600;;0.841;0.695;0.841;0.088;
1;163;3.500;2.500;-3.600;;0.754;0.575;0.754;0.097;
1;164;4.000;2.500;-3.600;;0.915;0.701;0.915;0.109;
1;165;4.500;2.500;-3.600;;1.168;0.925;1.168;0.121;
1;166;5.000;2.500;-3.600;;1.426;1.166;1.426;0.131;
1;167;5.500;2.500;-3.600;;1.616;1.348;1.616;0.134;
1;168;6.000;2.500;-3.600;;1.631;1.367;1.631;0.133;
1;169;6.500;2.500;-3.600;;1.545;1.277;1.545;0.134;
1;170;7.000;2.500;-3.600;;1.525;1.250;1.525;0.138;
1;171;7.500;2.500;-3.600;;1.537;1.258;1.537;0.140;
1;172;8.000;2.500;-3.600;;1.578;1.301;1.578;0.139;
1;173;8.500;2.500;-3.600;;1.637;1.367;1.637;0.136;
1;174;9.000;2.500;-3.600;;1.725;1.458;1.725;0.134;
1;175;9.500;2.500;-3.600;;1.707;1.435;1.707;0.136;
1;176;10.000;2.500;-3.600;;1.556;1.290;1.556;0.133;
1;177;10.500;2.500;-3.600;;1.361;1.111;1.361;0.125;
1;178;11.000;2.500;-3.600;;1.187;0.960;1.187;0.115;
1;179;11.500;2.500;-3.600;;1.097;0.894;1.097;0.105;
1;180;12.000;2.500;-3.600;;1.202;1.008;1.202;0.101;
1;181;12.500;2.500;-3.600;;1.200;1.019;1.200;0.093;
1;182;13.000;2.500;-3.600;;0.903;0.755;0.903;0.081;
1;183;13.500;2.500;-3.600;;0.499;0.392;0.499;0.066;
1;184;14.000;2.500;-3.600;;0.198;0.092;0.198;0.058;
1;185;14.500;2.500;-3.600;;0.276;0.258;0.276;0.026;
1;186;15.000;2.500;-3.600;;0.358;0.358;0.349;0.058;
1;187;0.000;3.000;-3.600;;0.688;0.677;0.688;0.051;
1;188;0.500;3.000;-3.600;;0.515;0.515;0.432;0.082;
1;189;1.000;3.000;-3.600;;0.229;0.229;0.091;0.087;
1;190;1.500;3.000;-3.600;;0.443;0.312;0.443;0.095;
1;191;2.000;3.000;-3.600;;0.831;0.626;0.831;0.116;
1;192;2.500;3.000;-3.600;;1.073;0.859;1.073;0.122;
1;193;3.000;3.000;-3.600;;0.892;0.748;0.892;0.107;
1;194;3.500;3.000;-3.600;;0.602;0.410;0.602;0.115;
1;195;4.000;3.000;-3.600;;0.860;0.610;0.860;0.126;
1;196;4.500;3.000;-3.600;;1.181;0.912;1.181;0.135;
1;197;5.000;3.000;-3.600;;1.474;1.196;1.474;0.139;
1;198;5.500;3.000;-3.600;;1.699;1.418;1.699;0.141;
1;199;6.000;3.000;-3.600;;1.686;1.417;1.686;0.135;
1;200;6.500;3.000;-3.600;;1.506;1.231;1.506;0.139;
1;201;7.000;3.000;-3.600;;1.511;1.220;1.511;0.146;
1;202;7.500;3.000;-3.600;;1.544;1.245;1.544;0.149;
1;203;8.000;3.000;-3.600;;1.575;1.283;1.575;0.147;
1;204;8.500;3.000;-3.600;;1.621;1.344;1.621;0.140;
1;205;9.000;3.000;-3.600;;1.774;1.503;1.774;0.136;
1;206;9.500;3.000;-3.600;;1.762;1.479;1.762;0.141;
1;207;10.000;3.000;-3.600;;1.587;1.307;1.587;0.140;
1;208;10.500;3.000;-3.600;;1.368;1.098;1.368;0.136;
1;209;11.000;3.000;-3.600;;1.143;0.897;1.143;0.126;
1;210;11.500;3.000;-3.600;;0.999;0.797;0.999;0.112;
1;211;12.000;3.000;-3.600;;1.294;1.099;1.294;0.108;
1;212;12.500;3.000;-3.600;;1.366;1.143;1.366;0.118;
1;213;13.000;3.000;-3.600;;1.038;0.819;1.038;0.117;
1;214;13.500;3.000;-3.600;;0.649;0.425;0.649;0.117;
1;215;14.000;3.000;-3.600;;0.381;0.202;0.381;0.112;
1;216;14.500;3.000;-3.600;;0.435;0.419;0.435;0.087;
1;217;15.000;3.000;-3.600;;0.644;0.620;0.644;0.047;
1;218;0.000;3.500;-3.600;;1.363;1.363;1.212;0.132;
1;219;0.500;3.500;-3.600;;0.821;0.821;0.549;0.191;
1;220;1.000;3.500;-3.600;;0.281;0.281;0.097;0.185;
1;221;1.500;3.500;-3.600;;0.478;0.206;0.478;0.147;
1;222;2.000;3.500;-3.600;;0.874;0.627;0.874;0.134;
1;223;2.500;3.500;-3.600;;1.326;1.085;1.326;0.138;
1;224;3.000;3.500;-3.600;;1.326;1.223;1.229;0.130;
1;225;3.500;3.500;-3.600;;0.327;0.122;0.327;0.149;
1;226;4.000;3.500;-3.600;;0.835;0.523;0.835;0.157;
1;227;4.500;3.500;-3.600;;1.196;0.906;1.196;0.145;
1;228;5.000;3.500;-3.600;;1.515;1.236;1.515;0.140;
1;229;5.500;3.500;-3.600;;1.851;1.568;1.851;0.142;
1;230;6.000;3.500;-3.600;;1.760;1.501;1.760;0.138;
1;231;6.500;3.500;-3.600;;1.407;1.106;1.407;0.153;
1;232;7.000;3.500;-3.600;;1.510;1.186;1.510;0.163;
1;233;7.500;3.500;-3.600;;1.561;1.240;1.561;0.161;
1;234;8.000;3.500;-3.600;;1.582;1.262;1.582;0.161;
1;235;8.500;3.500;-3.600;;1.566;1.267;1.566;0.152;
1;236;9.000;3.500;-3.600;;1.822;1.556;1.822;0.138;
1;237;9.500;3.500;-3.600;;1.864;1.580;1.864;0.143;
1;238;10.000;3.500;-3.600;;1.616;1.335;1.616;0.141;
1;239;10.500;3.500;-3.600;;1.383;1.092;1.383;0.146;
1;240;11.000;3.500;-3.600;;1.120;0.819;1.120;0.154;
1;241;11.500;3.500;-3.600;;0.768;0.529;0.768;0.142;
1;242;12.000;3.500;-3.600;;1.587;1.474;1.579;0.124;
1;243;12.500;3.500;-3.600;;1.675;1.442;1.675;0.132;
1;244;13.000;3.500;-3.600;;1.157;0.909;1.157;0.130;
1;245;13.500;3.500;-3.600;;0.757;0.450;0.757;0.155;
1;246;14.000;3.500;-3.600;;0.508;0.367;0.508;0.202;
1;247;14.500;3.500;-3.600;;0.849;0.849;0.709;0.203;
1;248;15.000;3.500;-3.600;;1.504;1.504;1.399;0.137;
1;249;0.000;4.000;-3.600;;3.107;3.107;1.572;0.781;
1;250;0.500;4.000;-3.600;;1.527;1.527;0.621;0.463;
1;251;1.000;4.000;-3.600;;0.406;0.406;0.131;0.260;
1;252;1.500;4.000;-3.600;;0.506;0.174;0.506;0.175;
1;253;2.000;4.000;-3.600;;0.923;0.677;0.923;0.124;
1;254;2.500;4.000;-3.600;;1.791;1.647;1.791;0.079;
1;255;3.000;4.000;-3.600;;2.595;2.595;2.234;0.207;
1;256;3.500;4.000;-3.600;;0.561;0.561;0.140;0.240;
1;257;4.000;4.000;-3.600;;0.804;0.480;0.804;0.172;
1;258;4.500;4.000;-3.600;;1.165;0.882;1.165;0.145;
1;259;5.000;4.000;-3.600;;1.540;1.291;1.540;0.126;
1;260;5.500;4.000;-3.600;;2.144;1.931;2.144;0.107;
1;261;6.000;4.000;-3.600;;1.908;1.677;1.908;0.168;
1;262;6.500;4.000;-3.600;;1.310;0.907;1.310;0.202;
1;263;7.000;4.000;-3.600;;1.524;1.182;1.524;0.171;
1;264;7.500;4.000;-3.600;;1.572;1.243;1.572;0.165;
1;265;8.000;4.000;-3.600;;1.605;1.270;1.605;0.168;
1;266;8.500;4.000;-3.600;;1.544;1.160;1.544;0.193;
1;267;9.000;4.000;-3.600;;1.932;1.641;1.932;0.164;
1;268;9.500;4.000;-3.600;;2.089;1.860;2.089;0.115;
1;269;10.000;4.000;-3.600;;1.652;1.393;1.652;0.130;
1;270;10.500;4.000;-3.600;;1.383;1.092;1.383;0.146;
1;271;11.000;4.000;-3.600;;1.109;0.768;1.109;0.172;
1;272;11.500;4.000;-3.600;;0.544;0.071;0.544;0.239;
1;273;12.000;4.000;-3.600;;2.709;2.709;2.299;0.247;
1;274;12.500;4.000;-3.600;;2.175;2.127;2.175;0.046;
1;275;13.000;4.000;-3.600;;1.166;0.981;1.166;0.097;
1;276;13.500;4.000;-3.600;;0.613;0.359;0.613;0.167;
1;277;14.000;4.000;-3.600;;0.543;0.543;0.310;0.268;
1;278;14.500;4.000;-3.600;;1.799;1.799;0.880;0.487;
1;279;15.000;4.000;-3.600;;3.731;3.731;2.097;0.828;
Extremes;1;0.000;0.000;-3.600;σ_eqv,Mises,Max;3.913;3.913;2.232;0.875;
1;153;14.000;2.000;-3.600;σ_eqv,Mises,Max;0.096;0.038;0.096;0.031;
1;1;0.000;0.000;-3.600;σ_eqv,Mises,+;3.913;3.913;2.232;0.875;
1;153;14.000;2.000;-3.600;σ_eqv,Mises,+;0.096;0.038;0.096;0.031;
1;7;3.000;0.000;-3.600;σ_eqv,Mises,-;2.849;2.849;2.411;0.245;
1;189;1.000;3.000;-3.600;σ_eqv,Mises,-;0.229;0.229;0.091;0.087;
1;1;0.000;0.000;-3.600;σ_eqv,Mises,m;3.913;3.913;2.232;0.875;
1;154;14.500;2.000;-3.600;σ_eqv,Mises,m;0.230;0.226;0.230;0.005;
Total;;;;;;3.913;3.913;2.411;0.875;
1;;;;;;0.096;0.038;0.091;0.005;
;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;
1;1;0.000;0.000;-3.600;σ_eqv,Mises,Max;3.913;3.913;2.232;0.875;
1;153;14.000;2.000;-3.600;σ_eqv,Mises,Max;0.096;0.038;0.096;0.031;
1;1;0.000;0.000;-3.600;σ_eqv,Mises,+;3.913;3.913;2.232;0.875;
1;153;14.000;2.000;-3.600;σ_eqv,Mises,+;0.096;0.038;0.096;0.031;
1;7;3.000;0.000;-3.600;σ_eqv,Mises,-;2.849;2.849;2.411;0.245;
1;189;1.000;3.000;-3.600;σ_eqv,Mises,-;0.229;0.229;0.091;0.087;
1;1;0.000;0.000;-3.600;σ_eqv,Mises,m;3.913;3.913;2.232;0.875;
1;154;14.500;2.000;-3.600;σ_eqv,Mises,m;0.230;0.226;0.230;0.005;
;;;;;;;;;;
Total;;;;;;3.913;3.913;2.411;0.875;
max/min;;;;;;0.096;0.038;0.091;0.005;
