Section No.;Member;Node;Location;;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];Flags;;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
2;33;;1.3333333333333333;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.7777777777777777;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.2222222222222223;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.6666666666666670;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.1111111111111116;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5555555555555562;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;32;4.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;17;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.4444444444444444;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.8888888888888888;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.3333333333333333;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.7777777777777777;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.2222222222222223;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.6666666666666670;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.1111111111111116;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5555555555555562;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;35;4.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;25;2;0.0000000000000000;M;N;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;N;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;V_y;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;V_y;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;V_z;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;V_z;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_T;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_T;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_y;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_y;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_z;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_z;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;
2;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;
;;;;;;;;;;;;
3;SQ_M1 500 | 2 - C20/25;;;;;;;;;;;
3;1;1;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;2;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;4;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;5;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;7;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;8;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;10;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;11;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;13;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;14;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;16;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;17;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;19;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;20;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;22;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;23;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;25;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;26;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;28;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;29;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;31;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;32;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;34;0.0000000000000000;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;0.3600000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;0.7200000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;1.0800000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;1.4400000000000002;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;1.8000000000000000;R | E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;2.1600000000000001;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;2.5200000000000000;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;2.8799999999999999;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;3.2399999999999998;E;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;35;3.6000000000000001;M;;0.00;0.00;0.00;0.00;0.00;0.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
