Surface No.;Grid;Grid Point Coordinates [m];;;;Axial stresses [N/mm^2 ];;;;Shear stresses [N/mm^2 ];;;;
;Point No.;X;Y;Z;;σ_x,+;σ_y,+;σ_x,-;σ_y,-;τ_xy,+;τ_xy,-;τ_xz;τ_yz;Surface Comment
1;241;11.500;3.500;-3.600;;-0.590;0.249;0.950;-0.206;0.174;-0.096;0.011;0.084;
1;242;12.000;3.500;-3.600;;-1.761;0.007;2.079;0.035;0.515;-0.443;0.081;-0.287;
1;243;12.500;3.500;-3.600;;-1.795;0.006;2.096;-0.019;-0.110;0.207;0.218;-0.137;
1;244;13.000;3.500;-3.600;;-0.850;0.156;1.150;-0.144;-0.234;0.347;0.175;-0.029;
1;245;13.500;3.500;-3.600;;-0.084;0.175;0.441;-0.142;-0.234;0.379;0.122;-0.018;
1;246;14.000;3.500;-3.600;;0.572;0.181;-0.161;-0.121;-0.103;0.329;0.119;-0.008;
1;247;14.500;3.500;-3.600;;1.072;0.300;-0.779;-0.199;0.125;0.156;0.115;0.082;
1;248;15.000;3.500;-3.600;;1.336;0.485;-1.357;-0.501;0.443;-0.231;0.094;-0.112;
1;249;0.000;4.000;-3.600;;2.165;0.249;-0.055;0.340;-0.829;0.248;-0.029;-0.185;
1;250;0.500;4.000;-3.600;;1.540;0.041;-0.270;0.046;-0.253;0.055;-0.030;0.063;
1;251;1.000;4.000;-3.600;;0.656;0.031;0.070;-0.027;-0.026;0.015;-0.059;-0.031;
1;252;1.500;4.000;-3.600;;0.107;0.017;0.384;-0.030;0.028;-0.029;-0.123;-0.017;
1;253;2.000;4.000;-3.600;;-0.487;0.059;0.850;-0.065;0.070;-0.069;-0.193;0.010;
1;254;2.500;4.000;-3.600;;-1.816;0.040;2.051;-0.073;-0.047;0.018;-0.416;-0.064;
1;255;3.000;4.000;-3.600;;-1.184;-0.417;1.671;0.549;-0.880;0.739;-0.535;-0.365;
1;256;3.500;4.000;-3.600;;0.533;0.060;0.062;-0.054;-0.062;0.009;-0.208;0.147;
1;257;4.000;4.000;-3.600;;-0.210;0.034;0.651;-0.035;0.088;-0.086;-0.191;-0.041;
1;258;4.500;4.000;-3.600;;-0.670;0.001;1.048;-0.006;0.155;-0.155;-0.252;-0.017;
1;259;5.000;4.000;-3.600;;-1.206;0.057;1.539;-0.060;0.217;-0.218;-0.321;-0.002;
1;260;5.500;4.000;-3.600;;-2.290;0.016;2.569;-0.035;0.145;-0.161;-0.485;0.020;
1;261;6.000;4.000;-3.600;;-2.782;-0.718;3.221;0.792;-0.416;0.338;-0.307;-0.489;
1;262;6.500;4.000;-3.600;;-1.159;-0.010;1.674;0.013;-0.058;0.029;0.071;0.112;
1;263;7.000;4.000;-3.600;;-1.137;0.048;1.579;-0.049;-0.019;0.020;0.016;-0.024;
1;264;7.500;4.000;-3.600;;-1.156;0.007;1.580;-0.013;0.034;-0.034;-0.043;-0.015;
1;265;8.000;4.000;-3.600;;-1.229;0.049;1.662;-0.050;0.087;-0.088;-0.101;-0.021;
1;266;8.500;4.000;-3.600;;-1.414;-0.009;1.902;0.010;0.108;-0.084;-0.163;0.107;
1;267;9.000;4.000;-3.600;;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
1;268;9.500;4.000;-3.600;;-2.282;0.017;2.584;-0.033;-0.066;0.077;0.354;0.035;
1;269;10.000;4.000;-3.600;;-1.387;0.062;1.729;-0.065;-0.125;0.126;0.209;-0.004;
1;270;10.500;4.000;-3.600;;-0.979;0.008;1.358;-0.013;-0.076;0.075;0.144;-0.016;
1;271;11.000;4.000;-3.600;;-0.636;0.035;1.077;-0.034;-0.013;0.012;0.086;-0.040;
1;272;11.500;4.000;-3.600;;-0.098;0.052;0.696;-0.033;0.059;-0.001;0.091;0.167;
1;273;12.000;4.000;-3.600;;-2.358;-0.793;2.707;0.844;0.931;-0.743;0.629;-0.484;
1;274;12.500;4.000;-3.600;;-2.594;0.037;2.673;-0.075;-0.127;0.178;0.705;-0.049;
1;275;13.000;4.000;-3.600;;-0.823;0.047;1.102;-0.058;-0.299;0.301;0.461;0.013;
1;276;13.500;4.000;-3.600;;0.048;-0.007;0.412;-0.006;-0.193;0.197;0.390;-0.016;
1;277;14.000;4.000;-3.600;;0.801;0.043;-0.059;-0.034;-0.173;0.185;0.323;-0.034;
1;278;14.500;4.000;-3.600;;2.075;0.044;-0.748;0.050;0.110;0.095;0.323;0.072;
1;279;15.000;4.000;-3.600;;3.423;0.461;-1.203;0.179;1.020;-0.398;0.382;-0.118;
Extremes;1;0.000;0.000;-3.600;σ_x,+;3.819;0.351;-1.444;0.349;0.647;0.027;-0.607;0.151;
1;267;9.000;4.000;-3.600;σ_x,+;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
1;130;2.500;2.000;-3.600;σ_y,+;-0.732;0.531;0.874;-0.474;-0.139;0.128;-0.087;-0.013;
1;25;12.000;0.000;-3.600;σ_y,+;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;267;9.000;4.000;-3.600;σ_x,-;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
1;31;15.000;0.000;-3.600;σ_x,-;3.667;0.288;-1.515;0.341;-0.921;0.313;0.499;0.159;
1;25;12.000;0.000;-3.600;σ_y,-;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;248;15.000;3.500;-3.600;σ_y,-;1.336;0.485;-1.357;-0.501;0.443;-0.231;0.094;-0.112;
1;279;15.000;4.000;-3.600;τ_xy,+;3.423;0.461;-1.203;0.179;1.020;-0.398;0.382;-0.118;
1;25;12.000;0.000;-3.600;τ_xy,+;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;67;2.000;1.000;-3.600;τ_xy,-;-0.656;-0.032;1.234;0.267;-0.512;0.763;-0.101;-0.147;
1;273;12.000;4.000;-3.600;τ_xy,-;-2.358;-0.793;2.707;0.844;0.931;-0.743;0.629;-0.484;
1;274;12.500;4.000;-3.600;τ_xz;-2.594;0.037;2.673;-0.075;-0.127;0.178;0.705;-0.049;
1;6;2.500;0.000;-3.600;τ_xz;-2.798;0.031;2.771;-0.069;-0.192;0.215;-0.763;-0.005;
1;19;9.000;0.000;-3.600;τ_yz;-2.777;-0.882;3.147;0.939;-0.349;0.286;0.218;0.541;
1;267;9.000;4.000;-3.600;τ_yz;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
Total;;;;;;3.819;0.531;3.293;0.974;1.020;0.763;0.705;0.541;
1;;;;;;-2.860;-0.926;-1.515;-0.501;-0.938;-0.743;-0.763;-0.494;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;σ_x,+;3.819;0.351;-1.444;0.349;0.647;0.027;-0.607;0.151;
1;267;9.000;4.000;-3.600;σ_x,+;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
1;130;2.500;2.000;-3.600;σ_y,+;-0.732;0.531;0.874;-0.474;-0.139;0.128;-0.087;-0.013;
1;25;12.000;0.000;-3.600;σ_y,+;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;267;9.000;4.000;-3.600;σ_x,-;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
1;31;15.000;0.000;-3.600;σ_x,-;3.667;0.288;-1.515;0.341;-0.921;0.313;0.499;0.159;
1;25;12.000;0.000;-3.600;σ_y,-;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;248;15.000;3.500;-3.600;σ_y,-;1.336;0.485;-1.357;-0.501;0.443;-0.231;0.094;-0.112;
1;279;15.000;4.000;-3.600;τ_xy,+;3.423;0.461;-1.203;0.179;1.020;-0.398;0.382;-0.118;
1;25;12.000;0.000;-3.600;τ_xy,+;-2.291;-0.926;2.601;0.974;-0.938;0.748;0.653;0.528;
1;67;2.000;1.000;-3.600;τ_xy,-;-0.656;-0.032;1.234;0.267;-0.512;0.763;-0.101;-0.147;
1;273;12.000;4.000;-3.600;τ_xy,-;-2.358;-0.793;2.707;0.844;0.931;-0.743;0.629;-0.484;
1;274;12.500;4.000;-3.600;τ_xz;-2.594;0.037;2.673;-0.075;-0.127;0.178;0.705;-0.049;
1;6;2.500;0.000;-3.600;τ_xz;-2.798;0.031;2.771;-0.069;-0.192;0.215;-0.763;-0.005;
1;19;9.000;0.000;-3.600;τ_yz;-2.777;-0.882;3.147;0.939;-0.349;0.286;0.218;0.541;
1;267;9.000;4.000;-3.600;τ_yz;-2.860;-0.738;3.293;0.806;0.363;-0.302;0.171;-0.494;
;;;;;;;;;;;;;;
Total;;;;;;3.819;0.531;3.293;0.974;1.020;0.763;0.705;0.541;
max/min;;;;;;-2.860;-0.926;-1.515;-0.501;-0.938;-0.743;-0.763;-0.494;
