Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;Shear Forces [kN/m];;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x;m_y;m_xy;v_x;v_y;n_x;n_y;n_xy;Surface Comment
1;246;14.000;3.500;-3.600;;6.619;0.278;-8.709;42.138;3.396;74.926;10.989;41.879;
1;247;14.500;3.500;-3.600;;33.341;4.531;-1.856;47.600;33.233;53.325;18.791;51.868;
1;248;15.000;3.500;-3.600;;60.326;15.216;15.040;44.419;9.828;-3.976;-1.229;39.531;
1;249;0.000;4.000;-3.600;;86.216;8.583;-29.995;-131.679;13.865;384.980;109.818;-107.438;
1;250;0.500;4.000;-3.600;;43.786;-1.030;-2.865;-77.391;21.061;230.099;15.663;-36.136;
1;251;1.000;4.000;-3.600;;5.884;-0.225;1.327;-48.837;-6.696;130.144;0.765;-1.897;
1;252;1.500;4.000;-3.600;;-13.510;-0.095;2.194;-47.372;-0.587;86.341;-2.311;-0.041;
1;253;2.000;4.000;-3.600;;-32.713;0.897;1.841;-48.415;7.236;61.363;-1.058;0.115;
1;254;2.500;4.000;-3.600;;-70.838;1.094;-3.299;-82.785;-24.398;33.467;-7.014;-7.146;
1;255;3.000;4.000;-3.600;;-26.267;-6.436;-32.113;-162.556;-26.386;90.219;25.187;-32.235;
1;256;3.500;4.000;-3.600;;12.590;-1.793;1.472;-109.166;38.157;119.094;1.807;-11.765;
1;257;4.000;4.000;-3.600;;-25.136;0.274;4.853;-71.334;-7.877;85.814;-0.052;0.289;
1;258;4.500;4.000;-3.600;;-41.888;-0.511;5.244;-67.169;-0.055;71.853;-1.154;0.113;
1;259;5.000;4.000;-3.600;;-57.847;0.869;5.161;-65.141;3.718;62.493;-0.766;-0.185;
1;260;5.500;4.000;-3.600;;-84.670;0.362;1.351;-79.092;-0.619;51.070;-4.016;-3.217;
1;261;6.000;4.000;-3.600;;-75.119;-13.335;-14.592;-86.610;-54.222;84.958;15.912;-16.350;
1;262;6.500;4.000;-3.600;;-46.633;-1.096;1.664;-34.340;27.246;100.611;0.564;-6.150;
1;263;7.000;4.000;-3.600;;-56.116;0.432;1.037;-15.689;-2.904;85.433;-0.213;0.221;
1;264;7.500;4.000;-3.600;;-58.766;-0.322;1.005;-10.576;0.404;81.727;-1.149;0.008;
1;265;8.000;4.000;-3.600;;-59.608;0.519;0.900;-5.474;-1.690;83.803;-0.265;-0.211;
1;266;8.500;4.000;-3.600;;-56.766;-0.887;-0.319;9.137;23.874;95.943;0.210;5.205;
1;267;9.000;4.000;-3.600;;-77.546;-13.802;10.754;47.065;-55.242;84.354;15.070;13.246;
1;268;9.500;4.000;-3.600;;-82.199;0.135;0.732;44.992;5.036;55.648;-3.517;2.438;
1;269;10.000;4.000;-3.600;;-62.826;0.881;-2.523;37.819;2.779;64.487;-0.688;0.179;
1;270;10.500;4.000;-3.600;;-51.475;-0.316;-2.809;40.792;0.170;72.511;-1.090;-0.088;
1;271;11.000;4.000;-3.600;;-38.793;0.169;-2.441;45.718;-7.124;85.839;0.109;-0.237;
1;272;11.500;4.000;-3.600;;-11.997;0.920;-1.471;79.406;40.884;119.534;3.949;12.525;
1;273;12.000;4.000;-3.600;;-59.005;-14.329;29.873;173.966;-52.318;66.922;11.676;40.259;
1;274;12.500;4.000;-3.600;;-88.965;1.174;-1.857;140.464;-19.067;7.234;-7.916;10.734;
1;275;13.000;4.000;-3.600;;-41.957;0.799;-8.261;104.841;7.535;47.642;-2.066;0.382;
1;276;13.500;4.000;-3.600;;-15.941;-1.300;-7.193;105.036;-0.090;82.221;-2.241;0.675;
1;277;14.000;4.000;-3.600;;7.871;-0.455;-7.061;106.770;-7.052;134.561;1.732;2.152;
1;278;14.500;4.000;-3.600;;54.698;-1.338;-1.063;140.984;21.429;242.488;16.987;37.754;
1;279;15.000;4.000;-3.600;;114.758;14.181;31.426;206.382;30.340;407.283;119.442;115.536;
Extremes;1;0.000;0.000;-3.600;m_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;6;2.500;0.000;-3.600;m_x;-94.490;0.946;-3.749;-166.214;9.135;-11.283;-7.890;5.512;
1;248;15.000;3.500;-3.600;m_y;60.326;15.216;15.040;44.419;9.828;-3.976;-1.229;39.531;
1;13;6.000;0.000;-3.600;m_y;-70.702;-18.127;15.076;-70.224;65.372;71.280;12.142;16.224;
1;279;15.000;4.000;-3.600;m_xy;114.758;14.181;31.426;206.382;30.340;407.283;119.442;115.536;
1;255;3.000;4.000;-3.600;m_xy;-26.267;-6.436;-32.113;-162.556;-26.386;90.219;25.187;-32.235;
1;31;15.000;0.000;-3.600;v_x;121.484;9.891;-28.583;231.166;-21.478;395.768;117.274;-112.928;
1;1;0.000;0.000;-3.600;v_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;19;9.000;0.000;-3.600;v_y;-74.118;-18.090;-10.248;55.703;65.529;73.738;13.143;-13.346;
1;267;9.000;4.000;-3.600;v_y;-77.546;-13.802;10.754;47.065;-55.242;84.354;15.070;13.246;
1;1;0.000;0.000;-3.600;n_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;63;0.000;1.000;-3.600;n_x;25.352;2.352;1.024;5.582;9.526;-21.141;-20.679;3.335;
1;1;0.000;0.000;-3.600;n_y;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;156;0.000;2.500;-3.600;n_y;13.245;-0.086;-8.183;-8.318;-1.415;-8.176;-33.925;2.749;
1;1;0.000;0.000;-3.600;n_xy;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;31;15.000;0.000;-3.600;n_xy;121.484;9.891;-28.583;231.166;-21.478;395.768;117.274;-112.928;
Total;;;;;;126.549;15.216;31.426;231.166;65.529;430.198;127.828;122.646;
1;;;;;;-94.490;-18.127;-32.113;-253.276;-55.242;-21.141;-33.925;-112.928;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;m_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;6;2.500;0.000;-3.600;m_x;-94.490;0.946;-3.749;-166.214;9.135;-11.283;-7.890;5.512;
1;248;15.000;3.500;-3.600;m_y;60.326;15.216;15.040;44.419;9.828;-3.976;-1.229;39.531;
1;13;6.000;0.000;-3.600;m_y;-70.702;-18.127;15.076;-70.224;65.372;71.280;12.142;16.224;
1;279;15.000;4.000;-3.600;m_xy;114.758;14.181;31.426;206.382;30.340;407.283;119.442;115.536;
1;255;3.000;4.000;-3.600;m_xy;-26.267;-6.436;-32.113;-162.556;-26.386;90.219;25.187;-32.235;
1;31;15.000;0.000;-3.600;v_x;121.484;9.891;-28.583;231.166;-21.478;395.768;117.274;-112.928;
1;1;0.000;0.000;-3.600;v_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;19;9.000;0.000;-3.600;v_y;-74.118;-18.090;-10.248;55.703;65.529;73.738;13.143;-13.346;
1;267;9.000;4.000;-3.600;v_y;-77.546;-13.802;10.754;47.065;-55.242;84.354;15.070;13.246;
1;1;0.000;0.000;-3.600;n_x;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;63;0.000;1.000;-3.600;n_x;25.352;2.352;1.024;5.582;9.526;-21.141;-20.679;3.335;
1;1;0.000;0.000;-3.600;n_y;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;156;0.000;2.500;-3.600;n_y;13.245;-0.086;-8.183;-8.318;-1.415;-8.176;-33.925;2.749;
1;1;0.000;0.000;-3.600;n_xy;126.549;11.283;22.888;-253.276;-21.972;430.198;127.828;122.646;
1;31;15.000;0.000;-3.600;n_xy;121.484;9.891;-28.583;231.166;-21.478;395.768;117.274;-112.928;
;;;;;;;;;;;;;;
Total;;;;;;126.549;15.216;31.426;231.166;65.529;430.198;127.828;122.646;
max/min;;;;;;-94.490;-18.127;-32.113;-253.276;-55.242;-21.141;-33.925;-112.928;
