Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
;Point No.;X;Y;Z;;σ_1,+;σ_2,+;α_+ [deg];σ_1,-;σ_2,-;α_- [deg];σ_1,m;σ_2,m;α_m [deg];τ_max;Surface Comment
1;195;4.000;3.000;-3.600;;0.311;0.199;-22.13;-0.204;-0.349;69.06;-0.002;-0.019;72.98;0.036;
1;196;4.500;3.000;-3.600;;0.402;0.219;-3.63;-0.222;-0.443;85.03;-0.001;-0.021;78.60;0.022;
1;197;5.000;3.000;-3.600;;0.432;0.225;7.24;-0.229;-0.473;-85.03;-0.001;-0.021;83.09;0.015;
1;198;5.500;3.000;-3.600;;0.397;0.233;15.88;-0.238;-0.437;-77.67;-0.001;-0.022;87.28;0.022;
1;199;6.000;3.000;-3.600;;0.285;0.227;30.54;-0.244;-0.320;-68.26;-0.005;-0.022;88.96;0.060;
1;200;6.500;3.000;-3.600;;0.322;0.232;-13.02;-0.241;-0.366;79.12;-0.004;-0.023;84.38;0.040;
1;201;7.000;3.000;-3.600;;0.421;0.225;-8.38;-0.230;-0.468;82.55;-0.003;-0.024;86.89;0.026;
1;202;7.500;3.000;-3.600;;0.467;0.227;0.31;-0.231;-0.516;-89.73;-0.002;-0.024;-89.99;0.017;
1;203;8.000;3.000;-3.600;;0.442;0.225;8.88;-0.230;-0.489;-82.06;-0.002;-0.024;-86.91;0.023;
1;204;8.500;3.000;-3.600;;0.359;0.231;14.55;-0.240;-0.404;-77.48;-0.004;-0.023;-84.50;0.036;
1;205;9.000;3.000;-3.600;;0.283;0.241;-9.37;-0.257;-0.321;83.56;-0.005;-0.022;-88.91;0.060;
1;206;9.500;3.000;-3.600;;0.381;0.238;-12.68;-0.242;-0.423;80.60;-0.001;-0.022;-87.73;0.027;
1;207;10.000;3.000;-3.600;;0.435;0.227;-5.93;-0.231;-0.477;86.07;-0.001;-0.022;-83.87;0.017;
1;208;10.500;3.000;-3.600;;0.427;0.221;3.88;-0.224;-0.469;-85.10;-0.001;-0.021;-79.84;0.019;
1;209;11.000;3.000;-3.600;;0.352;0.207;16.94;-0.212;-0.391;-73.41;-0.002;-0.020;-74.88;0.032;
1;210;11.500;3.000;-3.600;;0.235;0.193;53.26;-0.208;-0.266;-48.43;-0.005;-0.018;-69.00;0.048;
1;211;12.000;3.000;-3.600;;0.238;0.157;-80.22;-0.186;-0.247;1.64;-0.004;-0.015;-83.34;0.062;
1;212;12.500;3.000;-3.600;;0.316;0.217;-25.96;-0.223;-0.335;72.73;0.002;-0.015;-77.10;0.014;
1;213;13.000;3.000;-3.600;;0.314;0.213;-7.42;-0.215;-0.337;89.39;0.002;-0.014;-67.99;0.015;
1;214;13.500;3.000;-3.600;;0.258;0.194;26.74;-0.189;-0.284;-61.95;0.003;-0.013;-59.35;0.028;
1;215;14.000;3.000;-3.600;;0.215;0.082;68.40;-0.082;-0.234;-26.29;0.003;-0.012;-49.47;0.043;
1;216;14.500;3.000;-3.600;;0.184;-0.074;87.28;0.072;-0.197;-5.16;0.002;-0.010;-36.50;0.059;
1;217;15.000;3.000;-3.600;;0.172;-0.212;-78.68;0.217;-0.165;11.06;0.004;0.002;-43.38;0.066;
1;218;0.000;3.500;-3.600;;-0.006;-0.720;74.01;0.712;0.011;-14.50;0.009;-0.011;39.19;0.135;
1;219;0.500;3.500;-3.600;;0.051;-0.273;-87.59;0.257;-0.063;6.46;0.004;-0.018;51.66;0.091;
1;220;1.000;3.500;-3.600;;0.123;0.001;-59.74;-0.006;-0.151;37.44;0.002;-0.018;61.44;0.057;
1;221;1.500;3.500;-3.600;;0.244;0.083;-13.51;-0.080;-0.270;74.85;0.002;-0.014;66.14;0.032;
1;222;2.000;3.500;-3.600;;0.338;0.100;4.49;-0.100;-0.355;-88.48;0.004;-0.012;64.98;0.018;
1;223;2.500;3.500;-3.600;;0.380;0.107;16.69;-0.111;-0.395;-77.15;0.005;-0.014;68.20;0.008;
1;224;3.000;3.500;-3.600;;0.177;-0.114;57.10;0.084;-0.187;-34.94;-0.001;-0.019;62.85;0.121;
1;225;3.500;3.500;-3.600;;0.116;0.018;-64.36;-0.034;-0.149;37.44;-0.001;-0.024;65.88;0.074;
1;226;4.000;3.500;-3.600;;0.316;0.089;-15.12;-0.089;-0.367;74.83;0.000;-0.025;74.62;0.045;
1;227;4.500;3.500;-3.600;;0.434;0.110;-2.99;-0.112;-0.477;86.19;0.000;-0.022;80.12;0.023;
1;228;5.000;3.500;-3.600;;0.471;0.114;5.28;-0.116;-0.510;-86.03;0.000;-0.021;82.32;0.016;
1;229;5.500;3.500;-3.600;;0.427;0.115;14.40;-0.119;-0.464;-77.85;0.000;-0.021;84.24;0.021;
1;230;6.000;3.500;-3.600;;0.171;0.033;51.77;-0.065;-0.193;-43.39;-0.005;-0.022;80.69;0.117;
1;231;6.500;3.500;-3.600;;0.271;0.102;-18.01;-0.106;-0.320;73.80;-0.002;-0.025;80.54;0.054;
1;232;7.000;3.500;-3.600;;0.441;0.109;-7.04;-0.111;-0.494;83.28;-0.001;-0.026;85.33;0.031;
1;233;7.500;3.500;-3.600;;0.498;0.115;0.01;-0.117;-0.550;-90.00;-0.001;-0.026;89.93;0.017;
1;234;8.000;3.500;-3.600;;0.466;0.110;6.98;-0.112;-0.519;-83.33;-0.001;-0.026;-85.54;0.025;
1;235;8.500;3.500;-3.600;;0.332;0.102;16.82;-0.106;-0.381;-74.46;-0.002;-0.025;-80.98;0.045;
1;236;9.000;3.500;-3.600;;0.136;0.079;-57.77;-0.111;-0.160;46.94;-0.005;-0.023;-81.64;0.117;
1;237;9.500;3.500;-3.600;;0.388;0.115;-13.81;-0.119;-0.427;78.61;0.000;-0.021;-85.14;0.030;
1;238;10.000;3.500;-3.600;;0.469;0.115;-4.94;-0.117;-0.510;86.29;0.000;-0.021;-83.23;0.018;
1;239;10.500;3.500;-3.600;;0.458;0.112;2.72;-0.113;-0.503;-86.57;0.000;-0.023;-81.00;0.020;
1;240;11.000;3.500;-3.600;;0.362;0.093;12.33;-0.094;-0.413;-77.32;-0.001;-0.026;-75.39;0.039;
1;241;11.500;3.500;-3.600;;0.158;0.060;42.10;-0.065;-0.202;-53.65;-0.001;-0.024;-66.31;0.067;
1;242;12.000;3.500;-3.600;;0.156;-0.062;-59.46;0.032;-0.165;33.35;-0.001;-0.019;-62.45;0.121;
1;243;12.500;3.500;-3.600;;0.369;0.111;-16.90;-0.116;-0.383;77.34;0.005;-0.015;-66.68;0.009;
1;244;13.000;3.500;-3.600;;0.358;0.110;-4.47;-0.111;-0.376;88.90;0.004;-0.013;-62.27;0.017;
1;245;13.500;3.500;-3.600;;0.283;0.095;11.15;-0.092;-0.312;-76.54;0.003;-0.015;-64.20;0.030;
1;246;14.000;3.500;-3.600;;0.158;0.031;49.78;-0.029;-0.194;-45.80;0.003;-0.020;-61.54;0.055;
1;247;14.500;3.500;-3.600;;0.066;-0.212;84.61;0.198;-0.082;-10.47;0.005;-0.020;-52.40;0.088;
1;248;15.000;3.500;-3.600;;-0.005;-0.638;-75.43;0.630;0.009;12.80;0.009;-0.011;-39.05;0.140;
1;249;0.000;4.000;-3.600;;-0.194;-1.632;74.10;1.456;0.158;-15.23;-0.017;-0.089;68.05;0.453;
1;250;0.500;4.000;-3.600;;0.034;-0.541;-88.13;0.454;-0.041;3.92;-0.001;-0.046;80.04;0.234;
1;251;1.000;4.000;-3.600;;0.102;-0.029;-46.60;0.009;-0.128;52.83;0.000;-0.022;89.32;0.117;
1;252;1.500;4.000;-3.600;;0.262;0.013;-9.08;-0.012;-0.284;81.72;0.000;-0.012;-89.88;0.066;
1;253;2.000;4.000;-3.600;;0.383;0.019;0.65;-0.018;-0.390;-89.37;0.000;-0.003;89.62;0.023;
1;254;2.500;4.000;-3.600;;0.479;0.010;8.80;-0.006;-0.454;-82.06;0.014;0.001;25.02;0.049;
1;255;3.000;4.000;-3.600;;0.070;-0.642;48.77;0.562;-0.049;-40.95;0.011;-0.040;47.18;0.314;
1;256;3.500;4.000;-3.600;;0.067;-0.182;-74.37;0.110;-0.089;25.40;-0.001;-0.046;81.95;0.212;
1;257;4.000;4.000;-3.600;;0.337;0.008;-12.03;-0.011;-0.391;79.72;0.000;-0.028;-89.86;0.097;
1;258;4.500;4.000;-3.600;;0.465;0.016;-2.71;-0.015;-0.507;87.53;0.001;-0.021;-89.97;0.039;
1;259;5.000;4.000;-3.600;;0.513;0.021;2.85;-0.020;-0.546;-87.36;0.000;-0.016;89.58;0.025;
1;260;5.500;4.000;-3.600;;0.452;0.011;10.51;-0.009;-0.473;-80.39;0.002;-0.011;84.18;0.097;
1;261;6.000;4.000;-3.600;;-0.070;-0.386;52.11;0.330;0.055;-38.30;-0.006;-0.030;72.42;0.314;
1;262;6.500;4.000;-3.600;;0.186;-0.003;-25.08;-0.003;-0.248;70.16;0.000;-0.034;85.12;0.167;
1;263;7.000;4.000;-3.600;;0.473;0.018;-5.62;-0.018;-0.527;85.00;0.000;-0.027;-89.75;0.064;
1;264;7.500;4.000;-3.600;;0.532;0.017;-0.09;-0.015;-0.582;89.91;0.001;-0.025;-90.00;0.013;
1;265;8.000;4.000;-3.600;;0.499;0.019;5.17;-0.019;-0.552;-85.37;0.000;-0.027;89.74;0.057;
1;266;8.500;4.000;-3.600;;0.262;0.010;18.20;-0.012;-0.326;-74.59;0.000;-0.034;-85.18;0.152;
1;267;9.000;4.000;-3.600;;-0.130;-0.318;-65.71;0.259;0.116;26.51;-0.006;-0.030;-76.02;0.313;
1;268;9.500;4.000;-3.600;;0.385;0.012;-11.76;-0.010;-0.409;79.41;0.002;-0.013;-85.13;0.113;
1;269;10.000;4.000;-3.600;;0.510;0.021;-3.06;-0.020;-0.545;87.17;0.000;-0.017;-89.62;0.032;
1;270;10.500;4.000;-3.600;;0.490;0.016;2.28;-0.015;-0.532;-87.92;0.001;-0.021;89.93;0.032;
1;271;11.000;4.000;-3.600;;0.384;0.012;9.77;-0.014;-0.439;-81.53;0.000;-0.028;89.77;0.089;
1;272;11.500;4.000;-3.600;;0.078;-0.090;60.51;0.043;-0.126;-45.08;-0.001;-0.046;-81.78;0.198;
1;273;12.000;4.000;-3.600;;-0.006;-0.545;-49.70;0.466;0.029;39.65;0.012;-0.040;-46.76;0.314;
1;274;12.500;4.000;-3.600;;0.441;0.012;-9.27;-0.008;-0.413;81.69;0.015;0.001;-24.30;0.060;
1;275;13.000;4.000;-3.600;;0.404;0.022;-0.90;-0.021;-0.411;89.17;0.001;-0.003;-87.42;0.017;
1;276;13.500;4.000;-3.600;;0.303;0.014;7.62;-0.014;-0.329;-83.01;0.000;-0.014;-89.51;0.062;
1;277;14.000;4.000;-3.600;;0.142;-0.012;35.87;-0.002;-0.180;-61.97;0.000;-0.026;-89.27;0.117;
1;278;14.500;4.000;-3.600;;0.041;-0.463;86.62;0.366;-0.051;-6.41;-0.002;-0.052;-80.28;0.231;
1;279;15.000;4.000;-3.600;;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
Extremes;16;7.500;0.000;-3.600;σ_1,+;0.533;0.016;0.82;-0.015;-0.583;-89.25;0.001;-0.025;89.99;0.016;
1;279;15.000;4.000;-3.600;σ_1,+;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;142;8.500;2.000;-3.600;σ_2,+;0.397;0.345;3.92;-0.353;-0.441;-87.53;-0.004;-0.022;-89.62;0.009;
1;1;0.000;0.000;-3.600;σ_2,+;-0.190;-1.635;-73.49;1.451;0.155;15.99;-0.017;-0.093;-68.98;0.437;
1;249;0.000;4.000;-3.600;σ_1,-;-0.194;-1.632;74.10;1.456;0.158;-15.23;-0.017;-0.089;68.05;0.453;
1;142;8.500;2.000;-3.600;σ_1,-;0.397;0.345;3.92;-0.353;-0.441;-87.53;-0.004;-0.022;-89.62;0.009;
1;279;15.000;4.000;-3.600;σ_2,-;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;16;7.500;0.000;-3.600;σ_2,-;0.533;0.016;0.82;-0.015;-0.583;-89.25;0.001;-0.025;89.99;0.016;
1;6;2.500;0.000;-3.600;σ_1,m;0.486;0.016;-5.38;-0.010;-0.455;85.30;0.016;0.003;-16.58;0.036;
1;279;15.000;4.000;-3.600;σ_1,m;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;6;2.500;0.000;-3.600;σ_2,m;0.486;0.016;-5.38;-0.010;-0.455;85.30;0.016;0.003;-16.58;0.036;
1;279;15.000;4.000;-3.600;σ_2,m;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;249;0.000;4.000;-3.600;τ_max;-0.194;-1.632;74.10;1.456;0.158;-15.23;-0.017;-0.089;68.05;0.453;
1;150;12.500;2.000;-3.600;τ_max;0.325;0.289;86.30;-0.314;-0.328;-9.20;-0.002;-0.013;89.87;0.000;
Total;;;;;;0.533;0.345;89.86;1.456;0.178;89.91;0.016;0.003;89.99;0.453;
1;;;;;;-0.218;-1.635;-89.76;-0.353;-0.583;-90.00;-0.019;-0.099;-90.00;0.000;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;16;7.500;0.000;-3.600;σ_1,+;0.533;0.016;0.82;-0.015;-0.583;-89.25;0.001;-0.025;89.99;0.016;
1;279;15.000;4.000;-3.600;σ_1,+;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;142;8.500;2.000;-3.600;σ_2,+;0.397;0.345;3.92;-0.353;-0.441;-87.53;-0.004;-0.022;-89.62;0.009;
1;1;0.000;0.000;-3.600;σ_2,+;-0.190;-1.635;-73.49;1.451;0.155;15.99;-0.017;-0.093;-68.98;0.437;
1;249;0.000;4.000;-3.600;σ_1,-;-0.194;-1.632;74.10;1.456;0.158;-15.23;-0.017;-0.089;68.05;0.453;
1;142;8.500;2.000;-3.600;σ_1,-;0.397;0.345;3.92;-0.353;-0.441;-87.53;-0.004;-0.022;-89.62;0.009;
1;279;15.000;4.000;-3.600;σ_2,-;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;16;7.500;0.000;-3.600;σ_2,-;0.533;0.016;0.82;-0.015;-0.583;-89.25;0.001;-0.025;89.99;0.016;
1;6;2.500;0.000;-3.600;σ_1,m;0.486;0.016;-5.38;-0.010;-0.455;85.30;0.016;0.003;-16.58;0.036;
1;279;15.000;4.000;-3.600;σ_1,m;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;6;2.500;0.000;-3.600;σ_2,m;0.486;0.016;-5.38;-0.010;-0.455;85.30;0.016;0.003;-16.58;0.036;
1;279;15.000;4.000;-3.600;σ_2,m;-0.218;-1.505;-74.58;1.309;0.178;14.54;-0.019;-0.099;-68.31;0.446;
1;249;0.000;4.000;-3.600;τ_max;-0.194;-1.632;74.10;1.456;0.158;-15.23;-0.017;-0.089;68.05;0.453;
1;150;12.500;2.000;-3.600;τ_max;0.325;0.289;86.30;-0.314;-0.328;-9.20;-0.002;-0.013;89.87;0.000;
;;;;;;;;;;;;;;;;
Total;;;;;;0.533;0.345;89.86;1.456;0.178;89.91;0.016;0.003;89.99;0.453;
max/min;;;;;;-0.218;-1.635;-89.76;-0.353;-0.583;-90.00;-0.019;-0.099;-90.00;0.000;
