Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Total Strains [‰];;;;;;
;Point No.;X;Y;Z;;ε_1,+;ε_2,+;α_+ [deg];ε_1,-;ε_2,-;α_- [deg];Surface Comment
1;150;12.500;2.000;-3.600;max;0.00;0.00;81.29;0.00;0.00;81.82;
1;150;12.500;2.000;-3.600;min;0.00;0.00;-41.54;0.00;0.00;-47.81;
1;151;13.000;2.000;-3.600;max;0.00;0.00;82.89;0.00;0.00;85.51;
1;151;13.000;2.000;-3.600;min;0.00;0.00;-24.03;0.00;0.00;-28.92;
1;152;13.500;2.000;-3.600;max;0.00;0.00;84.86;0.00;0.00;89.59;
1;152;13.500;2.000;-3.600;min;0.00;0.00;-86.20;0.00;0.00;-84.45;
1;153;14.000;2.000;-3.600;max;0.00;0.00;84.81;0.00;0.00;89.83;
1;153;14.000;2.000;-3.600;min;0.00;0.00;-68.00;0.00;0.00;-9.88;
1;154;14.500;2.000;-3.600;max;0.00;0.00;82.83;0.00;0.00;83.41;
1;154;14.500;2.000;-3.600;min;0.00;0.00;-26.11;0.00;0.00;-17.87;
1;155;15.000;2.000;-3.600;max;0.00;0.00;81.38;0.00;0.00;82.19;
1;155;15.000;2.000;-3.600;min;0.00;0.00;-38.53;0.00;0.00;-28.96;
1;156;0.000;2.500;-3.600;max;0.00;0.00;48.31;0.00;0.00;41.55;
1;156;0.000;2.500;-3.600;min;0.00;0.00;-47.32;0.00;0.00;-50.91;
1;157;0.500;2.500;-3.600;max;0.00;0.00;45.69;0.00;0.00;46.28;
1;157;0.500;2.500;-3.600;min;0.00;0.00;-52.95;0.00;0.00;-51.93;
1;158;1.000;2.500;-3.600;max;0.00;0.00;40.90;0.00;0.00;44.76;
1;158;1.000;2.500;-3.600;min;0.00;0.00;-68.52;0.00;0.00;-60.26;
1;159;1.500;2.500;-3.600;max;0.00;0.00;33.94;0.00;0.00;34.06;
1;159;1.500;2.500;-3.600;min;0.00;0.00;-63.57;0.00;0.00;-62.48;
1;160;2.000;2.500;-3.600;max;0.00;0.00;32.50;0.00;0.00;29.24;
1;160;2.000;2.500;-3.600;min;0.00;0.00;-84.13;0.00;0.00;-79.98;
1;161;2.500;2.500;-3.600;max;0.00;0.00;31.28;0.00;0.00;27.67;
1;161;2.500;2.500;-3.600;min;0.00;0.00;-78.43;0.00;0.00;-76.79;
1;162;3.000;2.500;-3.600;max;0.00;0.00;59.33;0.00;0.00;56.96;
1;162;3.000;2.500;-3.600;min;0.00;0.00;-86.91;0.00;0.00;-86.33;
1;163;3.500;2.500;-3.600;max;0.00;0.00;88.95;0.00;0.00;86.18;
1;163;3.500;2.500;-3.600;min;0.00;0.00;-89.97;0.00;0.00;-89.73;
1;164;4.000;2.500;-3.600;max;0.00;0.00;88.02;0.00;0.00;89.55;
1;164;4.000;2.500;-3.600;min;0.00;0.00;-89.67;0.00;0.00;-88.99;
1;165;4.500;2.500;-3.600;max;0.00;0.00;88.22;0.00;0.00;89.25;
1;165;4.500;2.500;-3.600;min;0.00;0.00;-89.11;0.00;0.00;-87.71;
1;166;5.000;2.500;-3.600;max;0.00;0.00;88.48;0.00;0.00;21.18;
1;166;5.000;2.500;-3.600;min;0.00;0.00;-83.49;0.00;0.00;-89.21;
1;167;5.500;2.500;-3.600;max;0.00;0.00;88.86;0.00;0.00;85.75;
1;167;5.500;2.500;-3.600;min;0.00;0.00;-74.37;0.00;0.00;-87.43;
1;168;6.000;2.500;-3.600;max;0.00;0.00;78.98;0.00;0.00;85.10;
1;168;6.000;2.500;-3.600;min;0.00;0.00;-81.59;0.00;0.00;-83.31;
1;169;6.500;2.500;-3.600;max;0.00;0.00;85.25;0.00;0.00;85.36;
1;169;6.500;2.500;-3.600;min;0.00;0.00;-31.08;0.00;0.00;-87.31;
1;170;7.000;2.500;-3.600;max;0.00;0.00;82.25;0.00;0.00;85.62;
1;170;7.000;2.500;-3.600;min;0.00;0.00;-15.54;0.00;0.00;-38.20;
1;171;7.500;2.500;-3.600;max;0.00;0.00;86.38;0.00;0.00;88.05;
1;171;7.500;2.500;-3.600;min;0.00;0.00;-86.42;0.00;0.00;-50.14;
1;172;8.000;2.500;-3.600;max;0.00;0.00;89.80;0.00;0.00;89.94;
1;172;8.000;2.500;-3.600;min;0.00;0.00;-89.00;0.00;0.00;-89.71;
1;173;8.500;2.500;-3.600;max;0.00;0.00;80.39;0.00;0.00;79.97;
1;173;8.500;2.500;-3.600;min;0.00;0.00;-87.76;0.00;0.00;-88.24;
1;174;9.000;2.500;-3.600;max;0.00;0.00;73.59;0.00;0.00;89.47;
1;174;9.000;2.500;-3.600;min;0.00;0.00;-88.59;0.00;0.00;-87.58;
1;175;9.500;2.500;-3.600;max;0.00;0.00;87.12;0.00;0.00;88.07;
1;175;9.500;2.500;-3.600;min;0.00;0.00;-88.43;0.00;0.00;-87.38;
1;176;10.000;2.500;-3.600;max;0.00;0.00;88.17;0.00;0.00;85.23;
1;176;10.000;2.500;-3.600;min;0.00;0.00;-89.94;0.00;0.00;-89.77;
1;177;10.500;2.500;-3.600;max;0.00;0.00;10.29;0.00;0.00;85.05;
1;177;10.500;2.500;-3.600;min;0.00;0.00;-89.17;0.00;0.00;-87.36;
1;178;11.000;2.500;-3.600;max;0.00;0.00;15.14;0.00;0.00;20.76;
1;178;11.000;2.500;-3.600;min;0.00;0.00;-79.44;0.00;0.00;-80.13;
1;179;11.500;2.500;-3.600;max;0.00;0.00;25.22;0.00;0.00;88.51;
1;179;11.500;2.500;-3.600;min;0.00;0.00;-85.34;0.00;0.00;-71.51;
1;180;12.000;2.500;-3.600;max;0.00;0.00;59.22;0.00;0.00;60.95;
1;180;12.000;2.500;-3.600;min;0.00;0.00;-84.26;0.00;0.00;-83.06;
1;181;12.500;2.500;-3.600;max;0.00;0.00;77.10;0.00;0.00;76.36;
1;181;12.500;2.500;-3.600;min;0.00;0.00;-29.14;0.00;0.00;-34.40;
1;182;13.000;2.500;-3.600;max;0.00;0.00;82.11;0.00;0.00;80.84;
1;182;13.000;2.500;-3.600;min;0.00;0.00;-33.30;0.00;0.00;-41.36;
1;183;13.500;2.500;-3.600;max;0.00;0.00;88.60;0.00;0.00;88.69;
1;183;13.500;2.500;-3.600;min;0.00;0.00;-85.26;0.00;0.00;-48.27;
1;184;14.000;2.500;-3.600;max;0.00;0.00;88.65;0.00;0.00;89.39;
1;184;14.000;2.500;-3.600;min;0.00;0.00;-85.42;0.00;0.00;-7.08;
1;185;14.500;2.500;-3.600;max;0.00;0.00;89.13;0.00;0.00;89.77;
1;185;14.500;2.500;-3.600;min;0.00;0.00;-78.68;0.00;0.00;-89.87;
1;186;15.000;2.500;-3.600;max;0.00;0.00;62.37;0.00;0.00;78.53;
1;186;15.000;2.500;-3.600;min;0.00;0.00;-88.64;0.00;0.00;-86.48;
1;187;0.000;3.000;-3.600;max;0.00;0.00;46.47;0.00;0.00;40.26;
1;187;0.000;3.000;-3.600;min;0.00;0.00;-52.58;0.00;0.00;-55.89;
1;188;0.500;3.000;-3.600;max;0.00;0.00;37.86;0.00;0.00;37.82;
1;188;0.500;3.000;-3.600;min;0.00;0.00;-65.18;0.00;0.00;-66.01;
1;189;1.000;3.000;-3.600;max;0.00;0.00;35.15;0.00;0.00;36.22;
1;189;1.000;3.000;-3.600;min;0.00;0.00;-64.44;0.00;0.00;-61.13;
1;190;1.500;3.000;-3.600;max;0.00;0.00;46.40;0.00;0.00;55.23;
1;190;1.500;3.000;-3.600;min;0.00;0.00;-58.77;0.00;0.00;-59.78;
1;191;2.000;3.000;-3.600;max;0.00;0.00;45.97;0.00;0.00;44.09;
1;191;2.000;3.000;-3.600;min;0.00;0.00;-59.44;0.00;0.00;-64.55;
1;192;2.500;3.000;-3.600;max;0.00;0.00;43.95;0.00;0.00;34.38;
1;192;2.500;3.000;-3.600;min;0.00;0.00;-72.32;0.00;0.00;-76.39;
1;193;3.000;3.000;-3.600;max;0.00;0.00;82.83;0.00;0.00;85.61;
1;193;3.000;3.000;-3.600;min;0.00;0.00;-84.86;0.00;0.00;-85.96;
1;194;3.500;3.000;-3.600;max;0.00;0.00;89.89;0.00;0.00;89.45;
1;194;3.500;3.000;-3.600;min;0.00;0.00;-88.02;0.00;0.00;-89.99;
1;195;4.000;3.000;-3.600;max;0.00;0.00;89.49;0.00;0.00;89.68;
1;195;4.000;3.000;-3.600;min;0.00;0.00;-83.79;0.00;0.00;-89.90;
1;196;4.500;3.000;-3.600;max;0.00;0.00;88.08;0.00;0.00;32.19;
1;196;4.500;3.000;-3.600;min;0.00;0.00;-89.91;0.00;0.00;-89.68;
1;197;5.000;3.000;-3.600;max;0.00;0.00;10.13;0.00;0.00;17.74;
1;197;5.000;3.000;-3.600;min;0.00;0.00;-87.89;0.00;0.00;-86.88;
1;198;5.500;3.000;-3.600;max;0.00;0.00;86.88;0.00;0.00;89.71;
1;198;5.500;3.000;-3.600;min;0.00;0.00;-72.62;0.00;0.00;-71.37;
1;199;6.000;3.000;-3.600;max;0.00;0.00;61.65;0.00;0.00;70.15;
1;199;6.000;3.000;-3.600;min;0.00;0.00;-75.07;0.00;0.00;-78.51;
1;200;6.500;3.000;-3.600;max;0.00;0.00;79.66;0.00;0.00;84.83;
1;200;6.500;3.000;-3.600;min;0.00;0.00;-24.13;0.00;0.00;-29.93;
1;201;7.000;3.000;-3.600;max;0.00;0.00;87.56;0.00;0.00;85.18;
1;201;7.000;3.000;-3.600;min;0.00;0.00;-8.68;0.00;0.00;-39.01;
1;202;7.500;3.000;-3.600;max;0.00;0.00;88.54;0.00;0.00;89.52;
1;202;7.500;3.000;-3.600;min;0.00;0.00;-81.80;0.00;0.00;-8.80;
1;203;8.000;3.000;-3.600;max;0.00;0.00;87.06;0.00;0.00;29.48;
1;203;8.000;3.000;-3.600;min;0.00;0.00;-89.28;0.00;0.00;-89.88;
1;204;8.500;3.000;-3.600;max;0.00;0.00;73.62;0.00;0.00;88.35;
1;204;8.500;3.000;-3.600;min;0.00;0.00;-87.66;0.00;0.00;-85.84;
1;205;9.000;3.000;-3.600;max;0.00;0.00;76.95;0.00;0.00;89.10;
1;205;9.000;3.000;-3.600;min;0.00;0.00;-85.78;0.00;0.00;-86.79;
1;206;9.500;3.000;-3.600;max;0.00;0.00;84.29;0.00;0.00;85.00;
1;206;9.500;3.000;-3.600;min;0.00;0.00;-89.10;0.00;0.00;-86.99;
1;207;10.000;3.000;-3.600;max;0.00;0.00;89.10;0.00;0.00;89.49;
1;207;10.000;3.000;-3.600;min;0.00;0.00;-89.02;0.00;0.00;-88.67;
1;208;10.500;3.000;-3.600;max;0.00;0.00;87.59;0.00;0.00;4.38;
1;208;10.500;3.000;-3.600;min;0.00;0.00;-89.54;0.00;0.00;-86.66;
1;209;11.000;3.000;-3.600;max;0.00;0.00;8.00;0.00;0.00;11.81;
1;209;11.000;3.000;-3.600;min;0.00;0.00;-84.79;0.00;0.00;-80.92;
1;210;11.500;3.000;-3.600;max;0.00;0.00;22.91;0.00;0.00;24.67;
1;210;11.500;3.000;-3.600;min;0.00;0.00;-71.26;0.00;0.00;-70.66;
1;211;12.000;3.000;-3.600;max;0.00;0.00;51.48;0.00;0.00;53.82;
1;211;12.000;3.000;-3.600;min;0.00;0.00;-49.16;0.00;0.00;-50.87;
1;212;12.500;3.000;-3.600;max;0.00;0.00;74.65;0.00;0.00;71.33;
1;212;12.500;3.000;-3.600;min;0.00;0.00;-24.84;0.00;0.00;-30.60;
1;213;13.000;3.000;-3.600;max;0.00;0.00;84.14;0.00;0.00;81.08;
1;213;13.000;3.000;-3.600;min;0.00;0.00;-10.84;0.00;0.00;-17.94;
1;214;13.500;3.000;-3.600;max;0.00;0.00;89.31;0.00;0.00;88.34;
1;214;13.500;3.000;-3.600;min;0.00;0.00;-89.80;0.00;0.00;-23.32;
1;215;14.000;3.000;-3.600;max;0.00;0.00;89.93;0.00;0.00;63.11;
1;215;14.000;3.000;-3.600;min;0.00;0.00;-88.83;0.00;0.00;-89.33;
1;216;14.500;3.000;-3.600;max;0.00;0.00;88.36;0.00;0.00;87.91;
1;216;14.500;3.000;-3.600;min;0.00;0.00;-88.96;0.00;0.00;-87.80;
1;217;15.000;3.000;-3.600;max;0.00;0.00;78.39;0.00;0.00;89.04;
1;217;15.000;3.000;-3.600;min;0.00;0.00;-69.94;0.00;0.00;-89.31;
1;218;0.000;3.500;-3.600;max;0.00;0.00;32.77;0.00;0.00;28.94;
1;218;0.000;3.500;-3.600;min;0.00;0.00;-63.42;0.00;0.00;-67.22;
1;219;0.500;3.500;-3.600;max;0.00;0.00;37.16;0.00;0.00;33.44;
1;219;0.500;3.500;-3.600;min;0.00;0.00;-61.84;0.00;0.00;-64.46;
1;220;1.000;3.500;-3.600;max;0.00;0.00;38.21;0.00;0.00;33.10;
1;220;1.000;3.500;-3.600;min;0.00;0.00;-57.57;0.00;0.00;-61.41;
1;221;1.500;3.500;-3.600;max;0.00;0.00;40.40;0.00;0.00;33.66;
1;221;1.500;3.500;-3.600;min;0.00;0.00;-61.04;0.00;0.00;-62.32;
1;222;2.000;3.500;-3.600;max;0.00;0.00;43.97;0.00;0.00;36.88;
1;222;2.000;3.500;-3.600;min;0.00;0.00;-61.42;0.00;0.00;-64.70;
1;223;2.500;3.500;-3.600;max;0.00;0.00;63.38;0.00;0.00;64.81;
1;223;2.500;3.500;-3.600;min;0.00;0.00;-36.09;0.00;0.00;-53.07;
1;224;3.000;3.500;-3.600;max;0.00;0.00;78.25;0.00;0.00;71.85;
1;224;3.000;3.500;-3.600;min;0.00;0.00;-50.68;0.00;0.00;-37.49;
1;225;3.500;3.500;-3.600;max;0.00;0.00;83.66;0.00;0.00;89.32;
1;225;3.500;3.500;-3.600;min;0.00;0.00;-89.58;0.00;0.00;-11.07;
1;226;4.000;3.500;-3.600;max;0.00;0.00;87.75;0.00;0.00;88.30;
1;226;4.000;3.500;-3.600;min;0.00;0.00;-32.62;0.00;0.00;-64.12;
1;227;4.500;3.500;-3.600;max;0.00;0.00;89.93;0.00;0.00;89.94;
1;227;4.500;3.500;-3.600;min;0.00;0.00;-65.43;0.00;0.00;-89.54;
1;228;5.000;3.500;-3.600;max;0.00;0.00;5.03;0.00;0.00;8.68;
1;228;5.000;3.500;-3.600;min;0.00;0.00;-88.94;0.00;0.00;-88.36;
1;229;5.500;3.500;-3.600;max;0.00;0.00;14.50;0.00;0.00;22.24;
1;229;5.500;3.500;-3.600;min;0.00;0.00;-82.49;0.00;0.00;-81.64;
1;230;6.000;3.500;-3.600;max;0.00;0.00;49.65;0.00;0.00;54.48;
1;230;6.000;3.500;-3.600;min;0.00;0.00;-50.61;0.00;0.00;-61.85;
1;231;6.500;3.500;-3.600;max;0.00;0.00;78.63;0.00;0.00;80.11;
1;231;6.500;3.500;-3.600;min;0.00;0.00;-12.65;0.00;0.00;-23.62;
1;232;7.000;3.500;-3.600;max;0.00;0.00;88.60;0.00;0.00;85.30;
1;232;7.000;3.500;-3.600;min;0.00;0.00;-8.48;0.00;0.00;-8.74;
1;233;7.500;3.500;-3.600;max;0.00;0.00;89.57;0.00;0.00;89.63;
1;233;7.500;3.500;-3.600;min;0.00;0.00;-88.20;0.00;0.00;-6.18;
1;234;8.000;3.500;-3.600;max;0.00;0.00;74.98;0.00;0.00;11.54;
1;234;8.000;3.500;-3.600;min;0.00;0.00;-89.11;0.00;0.00;-88.44;
1;235;8.500;3.500;-3.600;max;0.00;0.00;9.04;0.00;0.00;15.65;
1;235;8.500;3.500;-3.600;min;0.00;0.00;-86.11;0.00;0.00;-88.51;
1;236;9.000;3.500;-3.600;max;0.00;0.00;61.08;0.00;0.00;66.49;
1;236;9.000;3.500;-3.600;min;0.00;0.00;-66.68;0.00;0.00;-76.79;
1;237;9.500;3.500;-3.600;max;0.00;0.00;84.40;0.00;0.00;82.42;
1;237;9.500;3.500;-3.600;min;0.00;0.00;-8.96;0.00;0.00;-89.80;
1;238;10.000;3.500;-3.600;max;0.00;0.00;88.82;0.00;0.00;89.77;
1;238;10.000;3.500;-3.600;min;0.00;0.00;-81.74;0.00;0.00;-89.54;
1;239;10.500;3.500;-3.600;max;0.00;0.00;88.45;0.00;0.00;4.29;
1;239;10.500;3.500;-3.600;min;0.00;0.00;-89.51;0.00;0.00;-89.39;
1;240;11.000;3.500;-3.600;max;0.00;0.00;5.26;0.00;0.00;7.66;
1;240;11.000;3.500;-3.600;min;0.00;0.00;-88.31;0.00;0.00;-83.00;
1;241;11.500;3.500;-3.600;max;0.00;0.00;12.37;0.00;0.00;15.27;
1;241;11.500;3.500;-3.600;min;0.00;0.00;-78.59;0.00;0.00;-75.65;
1;242;12.000;3.500;-3.600;max;0.00;0.00;48.81;0.00;0.00;51.29;
1;242;12.000;3.500;-3.600;min;0.00;0.00;-46.12;0.00;0.00;-46.94;
1;243;12.500;3.500;-3.600;max;0.00;0.00;79.22;0.00;0.00;74.28;
1;243;12.500;3.500;-3.600;min;0.00;0.00;-14.04;0.00;0.00;-21.75;
1;244;13.000;3.500;-3.600;max;0.00;0.00;87.27;0.00;0.00;83.33;
1;244;13.000;3.500;-3.600;min;0.00;0.00;-4.72;0.00;0.00;-10.80;
1;245;13.500;3.500;-3.600;max;0.00;0.00;88.84;0.00;0.00;89.51;
1;245;13.500;3.500;-3.600;min;0.00;0.00;-89.24;0.00;0.00;-87.64;
1;246;14.000;3.500;-3.600;max;0.00;0.00;89.75;0.00;0.00;89.88;
1;246;14.000;3.500;-3.600;min;0.00;0.00;-87.37;0.00;0.00;-86.43;
1;247;14.500;3.500;-3.600;max;0.00;0.00;78.59;0.00;0.00;30.02;
1;247;14.500;3.500;-3.600;min;0.00;0.00;-89.14;0.00;0.00;-83.66;
1;248;15.000;3.500;-3.600;max;0.00;0.00;75.30;0.00;0.00;73.50;
1;248;15.000;3.500;-3.600;min;0.00;0.00;-89.11;0.00;0.00;-76.05;
1;249;0.000;4.000;-3.600;max;0.00;0.00;65.20;0.00;0.00;46.20;
1;249;0.000;4.000;-3.600;min;0.00;0.00;-68.13;0.00;0.00;-80.24;
1;250;0.500;4.000;-3.600;max;0.00;0.00;44.40;0.00;0.00;22.14;
1;250;0.500;4.000;-3.600;min;0.00;0.00;-70.06;0.00;0.00;-78.73;
1;251;1.000;4.000;-3.600;max;0.00;0.00;56.40;0.00;0.00;39.13;
1;251;1.000;4.000;-3.600;min;0.00;0.00;-68.28;0.00;0.00;-75.17;
1;252;1.500;4.000;-3.600;max;0.00;0.00;44.27;0.00;0.00;34.39;
1;252;1.500;4.000;-3.600;min;0.00;0.00;-72.36;0.00;0.00;-77.35;
1;253;2.000;4.000;-3.600;max;0.00;0.00;46.55;0.00;0.00;34.14;
1;253;2.000;4.000;-3.600;min;0.00;0.00;-86.00;0.00;0.00;-86.83;
1;254;2.500;4.000;-3.600;max;0.00;0.00;73.91;0.00;0.00;73.52;
1;254;2.500;4.000;-3.600;min;0.00;0.00;-18.74;0.00;0.00;-31.49;
1;255;3.000;4.000;-3.600;max;0.00;0.00;82.34;0.00;0.00;88.02;
1;255;3.000;4.000;-3.600;min;0.00;0.00;-75.01;0.00;0.00;-60.23;
1;256;3.500;4.000;-3.600;max;0.00;0.00;82.54;0.00;0.00;83.44;
1;256;3.500;4.000;-3.600;min;0.00;0.00;-87.95;0.00;0.00;-88.84;
1;257;4.000;4.000;-3.600;max;0.00;0.00;87.38;0.00;0.00;88.22;
1;257;4.000;4.000;-3.600;min;0.00;0.00;-16.50;0.00;0.00;-83.49;
1;258;4.500;4.000;-3.600;max;0.00;0.00;89.58;0.00;0.00;89.69;
1;258;4.500;4.000;-3.600;min;0.00;0.00;-29.44;0.00;0.00;-15.27;
1;259;5.000;4.000;-3.600;max;0.00;0.00;88.55;0.00;0.00;88.99;
1;259;5.000;4.000;-3.600;min;0.00;0.00;-87.96;0.00;0.00;-88.66;
1;260;5.500;4.000;-3.600;max;0.00;0.00;5.05;0.00;0.00;6.20;
1;260;5.500;4.000;-3.600;min;0.00;0.00;-85.53;0.00;0.00;-84.22;
1;261;6.000;4.000;-3.600;max;0.00;0.00;46.81;0.00;0.00;45.21;
1;261;6.000;4.000;-3.600;min;0.00;0.00;-45.04;0.00;0.00;-48.11;
1;262;6.500;4.000;-3.600;max;0.00;0.00;86.28;0.00;0.00;84.34;
1;262;6.500;4.000;-3.600;min;0.00;0.00;-5.68;0.00;0.00;-6.16;
1;263;7.000;4.000;-3.600;max;0.00;0.00;88.10;0.00;0.00;88.67;
1;263;7.000;4.000;-3.600;min;0.00;0.00;-84.73;0.00;0.00;-84.62;
1;264;7.500;4.000;-3.600;max;0.00;0.00;89.21;0.00;0.00;89.53;
1;264;7.500;4.000;-3.600;min;0.00;0.00;-87.42;0.00;0.00;-87.93;
1;265;8.000;4.000;-3.600;max;0.00;0.00;86.24;0.00;0.00;87.95;
1;265;8.000;4.000;-3.600;min;0.00;0.00;-89.20;0.00;0.00;-89.57;
1;266;8.500;4.000;-3.600;max;0.00;0.00;4.89;0.00;0.00;4.89;
1;266;8.500;4.000;-3.600;min;0.00;0.00;-87.85;0.00;0.00;-85.33;
1;267;9.000;4.000;-3.600;max;0.00;0.00;45.81;0.00;0.00;48.79;
1;267;9.000;4.000;-3.600;min;0.00;0.00;-45.63;0.00;0.00;-50.54;
1;268;9.500;4.000;-3.600;max;0.00;0.00;88.23;0.00;0.00;85.45;
1;268;9.500;4.000;-3.600;min;0.00;0.00;-7.47;0.00;0.00;-5.28;
1;269;10.000;4.000;-3.600;max;0.00;0.00;89.12;0.00;0.00;89.37;
1;269;10.000;4.000;-3.600;min;0.00;0.00;-87.27;0.00;0.00;-87.59;
1;270;10.500;4.000;-3.600;max;0.00;0.00;89.95;0.00;0.00;89.96;
1;270;10.500;4.000;-3.600;min;0.00;0.00;-89.99;0.00;0.00;-89.50;
1;271;11.000;4.000;-3.600;max;0.00;0.00;83.03;0.00;0.00;86.20;
1;271;11.000;4.000;-3.600;min;0.00;0.00;-89.60;0.00;0.00;-89.80;
1;272;11.500;4.000;-3.600;max;0.00;0.00;4.99;0.00;0.00;6.05;
1;272;11.500;4.000;-3.600;min;0.00;0.00;-85.96;0.00;0.00;-84.51;
1;273;12.000;4.000;-3.600;max;0.00;0.00;45.89;0.00;0.00;45.93;
1;273;12.000;4.000;-3.600;min;0.00;0.00;-45.92;0.00;0.00;-45.56;
1;274;12.500;4.000;-3.600;max;0.00;0.00;85.51;0.00;0.00;83.71;
1;274;12.500;4.000;-3.600;min;0.00;0.00;-4.75;0.00;0.00;-6.53;
1;275;13.000;4.000;-3.600;max;0.00;0.00;88.90;0.00;0.00;89.09;
1;275;13.000;4.000;-3.600;min;0.00;0.00;-4.21;0.00;0.00;-3.32;
1;276;13.500;4.000;-3.600;max;0.00;0.00;6.62;0.00;0.00;5.08;
1;276;13.500;4.000;-3.600;min;0.00;0.00;-88.88;0.00;0.00;-88.92;
1;277;14.000;4.000;-3.600;max;0.00;0.00;9.13;0.00;0.00;6.99;
1;277;14.000;4.000;-3.600;min;0.00;0.00;-85.95;0.00;0.00;-86.20;
1;278;14.500;4.000;-3.600;max;0.00;0.00;29.23;0.00;0.00;19.92;
1;278;14.500;4.000;-3.600;min;0.00;0.00;-87.01;0.00;0.00;-87.06;
1;279;15.000;4.000;-3.600;max;0.00;0.00;87.74;0.00;0.00;85.83;
1;279;15.000;4.000;-3.600;min;0.00;0.00;-86.32;0.00;0.00;-84.45;
Extremes;261;6.000;4.000;-3.600;ε_1,+;0.00;0.00;46.81;0.00;0.00;45.21;
1;1;0.000;0.000;-3.600;ε_1,+;0.00;0.00;-17.22;0.00;0.00;-58.24;
1;1;0.000;0.000;-3.600;ε_2,+;0.00;0.00;89.71;0.00;0.00;52.75;
1;261;6.000;4.000;-3.600;ε_2,+;0.00;0.00;-45.04;0.00;0.00;-48.11;
1;261;6.000;4.000;-3.600;ε_1,-;0.00;0.00;46.81;0.00;0.00;45.21;
1;193;3.000;3.000;-3.600;ε_1,-;0.00;0.00;-84.86;0.00;0.00;-85.96;
1;193;3.000;3.000;-3.600;ε_2,-;0.00;0.00;82.83;0.00;0.00;85.61;
1;261;6.000;4.000;-3.600;ε_2,-;0.00;0.00;-45.04;0.00;0.00;-48.11;
Total;;;;;;0.00;0.00;89.99;0.00;0.00;90.00;
1;;;;;;0.00;0.00;-89.99;0.00;0.00;-89.99;
;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;
1;261;6.000;4.000;-3.600;ε_1,+;0.00;0.00;46.81;0.00;0.00;45.21;
1;1;0.000;0.000;-3.600;ε_1,+;0.00;0.00;-17.22;0.00;0.00;-58.24;
1;1;0.000;0.000;-3.600;ε_2,+;0.00;0.00;89.71;0.00;0.00;52.75;
1;261;6.000;4.000;-3.600;ε_2,+;0.00;0.00;-45.04;0.00;0.00;-48.11;
1;261;6.000;4.000;-3.600;ε_1,-;0.00;0.00;46.81;0.00;0.00;45.21;
1;193;3.000;3.000;-3.600;ε_1,-;0.00;0.00;-84.86;0.00;0.00;-85.96;
1;193;3.000;3.000;-3.600;ε_2,-;0.00;0.00;82.83;0.00;0.00;85.61;
1;261;6.000;4.000;-3.600;ε_2,-;0.00;0.00;-45.04;0.00;0.00;-48.11;
;;;;;;;;;;;;
Total;;;;;;0.00;0.00;89.99;0.00;0.00;90.00;
max/min;;;;;;0.00;0.00;-89.99;0.00;0.00;-89.99;
