Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
7;11;3.6000000000000001;L | M;φ_y;478.6;-478.6;0.9;0.0;0.0;-0.3;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
7;11;3.6000000000000001;L | M;φ_z;478.6;-478.6;0.9;0.0;0.0;-0.3;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
7;10;0.0000000000000000;L | M;φ_z;478.4;-478.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;478.6;-478.4;0.9;0.0;0.0;0.1;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
7;;;;;478.4;-478.6;0.0;-0.1;0.0;-0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
8;11;0.0000000000000000;L | M;;478.6;-478.6;0.0;-0.9;0.0;0.6;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;0.4444444444444444;E;;478.6;-478.6;0.1;-1.0;0.0;0.2;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;0.8888888888888887;E;;478.7;-478.7;0.3;-1.0;0.0;-0.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.3333333333333330;R | E;;478.7;-478.7;0.4;-0.9;0.0;-0.2;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.7777777777777775;E;;478.7;-478.7;0.5;-0.8;0.0;-0.2;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.9999999999999998;E;;478.7;-478.7;0.6;-0.8;0.0;-0.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.2222222222222219;E;;478.8;-478.8;0.6;-0.7;0.0;0.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.6666666666666665;R | E;;478.8;-478.8;0.8;-0.8;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.1111111111111112;E;;478.8;-478.8;0.9;-1.1;0.0;1.0;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.5555555555555558;E;;478.8;-478.8;1.1;-1.6;0.0;1.7;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;11;0.0000000000000000;L | M;u_x;478.6;-478.6;0.0;-0.9;0.0;0.6;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;u_x;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;u_y;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;u_y;478.6;-478.6;0.0;-0.9;0.0;0.6;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.2222222222222219;E;u_z;478.8;-478.8;0.6;-0.7;0.0;0.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;u_z;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;φ_x;478.6;-478.6;0.0;-0.9;0.0;0.6;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_x;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_y;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.3333333333333330;R | E;φ_y;478.7;-478.7;0.4;-0.9;0.0;-0.2;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_z;478.8;-478.8;1.2;-2.5;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;φ_z;478.6;-478.6;0.0;-0.9;0.0;0.6;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;478.8;-478.6;1.2;-0.7;0.0;2.5;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;;;;478.6;-478.8;0.0;-2.5;0.0;-0.2;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
9;13;0.0000000000000000;L | M;;480.3;-480.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.3600000000000000;E;;480.4;-480.4;0.0;0.0;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.7200000000000001;E;;480.4;-480.4;0.0;-0.1;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;;480.4;-480.4;0.1;-0.2;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.4400000000000002;E;;480.4;-480.4;0.1;-0.3;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.8000000000000000;R | E;;480.4;-480.4;0.2;-0.3;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.1600000000000001;E;;480.5;-480.5;0.3;-0.4;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.5200000000000000;E;;480.5;-480.5;0.4;-0.4;0.0;-0.1;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.8799999999999999;E;;480.5;-480.5;0.5;-0.3;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;3.2399999999999998;E;;480.5;-480.5;0.7;-0.2;0.0;-0.5;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;13;0.0000000000000000;L | M;u_x;480.3;-480.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;u_x;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;u_y;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;u_y;480.3;-480.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;u_z;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.5200000000000000;E;u_z;480.5;-480.5;0.4;-0.4;0.0;-0.1;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;φ_x;480.3;-480.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_x;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;φ_y;480.4;-480.4;0.1;-0.2;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_y;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_z;480.5;-480.5;0.9;0.0;0.0;-0.8;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;φ_z;480.3;-480.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;480.5;-480.3;0.9;0.0;0.0;0.2;0.6;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;;;;480.3;-480.5;0.0;-0.4;0.0;-0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
10;14;0.0000000000000000;L | M;;480.5;-480.5;0.0;-0.9;0.0;0.6;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.4444444444444444;E;;480.6;-480.6;0.4;-1.0;0.0;0.2;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.8888888888888887;E;;480.6;-480.6;0.7;-1.0;0.0;-0.1;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;;480.6;-480.6;1.1;-0.9;0.0;-0.2;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.7777777777777775;E;;480.7;-480.7;1.5;-0.8;0.0;-0.2;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.9999999999999998;E;;480.7;-480.7;1.7;-0.7;0.0;-0.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.2222222222222219;E;;480.7;-480.7;1.9;-0.7;0.0;0.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.6666666666666665;R | E;;480.7;-480.7;2.3;-0.8;0.0;0.4;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.1111111111111112;E;;480.7;-480.7;2.7;-1.1;0.0;1.0;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.5555555555555558;E;;480.8;-480.8;3.1;-1.6;0.0;1.7;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;14;0.0000000000000000;L | M;u_x;480.5;-480.5;0.0;-0.9;0.0;0.6;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;u_x;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;u_y;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;u_y;480.5;-480.5;0.0;-0.9;0.0;0.6;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.2222222222222219;E;u_z;480.7;-480.7;1.9;-0.7;0.0;0.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;u_z;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_x;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;φ_x;480.5;-480.5;0.0;-0.9;0.0;0.6;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_y;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;φ_y;480.6;-480.6;1.1;-0.9;0.0;-0.2;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_z;480.8;-480.8;3.5;-2.5;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;φ_z;480.5;-480.5;0.0;-0.9;0.0;0.6;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;480.8;-480.5;3.5;-0.7;0.0;2.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;;;;480.5;-480.8;0.0;-2.5;0.0;-0.2;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
11;16;0.0000000000000000;L | M;;483.7;-483.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.3600000000000000;E;;483.7;-483.7;0.0;0.0;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.7200000000000001;E;;483.7;-483.7;0.0;-0.1;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;;483.7;-483.7;0.1;-0.2;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.4400000000000002;E;;483.8;-483.8;0.1;-0.3;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.8000000000000000;R | E;;483.8;-483.8;0.2;-0.4;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.1600000000000001;E;;483.8;-483.8;0.3;-0.5;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.5200000000000000;E;;483.8;-483.8;0.4;-0.5;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.8799999999999999;E;;483.8;-483.8;0.6;-0.4;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;3.2399999999999998;E;;483.9;-483.9;0.7;-0.2;0.0;-0.6;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;16;0.0000000000000000;L | M;u_x;483.7;-483.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;u_x;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;u_y;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;u_y;483.7;-483.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;u_z;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.1600000000000001;E;u_z;483.8;-483.8;0.3;-0.5;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;φ_x;483.7;-483.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_x;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;φ_y;483.7;-483.7;0.1;-0.2;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_y;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_z;483.9;-483.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;φ_z;483.7;-483.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;483.9;-483.7;0.9;0.1;0.0;0.3;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;;;;483.7;-483.9;0.0;-0.5;0.0;-1.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
12;17;0.0000000000000000;L | M;;483.9;-483.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.4444444444444444;E;;484.0;-484.0;2.0;-1.0;-0.1;0.1;7.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.8888888888888887;E;;484.1;-484.1;6.0;-0.9;-0.1;-0.2;10.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;;484.3;-484.1;11.0;-0.8;-0.1;-0.3;11.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.7777777777777775;E;;484.5;-484.2;15.5;-0.6;-0.2;-0.2;8.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.9999999999999998;E;;484.6;-484.3;17.2;-0.6;-0.2;-0.1;6.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;;484.7;-484.3;18.4;-0.6;-0.2;0.0;3.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;;484.7;-484.4;18.5;-0.6;-0.2;0.4;-3.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.1111111111111112;E;;484.7;-484.5;14.7;-0.9;-0.3;1.0;-14.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.5555555555555558;E;;484.6;-484.5;5.7;-1.4;-0.3;1.7;-26.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;17;0.0000000000000000;L | M;u_x;483.9;-483.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_x;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;u_y;484.7;-484.4;18.5;-0.6;-0.2;0.4;-3.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_y;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;u_z;484.7;-484.3;18.4;-0.6;-0.2;0.0;3.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_z;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;φ_x;483.9;-483.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_x;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_y;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;φ_y;484.3;-484.1;11.0;-0.8;-0.1;-0.3;11.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;φ_z;484.3;-484.1;11.0;-0.8;-0.1;-0.3;11.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_z;484.7;-484.6;-9.4;-2.4;-0.3;2.6;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;484.7;-483.9;18.5;-0.6;0.0;2.6;11.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;;;;483.9;-484.6;-9.4;-2.4;-0.3;-0.3;-41.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
13;19;0.0000000000000000;L | M;;485.6;-485.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.3600000000000000;E;;485.6;-485.6;0.0;0.0;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.7200000000000001;E;;485.6;-485.6;0.0;0.1;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;;485.7;-485.7;0.1;0.2;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.4400000000000002;E;;485.7;-485.7;0.2;0.3;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.8000000000000000;R | E;;485.7;-485.7;0.3;0.4;0.0;-0.2;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;;485.7;-485.7;0.4;0.4;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.5200000000000000;E;;485.7;-485.7;0.5;0.4;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.8799999999999999;E;;485.8;-485.8;0.6;0.3;0.0;0.3;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;3.2399999999999998;E;;485.8;-485.8;0.7;0.2;0.0;0.6;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;19;0.0000000000000000;L | M;u_x;485.6;-485.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_x;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_y;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;u_y;485.6;-485.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;u_z;485.7;-485.7;0.4;0.4;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_z;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;φ_x;485.6;-485.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_x;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_y;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;φ_y;485.7;-485.7;0.1;0.2;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_z;485.8;-485.8;0.9;-0.1;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;φ_z;485.6;-485.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;485.8;-485.6;0.9;0.4;0.0;0.9;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;;;;485.6;-485.8;0.0;-0.1;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
14;20;0.0000000000000000;L | M;;485.8;-485.8;-0.1;-0.9;0.0;0.4;-0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;;485.9;-485.9;-2.3;-1.1;-0.1;0.4;-8.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.8888888888888887;E;;486.0;-486.0;-7.0;-1.3;-0.1;0.4;-12.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;;486.2;-486.0;-13.1;-1.4;-0.1;0.2;-13.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;;486.5;-486.1;-19.1;-1.5;-0.1;-0.1;-12.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.9999999999999998;E;;486.6;-486.1;-21.6;-1.5;-0.1;-0.2;-10.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.2222222222222219;E;;486.8;-486.2;-23.7;-1.4;-0.1;-0.5;-7.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;;486.9;-486.3;-25.6;-1.1;-0.2;-1.0;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.1111111111111112;E;;486.9;-486.3;-23.6;-0.6;-0.2;-1.6;10.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.5555555555555558;E;;486.7;-486.4;-16.4;0.2;-0.2;-2.3;23.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;20;0.0000000000000000;L | M;u_x;485.8;-485.8;-0.1;-0.9;0.0;0.4;-0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;u_x;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;u_y;485.8;-485.8;-0.1;-0.9;0.0;0.4;-0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;u_y;486.9;-486.3;-25.6;-1.1;-0.2;-1.0;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;u_z;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;u_z;486.5;-486.1;-19.1;-1.5;-0.1;-0.1;-12.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;φ_x;485.8;-485.8;-0.1;-0.9;0.0;0.4;-0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;φ_x;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;φ_y;485.9;-485.9;-2.3;-1.1;-0.1;0.4;-8.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;φ_y;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
