Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
14;21;3.9999999999999996;L | M;φ_z;486.5;-486.4;-2.9;1.4;-0.2;-3.1;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;φ_z;486.2;-486.0;-13.1;-1.4;-0.1;0.2;-13.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;486.9;-485.8;-0.1;1.4;0.0;0.4;38.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;;;;485.8;-486.4;-25.6;-1.5;-0.2;-3.1;-13.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
15;22;0.0000000000000000;L | M;;482.7;-482.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.3600000000000000;E;;482.7;-482.7;0.0;0.0;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.7200000000000001;E;;482.7;-482.7;0.0;0.1;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;;482.7;-482.7;0.1;0.2;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.4400000000000002;E;;482.8;-482.8;0.2;0.2;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.8000000000000000;R | E;;482.8;-482.8;0.2;0.3;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;;482.8;-482.8;0.3;0.3;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.5200000000000000;E;;482.8;-482.8;0.5;0.3;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.8799999999999999;E;;482.8;-482.8;0.6;0.3;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;3.2399999999999998;E;;482.9;-482.9;0.7;0.2;0.0;0.5;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;22;0.0000000000000000;L | M;u_x;482.7;-482.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_x;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_y;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;u_y;482.7;-482.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;u_z;482.8;-482.8;0.3;0.3;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_z;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;φ_x;482.7;-482.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_x;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_y;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;φ_y;482.7;-482.7;0.1;0.2;0.0;-0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_z;482.9;-482.9;0.9;0.0;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;φ_z;482.7;-482.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;482.9;-482.7;0.9;0.3;0.0;0.7;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;;;;482.7;-482.9;0.0;0.0;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
16;23;0.0000000000000000;L | M;;482.9;-482.9;0.0;-0.9;0.0;0.4;-0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;;482.9;-482.9;-0.3;-1.4;-0.4;1.5;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;;483.0;-483.0;-0.5;-2.3;-0.8;2.1;-0.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;;483.1;-483.0;-0.9;-3.4;-1.3;2.4;-1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.7777777777777775;E;;483.1;-483.1;-1.6;-4.5;-1.7;2.3;-2.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.9999999999999998;E;;483.1;-483.1;-2.2;-5.1;-1.9;2.1;-3.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.2222222222222219;E;;483.2;-483.1;-2.9;-5.5;-2.1;1.8;-3.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.6666666666666665;R | E;;483.2;-483.2;-5.1;-6.2;-2.5;0.9;-5.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;;483.3;-483.2;-8.1;-6.4;-2.9;-0.4;-8.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.5555555555555558;E;;483.4;-483.3;-12.3;-5.9;-3.3;-2.1;-10.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;23;0.0000000000000000;L | M;u_x;482.9;-482.9;0.0;-0.9;0.0;0.4;-0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;u_x;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;u_y;482.9;-482.9;0.0;-0.9;0.0;0.4;-0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;u_y;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;u_z;482.9;-482.9;0.0;-0.9;0.0;0.4;-0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;u_z;483.3;-483.2;-8.1;-6.4;-2.9;-0.4;-8.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;φ_x;482.9;-482.9;0.0;-0.9;0.0;0.4;-0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_x;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;φ_y;483.1;-483.0;-0.9;-3.4;-1.3;2.4;-1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_y;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;φ_z;482.9;-482.9;-0.3;-1.4;-0.4;1.5;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_z;483.6;-483.3;-17.8;-4.6;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;483.6;-482.9;0.0;-0.9;0.0;2.4;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;;;;482.9;-483.3;-17.8;-6.4;-3.7;-4.2;-14.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
17;25;0.0000000000000000;L | M;;480.6;-480.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.3600000000000000;E;;480.6;-480.6;0.0;0.0;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.7200000000000001;E;;480.6;-480.6;0.0;0.0;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;;480.7;-480.7;0.1;0.1;0.0;-0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.4400000000000002;E;;480.7;-480.7;0.2;0.1;0.0;-0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.8000000000000000;R | E;;480.7;-480.7;0.3;0.1;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.1600000000000001;E;;480.7;-480.7;0.4;0.2;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.5200000000000000;E;;480.7;-480.7;0.5;0.2;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.8799999999999999;E;;480.8;-480.8;0.6;0.1;0.0;0.1;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;3.2399999999999998;E;;480.8;-480.8;0.7;0.1;0.0;0.2;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;25;0.0000000000000000;L | M;u_x;480.6;-480.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_x;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_y;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;u_y;480.6;-480.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.1600000000000001;E;u_z;480.7;-480.7;0.4;0.2;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_z;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;φ_x;480.6;-480.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_x;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_y;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;φ_y;480.7;-480.7;0.1;0.1;0.0;-0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_z;480.8;-480.8;0.9;0.0;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;φ_z;480.6;-480.6;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;480.8;-480.6;0.9;0.2;0.0;0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;;;;480.6;-480.8;0.0;0.0;0.0;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
18;26;0.0000000000000000;L | M;;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.4444444444444444;E;;480.8;-480.8;-0.2;-1.2;0.0;0.8;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.8888888888888887;E;;480.9;-480.9;-0.3;-1.6;0.0;1.0;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.3333333333333330;R | E;;480.9;-480.9;-0.5;-2.1;0.0;1.1;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.7777777777777775;E;;480.9;-480.9;-0.7;-2.6;0.0;1.0;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.9999999999999998;E;;481.0;-481.0;-0.7;-2.9;0.0;0.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.2222222222222219;E;;481.0;-481.0;-0.8;-3.1;0.0;0.7;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.6666666666666665;R | E;;481.0;-481.0;-1.0;-3.3;0.0;0.3;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.1111111111111112;E;;481.0;-481.0;-1.2;-3.4;0.0;-0.3;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.5555555555555558;E;;481.0;-481.0;-1.4;-3.1;0.0;-1.0;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;26;0.0000000000000000;L | M;u_x;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;u_x;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;u_y;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;u_y;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;u_z;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.1111111111111112;E;u_z;481.0;-481.0;-1.2;-3.4;0.0;-0.3;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;φ_x;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_x;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.3333333333333330;R | E;φ_y;480.9;-480.9;-0.5;-2.1;0.0;1.1;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_y;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;φ_z;480.8;-480.8;0.0;-0.9;0.0;0.4;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_z;481.1;-481.0;-1.6;-2.5;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;481.1;-480.8;0.0;-0.9;0.0;1.1;-0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;;;;480.8;-481.0;-1.6;-3.4;0.0;-1.9;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
19;28;0.0000000000000000;L | M;;480.4;-480.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.3600000000000000;E;;480.4;-480.4;0.0;0.0;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.7200000000000001;E;;480.5;-480.5;0.1;0.0;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.0800000000000001;E;;480.5;-480.5;0.1;-0.1;0.0;0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.4400000000000002;E;;480.5;-480.5;0.2;-0.1;0.0;0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.8000000000000000;R | E;;480.5;-480.5;0.3;-0.1;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.1600000000000001;E;;480.6;-480.6;0.4;-0.1;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.5200000000000000;E;;480.6;-480.6;0.5;-0.1;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.8799999999999999;E;;480.6;-480.6;0.6;-0.1;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;3.2399999999999998;E;;480.6;-480.6;0.8;-0.1;0.0;-0.2;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;28;0.0000000000000000;L | M;u_x;480.4;-480.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;u_x;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;u_y;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;u_y;480.4;-480.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;u_z;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.5200000000000000;E;u_z;480.6;-480.6;0.5;-0.1;0.0;0.0;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_x;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;φ_x;480.4;-480.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.0800000000000001;E;φ_y;480.5;-480.5;0.1;-0.1;0.0;0.1;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_y;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_z;480.6;-480.6;0.9;0.0;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;φ_z;480.4;-480.4;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;480.6;-480.4;0.9;0.0;0.0;0.1;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;;;;480.4;-480.6;0.0;-0.1;0.0;-0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
20;29;0.0000000000000000;L | M;;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.4444444444444444;E;;480.7;-480.7;0.1;-1.2;0.0;0.8;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.8888888888888887;E;;480.7;-480.7;0.2;-1.6;0.0;1.0;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.3333333333333330;R | E;;480.7;-480.7;0.4;-2.1;0.0;1.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.7777777777777775;E;;480.8;-480.8;0.5;-2.6;0.0;1.0;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.9999999999999998;E;;480.8;-480.8;0.6;-2.8;0.0;0.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.2222222222222219;E;;480.8;-480.8;0.6;-3.0;0.0;0.7;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.6666666666666665;R | E;;480.8;-480.8;0.8;-3.3;0.0;0.3;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.1111111111111112;E;;480.9;-480.8;0.9;-3.3;0.0;-0.3;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.5555555555555558;E;;480.9;-480.9;1.0;-3.1;0.0;-1.0;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;29;0.0000000000000000;L | M;u_x;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;u_x;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;u_y;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;u_y;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;u_z;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.1111111111111112;E;u_z;480.9;-480.8;0.9;-3.3;0.0;-0.3;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;φ_x;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_x;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.3333333333333330;R | E;φ_y;480.7;-480.7;0.4;-2.1;0.0;1.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_y;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_z;480.9;-480.9;1.2;-2.5;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;φ_z;480.6;-480.6;0.0;-0.9;0.0;0.4;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;480.9;-480.6;1.2;-0.9;0.0;1.1;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;;;;480.6;-480.9;0.0;-3.3;0.0;-1.9;0.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
21;31;0.0000000000000000;L | M;;482.3;-482.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.3600000000000000;E;;482.3;-482.3;0.0;0.0;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.7200000000000001;E;;482.4;-482.4;0.1;-0.1;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;;482.4;-482.4;0.1;-0.2;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.4400000000000002;E;;482.4;-482.4;0.2;-0.3;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.8000000000000000;R | E;;482.4;-482.4;0.3;-0.3;0.0;0.2;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.1600000000000001;E;;482.5;-482.5;0.4;-0.4;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.5200000000000000;E;;482.5;-482.5;0.5;-0.4;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.8799999999999999;E;;482.5;-482.5;0.6;-0.3;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;3.2399999999999998;E;;482.5;-482.5;0.8;-0.2;0.0;-0.5;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;31;0.0000000000000000;L | M;u_x;482.3;-482.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;u_x;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;u_y;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;u_y;482.3;-482.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;u_z;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.5200000000000000;E;u_z;482.5;-482.5;0.5;-0.4;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;φ_x;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;φ_x;482.3;-482.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;φ_y;482.4;-482.4;0.1;-0.2;0.0;0.2;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;φ_y;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
