Surface No.;Grid;Grid Point Coordinates [m];;;;Equivalent Stresses - Tresca [N/mm^2 ];;;;
;Point No.;X;Y;Z;;σ_eqv,Tresca,Max;σ_eqv,Tresca,+;σ_eqv,Tresca,-;σ_eqv,Tresca,m;Surface Comment
1;187;0.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;187;0.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;188;0.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;188;0.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;189;1.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;189;1.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;190;1.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;190;1.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;191;2.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;191;2.000;3.000;-3.600;min;0.001;0.000;0.000;0.000;
1;192;2.500;3.000;-3.600;max;0.001;0.000;0.001;0.000;
1;192;2.500;3.000;-3.600;min;0.000;0.000;0.000;0.000;
1;193;3.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;193;3.000;3.000;-3.600;min;0.001;0.000;0.000;0.000;
1;194;3.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;194;3.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;195;4.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;195;4.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;196;4.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;196;4.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;197;5.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;197;5.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;198;5.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;198;5.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;199;6.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;199;6.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;200;6.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;200;6.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;201;7.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;201;7.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;202;7.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;202;7.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;203;8.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;203;8.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;204;8.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;204;8.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;205;9.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;205;9.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;206;9.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;206;9.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;207;10.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;207;10.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;208;10.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;208;10.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;209;11.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;209;11.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;210;11.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;210;11.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;211;12.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;211;12.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;212;12.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;212;12.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;213;13.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;213;13.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;214;13.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;214;13.500;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;215;14.000;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;215;14.000;3.000;-3.600;min;0.001;0.001;0.001;0.000;
1;216;14.500;3.000;-3.600;max;0.001;0.001;0.001;0.000;
1;216;14.500;3.000;-3.600;min;0.000;0.000;0.000;0.000;
1;217;15.000;3.000;-3.600;max;0.000;0.000;0.000;0.000;
1;217;15.000;3.000;-3.600;min;0.000;0.000;0.000;0.000;
1;218;0.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;218;0.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;219;0.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;219;0.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;220;1.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;220;1.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;221;1.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;221;1.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;222;2.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;222;2.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;223;2.500;3.500;-3.600;max;0.000;0.000;0.000;0.000;
1;223;2.500;3.500;-3.600;min;0.000;0.000;0.000;0.000;
1;224;3.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;224;3.000;3.500;-3.600;min;0.001;0.000;0.000;0.000;
1;225;3.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;225;3.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;226;4.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;226;4.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;227;4.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;227;4.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;228;5.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;228;5.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;229;5.500;3.500;-3.600;max;0.002;0.002;0.002;0.000;
1;229;5.500;3.500;-3.600;min;0.002;0.001;0.001;0.000;
1;230;6.000;3.500;-3.600;max;0.003;0.003;0.003;0.000;
1;230;6.000;3.500;-3.600;min;0.002;0.002;0.002;0.000;
1;231;6.500;3.500;-3.600;max;0.002;0.002;0.002;0.000;
1;231;6.500;3.500;-3.600;min;0.002;0.001;0.001;0.000;
1;232;7.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;232;7.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;233;7.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;233;7.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;234;8.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;234;8.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;235;8.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;235;8.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;236;9.000;3.500;-3.600;max;0.002;0.002;0.002;0.000;
1;236;9.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;237;9.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;237;9.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;238;10.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;238;10.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;239;10.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;239;10.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;240;11.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;240;11.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;241;11.500;3.500;-3.600;max;0.002;0.002;0.002;0.000;
1;241;11.500;3.500;-3.600;min;0.002;0.001;0.001;0.000;
1;242;12.000;3.500;-3.600;max;0.003;0.003;0.003;0.000;
1;242;12.000;3.500;-3.600;min;0.002;0.002;0.002;0.000;
1;243;12.500;3.500;-3.600;max;0.002;0.002;0.002;0.000;
1;243;12.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;244;13.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;244;13.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;245;13.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;245;13.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;246;14.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;246;14.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;247;14.500;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;247;14.500;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;248;15.000;3.500;-3.600;max;0.001;0.001;0.001;0.000;
1;248;15.000;3.500;-3.600;min;0.001;0.001;0.001;0.000;
1;249;0.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;249;0.000;4.000;-3.600;min;0.001;0.000;0.000;0.000;
1;250;0.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;250;0.500;4.000;-3.600;min;0.001;0.000;0.000;0.000;
1;251;1.000;4.000;-3.600;max;0.000;0.000;0.000;0.000;
1;251;1.000;4.000;-3.600;min;0.000;0.000;0.000;0.000;
1;252;1.500;4.000;-3.600;max;0.000;0.000;0.000;0.000;
1;252;1.500;4.000;-3.600;min;0.000;0.000;0.000;0.000;
1;253;2.000;4.000;-3.600;max;0.000;0.000;0.000;0.000;
1;253;2.000;4.000;-3.600;min;0.000;0.000;0.000;0.000;
1;254;2.500;4.000;-3.600;max;0.000;0.000;0.000;0.000;
1;254;2.500;4.000;-3.600;min;0.000;0.000;0.000;0.000;
1;255;3.000;4.000;-3.600;max;0.002;0.001;0.002;0.000;
1;255;3.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;256;3.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;256;3.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;257;4.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;257;4.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;258;4.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;258;4.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;259;5.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;259;5.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;260;5.500;4.000;-3.600;max;0.003;0.003;0.003;0.000;
1;260;5.500;4.000;-3.600;min;0.003;0.002;0.002;0.000;
1;261;6.000;4.000;-3.600;max;0.006;0.005;0.006;0.001;
1;261;6.000;4.000;-3.600;min;0.005;0.004;0.004;0.001;
1;262;6.500;4.000;-3.600;max;0.003;0.003;0.003;0.000;
1;262;6.500;4.000;-3.600;min;0.003;0.002;0.002;0.000;
1;263;7.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;263;7.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;264;7.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;264;7.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;265;8.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;265;8.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;266;8.500;4.000;-3.600;max;0.002;0.002;0.002;0.000;
1;266;8.500;4.000;-3.600;min;0.002;0.001;0.001;0.000;
1;267;9.000;4.000;-3.600;max;0.003;0.003;0.003;0.000;
1;267;9.000;4.000;-3.600;min;0.003;0.002;0.002;0.000;
1;268;9.500;4.000;-3.600;max;0.002;0.001;0.002;0.000;
1;268;9.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;269;10.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;269;10.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;270;10.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;270;10.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;271;11.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;271;11.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;272;11.500;4.000;-3.600;max;0.003;0.003;0.003;0.000;
1;272;11.500;4.000;-3.600;min;0.003;0.002;0.002;0.000;
1;273;12.000;4.000;-3.600;max;0.006;0.005;0.006;0.001;
1;273;12.000;4.000;-3.600;min;0.005;0.004;0.004;0.001;
1;274;12.500;4.000;-3.600;max;0.003;0.002;0.003;0.000;
1;274;12.500;4.000;-3.600;min;0.002;0.002;0.002;0.000;
1;275;13.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;275;13.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;276;13.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;276;13.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;277;14.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;277;14.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;278;14.500;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;278;14.500;4.000;-3.600;min;0.001;0.001;0.001;0.000;
1;279;15.000;4.000;-3.600;max;0.001;0.001;0.001;0.000;
1;279;15.000;4.000;-3.600;min;0.001;0.001;0.001;0.000;
Extremes;261;6.000;4.000;-3.600;σ_eqv,Tresca,Max;0.006;0.005;0.006;0.001;
1;186;15.000;2.500;-3.600;σ_eqv,Tresca,Max;0.000;0.000;0.000;0.000;
1;261;6.000;4.000;-3.600;σ_eqv,Tresca,+;0.006;0.005;0.006;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,+;0.001;0.000;0.000;0.001;
1;261;6.000;4.000;-3.600;σ_eqv,Tresca,-;0.006;0.005;0.006;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,-;0.001;0.000;0.000;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,m;0.002;0.001;0.002;0.001;
1;188;0.500;3.000;-3.600;σ_eqv,Tresca,m;0.001;0.001;0.001;0.000;
Total;;;;;;0.006;0.005;0.006;0.001;
1;;;;;;0.000;0.000;0.000;0.000;
;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;
1;261;6.000;4.000;-3.600;σ_eqv,Tresca,Max;0.006;0.005;0.006;0.001;
1;186;15.000;2.500;-3.600;σ_eqv,Tresca,Max;0.000;0.000;0.000;0.000;
1;261;6.000;4.000;-3.600;σ_eqv,Tresca,+;0.006;0.005;0.006;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,+;0.001;0.000;0.000;0.001;
1;261;6.000;4.000;-3.600;σ_eqv,Tresca,-;0.006;0.005;0.006;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,-;0.001;0.000;0.000;0.001;
1;1;0.000;0.000;-3.600;σ_eqv,Tresca,m;0.002;0.001;0.002;0.001;
1;188;0.500;3.000;-3.600;σ_eqv,Tresca,m;0.001;0.001;0.001;0.000;
;;;;;;;;;;
Total;;;;;;0.006;0.005;0.006;0.001;
max/min;;;;;;0.000;0.000;0.000;0.000;
