Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
1;49;8.500;0.500;-3.600;;16.735;7.593;-4.841;0.000;-4.764;-14.724;0.000;-1.004;-12.168;
1;50;9.000;0.500;-3.600;;5.774;6.232;-1.802;-1.456;-2.966;-5.783;0.000;-2.514;-10.950;
1;51;9.500;0.500;-3.600;;19.115;8.168;-5.582;0.000;-4.900;-16.802;0.000;-0.073;-10.454;
1;52;10.000;0.500;-3.600;;21.673;6.274;-2.793;0.000;-4.782;-20.373;0.000;-0.093;-10.383;
1;53;10.500;0.500;-3.600;;20.571;5.307;-1.170;0.000;-4.705;-20.003;0.000;-0.205;-11.075;
1;54;11.000;0.500;-3.600;;18.008;6.823;-4.653;0.000;-4.151;-16.027;0.000;-0.278;-12.429;
1;55;11.500;0.500;-3.600;;8.032;6.655;-4.384;0.000;-3.640;-6.662;0.000;-0.516;-11.533;
1;56;12.000;0.500;-3.600;;5.298;6.842;-7.336;5.689;-2.565;-7.928;0.000;-0.419;-9.305;
1;57;12.500;0.500;-3.600;;17.707;8.222;-5.608;0.000;-4.890;-15.430;0.000;3.282;-7.887;
1;58;13.000;0.500;-3.600;;15.880;5.260;-1.268;0.000;-4.599;-15.272;0.000;2.918;-7.218;
1;59;13.500;0.500;-3.600;;13.675;5.907;-3.278;0.000;-4.045;-12.259;0.000;1.723;-7.958;
1;60;14.000;0.500;-3.600;;7.084;7.305;-5.743;-2.352;0.000;-6.293;0.000;2.085;-10.539;
1;61;14.500;0.500;-3.600;;0.000;3.092;-8.414;8.929;0.000;-3.607;0.560;3.713;-11.780;
1;62;15.000;0.500;-3.600;;0.000;-0.307;-26.196;30.769;7.850;-12.117;5.306;3.394;-9.785;
1;63;0.000;1.000;-3.600;;0.000;7.283;-11.912;12.947;0.000;-8.318;2.506;1.323;-0.899;
1;64;0.500;1.000;-3.600;;0.000;7.444;-6.474;6.467;0.000;-7.437;2.947;0.000;-4.811;
1;65;1.000;1.000;-3.600;;0.879;6.904;-1.305;-0.158;0.000;-6.320;2.482;3.532;-5.305;
1;66;1.500;1.000;-3.600;;13.060;1.616;-1.272;0.000;-0.947;-12.456;0.000;0.888;-9.617;
1;67;2.000;1.000;-3.600;;18.701;14.324;-12.722;0.000;-4.684;-15.619;0.000;-0.254;-14.078;
1;68;2.500;1.000;-3.600;;11.058;10.766;-1.111;0.000;-10.182;-10.532;0.000;2.835;-9.962;
1;69;3.000;1.000;-3.600;;5.999;10.705;-2.344;-4.569;0.000;-9.791;0.000;-1.754;-6.996;
1;70;3.500;1.000;-3.600;;7.605;10.226;-2.274;-6.325;0.000;-9.231;0.000;-2.626;-8.548;
1;71;4.000;1.000;-3.600;;15.150;11.423;-4.693;0.000;-8.646;-13.233;0.000;-1.139;-9.588;
1;72;4.500;1.000;-3.600;;18.755;10.426;-2.453;0.000;-9.113;-17.614;0.000;-0.620;-10.335;
1;73;5.000;1.000;-3.600;;19.266;9.937;-0.829;0.000;-9.514;-18.861;0.000;-0.356;-10.618;
1;74;5.500;1.000;-3.600;;18.415;11.503;-2.543;0.000;-10.137;-17.238;0.000;-0.501;-10.732;
1;75;6.000;1.000;-3.600;;12.601;11.334;-1.512;0.000;-10.473;-11.950;0.000;-2.233;-10.721;
1;76;6.500;1.000;-3.600;;15.329;11.167;-2.440;0.000;-9.842;-14.215;0.000;-2.215;-11.213;
1;77;7.000;1.000;-3.600;;19.981;11.255;-3.272;0.000;-9.473;-18.491;0.000;-1.284;-11.729;
1;78;7.500;1.000;-3.600;;20.890;9.888;-0.727;0.000;-9.518;-20.533;0.000;-1.088;-12.039;
1;79;8.000;1.000;-3.600;;20.349;10.729;-2.084;0.000;-9.630;-19.363;0.000;-1.229;-11.765;
1;80;8.500;1.000;-3.600;;16.772;11.208;-2.116;0.000;-10.079;-15.785;0.000;-2.050;-11.296;
1;81;9.000;1.000;-3.600;;12.987;11.362;-1.378;0.000;-10.618;-12.353;0.000;-2.219;-10.835;
1;82;9.500;1.000;-3.600;;17.962;11.679;-2.973;0.000;-10.058;-16.609;0.000;-0.691;-10.830;
1;83;10.000;1.000;-3.600;;19.969;10.656;-2.122;0.000;-9.535;-18.967;0.000;-0.477;-10.718;
1;84;10.500;1.000;-3.600;;19.092;9.779;-0.902;0.000;-9.317;-18.652;0.000;-0.728;-10.430;
1;85;11.000;1.000;-3.600;;16.610;10.881;-3.228;0.000;-9.093;-15.170;0.000;-1.289;-9.624;
1;86;11.500;1.000;-3.600;;10.295;10.193;-1.577;0.000;-9.340;-9.572;0.000;-2.819;-8.509;
1;87;12.000;1.000;-3.600;;8.515;10.750;-1.978;-7.320;0.000;-9.966;0.000;-1.955;-7.271;
1;88;12.500;1.000;-3.600;;14.569;11.342;-3.235;0.000;-9.523;-13.154;0.000;1.273;-7.284;
1;89;13.000;1.000;-3.600;;13.985;9.393;-0.918;0.000;-8.918;-13.541;0.000;1.506;-7.255;
1;90;13.500;1.000;-3.600;;11.840;9.889;-2.433;0.000;-8.534;-10.763;0.000;1.864;-7.223;
1;91;14.000;1.000;-3.600;;6.571;10.426;-4.166;-3.968;0.000;-8.863;0.824;1.973;-7.372;
1;92;14.500;1.000;-3.600;;0.000;7.995;-3.046;2.951;0.000;-7.901;1.945;0.213;-5.942;
1;93;15.000;1.000;-3.600;;0.000;7.546;-9.431;9.772;0.000;-7.887;2.007;1.977;-1.030;
1;94;0.000;1.500;-3.600;;0.000;10.759;-6.440;6.217;0.000;-10.536;2.350;2.777;-2.725;
1;95;0.500;1.500;-3.600;;0.000;12.331;-3.037;2.996;0.000;-12.289;2.558;0.166;-3.938;
1;96;1.000;1.500;-3.600;;0.558;15.299;-1.119;0.023;0.000;-14.760;1.821;0.000;-3.771;
1;98;2.000;1.500;-3.600;;0.000;20.805;-0.953;0.679;0.000;-20.531;2.925;3.943;-2.078;
1;99;2.500;1.500;-3.600;;8.155;14.481;-0.354;-7.976;0.000;-14.307;0.000;0.658;-3.099;
1;100;3.000;1.500;-3.600;;7.604;13.163;-1.132;-7.001;0.000;-12.634;0.000;-1.518;-6.198;
1;101;3.500;1.500;-3.600;;9.750;13.389;-1.131;-9.159;0.000;-12.848;0.000;-2.638;-6.961;
1;102;4.000;1.500;-3.600;;14.432;13.929;-2.270;0.000;-12.697;-13.394;0.000;-2.217;-8.220;
1;103;4.500;1.500;-3.600;;17.524;13.373;-1.496;0.000;-12.592;-16.810;0.000;-1.406;-9.302;
1;104;5.000;1.500;-3.600;;18.089;12.832;-0.022;0.000;-12.821;-18.078;0.000;-0.953;-10.101;
1;105;5.500;1.500;-3.600;;17.594;13.485;-0.515;0.000;-13.223;-17.341;0.000;-1.179;-10.505;
1;106;6.000;1.500;-3.600;;15.090;13.577;-0.736;0.000;-13.197;-14.733;0.000;-2.078;-10.659;
1;107;6.500;1.500;-3.600;;16.467;13.897;-0.905;0.000;-13.432;-16.027;0.000;-2.144;-10.940;
1;108;7.000;1.500;-3.600;;19.186;14.027;-1.528;0.000;-13.232;-18.453;0.000;-1.819;-11.271;
1;109;7.500;1.500;-3.600;;20.048;13.363;-0.557;0.000;-13.081;-19.773;0.000;-1.581;-11.426;
1;110;8.000;1.500;-3.600;;19.396;13.556;-0.606;0.000;-13.248;-19.098;0.000;-1.746;-11.342;
1;111;8.500;1.500;-3.600;;17.245;13.688;-0.378;0.000;-13.497;-17.058;0.000;-2.048;-11.068;
1;112;9.000;1.500;-3.600;;15.550;13.695;-0.746;0.000;-13.309;-15.190;0.000;-2.064;-10.815;
1;113;9.500;1.500;-3.600;;17.798;13.912;-1.093;0.000;-13.348;-17.269;0.000;-1.238;-10.705;
1;114;10.000;1.500;-3.600;;18.902;13.500;-0.965;0.000;-13.004;-18.432;0.000;-0.993;-10.374;
1;115;10.500;1.500;-3.600;;18.041;12.980;-0.332;0.000;-12.812;-17.877;0.000;-1.377;-9.694;
1;116;11.000;1.500;-3.600;;15.959;13.522;-1.285;0.000;-12.853;-15.344;0.000;-2.151;-8.778;
1;117;11.500;1.500;-3.600;;12.024;13.131;-0.348;-11.848;0.000;-12.959;0.000;-2.602;-7.798;
1;118;12.000;1.500;-3.600;;11.044;13.061;-1.289;-10.349;0.000;-12.468;0.000;-1.866;-7.088;
1;119;12.500;1.500;-3.600;;13.371;13.199;-1.347;0.000;-12.490;-12.733;0.000;-0.299;-6.566;
1;120;13.000;1.500;-3.600;;12.703;12.374;-0.519;0.000;-12.109;-12.449;0.000;0.118;-5.764;
1;121;13.500;1.500;-3.600;;10.585;12.306;-1.101;-10.009;0.000;-11.782;0.000;-0.239;-4.594;
1;122;14.000;1.500;-3.600;;6.196;12.749;-1.831;-5.210;0.000;-11.904;-0.155;0.000;-3.661;
1;123;14.500;1.500;-3.600;;0.279;11.794;-0.281;-0.137;0.000;-11.655;0.518;0.000;-2.243;
1;124;15.000;1.500;-3.600;;0.000;10.922;-3.932;3.517;0.000;-10.507;1.191;2.331;-0.248;
1;125;0.000;2.000;-3.600;;0.000;11.447;-3.934;3.864;0.000;-11.378;0.964;2.458;-1.496;
1;126;0.500;2.000;-3.600;;0.000;14.120;-2.550;1.887;0.000;-13.458;0.000;-0.432;-2.352;
1;127;1.000;2.000;-3.600;;6.237;17.104;-8.769;-0.341;0.000;-14.231;0.000;-4.297;-5.836;
1;128;1.500;2.000;-3.600;;16.872;2.181;-4.253;0.000;0.253;-15.052;0.000;-0.194;-6.448;
1;129;2.000;2.000;-3.600;;17.161;18.702;-13.934;-6.058;0.000;-15.871;0.000;2.451;-4.987;
1;130;2.500;2.000;-3.600;;11.132;15.547;-3.557;-9.123;0.000;-13.998;0.000;0.037;-4.673;
1;131;3.000;2.000;-3.600;;8.091;13.601;-0.289;-7.945;0.000;-13.458;0.000;-1.561;-5.076;
1;132;3.500;2.000;-3.600;;10.276;14.190;-0.409;-10.069;0.000;-13.988;0.000;-2.599;-6.585;
1;133;4.000;2.000;-3.600;;13.897;14.281;-0.538;-13.623;0.000;-14.017;0.000;-2.462;-7.790;
1;134;4.500;2.000;-3.600;;16.830;14.136;-0.512;0.000;-13.876;-16.578;0.000;-1.749;-8.952;
1;135;5.000;2.000;-3.600;;18.117;14.217;-0.517;0.000;-13.955;-17.862;0.000;-1.245;-9.857;
1;136;5.500;2.000;-3.600;;17.652;14.461;-0.487;0.000;-14.215;-17.412;0.000;-1.402;-10.390;
1;137;6.000;2.000;-3.600;;15.567;14.221;-0.336;0.000;-14.051;-15.401;0.000;-2.043;-10.651;
1;138;6.500;2.000;-3.600;;16.761;14.742;-0.361;0.000;-14.560;-16.582;0.000;-2.096;-10.885;
1;139;7.000;2.000;-3.600;;18.718;14.696;-0.394;0.000;-14.497;-18.523;0.000;-1.927;-11.149;
1;140;7.500;2.000;-3.600;;19.774;14.553;-0.389;0.000;-14.356;-19.581;0.000;-1.788;-11.286;
1;141;8.000;2.000;-3.600;;19.254;14.636;-0.353;0.000;-14.458;-19.079;0.000;-1.873;-11.228;
1;142;8.500;2.000;-3.600;;17.603;14.718;-0.304;0.000;-14.564;-17.453;0.000;-2.037;-11.029;
1;143;9.000;2.000;-3.600;;15.960;14.271;-0.211;0.000;-14.165;-15.855;0.000;-2.031;-10.838;
1;144;9.500;2.000;-3.600;;17.639;14.523;-0.256;0.000;-14.394;-17.512;0.000;-1.407;-10.657;
1;145;10.000;2.000;-3.600;;18.452;14.306;-0.257;0.000;-14.177;-18.325;0.000;-1.216;-10.239;
1;146;10.500;2.000;-3.600;;17.798;14.185;-0.244;0.000;-14.062;-17.677;0.000;-1.643;-9.503;
1;147;11.000;2.000;-3.600;;15.587;14.226;-0.222;0.000;-14.114;-15.477;0.000;-2.296;-8.574;
1;148;11.500;2.000;-3.600;;12.637;14.157;-0.192;-12.541;0.000;-14.062;0.000;-2.471;-7.687;
1;149;12.000;2.000;-3.600;;10.946;13.622;-0.212;-10.840;0.000;-13.517;0.000;-1.863;-7.038;
1;150;12.500;2.000;-3.600;;12.652;13.681;-0.191;-12.556;0.000;-13.586;0.000;-0.784;-6.299;
1;151;13.000;2.000;-3.600;;12.379;13.060;-0.096;-12.330;0.000;-13.012;0.000;-0.593;-5.096;
1;152;13.500;2.000;-3.600;;9.876;13.031;-0.143;-9.804;0.000;-12.960;0.000;-1.287;-3.441;
1;153;14.000;2.000;-3.600;;5.635;13.123;-0.113;-5.578;0.000;-13.066;-1.716;0.000;-1.803;
1;154;14.500;2.000;-3.600;;1.136;12.817;-0.084;-1.094;0.000;-12.775;-0.409;0.000;-0.746;
1;155;15.000;2.000;-3.600;;0.000;11.382;-2.205;2.205;0.000;-11.382;0.780;2.415;-0.061;
1;156;0.000;2.500;-3.600;;0.000;10.789;-5.623;5.135;0.000;-10.301;0.754;2.025;-0.030;
1;157;0.500;2.500;-3.600;;0.000;11.750;-2.764;2.356;0.000;-11.341;-0.582;0.000;-2.222;
1;158;1.000;2.500;-3.600;;3.792;10.351;-1.278;-3.110;0.000;-9.754;-2.416;0.000;-3.479;
1;159;1.500;2.500;-3.600;;10.211;7.277;-0.083;0.000;-7.235;-10.170;0.000;-0.376;-4.632;
1;160;2.000;2.500;-3.600;;13.311;10.797;-2.807;0.000;-9.228;-12.073;0.000;0.963;-6.036;
1;161;2.500;2.500;-3.600;;11.825;12.383;-1.467;-11.046;0.000;-11.696;0.000;0.886;-6.765;
1;162;3.000;2.500;-3.600;;8.686;12.863;-1.291;-7.985;0.000;-12.272;0.000;-1.579;-6.428;
1;163;3.500;2.500;-3.600;;9.581;12.997;-0.288;-9.436;0.000;-12.855;0.000;-2.588;-7.196;
1;164;4.000;2.500;-3.600;;14.008;13.460;-1.225;0.000;-12.819;-13.423;0.000;-2.213;-8.279;
1;165;4.500;2.500;-3.600;;16.963;12.861;-0.375;0.000;-12.671;-16.778;0.000;-1.432;-9.306;
1;166;5.000;2.500;-3.600;;18.538;13.375;-1.037;0.000;-12.841;-18.034;0.000;-0.996;-10.099;
1;167;5.500;2.500;-3.600;;17.996;13.991;-1.484;0.000;-13.217;-17.286;0.000;-1.219;-10.519;
1;168;6.000;2.500;-3.600;;15.265;13.747;-1.078;0.000;-13.176;-14.758;0.000;-2.093;-10.693;
1;169;6.500;2.500;-3.600;;16.120;13.565;-0.173;0.000;-13.478;-16.034;0.000;-2.132;-10.993;
1;170;7.000;2.500;-3.600;;18.796;13.657;-0.740;0.000;-13.280;-18.433;0.000;-1.808;-11.332;
1;171;7.500;2.500;-3.600;;19.867;13.219;-0.242;0.000;-13.097;-19.747;0.000;-1.582;-11.494;
1;172;8.000;2.500;-3.600;;19.701;13.926;-1.324;0.000;-13.241;-19.062;0.000;-1.764;-11.413;
1;173;8.500;2.500;-3.600;;17.488;14.000;-0.992;0.000;-13.490;-17.007;0.000;-2.081;-11.142;
1;174;9.000;2.500;-3.600;;15.489;13.711;-0.707;0.000;-13.350;-15.144;0.000;-2.089;-10.894;
1;175;9.500;2.500;-3.600;;17.553;13.684;-0.587;0.000;-13.385;-17.264;0.000;-1.229;-10.801;
1;176;10.000;2.500;-3.600;;18.648;13.252;-0.447;0.000;-13.026;-18.427;0.000;-0.973;-10.479;
1;177;10.500;2.500;-3.600;;18.282;13.242;-0.843;0.000;-12.810;-17.870;0.000;-1.366;-9.796;
1;178;11.000;2.500;-3.600;;16.140;13.756;-1.731;0.000;-12.842;-15.323;0.000;-2.157;-8.872;
1;179;11.500;2.500;-3.600;;12.188;13.351;-0.773;-11.790;0.000;-12.976;0.000;-2.629;-7.876;
1;180;12.000;2.500;-3.600;;10.867;12.943;-0.998;-10.334;0.000;-12.478;0.000;-1.889;-7.161;
1;181;12.500;2.500;-3.600;;13.224;13.083;-1.065;0.000;-12.529;-12.714;0.000;-0.301;-6.635;
1;182;13.000;2.500;-3.600;;12.511;12.262;-0.205;0.000;-12.158;-12.409;0.000;0.113;-5.818;
1;183;13.500;2.500;-3.600;;10.722;12.440;-1.376;-9.993;0.000;-11.793;0.000;-0.270;-4.614;
1;184;14.000;2.500;-3.600;;6.283;12.876;-2.061;-5.162;0.000;-11.936;-0.249;0.000;-3.610;
1;185;14.500;2.500;-3.600;;0.330;11.905;-0.457;-0.097;0.000;-11.681;0.405;0.000;-2.151;
1;186;15.000;2.500;-3.600;;0.000;10.892;-3.895;3.518;0.000;-10.514;1.154;2.297;-0.119;
1;187;0.000;3.000;-3.600;;0.000;7.671;-11.594;12.743;0.000;-8.820;2.117;2.077;-1.457;
1;188;0.500;3.000;-3.600;;0.000;7.214;-5.143;5.140;0.000;-7.210;1.559;0.000;-5.608;
1;189;1.000;3.000;-3.600;;3.834;8.768;-2.988;-2.033;0.000;-7.580;0.068;0.839;-6.056;
1;190;1.500;3.000;-3.600;;10.102;8.319;-2.124;0.000;-7.133;-9.165;0.000;0.518;-6.123;
1;191;2.000;3.000;-3.600;;12.837;7.785;-0.411;0.000;-7.576;-12.635;0.000;1.467;-6.888;
1;192;2.500;3.000;-3.600;;13.863;10.149;-2.551;0.000;-8.744;-12.717;0.000;1.858;-7.394;
1;193;3.000;3.000;-3.600;;7.527;10.624;-2.708;-5.833;0.000;-9.611;0.000;-1.771;-7.267;
1;194;3.500;3.000;-3.600;;7.584;9.772;-1.290;-6.894;0.000;-9.173;0.000;-2.656;-8.478;
1;195;4.000;3.000;-3.600;;14.843;10.935;-3.633;0.000;-8.865;-13.279;0.000;-1.205;-9.526;
1;196;4.500;3.000;-3.600;;18.198;9.879;-1.276;0.000;-9.218;-17.584;0.000;-0.687;-10.293;
1;197;5.000;3.000;-3.600;;19.722;10.535;-1.957;0.000;-9.506;-18.794;0.000;-0.427;-10.603;
1;198;5.500;3.000;-3.600;;18.704;12.022;-3.535;0.000;-10.071;-17.121;0.000;-0.601;-10.754;
1;199;6.000;3.000;-3.600;;12.807;11.649;-2.045;0.000;-10.480;-11.930;0.000;-2.262;-10.795;
1;200;6.500;3.000;-3.600;;15.041;10.937;-1.788;0.000;-9.987;-14.204;0.000;-2.176;-11.315;
1;201;7.000;3.000;-3.600;;19.597;10.883;-2.456;0.000;-9.573;-18.451;0.000;-1.276;-11.847;
1;202;7.500;3.000;-3.600;;20.542;9.597;-0.110;0.000;-9.542;-20.487;0.000;-1.089;-12.175;
1;203;8.000;3.000;-3.600;;20.624;11.126;-2.856;0.000;-9.592;-19.302;0.000;-1.245;-11.915;
1;204;8.500;3.000;-3.600;;16.934;11.514;-2.740;0.000;-10.024;-15.684;0.000;-2.124;-11.449;
1;205;9.000;3.000;-3.600;;12.915;11.406;-1.373;0.000;-10.674;-12.273;0.000;-2.274;-10.999;
1;206;9.500;3.000;-3.600;;17.759;11.491;-2.494;0.000;-10.149;-16.606;0.000;-0.653;-11.027;
1;207;10.000;3.000;-3.600;;19.718;10.411;-1.588;0.000;-9.584;-18.957;0.000;-0.446;-10.925;
1;208;10.500;3.000;-3.600;;19.333;10.062;-1.446;0.000;-9.311;-18.638;0.000;-0.706;-10.635;
1;209;11.000;3.000;-3.600;;16.783;11.141;-3.734;0.000;-9.040;-15.150;0.000;-1.287;-9.815;
1;210;11.500;3.000;-3.600;;10.359;10.464;-2.024;-9.239;0.000;-9.561;0.000;-2.881;-8.669;
1;211;12.000;3.000;-3.600;;8.432;10.667;-1.833;-7.336;0.000;-9.930;0.000;-2.007;-7.419;
1;212;12.500;3.000;-3.600;;14.444;11.241;-2.956;0.000;-9.595;-13.135;0.000;1.283;-7.426;
1;213;13.000;3.000;-3.600;;13.822;9.251;-0.592;0.000;-8.949;-13.532;0.000;1.497;-7.374;
1;214;13.500;3.000;-3.600;;11.939;10.049;-2.704;0.000;-8.524;-10.759;0.000;1.829;-7.299;
1;215;14.000;3.000;-3.600;;6.628;10.577;-4.416;-3.837;0.000;-8.952;0.788;1.953;-7.401;
1;216;14.500;3.000;-3.600;;0.000;8.071;-3.176;3.057;0.000;-7.952;1.928;0.124;-5.902;
1;217;15.000;3.000;-3.600;;0.000;7.536;-9.446;9.776;0.000;-7.865;2.009;1.959;-0.894;
1;218;0.000;3.500;-3.600;;0.000;-0.379;-29.787;35.251;9.869;-14.954;5.278;3.316;-9.535;
1;219;0.500;3.500;-3.600;;0.000;2.390;-11.048;11.414;0.000;-2.756;0.722;3.352;-11.104;
1;220;1.000;3.500;-3.600;;4.483;6.527;-5.146;-0.236;0.000;-5.628;0.000;1.452;-9.492;
1;221;1.500;3.500;-3.600;;12.012;5.617;-3.515;0.000;-3.558;-10.556;0.000;1.025;-7.031;
1;222;2.000;3.500;-3.600;;14.933;4.726;-1.056;0.000;-4.179;-14.424;0.000;2.308;-6.472;
1;223;2.500;3.500;-3.600;;18.231;8.144;-5.698;0.000;-4.767;-15.910;0.000;3.186;-7.775;
1;224;3.000;3.500;-3.600;;6.709;7.379;-10.657;8.390;-1.555;-10.266;0.000;-0.410;-9.637;
1;225;3.500;3.500;-3.600;;4.301;6.192;-3.885;-1.470;0.000;-5.137;0.000;-0.359;-11.867;
1;226;4.000;3.500;-3.600;;16.167;7.081;-5.308;0.000;-3.906;-14.034;0.000;-0.192;-12.609;
1;227;4.500;3.500;-3.600;;19.784;5.531;-1.712;0.000;-4.637;-18.967;0.000;-0.156;-11.089;
1;228;5.000;3.500;-3.600;;21.569;6.157;-2.490;0.000;-4.836;-20.400;0.000;-0.021;-10.299;
1;229;5.500;3.500;-3.600;;20.873;8.629;-6.086;0.000;-5.067;-18.349;0.000;0.045;-10.429;
1;230;6.000;3.500;-3.600;;6.583;7.639;-4.585;1.051;-3.314;-7.373;0.000;-2.527;-11.046;
1;231;6.500;3.500;-3.600;;13.836;7.240;-4.450;0.000;-4.588;-12.038;0.000;-1.047;-12.410;
1;232;7.000;3.500;-3.600;;21.048;6.559;-3.542;0.000;-4.625;-19.440;0.000;-0.617;-13.236;
