Mode No.;Member;Node;Location;Normalized Displacements [--];;;Normalized Rotations [--];;;
;No.;No.;x [m];u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Member Comment
4;28;6;0.000;-0.29585;0.05043;0.02041;0.01228;0.10488;0.05014;steel beam
4;28;24;4.000;-0.57096;0.05079;0.01567;0.01572;0.19976;0.10204;steel beam
4;29;8;0.000;-0.00884;-0.00203;0.00680;-0.00108;0.00409;-0.00002;concrete beam
4;29;26;4.000;-0.00872;-0.00203;0.00221;-0.00116;0.00291;-0.00008;concrete beam
4;30;9;0.000;-0.20729;-0.00798;0.00680;-0.00150;0.07209;-0.29389;steel beam
4;30;27;4.000;0.99997;-0.00798;0.00221;-0.00147;-0.37880;-0.29390;steel beam
4;31;11;0.000;-0.00887;-0.00212;-0.00445;-0.00094;0.00373;-0.00004;concrete beam
4;31;29;4.000;-0.00865;-0.00212;-0.00825;-0.00094;0.00264;-0.00010;concrete beam
4;32;12;0.000;-0.19543;-0.00718;-0.00445;-0.00126;0.06783;-0.27727;steel beam
4;32;30;4.000;0.94354;-0.00718;-0.00825;-0.00126;-0.35753;-0.27727;steel beam
4;33;14;0.000;-0.00891;-0.00228;-0.01551;-0.00082;0.00398;-0.00006;concrete beam
4;33;32;4.000;-0.00862;-0.00228;-0.01858;-0.00075;0.00283;-0.00012;concrete beam
4;34;15;0.000;-0.20470;-0.00656;-0.01551;-0.00104;0.07115;-0.28832;steel beam
4;34;33;4.000;0.97965;-0.00656;-0.01859;-0.00107;-0.37112;-0.28832;steel beam
4;35;17;0.000;-0.00899;-0.00249;-0.02858;-0.00069;0.00517;-0.00015;concrete beam
4;35;35;4.000;-0.00868;-0.00248;-0.03115;-0.00071;0.00474;-0.00002;concrete beam
4;36;18;0.000;-0.38390;-0.01872;-0.02875;-0.00425;0.02605;0.00294;steel beam
4;36;36;4.000;-0.20440;-0.01872;-0.03130;-0.00432;0.01469;0.00352;steel beam
4;37;3;0.000;-0.38411;-0.08601;0.03869;-0.01794;0.02380;0.00473;timber beam
4;37;18;15.000;-0.38390;-0.01872;-0.02875;-0.00425;0.02605;0.00294;timber beam
4;38;21;0.000;-0.20436;-0.08573;0.03118;-0.02027;0.01454;0.00348;timber beam
4;38;36;15.000;-0.20440;-0.01872;-0.03130;-0.00432;0.01469;0.00352;timber beam
4;39;3;0.000;-0.38411;-0.08601;0.03869;-0.01794;0.02380;0.00473;Aluminium beam
4;39;24;5.000;-0.57096;0.05079;0.01567;0.01572;0.19976;0.10204;Aluminium beam
;;;;;;;;;;
5;1;1;0.000;0.00000;0.00000;0.00095;0.00000;0.00000;0.00000;concrete column
5;1;2;3.600;0.00119;-0.00325;0.00095;-0.00157;0.00081;0.00009;concrete column
5;2;2;0.000;0.00119;-0.00325;0.00095;-0.00157;0.00081;0.00009;steel column
5;2;3;4.000;-0.18060;-0.06482;0.00115;-0.01351;0.00938;0.00322;steel column
5;3;4;0.000;0.00000;0.00000;-0.00121;0.00000;0.00000;0.00000;concrete column
5;3;5;3.600;0.00126;-0.00272;-0.00121;-0.00086;0.00012;0.00016;concrete column
5;4;5;0.000;0.00126;-0.00272;-0.00121;-0.00086;0.00012;0.00016;steel column
5;4;6;4.000;-0.00534;0.02798;-0.00128;0.00721;0.00244;0.07062;steel column
5;5;7;0.000;0.00000;0.00000;-0.00057;0.00000;0.00000;0.00000;concrete column
5;5;8;3.600;0.00130;-0.00221;-0.00057;-0.00080;-0.00124;0.00020;concrete column
5;6;8;0.000;0.00130;-0.00221;-0.00057;-0.00080;-0.00124;0.00020;steel column
5;6;9;4.000;0.72263;-0.00681;-0.00056;-0.00115;-0.26924;0.19676;steel column
5;7;10;0.000;0.00000;0.00000;0.00225;0.00000;0.00000;0.00000;concrete column
5;7;11;3.600;0.00132;-0.00171;0.00226;-0.00083;-0.00183;0.00021;concrete column
5;8;11;0.000;0.00132;-0.00171;0.00226;-0.00083;-0.00183;0.00021;steel column
5;8;12;4.000;0.99998;-0.00625;0.00226;-0.00113;-0.37270;0.27218;steel column
5;9;13;0.000;0.00000;0.00000;0.00559;0.00000;0.00000;0.00000;concrete column
5;9;14;3.600;0.00130;-0.00123;0.00559;-0.00093;-0.00164;0.00020;concrete column
5;10;14;0.000;0.00130;-0.00123;0.00559;-0.00093;-0.00164;0.00020;steel column
5;10;15;4.000;0.91146;-0.00610;0.00560;-0.00121;-0.33969;0.24759;steel column
5;11;16;0.000;0.00000;0.00000;0.00729;0.00000;0.00000;0.00000;concrete column
5;11;17;3.600;0.00121;-0.00078;0.00729;-0.00090;0.00008;0.00008;concrete column
5;12;17;0.000;0.00121;-0.00078;0.00729;-0.00090;0.00008;0.00008;steel column
5;12;18;4.000;-0.18047;-0.01624;0.00725;-0.00401;0.01070;0.00228;steel column
5;13;19;0.000;0.00000;0.00000;-0.00495;0.00000;0.00000;0.00000;concrete column
5;13;20;3.600;0.00055;-0.00326;-0.00495;-0.00152;0.00024;0.00020;concrete column
5;14;20;0.000;0.00055;-0.00326;-0.00495;-0.00152;0.00024;0.00020;steel column
5;14;21;4.000;-0.06019;-0.06464;-0.00502;-0.01485;0.00305;0.00256;steel column
5;15;22;0.000;0.00000;0.00000;-0.00492;0.00000;0.00000;0.00000;concrete column
5;15;23;3.600;0.00056;-0.00272;-0.00492;-0.00093;0.00018;0.00019;concrete column
5;16;23;0.000;0.00056;-0.00272;-0.00492;-0.00093;0.00018;0.00019;steel column
5;16;24;4.000;-0.30729;0.02819;-0.00489;0.00906;0.11084;0.07954;steel column
5;17;25;0.000;0.00000;0.00000;-0.00382;0.00000;0.00000;0.00000;concrete column
5;17;26;3.600;0.00060;-0.00221;-0.00382;-0.00085;-0.00054;0.00017;concrete column
5;18;26;0.000;0.00060;-0.00221;-0.00382;-0.00085;-0.00054;0.00017;steel column
5;18;27;4.000;-0.08561;-0.00681;-0.00383;-0.00113;0.03243;0.19676;steel column
5;19;28;0.000;0.00000;0.00000;-0.00111;0.00000;0.00000;0.00000;concrete column
5;19;29;3.600;0.00062;-0.00171;-0.00111;-0.00084;-0.00079;0.00016;concrete column
5;20;29;0.000;0.00062;-0.00171;-0.00111;-0.00084;-0.00079;0.00016;steel column
5;20;30;4.000;-0.11807;-0.00626;-0.00111;-0.00113;0.04468;0.27218;steel column
5;21;31;0.000;0.00000;0.00000;0.00180;0.00000;0.00000;0.00000;concrete column
5;21;32;3.600;0.00064;-0.00123;0.00180;-0.00089;-0.00065;0.00016;concrete column
5;22;32;0.000;0.00064;-0.00123;0.00180;-0.00089;-0.00065;0.00016;steel column
5;22;33;4.000;-0.10557;-0.00610;0.00180;-0.00123;0.03995;0.24759;steel column
5;23;34;0.000;0.00000;0.00000;0.00353;0.00000;0.00000;0.00000;concrete column
5;23;35;3.600;0.00064;-0.00077;0.00353;-0.00091;-0.00023;0.00016;concrete column
5;24;35;0.000;0.00064;-0.00077;0.00353;-0.00091;-0.00023;0.00016;steel column
5;24;36;4.000;-0.06020;-0.01624;0.00349;-0.00405;0.00314;0.00258;steel column
5;25;2;0.000;0.00119;-0.00325;0.00095;-0.00157;0.00081;0.00009;concrete beam
5;25;20;4.000;0.00055;-0.00326;-0.00495;-0.00152;0.00024;0.00020;concrete beam
5;26;3;0.000;-0.18060;-0.06482;0.00115;-0.01351;0.00938;0.00322;steel beam
5;26;21;4.000;-0.06019;-0.06464;-0.00502;-0.01485;0.00305;0.00256;steel beam
5;27;5;0.000;0.00126;-0.00272;-0.00121;-0.00086;0.00012;0.00016;concrete beam
5;27;23;4.000;0.00056;-0.00272;-0.00492;-0.00093;0.00018;0.00019;concrete beam
5;28;6;0.000;-0.00534;0.02798;-0.00128;0.00721;0.00244;0.07062;steel beam
5;28;24;4.000;-0.30729;0.02819;-0.00489;0.00906;0.11084;0.07954;steel beam
5;29;8;0.000;0.00130;-0.00221;-0.00057;-0.00080;-0.00124;0.00020;concrete beam
5;29;26;4.000;0.00060;-0.00221;-0.00382;-0.00085;-0.00054;0.00017;concrete beam
5;30;9;0.000;0.72263;-0.00681;-0.00056;-0.00115;-0.26924;0.19676;steel beam
5;30;27;4.000;-0.08561;-0.00681;-0.00383;-0.00113;0.03243;0.19676;steel beam
5;31;11;0.000;0.00132;-0.00171;0.00226;-0.00083;-0.00183;0.00021;concrete beam
5;31;29;4.000;0.00062;-0.00171;-0.00111;-0.00084;-0.00079;0.00016;concrete beam
5;32;12;0.000;0.99998;-0.00625;0.00226;-0.00113;-0.37270;0.27218;steel beam
5;32;30;4.000;-0.11807;-0.00626;-0.00111;-0.00113;0.04468;0.27218;steel beam
5;33;14;0.000;0.00130;-0.00123;0.00559;-0.00093;-0.00164;0.00020;concrete beam
5;33;32;4.000;0.00064;-0.00123;0.00180;-0.00089;-0.00065;0.00016;concrete beam
5;34;15;0.000;0.91146;-0.00610;0.00560;-0.00121;-0.33969;0.24759;steel beam
5;34;33;4.000;-0.10557;-0.00610;0.00180;-0.00123;0.03995;0.24759;steel beam
5;35;17;0.000;0.00121;-0.00078;0.00729;-0.00090;0.00008;0.00008;concrete beam
5;35;35;4.000;0.00064;-0.00077;0.00353;-0.00091;-0.00023;0.00016;concrete beam
5;36;18;0.000;-0.18047;-0.01624;0.00725;-0.00401;0.01070;0.00228;steel beam
5;36;36;4.000;-0.06020;-0.01624;0.00349;-0.00405;0.00314;0.00258;steel beam
5;37;3;0.000;-0.18060;-0.06482;0.00115;-0.01351;0.00938;0.00322;timber beam
5;37;18;15.000;-0.18047;-0.01624;0.00725;-0.00401;0.01070;0.00228;timber beam
5;38;21;0.000;-0.06019;-0.06464;-0.00502;-0.01485;0.00305;0.00256;timber beam
5;38;36;15.000;-0.06020;-0.01624;0.00349;-0.00405;0.00314;0.00258;timber beam
5;39;3;0.000;-0.18060;-0.06482;0.00115;-0.01351;0.00938;0.00322;Aluminium beam
5;39;24;5.000;-0.30729;0.02819;-0.00489;0.00906;0.11084;0.07954;Aluminium beam
