Section No.;Member;Node;Location;;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];Flags;;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
2;33;;0.5000000000000000;M;;-3.92;1.26;103.93;-43.33;36.72;-3.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.8888888888888888;E;;-4.11;-1.24;67.64;-20.58;72.05;-1.34;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.0000000000000000;M;;-4.17;-1.96;57.27;-14.07;82.15;-0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.0000000000000000;M;;-4.17;-1.96;57.27;-14.07;82.15;-0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.3333333333333333;E;;-3.80;-1.06;38.37;-7.50;98.46;-0.60;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;-3.62;-0.61;28.92;-4.21;106.61;-0.48;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;-3.62;-0.61;28.92;-4.21;106.61;-0.48;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.7777777777777777;E;;-3.50;-0.26;16.33;-1.45;112.32;-0.45;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;-3.41;0.01;6.25;0.76;116.89;-0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;-3.41;0.01;6.25;0.76;116.89;-0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.2222222222222223;E;;-3.67;0.28;-3.69;2.95;115.79;-0.46;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;-4.00;0.62;-16.11;5.69;114.41;-0.49;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;-4.00;0.62;-16.11;5.69;114.41;-0.49;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.6666666666666670;E;;-4.31;1.06;-25.12;8.90;109.09;-0.62;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;-4.91;1.95;-43.14;15.34;98.44;-0.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;-4.91;1.95;-43.14;15.34;98.44;-0.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.1111111111111116;E;;-4.92;1.24;-53.36;21.69;90.67;-1.37;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;-4.95;-1.27;-89.14;43.93;63.50;-3.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;-4.95;-1.27;-89.14;43.93;63.50;-3.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5555555555555562;E;;-4.87;-2.20;-95.97;48.77;55.95;-2.95;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;32;4.0000000000000000;L | M;;-4.19;-9.60;-150.62;87.52;-4.43;-1.95;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;17;0.0000000000000000;L | M;;-16.89;39.77;49.03;-70.00;-39.91;-4.58;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.4444444444444444;E;;-30.42;10.81;50.84;-43.90;-17.57;-11.61;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;-32.11;7.19;51.07;-40.63;-14.78;-12.48;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;-32.11;7.19;51.07;-40.63;-14.78;-12.48;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.8888888888888888;E;;-39.77;-4.12;45.51;-23.97;5.67;-7.35;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;-41.96;-7.35;43.93;-19.21;11.52;-5.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;-41.96;-7.35;43.93;-19.21;11.52;-5.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.3333333333333333;E;;-43.74;-4.83;32.72;-12.07;23.97;-3.96;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;-44.63;-3.57;27.12;-8.50;30.19;-3.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;-44.63;-3.57;27.12;-8.50;30.19;-3.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.7777777777777777;E;;-45.02;-1.54;17.23;-4.43;35.51;-2.60;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;-45.33;0.09;9.31;-1.18;39.76;-2.27;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;-45.33;0.09;9.31;-1.18;39.76;-2.27;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.2222222222222223;E;;-45.48;1.74;1.33;2.13;39.91;-2.64;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;-45.66;3.79;-8.65;6.27;40.11;-3.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;-45.66;3.79;-8.65;6.27;40.11;-3.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.6666666666666670;E;;-45.06;5.08;-14.34;9.91;37.20;-4.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;-43.86;7.64;-25.72;17.20;31.38;-6.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;-43.86;7.64;-25.72;17.20;31.38;-6.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.1111111111111116;E;;-41.76;4.28;-27.71;21.80;27.83;-7.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;-34.42;-7.48;-34.69;37.91;15.39;-12.98;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;-34.42;-7.48;-34.69;37.91;15.39;-12.98;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5555555555555562;E;;-32.73;-11.24;-34.96;41.00;13.59;-12.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;35;4.0000000000000000;L | M;;-19.28;-41.27;-37.04;65.70;-0.84;-4.80;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;27;23;4.0000000000000000;L | M;N;7.92;6.99;-113.65;-86.15;-14.33;1.36;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.5000000000000000;M;N;-48.22;-3.21;-13.52;-16.88;41.66;4.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;20;4.0000000000000000;L | M;V_y;-23.56;40.22;-57.99;-52.49;-0.47;4.47;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;L | M;V_y;-6.34;-41.61;46.53;53.64;-48.66;5.34;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;11;0.0000000000000000;L | M;V_z;-4.58;3.47;167.71;-29.97;-43.76;-0.63;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;29;4.0000000000000000;L | M;V_z;-5.14;-3.33;-153.80;29.13;-3.00;-0.69;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;32;4.0000000000000000;L | M;M_T;-4.19;-9.60;-150.62;87.52;-4.43;-1.95;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;14;0.0000000000000000;L | M;M_T;-2.92;9.62;163.81;-87.95;-42.06;-1.87;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.0000000000000000;E | M;M_y;-10.17;0.01;6.74;1.55;127.28;-0.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;L | M;M_y;-6.34;-41.61;46.53;53.64;-48.66;5.34;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;0.5000000000000000;M;M_z;-19.99;-6.72;48.04;24.85;-19.52;13.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;M_z;-34.42;-7.48;-34.69;37.91;15.39;-12.98;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;;7.92;40.22;167.71;87.52;127.28;13.10;
2;;;;;;-48.22;-41.61;-153.80;-87.95;-48.66;-12.98;
;;;;;;;;;;;;
3;SQ_M1 500 | 2 - C20/25;;;;;;;;;;;
3;1;1;0.0000000000000000;L | M;;-483.90;2.79;65.29;1.16;-74.70;24.12;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.3600000000000000;E;;-475.18;2.81;65.36;1.17;-51.18;23.11;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.7200000000000001;E;;-465.93;2.84;65.40;1.17;-27.64;22.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.0800000000000001;E;;-456.14;2.86;65.41;1.18;-4.10;21.07;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.4400000000000002;E;;-445.81;2.88;65.40;1.19;19.45;20.03;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.8000000000000000;R | E;;-434.95;2.90;65.37;1.19;42.98;18.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.1600000000000001;E;;-423.55;2.91;65.31;1.20;66.50;17.94;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.5200000000000000;E;;-411.62;2.93;65.24;1.20;90.00;16.89;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.8799999999999999;E;;-399.15;2.94;65.15;1.21;113.47;15.83;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;3.2399999999999998;E;;-386.14;2.95;65.04;1.21;136.90;14.76;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;2;3.6000000000000001;L | M;;-372.59;2.95;64.92;1.22;160.30;13.70;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;4;0.0000000000000000;L | M;;-480.50;-10.36;51.28;0.19;-59.14;9.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.3600000000000000;E;;-471.78;-10.35;51.33;0.19;-40.67;12.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.7200000000000001;E;;-462.53;-10.34;51.36;0.20;-22.19;16.55;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.0800000000000001;E;;-452.75;-10.32;51.38;0.20;-3.69;20.26;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.4400000000000002;E;;-442.42;-10.30;51.37;0.20;14.80;23.97;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.8000000000000000;R | E;;-431.56;-10.27;51.34;0.21;33.29;27.67;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.1600000000000001;E;;-420.16;-10.25;51.30;0.21;51.76;31.36;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.5200000000000000;E;;-408.22;-10.22;51.24;0.22;70.22;35.04;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.8799999999999999;E;;-395.74;-10.19;51.17;0.22;88.65;38.71;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;3.2399999999999998;E;;-382.73;-10.16;51.09;0.23;107.06;42.37;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;5;3.6000000000000001;L | M;;-369.17;-10.13;51.00;0.23;125.44;46.02;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;7;0.0000000000000000;L | M;;-478.49;-10.51;20.82;0.05;-24.00;9.11;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.3600000000000000;E;;-469.78;-10.50;20.84;0.05;-16.50;12.90;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.7200000000000001;E;;-460.53;-10.48;20.85;0.06;-9.00;16.67;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.0800000000000001;E;;-450.74;-10.46;20.86;0.06;-1.49;20.44;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.4400000000000002;E;;-440.42;-10.44;20.85;0.06;6.01;24.21;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.8000000000000000;R | E;;-429.55;-10.42;20.84;0.06;13.52;27.96;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.1600000000000001;E;;-418.15;-10.39;20.83;0.06;21.02;31.70;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.5200000000000000;E;;-406.20;-10.36;20.80;0.06;28.51;35.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.8799999999999999;E;;-393.72;-10.34;20.77;0.07;35.99;39.15;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;3.2399999999999998;E;;-380.69;-10.30;20.74;0.07;43.47;42.86;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;8;3.6000000000000001;L | M;;-367.13;-10.27;20.70;0.07;50.93;46.56;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;10;0.0000000000000000;L | M;;-478.39;-9.32;-17.69;-0.13;20.47;10.60;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.3600000000000000;E;;-469.69;-9.31;-17.70;-0.13;14.10;13.96;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.7200000000000001;E;;-460.44;-9.29;-17.72;-0.13;7.73;17.31;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.0800000000000001;E;;-450.65;-9.28;-17.72;-0.13;1.35;20.65;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.4400000000000002;E;;-440.33;-9.25;-17.72;-0.13;-5.03;23.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.8000000000000000;R | E;;-429.46;-9.23;-17.71;-0.13;-11.41;27.31;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.1600000000000001;E;;-418.06;-9.21;-17.69;-0.13;-17.78;30.63;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.5200000000000000;E;;-406.11;-9.18;-17.67;-0.14;-24.15;33.93;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.8799999999999999;E;;-393.63;-9.15;-17.65;-0.14;-30.50;37.23;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;3.2399999999999998;E;;-380.60;-9.12;-17.62;-0.14;-36.85;40.51;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;11;3.6000000000000001;L | M;;-367.04;-9.09;-17.59;-0.14;-43.19;43.78;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;13;0.0000000000000000;L | M;;-480.34;-7.89;-51.88;-0.28;59.95;12.31;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.3600000000000000;E;;-471.62;-7.88;-51.93;-0.29;41.27;15.15;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.7200000000000001;E;;-462.37;-7.86;-51.97;-0.29;22.56;17.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.0800000000000001;E;;-452.58;-7.84;-51.98;-0.30;3.85;20.81;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.4400000000000002;E;;-442.26;-7.82;-51.97;-0.30;-14.86;23.63;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.8000000000000000;R | E;;-431.39;-7.80;-51.94;-0.31;-33.56;26.44;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.1600000000000001;E;;-419.99;-7.77;-51.90;-0.31;-52.25;29.24;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.5200000000000000;E;;-408.05;-7.75;-51.84;-0.32;-70.92;32.03;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.8799999999999999;E;;-395.58;-7.72;-51.77;-0.32;-89.57;34.81;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;3.2399999999999998;E;;-382.56;-7.70;-51.69;-0.32;-108.20;37.58;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;14;3.6000000000000001;L | M;;-369.01;-7.67;-51.59;-0.33;-126.79;40.34;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;16;0.0000000000000000;L | M;;-483.67;-1.04;-63.35;-1.18;72.65;20.45;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.3600000000000000;E;;-474.96;-1.02;-63.42;-1.18;49.83;20.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.7200000000000001;E;;-465.70;-1.00;-63.46;-1.19;26.99;21.18;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.0800000000000001;E;;-455.91;-0.97;-63.47;-1.20;4.14;21.54;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.4400000000000002;E;;-445.59;-0.95;-63.46;-1.20;-18.71;21.88;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.8000000000000000;R | E;;-434.73;-0.93;-63.43;-1.21;-41.55;22.22;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.1600000000000001;E;;-423.33;-0.91;-63.38;-1.21;-64.37;22.55;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.5200000000000000;E;;-411.39;-0.90;-63.31;-1.22;-87.17;22.87;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.8799999999999999;E;;-398.92;-0.88;-63.22;-1.22;-109.95;23.19;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;3.2399999999999998;E;;-385.91;-0.86;-63.11;-1.23;-132.69;23.49;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;17;3.6000000000000001;L | M;;-372.36;-0.85;-63.00;-1.24;-155.39;23.80;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;19;0.0000000000000000;L | M;;-485.59;6.29;58.43;-1.33;-66.43;27.97;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.3600000000000000;E;;-476.87;6.32;58.49;-1.33;-45.38;25.70;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.7200000000000001;E;;-467.62;6.34;58.53;-1.32;-24.32;23.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.0800000000000001;E;;-457.83;6.36;58.54;-1.32;-3.25;21.14;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.4400000000000002;E;;-447.51;6.38;58.53;-1.31;17.82;18.85;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.8000000000000000;R | E;;-436.64;6.40;58.50;-1.31;38.89;16.55;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.1600000000000001;E;;-425.24;6.41;58.45;-1.30;59.93;14.24;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.5200000000000000;E;;-413.30;6.42;58.38;-1.30;80.96;11.93;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.8799999999999999;E;;-400.83;6.42;58.30;-1.29;101.96;9.61;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;3.2399999999999998;E;;-387.82;6.43;58.20;-1.29;122.93;7.29;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;20;3.6000000000000001;L | M;;-374.27;6.43;58.09;-1.28;143.87;4.97;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;22;0.0000000000000000;L | M;;-482.67;3.11;48.08;-0.32;-55.15;24.83;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.3600000000000000;E;;-473.96;3.14;48.13;-0.31;-37.83;23.71;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.7200000000000001;E;;-464.71;3.16;48.16;-0.31;-20.50;22.57;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.0800000000000001;E;;-454.92;3.18;48.17;-0.30;-3.16;21.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.4400000000000002;E;;-444.60;3.20;48.16;-0.30;14.18;20.28;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.8000000000000000;R | E;;-433.73;3.22;48.14;-0.29;31.51;19.12;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.1600000000000001;E;;-422.33;3.24;48.10;-0.29;48.83;17.96;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.5200000000000000;E;;-410.39;3.25;48.05;-0.29;66.14;16.78;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.8799999999999999;E;;-397.91;3.26;47.98;-0.28;83.42;15.61;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;3.2399999999999998;E;;-384.89;3.27;47.90;-0.28;100.68;14.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;23;3.6000000000000001;L | M;;-371.34;3.28;47.81;-0.27;117.91;13.24;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;25;0.0000000000000000;L | M;;-480.59;7.17;21.94;-0.17;-25.13;29.71;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.3600000000000000;E;;-471.88;7.20;21.97;-0.17;-17.23;27.12;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.7200000000000001;E;;-462.64;7.23;21.98;-0.17;-9.31;24.53;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.0800000000000001;E;;-452.85;7.25;21.99;-0.17;-1.40;21.92;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.4400000000000002;E;;-442.52;7.27;21.98;-0.16;6.51;19.31;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.8000000000000000;R | E;;-431.65;7.28;21.97;-0.16;14.42;16.69;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.1600000000000001;E;;-420.25;7.30;21.95;-0.16;22.33;14.06;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.5200000000000000;E;;-408.30;7.30;21.93;-0.16;30.23;11.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.8799999999999999;E;;-395.82;7.31;21.90;-0.16;38.12;8.79;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;3.2399999999999998;E;;-382.79;7.31;21.86;-0.15;45.99;6.16;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;26;3.6000000000000001;L | M;;-369.23;7.31;21.82;-0.15;53.86;3.52;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;28;0.0000000000000000;L | M;;-480.43;8.70;-17.05;0.06;19.84;31.60;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.3600000000000000;E;;-471.72;8.73;-17.07;0.06;13.70;28.46;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.7200000000000001;E;;-462.47;8.76;-17.08;0.05;7.55;25.32;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.0800000000000001;E;;-452.68;8.78;-17.08;0.05;1.40;22.16;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.4400000000000002;E;;-442.35;8.80;-17.08;0.05;-4.75;18.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.8000000000000000;R | E;;-431.49;8.81;-17.07;0.05;-10.89;15.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.1600000000000001;E;;-420.08;8.82;-17.06;0.05;-17.03;12.64;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.5200000000000000;E;;-408.13;8.83;-17.04;0.05;-23.17;9.46;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.8799999999999999;E;;-395.65;8.83;-17.01;0.05;-29.30;6.28;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;3.2399999999999998;E;;-382.62;8.83;-16.99;0.04;-35.42;3.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;29;3.6000000000000001;L | M;;-369.06;8.83;-16.95;0.04;-41.53;-0.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;31;0.0000000000000000;L | M;;-482.33;8.69;-51.57;0.25;59.64;31.66;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.3600000000000000;E;;-473.61;8.73;-51.62;0.25;41.07;28.53;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.7200000000000001;E;;-464.36;8.75;-51.65;0.24;22.48;25.38;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.0800000000000001;E;;-454.57;8.78;-51.66;0.24;3.88;22.23;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.4400000000000002;E;;-444.25;8.80;-51.66;0.23;-14.72;19.06;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.8000000000000000;R | E;;-433.38;8.81;-51.63;0.23;-33.31;15.89;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.1600000000000001;E;;-421.98;8.82;-51.59;0.22;-51.89;12.71;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.5200000000000000;E;;-410.04;8.83;-51.53;0.22;-70.45;9.53;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.8799999999999999;E;;-397.56;8.83;-51.46;0.22;-88.99;6.35;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;3.2399999999999998;E;;-384.55;8.83;-51.38;0.21;-107.50;3.16;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
