Section No.;Member;Node;Location;;;Forces [kN];;;Moments [kNm];;;
2;25;;0.5000000000000000;M;;-13.39;-4.85;0.21;31.68;-30.80;9.47;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;0.8888888888888888;E;;-19.24;3.19;7.03;14.25;-26.06;5.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.0000000000000000;M;;-20.91;5.49;8.98;9.26;-24.71;3.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.0000000000000000;M;;-20.91;5.49;8.98;9.26;-24.71;3.89;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.3333333333333333;E;;-24.49;2.83;6.50;2.48;-21.03;2.78;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.5000000000000000;M;;-26.28;1.50;5.26;-0.91;-19.19;2.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.5000000000000000;M;;-26.28;1.50;5.26;-0.91;-19.19;2.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.7777777777777777;E;;-29.03;0.24;3.23;-4.54;-17.01;2.32;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.0000000000000000;E | M;;-31.23;-0.77;1.61;-7.43;-15.28;2.40;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.0000000000000000;E | M;;-31.23;-0.77;1.61;-7.43;-15.28;2.40;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.2222222222222223;E;;-32.33;-1.47;0.35;-10.18;-13.80;2.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.5000000000000000;M;;-33.69;-2.34;-1.21;-13.62;-11.95;2.99;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.5000000000000000;M;;-33.69;-2.34;-1.21;-13.62;-11.95;2.99;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.6666666666666670;E;;-33.29;-3.10;-1.91;-16.53;-10.98;3.56;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.0000000000000000;M;;-32.50;-4.63;-3.31;-22.35;-9.06;4.72;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.0000000000000000;M;;-32.50;-4.63;-3.31;-22.35;-9.06;4.72;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.1111111111111116;E;;-30.96;-2.31;-2.21;-26.10;-8.29;5.71;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5000000000000000;M;;-25.56;5.81;1.64;-39.25;-5.61;9.18;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5000000000000000;M;;-25.56;5.81;1.64;-39.25;-5.61;9.18;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5555555555555562;E;;-24.35;8.42;2.87;-41.81;-4.52;8.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;20;4.0000000000000000;L | M;;-14.69;29.23;12.69;-62.24;4.25;3.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;5;0.0000000000000000;L | M;;-2.43;-7.34;54.20;76.32;-22.39;1.76;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.4444444444444444;E;;-3.25;-1.56;36.76;40.57;0.06;2.36;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.5000000000000000;M;;-3.35;-0.83;34.58;36.10;2.87;2.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.5000000000000000;M;;-3.35;-0.83;34.58;36.10;2.87;2.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.8888888888888888;E;;-2.81;0.76;22.38;15.81;13.85;1.02;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.0000000000000000;M;;-2.65;1.21;18.90;10.02;16.99;0.61;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.0000000000000000;M;;-2.65;1.21;18.90;10.02;16.99;0.61;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.3333333333333333;E;;-0.98;0.32;12.70;4.23;21.61;0.70;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.5000000000000000;M;;-0.15;-0.13;9.61;1.34;23.92;0.74;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.5000000000000000;M;;-0.15;-0.13;9.61;1.34;23.92;0.74;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.7777777777777777;E;;0.80;-0.09;5.71;-1.20;25.37;0.81;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.0000000000000000;E | M;;1.56;-0.06;2.60;-3.24;26.54;0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.0000000000000000;E | M;;1.56;-0.06;2.60;-3.24;26.54;0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.2222222222222223;E;;1.53;-0.04;-0.21;-5.19;25.96;0.77;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.5000000000000000;M;;1.50;-0.02;-3.72;-7.63;25.23;0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.5000000000000000;M;;1.50;-0.02;-3.72;-7.63;25.23;0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.6666666666666670;E;;1.47;-0.32;-5.82;-10.43;23.61;0.68;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.0000000000000000;M;;1.40;-0.92;-10.01;-16.04;20.37;0.70;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.0000000000000000;M;;1.40;-0.92;-10.01;-16.04;20.37;0.70;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.1111111111111116;E;;1.83;-0.47;-11.59;-21.40;18.23;1.00;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5000000000000000;M;;3.34;1.12;-17.11;-40.14;10.71;2.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5000000000000000;M;;3.34;1.12;-17.11;-40.14;10.71;2.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5555555555555562;E;;3.70;1.73;-17.97;-44.18;9.13;1.98;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;23;4.0000000000000000;L | M;;6.57;6.66;-24.81;-76.56;-3.48;1.25;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;8;0.0000000000000000;L | M;;-2.39;-3.42;60.74;32.89;-24.41;0.73;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.4444444444444444;E;;-4.21;-0.76;43.38;19.10;4.38;1.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.5000000000000000;M;;-4.44;-0.43;41.21;17.38;7.98;1.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.5000000000000000;M;;-4.44;-0.43;41.21;17.38;7.98;1.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.8888888888888888;E;;-5.60;0.49;28.09;9.42;23.93;0.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.0000000000000000;M;;-5.94;0.75;24.35;7.15;28.49;0.34;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.0000000000000000;M;;-5.94;0.75;24.35;7.15;28.49;0.34;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.3333333333333333;E;;-6.34;0.43;16.83;4.76;35.70;0.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.5000000000000000;M;;-6.54;0.26;13.07;3.56;39.30;0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.5000000000000000;M;;-6.54;0.26;13.07;3.56;39.30;0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.7777777777777777;E;;-6.61;0.12;8.63;2.46;42.28;0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.0000000000000000;E | M;;-6.67;0.00;5.08;1.58;44.65;0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.0000000000000000;E | M;;-6.67;0.00;5.08;1.58;44.65;0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.2222222222222223;E;;-6.60;-0.12;1.63;0.65;45.13;0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.5000000000000000;M;;-6.50;-0.26;-2.69;-0.50;45.73;0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.5000000000000000;M;;-6.50;-0.26;-2.69;-0.50;45.73;0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.6666666666666670;E;;-6.26;-0.42;-6.14;-1.84;44.43;0.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.0000000000000000;M;;-5.78;-0.73;-13.04;-4.50;41.84;0.35;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.0000000000000000;M;;-5.78;-0.73;-13.04;-4.50;41.84;0.35;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.1111111111111116;E;;-5.38;-0.45;-16.73;-7.07;39.16;0.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5000000000000000;M;;-3.98;0.55;-29.66;-16.06;29.78;1.15;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5000000000000000;M;;-3.98;0.55;-29.66;-16.06;29.78;1.15;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5555555555555562;E;;-3.71;0.91;-32.00;-18.01;27.13;1.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;26;4.0000000000000000;L | M;;-1.50;3.74;-50.76;-33.59;5.91;0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;11;0.0000000000000000;L | M;;-1.96;3.02;60.88;-23.35;-22.62;-0.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.4444444444444444;E;;-3.97;0.73;43.47;-12.75;6.34;-0.88;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.5000000000000000;M;;-4.22;0.44;41.30;-11.43;9.96;-0.92;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.5000000000000000;M;;-4.22;0.44;41.30;-11.43;9.96;-0.92;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.8888888888888888;E;;-5.53;-0.36;28.05;-5.28;26.01;-0.42;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.0000000000000000;M;;-5.90;-0.59;24.26;-3.52;30.60;-0.28;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.0000000000000000;M;;-5.90;-0.59;24.26;-3.52;30.60;-0.28;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.3333333333333333;E;;-6.41;-0.33;16.54;-1.62;37.73;-0.18;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.5000000000000000;M;;-6.66;-0.21;12.68;-0.68;41.30;-0.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.5000000000000000;M;;-6.66;-0.21;12.68;-0.68;41.30;-0.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.7777777777777777;E;;-6.80;-0.09;8.09;0.19;44.09;-0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.0000000000000000;E | M;;-6.91;0.01;4.42;0.89;46.32;-0.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.0000000000000000;E | M;;-6.91;0.01;4.42;0.89;46.32;-0.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.2222222222222223;E;;-6.88;0.10;0.85;1.56;46.56;-0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.5000000000000000;M;;-6.84;0.22;-3.62;2.40;46.86;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.5000000000000000;M;;-6.84;0.22;-3.62;2.40;46.86;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.6666666666666670;E;;-6.62;0.35;-7.17;3.27;45.30;-0.19;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.0000000000000000;M;;-6.20;0.61;-14.28;5.01;42.19;-0.30;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.0000000000000000;M;;-6.20;0.61;-14.28;5.01;42.19;-0.30;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.1111111111111116;E;;-5.83;0.39;-17.98;6.61;39.26;-0.44;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5000000000000000;M;;-4.53;-0.38;-30.92;12.19;29.00;-0.95;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5000000000000000;M;;-4.53;-0.38;-30.92;12.19;29.00;-0.95;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5555555555555562;E;;-4.27;-0.66;-33.23;13.40;26.23;-0.92;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;29;4.0000000000000000;L | M;;-2.19;-2.88;-51.71;23.01;4.06;-0.61;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;14;0.0000000000000000;L | M;;-0.60;8.39;57.69;-72.85;-21.62;-1.59;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.4444444444444444;E;;-1.62;1.98;39.84;-40.20;4.30;-2.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.5000000000000000;M;;-1.75;1.17;37.61;-36.12;7.54;-2.64;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.5000000000000000;M;;-1.75;1.17;37.61;-36.12;7.54;-2.64;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.8888888888888888;E;;-2.14;-1.02;24.84;-17.36;21.03;-1.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
