Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
Total;;;;;215.0;0.0;0.6;215.0;0.4;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
7;;;;;214.9;-0.2;0.0;214.9;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
8;11;0.0000000000000000;L | M;;215.0;-0.1;0.6;215.0;0.4;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;0.4444444444444444;E;;215.0;-0.1;0.6;215.0;0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;0.8888888888888887;E;;215.0;0.0;0.6;215.0;-0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.3333333333333330;R | E;;215.0;0.1;0.5;215.0;-0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.7777777777777775;E;;215.0;0.2;0.5;215.0;-0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.9999999999999998;E;;215.1;0.2;0.4;215.1;0.0;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.2222222222222219;E;;215.1;0.2;0.4;215.1;0.0;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.6666666666666665;R | E;;215.1;0.3;0.5;215.1;0.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.1111111111111112;E;;215.1;0.4;0.7;215.1;0.6;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.5555555555555558;E;;215.1;0.5;1.0;215.1;1.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;12;3.9999999999999996;L | M;u_X;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;u_X;215.0;-0.1;0.6;215.0;0.4;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;u_Y;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.2222222222222219;E;u_Y;215.1;0.2;0.4;215.1;0.0;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;u_Z;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;u_Z;215.0;-0.1;0.6;215.0;0.4;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_X;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.3333333333333330;R | E;φ_X;215.0;0.1;0.5;215.0;-0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;φ_Y;215.0;-0.1;0.6;215.0;0.4;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_Y;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;φ_Z;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;φ_Z;215.0;-0.1;0.6;215.0;0.4;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;215.1;0.5;1.6;215.1;1.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;;;;215.0;-0.1;0.4;215.0;-0.1;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
9;13;0.0000000000000000;L | M;;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.3600000000000000;E;;216.3;0.0;0.0;216.3;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.7200000000000001;E;;216.3;-0.1;0.0;216.3;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;;216.3;-0.2;0.0;216.3;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.4400000000000002;E;;216.3;-0.2;0.1;216.3;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.8000000000000000;R | E;;216.3;-0.3;0.1;216.3;0.2;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.1600000000000001;E;;216.3;-0.4;0.2;216.3;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.5200000000000000;E;;216.4;-0.4;0.3;216.4;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.8799999999999999;E;;216.4;-0.4;0.4;216.4;0.3;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;3.2399999999999998;E;;216.4;-0.3;0.5;216.4;0.3;-0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;13;0.0000000000000000;L | M;u_X;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.5200000000000000;E;u_X;216.4;-0.4;0.3;216.4;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;u_Y;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;u_Y;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;u_Z;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;u_Z;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_X;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;φ_X;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;φ_Y;216.3;-0.2;0.0;216.3;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_Y;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;φ_Z;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;φ_Z;216.3;0.0;0.0;216.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;216.4;0.0;0.6;216.4;0.4;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;;;;216.3;-0.4;0.0;216.3;0.0;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
10;14;0.0000000000000000;L | M;;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.4444444444444444;E;;216.4;0.2;0.6;216.4;0.1;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.8888888888888887;E;;216.4;0.4;0.6;216.4;-0.1;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;;216.4;0.7;0.5;216.4;-0.2;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.7777777777777775;E;;216.5;1.0;0.5;216.5;-0.1;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.9999999999999998;E;;216.5;1.1;0.4;216.5;-0.1;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.2222222222222219;E;;216.5;1.3;0.4;216.5;0.0;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.6666666666666665;R | E;;216.5;1.6;0.5;216.5;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.1111111111111112;E;;216.5;1.8;0.6;216.5;0.6;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.5555555555555558;E;;216.5;2.1;1.0;216.5;1.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;15;3.9999999999999996;L | M;u_X;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;u_X;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;u_Y;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.2222222222222219;E;u_Y;216.5;1.3;0.4;216.5;0.0;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;u_Z;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;u_Z;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_X;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;φ_X;216.4;0.7;0.5;216.4;-0.2;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;φ_Y;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_Y;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;φ_Z;216.4;-0.1;0.6;216.4;0.4;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;φ_Z;216.5;2.4;1.6;216.5;1.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;216.5;2.4;1.6;216.5;1.7;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;;;;216.4;-0.1;0.4;216.4;-0.2;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
11;16;0.0000000000000000;L | M;;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.3600000000000000;E;;218.9;0.0;0.0;218.9;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.7200000000000001;E;;218.9;-0.1;0.0;218.9;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;;218.9;-0.2;0.1;218.9;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.4400000000000002;E;;218.9;-0.3;0.1;218.9;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.8000000000000000;R | E;;218.9;-0.4;0.2;218.9;0.2;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.1600000000000001;E;;219.0;-0.4;0.2;219.0;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.5200000000000000;E;;219.0;-0.5;0.3;219.0;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.8799999999999999;E;;219.0;-0.4;0.4;219.0;0.2;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;3.2399999999999998;E;;219.0;-0.3;0.5;219.0;0.3;-0.5;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;16;0.0000000000000000;L | M;u_X;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.5200000000000000;E;u_X;219.0;-0.5;0.3;219.0;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;u_Y;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;u_Y;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;u_Z;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;u_Z;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_X;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;φ_X;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;φ_Y;218.9;-0.2;0.1;218.9;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_Y;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;φ_Z;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;φ_Z;218.9;0.0;0.0;218.9;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;219.0;0.0;0.6;219.0;0.3;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;;;;218.9;-0.5;0.0;218.9;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
12;17;0.0000000000000000;L | M;;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.4444444444444444;E;;219.0;1.1;0.6;219.0;0.0;-4.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.8888888888888887;E;;219.1;3.6;0.6;219.1;-0.1;-6.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;;219.3;6.6;0.5;219.2;-0.2;-6.6;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.7777777777777775;E;;219.4;9.3;0.4;219.2;-0.1;-5.2;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.9999999999999998;E;;219.5;10.3;0.3;219.2;-0.1;-3.9;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;;219.5;11.0;0.3;219.3;0.0;-2.1;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;;219.6;11.0;0.4;219.3;0.3;2.5;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.1111111111111112;E;;219.5;8.6;0.5;219.4;0.6;8.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.5555555555555558;E;;219.4;3.0;0.9;219.4;1.1;16.6;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;;2.6666666666666665;R | E;u_X;219.6;11.0;0.4;219.3;0.3;2.5;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_X;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_Y;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;u_Y;219.5;11.0;0.3;219.3;0.0;-2.1;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;u_Z;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;u_Z;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_X;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;φ_X;219.3;6.6;0.5;219.2;-0.2;-6.6;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_Y;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;φ_Y;219.3;6.6;0.5;219.2;-0.2;-6.6;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;φ_Z;219.5;-6.3;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;φ_Z;219.0;-0.1;0.6;219.0;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;219.6;11.0;1.5;219.4;1.7;25.8;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;;;;219.0;-6.3;0.3;219.0;-0.2;-6.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
13;19;0.0000000000000000;L | M;;221.3;0.0;0.0;221.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.3600000000000000;E;;221.3;0.0;0.0;221.3;0.0;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.7200000000000001;E;;221.3;0.1;0.0;221.3;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;;221.3;0.2;0.1;221.3;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.4400000000000002;E;;221.3;0.2;0.1;221.3;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.8000000000000000;R | E;;221.4;0.3;0.1;221.4;0.2;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;;221.4;0.3;0.2;221.4;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.5200000000000000;E;;221.4;0.3;0.3;221.4;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.8799999999999999;E;;221.4;0.2;0.4;221.4;0.2;0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;3.2399999999999998;E;;221.4;0.1;0.4;221.4;0.3;0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;;2.1600000000000001;E;u_X;221.4;0.3;0.2;221.4;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_X;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_Y;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;u_Y;221.3;0.0;0.0;221.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;u_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;u_Z;221.3;0.0;0.0;221.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_X;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;φ_X;221.3;0.0;0.0;221.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_Y;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;φ_Y;221.3;0.2;0.1;221.3;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;φ_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;φ_Z;221.3;0.0;0.0;221.3;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;221.4;0.3;0.5;221.4;0.3;0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;;;;221.3;-0.2;0.0;221.3;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
14;20;0.0000000000000000;L | M;;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;;221.5;-1.6;0.7;221.4;0.3;5.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.8888888888888887;E;;221.5;-4.6;0.8;221.5;0.3;7.7;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;;221.7;-8.3;1.0;221.5;0.2;8.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;;221.9;-12.0;1.0;221.6;0.0;7.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.9999999999999998;E;;222.0;-13.6;1.0;221.6;-0.1;6.4;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.2222222222222219;E;;222.1;-14.8;1.0;221.6;-0.3;4.8;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;;222.3;-16.1;0.8;221.7;-0.6;0.2;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.1111111111111112;E;;222.2;-14.9;0.4;221.7;-1.0;-6.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.5555555555555558;E;;222.0;-10.5;-0.1;221.8;-1.5;-13.9;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;20;0.0000000000000000;L | M;u_X;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;u_X;222.3;-16.1;0.8;221.7;-0.6;0.2;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;u_Y;221.9;-12.0;1.0;221.6;0.0;7.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;u_Y;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;u_Z;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;u_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;φ_X;221.5;-1.6;0.7;221.4;0.3;5.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;φ_X;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;φ_Y;221.7;-8.3;1.0;221.5;0.2;8.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;φ_Y;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;φ_Z;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;φ_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;222.3;-0.2;1.0;221.8;0.3;8.5;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;;;;221.4;-16.1;-0.9;221.4;-2.1;-23.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
15;22;0.0000000000000000;L | M;;218.5;0.0;0.0;218.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.3600000000000000;E;;218.5;0.0;0.0;218.5;0.0;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
