Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
15;;0.7200000000000001;E;;218.6;0.1;0.0;218.6;0.1;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;;218.6;0.1;0.0;218.6;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.4400000000000002;E;;218.6;0.2;0.1;218.6;0.1;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.8000000000000000;R | E;;218.6;0.2;0.1;218.6;0.2;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;;218.6;0.3;0.2;218.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.5200000000000000;E;;218.6;0.2;0.3;218.6;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.8799999999999999;E;;218.6;0.2;0.4;218.6;0.3;0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;3.2399999999999998;E;;218.6;0.0;0.4;218.6;0.3;0.5;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;;2.1600000000000001;E;u_X;218.6;0.3;0.2;218.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_X;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_Y;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;u_Y;218.5;0.0;0.0;218.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;u_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;u_Z;218.5;0.0;0.0;218.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_X;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;φ_X;218.5;0.0;0.0;218.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_Y;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;φ_Y;218.6;0.1;0.0;218.6;0.1;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;φ_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;φ_Z;218.5;0.0;0.0;218.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;218.6;0.3;0.6;218.6;0.3;0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;;;;218.5;-0.2;0.0;218.5;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
16;23;0.0000000000000000;L | M;;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;;218.7;-0.4;0.9;218.7;1.0;0.4;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;;218.7;-0.6;1.5;218.7;1.4;0.5;0.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;;218.7;-0.9;2.2;218.7;1.6;0.8;0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.7777777777777775;E;;218.8;-1.4;2.9;218.8;1.5;1.5;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.9999999999999998;E;;218.8;-1.7;3.3;218.8;1.3;1.9;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.2222222222222219;E;;218.8;-2.2;3.6;218.8;1.1;2.4;1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.6666666666666665;R | E;;218.9;-3.5;4.0;218.8;0.5;3.6;1.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;;219.0;-5.4;4.1;218.8;-0.3;5.1;1.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.5555555555555558;E;;219.1;-8.1;3.8;218.9;-1.4;6.9;1.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;23;0.0000000000000000;L | M;u_X;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;u_X;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;u_Y;219.0;-5.4;4.1;218.8;-0.3;5.1;1.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;u_Y;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;u_Z;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;u_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;φ_X;218.7;-0.9;2.2;218.7;1.6;0.8;0.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_X;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_Y;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;φ_Y;218.7;-0.4;0.9;218.7;1.0;0.4;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;φ_Z;219.2;-11.6;2.9;218.9;-2.8;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;φ_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;219.2;-0.2;4.1;218.9;1.6;8.9;2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;;;;218.6;-11.6;0.6;218.6;-2.8;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
17;25;0.0000000000000000;L | M;;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.3600000000000000;E;;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.7200000000000001;E;;216.6;0.0;0.0;216.6;0.1;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;;216.6;0.1;0.1;216.6;0.1;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.4400000000000002;E;;216.6;0.1;0.1;216.6;0.1;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.8000000000000000;R | E;;216.6;0.1;0.2;216.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.1600000000000001;E;;216.6;0.1;0.2;216.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.5200000000000000;E;;216.6;0.1;0.3;216.6;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.8799999999999999;E;;216.6;0.0;0.4;216.6;0.2;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;3.2399999999999998;E;;216.6;0.0;0.5;216.6;0.3;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;;2.1600000000000001;E;u_X;216.6;0.1;0.2;216.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_X;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_Y;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;u_Y;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;u_Z;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;u_Z;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_X;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;φ_X;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_Y;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;φ_Y;216.6;0.1;0.1;216.6;0.1;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;φ_Z;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;φ_Z;216.5;0.0;0.0;216.5;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;216.6;0.1;0.6;216.6;0.3;0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;;;;216.5;-0.1;0.0;216.5;0.0;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
18;26;0.0000000000000000;L | M;;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.4444444444444444;E;;216.7;-0.3;0.8;216.7;0.5;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.8888888888888887;E;;216.7;-0.5;1.1;216.7;0.7;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.3333333333333330;R | E;;216.7;-0.6;1.4;216.7;0.7;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.7777777777777775;E;;216.7;-0.8;1.7;216.7;0.6;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.9999999999999998;E;;216.7;-0.9;1.9;216.7;0.6;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.2222222222222219;E;;216.7;-1.0;2.0;216.7;0.5;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.6666666666666665;R | E;;216.8;-1.2;2.2;216.8;0.2;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.1111111111111112;E;;216.8;-1.3;2.2;216.8;-0.2;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.5555555555555558;E;;216.8;-1.5;2.0;216.8;-0.7;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;26;0.0000000000000000;L | M;u_X;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;u_X;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.1111111111111112;E;u_Y;216.8;-1.3;2.2;216.8;-0.2;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;u_Y;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;u_Z;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;u_Z;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.3333333333333330;R | E;φ_X;216.7;-0.6;1.4;216.7;0.7;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_X;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_Y;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;φ_Y;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;φ_Z;216.8;-1.7;1.6;216.8;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;φ_Z;216.6;-0.1;0.6;216.6;0.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;216.8;-0.1;2.2;216.8;0.7;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;;;;216.6;-1.7;0.6;216.6;-1.3;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
19;28;0.0000000000000000;L | M;;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.3600000000000000;E;;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.7200000000000001;E;;216.2;0.0;0.0;216.2;0.1;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.0800000000000001;E;;216.2;-0.1;0.1;216.2;0.1;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.4400000000000002;E;;216.2;-0.1;0.1;216.2;0.1;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.8000000000000000;R | E;;216.2;-0.1;0.2;216.2;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.1600000000000001;E;;216.2;-0.2;0.2;216.2;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.5200000000000000;E;;216.2;-0.2;0.3;216.2;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.8799999999999999;E;;216.3;-0.2;0.4;216.3;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;3.2399999999999998;E;;216.3;-0.2;0.5;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;28;0.0000000000000000;L | M;u_X;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.8799999999999999;E;u_X;216.3;-0.2;0.4;216.3;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;u_Y;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;u_Y;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;u_Z;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;u_Z;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_X;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;φ_X;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.4400000000000002;E;φ_Y;216.2;-0.1;0.1;216.2;0.1;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_Y;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;φ_Z;216.2;0.0;0.0;216.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;φ_Z;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;216.3;0.0;0.6;216.3;0.3;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;;;;216.2;-0.2;0.0;216.2;0.0;-0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
20;29;0.0000000000000000;L | M;;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.4444444444444444;E;;216.3;-0.1;0.8;216.3;0.5;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.8888888888888887;E;;216.3;0.0;1.1;216.3;0.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.3333333333333330;R | E;;216.3;0.1;1.4;216.3;0.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.7777777777777775;E;;216.4;0.1;1.7;216.4;0.6;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.9999999999999998;E;;216.4;0.2;1.9;216.4;0.6;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.2222222222222219;E;;216.4;0.2;2.0;216.4;0.5;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.6666666666666665;R | E;;216.4;0.3;2.1;216.4;0.2;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.1111111111111112;E;;216.4;0.4;2.2;216.4;-0.2;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.5555555555555558;E;;216.4;0.4;2.0;216.4;-0.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;30;3.9999999999999996;L | M;u_X;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;u_X;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.1111111111111112;E;u_Y;216.4;0.4;2.2;216.4;-0.2;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;u_Y;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;u_Z;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;u_Z;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.3333333333333330;R | E;φ_X;216.3;0.1;1.4;216.3;0.7;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_X;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;φ_Y;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_Y;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;φ_Z;216.4;0.5;1.6;216.4;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;φ_Z;216.3;-0.1;0.6;216.3;0.3;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;216.4;0.5;2.2;216.4;0.7;-0.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;;;;216.3;-0.1;0.6;216.3;-1.3;-0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
21;31;0.0000000000000000;L | M;;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.3600000000000000;E;;217.6;0.0;0.0;217.6;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.7200000000000001;E;;217.6;-0.1;0.0;217.6;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;;217.6;-0.2;0.1;217.6;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.4400000000000002;E;;217.6;-0.2;0.1;217.6;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.8000000000000000;R | E;;217.6;-0.3;0.2;217.6;0.2;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.1600000000000001;E;;217.6;-0.4;0.2;217.6;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.5200000000000000;E;;217.6;-0.4;0.3;217.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.8799999999999999;E;;217.7;-0.4;0.4;217.7;0.2;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;3.2399999999999998;E;;217.7;-0.3;0.5;217.7;0.3;-0.4;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;31;0.0000000000000000;L | M;u_X;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.5200000000000000;E;u_X;217.6;-0.4;0.3;217.6;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;u_Y;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;u_Y;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;u_Z;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;u_Z;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;φ_X;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;φ_X;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;φ_Y;217.6;-0.2;0.1;217.6;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;φ_Y;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;φ_Z;217.6;0.0;0.0;217.6;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;φ_Z;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;217.7;0.0;0.6;217.7;0.3;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;;;;217.6;-0.4;0.0;217.6;0.0;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
22;32;0.0000000000000000;L | M;;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.4444444444444444;E;;217.7;0.1;0.8;217.7;0.5;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.8888888888888887;E;;217.7;0.4;1.1;217.7;0.7;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.3333333333333330;R | E;;217.7;0.7;1.4;217.7;0.7;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.7777777777777775;E;;217.8;1.0;1.7;217.8;0.6;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
