Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x,D+;m_y,D+;m_c,D+;m_x,D-;m_y,D-;m_c,D-;n_x,D;n_y,D;n_c,D;Surface Comment
1;231;6.500;3.500;-3.600;;0.000;-0.977;-52.833;53.176;1.325;-0.691;85.839;13.133;-15.578;
1;232;7.000;3.500;-3.600;;0.000;-0.696;-56.498;57.305;1.527;-1.639;86.826;7.334;-9.129;
1;233;7.500;3.500;-3.600;;0.000;-0.630;-58.664;59.948;1.973;-2.627;81.971;2.517;-1.131;
1;234;8.000;3.500;-3.600;;0.000;-0.939;-59.691;61.174;2.500;-3.043;84.825;5.750;-6.421;
1;235;8.500;3.500;-3.600;;0.000;-1.805;-59.902;61.715;3.736;-3.744;83.881;10.915;-12.363;
1;236;9.000;3.500;-3.600;;0.000;-6.290;-73.185;78.311;12.264;-11.100;76.956;14.150;-8.207;
1;237;9.500;3.500;-3.600;;0.000;-3.704;-73.532;73.729;3.903;-0.396;74.787;3.717;-6.987;
1;238;10.000;3.500;-3.600;;0.000;-1.071;-62.007;64.173;3.401;-4.496;75.176;5.492;-9.409;
1;239;10.500;3.500;-3.600;;0.000;-0.176;-51.659;54.456;3.316;-5.936;79.418;8.510;-13.293;
1;240;11.000;3.500;-3.600;;0.000;0.259;-40.241;41.754;1.378;-3.151;88.213;16.229;-23.983;
1;241;11.500;3.500;-3.600;;0.000;1.852;-25.882;27.273;0.000;-3.243;85.546;25.968;-33.521;
1;242;12.000;3.500;-3.600;;1.128;6.357;-65.302;70.623;21.016;-33.821;74.550;24.290;-30.181;
1;243;12.500;3.500;-3.600;;0.000;-4.757;-67.125;69.498;7.310;-4.926;74.464;16.301;-38.767;
1;244;13.000;3.500;-3.600;;0.000;1.148;-42.465;48.659;7.859;-15.201;75.775;23.689;-43.985;
1;245;13.500;3.500;-3.600;;0.000;6.195;-23.537;27.889;9.713;-20.260;91.654;32.974;-54.433;
1;246;14.000;3.500;-3.600;;15.327;8.987;-17.417;2.090;8.430;-17.417;116.805;52.867;-83.758;
1;247;14.500;3.500;-3.600;;35.197;6.387;-3.711;0.000;-4.428;-33.444;105.193;70.659;-103.736;
1;248;15.000;3.500;-3.600;;75.366;30.256;-30.080;0.000;-11.466;-64.075;35.556;38.302;-79.062;
1;249;0.000;4.000;-3.600;;116.211;38.578;-59.990;0.000;1.853;-96.652;492.418;217.256;-214.876;
1;250;0.500;4.000;-3.600;;46.651;1.835;-5.730;0.000;1.217;-43.973;266.235;51.799;-72.272;
1;251;1.000;4.000;-3.600;;7.211;1.102;-2.653;0.000;0.524;-6.183;132.041;2.663;-3.795;
1;252;1.500;4.000;-3.600;;0.000;0.261;-13.866;15.704;2.289;-4.388;86.342;0.000;-2.311;
1;253;2.000;4.000;-3.600;;0.000;1.001;-32.816;34.554;0.944;-3.683;61.376;0.000;-1.070;
1;254;2.500;4.000;-3.600;;0.000;1.248;-70.991;74.136;2.204;-6.597;40.612;0.131;-14.292;
1;255;3.000;4.000;-3.600;;43.634;13.155;-89.492;75.246;31.087;-73.630;122.454;57.422;-64.470;
1;256;3.500;4.000;-3.600;;13.799;0.000;-3.001;0.000;1.965;-12.762;130.859;13.572;-23.530;
1;257;4.000;4.000;-3.600;;0.000;1.212;-26.073;29.990;4.579;-9.707;86.103;0.237;-0.578;
1;258;4.500;4.000;-3.600;;0.000;0.146;-42.545;47.133;5.755;-10.489;71.864;0.000;-1.165;
1;259;5.000;4.000;-3.600;;0.000;1.329;-58.308;63.008;4.292;-10.322;62.538;0.000;-0.811;
1;260;5.500;4.000;-3.600;;0.000;0.383;-84.691;86.020;0.989;-2.701;53.646;0.000;-6.592;
1;261;6.000;4.000;-3.600;;0.000;-10.409;-78.045;89.711;27.927;-29.184;101.308;32.262;-32.700;
1;262;6.500;4.000;-3.600;;0.000;-1.036;-46.693;48.298;2.760;-3.329;106.760;6.714;-12.299;
1;263;7.000;4.000;-3.600;;0.000;0.451;-56.135;57.153;0.606;-2.075;85.654;0.008;-0.442;
1;264;7.500;4.000;-3.600;;0.000;-0.304;-58.783;59.771;1.326;-2.010;81.728;0.000;-1.149;
1;265;8.000;4.000;-3.600;;0.000;0.532;-59.622;60.508;0.381;-1.800;83.972;0.000;-0.433;
1;266;8.500;4.000;-3.600;;0.000;-0.885;-56.768;57.086;1.206;-0.639;101.148;5.415;-10.409;
1;267;9.000;4.000;-3.600;;0.000;-12.149;-79.200;88.300;24.556;-21.507;97.601;28.317;-26.493;
1;268;9.500;4.000;-3.600;;0.000;0.142;-82.205;82.931;0.596;-1.463;57.337;0.000;-5.207;
1;269;10.000;4.000;-3.600;;0.000;0.982;-62.927;65.349;1.643;-5.047;64.534;0.000;-0.735;
1;270;10.500;4.000;-3.600;;0.000;-0.162;-51.629;54.285;3.125;-5.619;72.518;0.000;-1.097;
1;271;11.000;4.000;-3.600;;0.000;0.323;-38.947;41.234;2.272;-4.882;86.077;0.347;-0.475;
1;272;11.500;4.000;-3.600;;0.000;1.100;-12.177;13.468;0.551;-2.941;132.058;16.474;-25.049;
1;273;12.000;4.000;-3.600;;27.138;1.862;-102.333;92.429;41.474;-60.568;112.956;47.685;-82.043;
1;274;12.500;4.000;-3.600;;0.000;1.212;-89.004;90.822;0.683;-3.713;17.968;2.818;-21.468;
1;275;13.000;4.000;-3.600;;0.000;2.426;-43.584;50.218;7.462;-16.522;47.713;0.000;-2.137;
1;276;13.500;4.000;-3.600;;0.000;1.946;-19.187;23.134;8.494;-14.387;82.424;0.000;-2.444;
1;277;14.000;4.000;-3.600;;14.931;6.606;-14.121;0.000;6.789;-14.205;136.713;3.884;-4.304;
1;278;14.500;4.000;-3.600;;55.542;0.000;-2.183;0.000;1.359;-54.718;280.242;54.741;-75.507;
1;279;15.000;4.000;-3.600;;146.185;45.607;-62.853;0.000;-5.575;-123.365;522.819;234.978;-231.072;
Extremes;31;15.000;0.000;-3.600;m_x,D+;150.066;38.474;-57.165;0.000;-3.166;-128.209;508.696;230.202;-225.857;
1;153;14.000;2.000;-3.600;m_x,D+;-2.198;0.000;-3.033;2.447;3.246;-0.462;10.039;18.725;-1.468;
1;279;15.000;4.000;-3.600;m_y,D+;146.185;45.607;-62.853;0.000;-5.575;-123.365;522.819;234.978;-231.072;
1;19;9.000;0.000;-3.600;m_y,D+;0.000;-15.774;-76.433;85.573;29.545;-22.910;87.084;26.489;-26.692;
1;155;15.000;2.000;-3.600;m_c,D+;11.047;0.000;-0.771;0.000;0.748;-11.023;-7.320;0.000;-33.170;
1;7;3.000;0.000;-3.600;m_c,D+;31.146;-1.493;-103.287;97.520;41.081;-64.967;109.107;43.544;-82.561;
1;6;2.500;0.000;-3.600;m_x,D-;0.000;1.094;-94.639;98.239;2.803;-7.498;0.000;-5.197;-13.976;
1;1;0.000;0.000;-3.600;m_x,D-;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;25;12.000;0.000;-3.600;m_y,D-;26.827;-2.644;-98.944;93.374;44.020;-62.633;109.604;45.650;-83.676;
1;248;15.000;3.500;-3.600;m_y,D-;75.366;30.256;-30.080;0.000;-11.466;-64.075;35.556;38.302;-79.062;
1;55;11.500;0.500;-3.600;m_c,D-;0.000;-0.372;-25.345;25.374;0.401;-0.058;80.877;26.483;-34.593;
1;1;0.000;0.000;-3.600;m_c,D-;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;1;0.000;0.000;-3.600;n_x,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;187;0.000;3.000;-3.600;n_x,D;33.157;15.268;-23.252;0.000;2.636;-27.809;-15.485;0.000;-29.368;
1;1;0.000;0.000;-3.600;n_y,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;63;0.000;1.000;-3.600;n_y,D;26.376;3.376;-2.049;0.000;-2.310;-25.393;0.000;-20.153;-21.667;
1;158;1.000;2.500;-3.600;n_c,D;5.024;3.337;-12.880;7.857;9.543;-12.880;17.410;35.826;-0.101;
1;1;0.000;0.000;-3.600;n_c,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
Total;;;;;;150.066;45.607;-0.771;98.239;44.020;-0.058;552.845;250.474;-0.101;
1;;;;;;-2.198;-15.774;-103.287;0.000;-11.466;-130.688;-15.485;-20.153;-245.293;
;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;
1;31;15.000;0.000;-3.600;m_x,D+;150.066;38.474;-57.165;0.000;-3.166;-128.209;508.696;230.202;-225.857;
1;153;14.000;2.000;-3.600;m_x,D+;-2.198;0.000;-3.033;2.447;3.246;-0.462;10.039;18.725;-1.468;
1;279;15.000;4.000;-3.600;m_y,D+;146.185;45.607;-62.853;0.000;-5.575;-123.365;522.819;234.978;-231.072;
1;19;9.000;0.000;-3.600;m_y,D+;0.000;-15.774;-76.433;85.573;29.545;-22.910;87.084;26.489;-26.692;
1;155;15.000;2.000;-3.600;m_c,D+;11.047;0.000;-0.771;0.000;0.748;-11.023;-7.320;0.000;-33.170;
1;7;3.000;0.000;-3.600;m_c,D+;31.146;-1.493;-103.287;97.520;41.081;-64.967;109.107;43.544;-82.561;
1;6;2.500;0.000;-3.600;m_x,D-;0.000;1.094;-94.639;98.239;2.803;-7.498;0.000;-5.197;-13.976;
1;1;0.000;0.000;-3.600;m_x,D-;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;25;12.000;0.000;-3.600;m_y,D-;26.827;-2.644;-98.944;93.374;44.020;-62.633;109.604;45.650;-83.676;
1;248;15.000;3.500;-3.600;m_y,D-;75.366;30.256;-30.080;0.000;-11.466;-64.075;35.556;38.302;-79.062;
1;55;11.500;0.500;-3.600;m_c,D-;0.000;-0.372;-25.345;25.374;0.401;-0.058;80.877;26.483;-34.593;
1;1;0.000;0.000;-3.600;m_c,D-;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;1;0.000;0.000;-3.600;n_x,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;187;0.000;3.000;-3.600;n_x,D;33.157;15.268;-23.252;0.000;2.636;-27.809;-15.485;0.000;-29.368;
1;1;0.000;0.000;-3.600;n_y,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
1;63;0.000;1.000;-3.600;n_y,D;26.376;3.376;-2.049;0.000;-2.310;-25.393;0.000;-20.153;-21.667;
1;158;1.000;2.500;-3.600;n_c,D;5.024;3.337;-12.880;7.857;9.543;-12.880;17.410;35.826;-0.101;
1;1;0.000;0.000;-3.600;n_c,D;149.436;34.170;-45.775;0.000;-7.143;-130.688;552.845;250.474;-245.293;
;;;;;;;;;;;;;;;
Total;;;;;;150.066;45.607;-0.771;98.239;44.020;-0.058;552.845;250.474;-0.101;
max/min;;;;;;-2.198;-15.774;-103.287;0.000;-11.466;-130.688;-15.485;-20.153;-245.293;
