Member No.;Node;Location;;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];Flags;;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Section (Material) | Member Comment
15;23;3.6000000000000001;L | M;γ_xy;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;γ_xy;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;γ_xz;-0.03;0.00;0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;γ_xz;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;κ_x;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;κ_x;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;κ_y;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;κ_y;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;κ_z;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;κ_z;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;;;;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
16;23;0.0000000000000000;L | M;;-0.08;0.02;-0.11;-0.9;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;;-0.08;0.02;-0.12;-0.1;1.2;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;;-0.08;0.02;-0.12;0.6;0.6;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;;-0.07;0.02;-0.12;1.3;0.1;-1.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.7777777777777775;E;;-0.07;0.02;-0.12;2.0;-0.5;-1.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.9999999999999998;E;;-0.07;0.02;-0.12;2.4;-0.8;-2.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.2222222222222219;E;;-0.07;0.02;-0.11;2.8;-1.1;-2.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.6666666666666665;R | E;;-0.06;0.02;-0.11;3.5;-1.6;-3.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;;-0.06;0.02;-0.11;4.2;-2.2;-3.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.5555555555555558;E;;-0.05;0.01;-0.11;4.9;-2.8;-4.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;24;3.9999999999999996;L | M;ε_x;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;ε_x;-0.08;0.02;-0.11;-0.9;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;γ_xy;-0.08;0.02;-0.12;0.6;0.6;-0.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;γ_xy;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;γ_xz;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;γ_xz;-0.07;0.02;-0.12;1.3;0.1;-1.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;κ_x;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;κ_x;-0.08;0.02;-0.11;-0.9;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;κ_y;-0.08;0.02;-0.11;-0.9;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;κ_y;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;L | M;κ_z;-0.08;0.02;-0.11;-0.9;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;L | M;κ_z;-0.05;0.01;-0.11;5.6;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.05;0.02;-0.11;5.6;1.8;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;;;;-0.08;0.01;-0.12;-0.9;-3.3;-4.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
17;25;0.0000000000000000;L | M;;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.3600000000000000;E;;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;0.7200000000000001;E;;-0.03;0.00;0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;;-0.03;0.00;0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.4400000000000002;E;;-0.03;0.00;0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.8000000000000000;R | E;;-0.03;0.00;0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.1600000000000001;E;;-0.03;0.00;0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.5200000000000000;E;;-0.02;0.00;0.01;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;2.8799999999999999;E;;-0.02;0.00;0.01;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;3.2399999999999998;E;;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;26;3.6000000000000001;L | M;ε_x;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;ε_x;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;γ_xy;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;γ_xy;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;1.0800000000000001;E;γ_xz;-0.03;0.00;0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;γ_xz;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;κ_x;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;κ_x;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;κ_y;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;κ_y;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;25;0.0000000000000000;L | M;κ_z;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;26;3.6000000000000001;L | M;κ_z;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;0.01;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
17;;;;;-0.03;0.00;0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
18;26;0.0000000000000000;L | M;;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.4444444444444444;E;;-0.05;0.00;-0.05;0.0;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.8888888888888887;E;;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.3333333333333330;R | E;;-0.05;0.00;-0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.7777777777777775;E;;-0.04;0.00;-0.05;0.0;-0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;1.9999999999999998;E;;-0.04;0.00;-0.05;0.0;-0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.2222222222222219;E;;-0.04;0.00;-0.05;0.1;-0.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;2.6666666666666665;R | E;;-0.04;0.00;-0.05;0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.1111111111111112;E;;-0.03;0.00;-0.05;0.1;-1.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;3.5555555555555558;E;;-0.03;0.00;-0.05;0.1;-1.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;27;3.9999999999999996;L | M;ε_x;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;ε_x;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;γ_xy;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;γ_xy;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;γ_xz;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;0.8888888888888887;E;γ_xz;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;κ_x;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;κ_x;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;κ_y;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;κ_y;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;27;3.9999999999999996;L | M;κ_z;-0.02;0.00;-0.05;0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;26;0.0000000000000000;L | M;κ_z;-0.06;0.00;-0.05;-0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.02;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
18;;;;;-0.06;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
19;28;0.0000000000000000;L | M;;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.3600000000000000;E;;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;0.7200000000000001;E;;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.0800000000000001;E;;-0.03;0.00;-0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.4400000000000002;E;;-0.03;0.00;-0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.8000000000000000;R | E;;-0.03;0.00;-0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.1600000000000001;E;;-0.03;0.00;-0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.5200000000000000;E;;-0.02;0.00;-0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;2.8799999999999999;E;;-0.02;0.00;-0.01;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;3.2399999999999998;E;;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;29;3.6000000000000001;L | M;ε_x;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;ε_x;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;γ_xy;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;γ_xy;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;γ_xz;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;1.4400000000000002;E;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;κ_x;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;κ_x;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;κ_y;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;κ_y;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;28;0.0000000000000000;L | M;κ_z;-0.03;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;29;3.6000000000000001;L | M;κ_z;-0.02;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;-0.01;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
19;;;;;-0.03;0.00;-0.01;0.0;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
20;29;0.0000000000000000;L | M;;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.4444444444444444;E;;-0.05;0.00;-0.05;0.0;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.8888888888888887;E;;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.3333333333333330;R | E;;-0.05;0.00;-0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.7777777777777775;E;;-0.04;0.00;-0.05;0.0;-0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;1.9999999999999998;E;;-0.04;0.00;-0.05;0.0;-0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.2222222222222219;E;;-0.04;0.00;-0.05;0.0;-0.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;2.6666666666666665;R | E;;-0.04;0.00;-0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.1111111111111112;E;;-0.03;0.00;-0.05;0.0;-1.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;3.5555555555555558;E;;-0.03;0.00;-0.05;-0.1;-1.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;30;3.9999999999999996;L | M;ε_x;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;ε_x;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;γ_xy;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;γ_xy;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;γ_xz;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;0.8888888888888887;E;γ_xz;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;κ_x;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;κ_x;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;κ_y;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;κ_y;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;29;0.0000000000000000;L | M;κ_z;-0.06;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;30;3.9999999999999996;L | M;κ_z;-0.02;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.02;0.00;-0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
20;;;;;-0.06;0.00;-0.05;-0.1;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
21;31;0.0000000000000000;L | M;;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.3600000000000000;E;;-0.03;0.00;-0.02;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;0.7200000000000001;E;;-0.03;0.00;-0.02;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.4400000000000002;E;;-0.03;0.00;-0.02;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.8000000000000000;R | E;;-0.03;0.00;-0.02;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.1600000000000001;E;;-0.03;0.00;-0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.5200000000000000;E;;-0.02;0.00;-0.02;0.0;-0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;2.8799999999999999;E;;-0.02;0.00;-0.02;0.0;-0.5;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;3.2399999999999998;E;;-0.02;0.00;-0.02;0.0;-0.6;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;32;3.6000000000000001;L | M;ε_x;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;ε_x;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;γ_xy;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;γ_xy;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;γ_xz;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;1.0800000000000001;E;γ_xz;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;κ_x;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;κ_x;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;κ_y;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;κ_y;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;κ_z;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;32;3.6000000000000001;L | M;κ_z;-0.02;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;;;;-0.03;0.00;-0.02;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
22;32;0.0000000000000000;L | M;;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.4444444444444444;E;;-0.05;0.00;-0.05;0.1;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.8888888888888887;E;;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.3333333333333330;R | E;;-0.05;0.00;-0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.7777777777777775;E;;-0.04;0.00;-0.05;-0.1;-0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.9999999999999998;E;;-0.04;0.00;-0.05;-0.1;-0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.2222222222222219;E;;-0.04;0.00;-0.05;-0.1;-0.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.6666666666666665;R | E;;-0.04;0.00;-0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;;-0.03;0.00;-0.05;-0.2;-1.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.5555555555555558;E;;-0.03;0.00;-0.05;-0.2;-1.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;33;3.9999999999999996;L | M;ε_x;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;ε_x;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;γ_xy;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;γ_xy;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;γ_xz;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.8888888888888887;E;γ_xz;-0.05;0.00;-0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;κ_x;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;κ_x;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;κ_y;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;κ_y;-0.02;0.00;-0.05;-0.2;-1.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;κ_z;-0.06;0.00;-0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
