Member No.;Node;Location;;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];Flags;;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Section (Material) | Member Comment
8;;1.3333333333333330;R | E;;-0.04;0.00;0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.7777777777777775;E;;-0.04;0.00;0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.9999999999999998;E;;-0.04;0.00;0.05;0.0;0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.2222222222222219;E;;-0.04;0.00;0.05;0.0;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;2.6666666666666665;R | E;;-0.03;0.00;0.05;0.0;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.1111111111111112;E;;-0.03;0.00;0.05;0.0;0.9;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;3.5555555555555558;E;;-0.02;0.00;0.05;0.0;1.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;12;3.9999999999999996;L | M;ε_x;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;ε_x;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;γ_xy;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;γ_xy;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;1.3333333333333330;R | E;γ_xz;-0.04;0.00;0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;γ_xz;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;κ_x;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;κ_x;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;κ_y;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;κ_y;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;11;0.0000000000000000;L | M;κ_z;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;12;3.9999999999999996;L | M;κ_z;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.02;0.00;0.05;0.1;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
8;;;;;-0.05;0.00;0.05;0.0;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
9;13;0.0000000000000000;L | M;;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.3600000000000000;E;;-0.03;0.00;-0.02;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;0.7200000000000001;E;;-0.03;0.00;-0.02;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.4400000000000002;E;;-0.03;0.00;-0.02;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.8000000000000000;R | E;;-0.03;0.00;-0.02;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.1600000000000001;E;;-0.03;0.00;-0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.5200000000000000;E;;-0.02;0.00;-0.02;0.0;-0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;2.8799999999999999;E;;-0.02;0.00;-0.02;0.0;-0.5;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;3.2399999999999998;E;;-0.02;0.00;-0.02;0.0;-0.6;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;14;3.6000000000000001;L | M;ε_x;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;ε_x;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;γ_xy;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;γ_xy;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;γ_xz;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;1.0800000000000001;E;γ_xz;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;κ_x;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;κ_x;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;κ_y;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;κ_y;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;14;3.6000000000000001;L | M;κ_z;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;13;0.0000000000000000;L | M;κ_z;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
9;;;;;-0.03;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
10;14;0.0000000000000000;L | M;;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.4444444444444444;E;;-0.05;0.00;0.05;-0.1;-0.5;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;0.8888888888888887;E;;-0.05;0.00;0.05;0.0;-0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;;-0.04;0.00;0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.7777777777777775;E;;-0.04;0.00;0.05;0.0;0.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.9999999999999998;E;;-0.04;0.00;0.05;0.1;0.3;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.2222222222222219;E;;-0.04;0.00;0.05;0.1;0.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;2.6666666666666665;R | E;;-0.03;0.00;0.05;0.1;0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.1111111111111112;E;;-0.03;0.00;0.05;0.2;0.9;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;3.5555555555555558;E;;-0.02;0.00;0.05;0.2;1.2;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;15;3.9999999999999996;L | M;ε_x;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;ε_x;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;γ_xy;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;γ_xy;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;1.3333333333333330;R | E;γ_xz;-0.04;0.00;0.05;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;γ_xz;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;κ_x;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;κ_x;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;κ_y;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;κ_y;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;14;0.0000000000000000;L | M;κ_z;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;15;3.9999999999999996;L | M;κ_z;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.02;0.00;0.05;0.2;1.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
10;;;;;-0.05;0.00;0.05;-0.1;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
11;16;0.0000000000000000;L | M;;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.3600000000000000;E;;-0.03;0.00;-0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;0.7200000000000001;E;;-0.03;0.00;-0.02;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.4400000000000002;E;;-0.03;0.00;-0.02;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.8000000000000000;R | E;;-0.03;0.00;-0.02;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.1600000000000001;E;;-0.03;0.00;-0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.5200000000000000;E;;-0.02;0.00;-0.02;0.0;-0.5;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;2.8799999999999999;E;;-0.02;0.00;-0.02;0.0;-0.6;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;3.2399999999999998;E;;-0.02;0.00;-0.02;0.0;-0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;17;3.6000000000000001;L | M;ε_x;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;ε_x;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;γ_xy;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;γ_xy;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;γ_xz;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;1.0800000000000001;E;γ_xz;-0.03;0.00;-0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;κ_x;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;κ_x;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;κ_y;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;κ_y;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;L | M;κ_z;-0.03;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;L | M;κ_z;-0.02;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;-0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;;;;-0.03;0.00;-0.02;0.0;-0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
12;17;0.0000000000000000;L | M;;-0.13;0.09;0.05;-0.4;-0.7;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.4444444444444444;E;;-0.13;0.09;0.05;-1.0;-0.5;6.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.8888888888888887;E;;-0.12;0.09;0.05;-1.6;-0.2;2.5;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;;-0.12;0.09;0.05;-2.2;0.0;-1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.7777777777777775;E;;-0.12;0.09;0.05;-2.8;0.2;-5.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.9999999999999998;E;;-0.11;0.09;0.05;-3.1;0.4;-6.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;;-0.11;0.09;0.05;-3.4;0.5;-8.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;;-0.11;0.09;0.05;-4.0;0.7;-12.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.1111111111111112;E;;-0.10;0.08;0.05;-4.6;0.9;-15.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.5555555555555558;E;;-0.10;0.08;0.05;-5.2;1.2;-19.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;18;3.9999999999999996;L | M;ε_x;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;ε_x;-0.13;0.09;0.05;-0.4;-0.7;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;γ_xy;-0.12;0.09;0.05;-2.2;0.0;-1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;γ_xy;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;γ_xz;-0.12;0.09;0.05;-2.2;0.0;-1.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;γ_xz;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;κ_x;-0.13;0.09;0.05;-0.4;-0.7;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;κ_x;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;κ_y;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;κ_y;-0.13;0.09;0.05;-0.4;-0.7;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;L | M;κ_z;-0.13;0.09;0.05;-0.4;-0.7;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;L | M;κ_z;-0.09;0.08;0.05;-5.8;1.4;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.09;0.09;0.05;-0.4;1.4;9.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;;;;-0.13;0.08;0.05;-5.8;-0.7;-22.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
13;19;0.0000000000000000;L | M;;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.3600000000000000;E;;-0.03;0.00;0.02;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.7200000000000001;E;;-0.03;0.00;0.02;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;;-0.03;0.00;0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.4400000000000002;E;;-0.03;0.00;0.02;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.8000000000000000;R | E;;-0.03;0.00;0.02;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;;-0.03;0.00;0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.5200000000000000;E;;-0.02;0.00;0.02;0.0;0.5;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.8799999999999999;E;;-0.02;0.00;0.02;0.0;0.6;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;3.2399999999999998;E;;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;20;3.6000000000000001;L | M;ε_x;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;ε_x;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;γ_xy;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;γ_xy;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;γ_xz;-0.03;0.00;0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;γ_xz;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;κ_x;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;κ_x;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;κ_y;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;κ_y;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;L | M;κ_z;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;L | M;κ_z;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;-0.02;0.00;0.02;0.0;0.8;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;;;;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
14;20;0.0000000000000000;L | M;;-0.12;-0.09;-0.03;0.2;0.2;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;;-0.12;-0.10;-0.03;-0.2;0.0;-7.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.8888888888888887;E;;-0.11;-0.10;-0.03;-0.6;-0.2;-3.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;;-0.11;-0.10;-0.03;-1.0;-0.3;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;;-0.10;-0.10;-0.03;-1.5;-0.5;4.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.9999999999999998;E;;-0.10;-0.10;-0.03;-1.7;-0.6;6.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.2222222222222219;E;;-0.10;-0.09;-0.03;-1.9;-0.7;8.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;;-0.10;-0.09;-0.03;-2.3;-0.8;12.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.1111111111111112;E;;-0.09;-0.09;-0.03;-2.7;-1.0;15.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.5555555555555558;E;;-0.09;-0.09;-0.03;-3.1;-1.2;19.6;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;21;3.9999999999999996;L | M;ε_x;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;ε_x;-0.12;-0.09;-0.03;0.2;0.2;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;γ_xy;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;γ_xy;-0.11;-0.10;-0.03;-1.0;-0.3;0.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;γ_xz;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;γ_xz;-0.12;-0.10;-0.03;-0.2;0.0;-7.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;κ_x;-0.12;-0.09;-0.03;0.2;0.2;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;κ_x;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;κ_y;-0.12;-0.09;-0.03;0.2;0.2;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;κ_y;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;L | M;κ_z;-0.08;-0.08;-0.03;-3.6;-1.3;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;L | M;κ_z;-0.12;-0.09;-0.03;0.2;0.2;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;-0.08;-0.08;-0.03;0.2;0.2;23.2;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;;;;-0.12;-0.10;-0.03;-3.6;-1.3;-11.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
15;22;0.0000000000000000;L | M;;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.3600000000000000;E;;-0.03;0.00;0.02;0.0;-0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.7200000000000001;E;;-0.03;0.00;0.02;0.0;-0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;;-0.03;0.00;0.02;0.0;0.0;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.4400000000000002;E;;-0.03;0.00;0.02;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.8000000000000000;R | E;;-0.03;0.00;0.02;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;;-0.03;0.00;0.02;0.0;0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.5200000000000000;E;;-0.02;0.00;0.02;0.0;0.4;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.8799999999999999;E;;-0.02;0.00;0.02;0.0;0.5;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;3.2399999999999998;E;;-0.02;0.00;0.02;0.0;0.6;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;L | M;;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;23;3.6000000000000001;L | M;ε_x;-0.02;0.00;0.02;0.0;0.7;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;L | M;ε_x;-0.03;0.00;0.02;0.0;-0.3;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
