Section No.;Member;Node;Location;;;Forces [kN];;;Moments [kNm];;;
2;33;;1.0000000000000000;M;;-0.59;0.41;18.85;2.93;33.17;0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.3333333333333333;E;;-0.49;0.23;12.31;1.72;38.61;0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;-0.44;0.14;9.03;1.11;41.33;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.5000000000000000;M;;-0.44;0.14;9.03;1.11;41.33;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.7777777777777777;E;;-0.43;0.06;4.05;0.55;42.87;0.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;-0.42;0.00;0.07;0.10;44.10;0.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.0000000000000000;E | M;;-0.42;0.00;0.07;0.10;44.10;0.09;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.2222222222222223;E;;-0.43;-0.07;-3.92;-0.35;42.92;0.10;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;-0.45;-0.15;-8.89;-0.92;41.43;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.5000000000000000;M;;-0.45;-0.15;-8.89;-0.92;41.43;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;2.6666666666666670;E;;-0.51;-0.24;-12.16;-1.54;38.75;0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;-0.61;-0.43;-18.70;-2.78;33.38;0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.0000000000000000;M;;-0.61;-0.43;-18.70;-2.78;33.38;0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.1111111111111116;E;;-0.70;-0.27;-22.33;-3.95;30.22;0.32;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;-1.02;0.29;-35.04;-8.05;19.14;0.69;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5000000000000000;M;;-1.02;0.29;-35.04;-8.05;19.14;0.69;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;3.5555555555555562;E;;-1.08;0.49;-37.49;-8.94;16.27;0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;32;4.0000000000000000;M;;-1.59;2.11;-57.13;-16.03;-6.68;0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;17;0.0000000000000000;M;;-0.74;-3.09;58.76;25.49;-6.70;0.31;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.4444444444444444;E;;0.59;-0.85;38.77;14.65;17.32;0.87;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;0.76;-0.57;36.27;13.30;20.32;0.93;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.5000000000000018;M;;0.76;-0.57;36.27;13.30;20.32;0.93;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;0.8888888888888888;E;;1.57;0.30;23.35;6.81;32.03;0.55;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;1.80;0.55;19.66;4.96;35.37;0.44;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.0000000000000000;M;;1.80;0.55;19.66;4.96;35.37;0.44;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.3333333333333333;E;;2.05;0.36;12.93;2.80;41.06;0.30;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;2.17;0.26;9.57;1.72;43.90;0.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.5000000000000004;M;;2.17;0.26;9.57;1.72;43.90;0.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;1.7777777777777777;E;;2.23;0.11;4.31;0.78;45.51;0.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;2.27;0.00;0.10;0.03;46.80;0.17;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.0000000000000000;E | M;;2.27;0.00;0.10;0.03;46.80;0.17;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.2222222222222223;E;;2.24;-0.13;-4.11;-0.72;45.58;0.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;2.20;-0.28;-9.37;-1.66;44.04;0.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.4999999999999996;M;;2.20;-0.28;-9.37;-1.66;44.04;0.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;2.6666666666666670;E;;2.08;-0.38;-12.72;-2.75;41.25;0.30;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;1.85;-0.58;-19.43;-4.92;35.67;0.45;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.0000000000000000;M;;1.85;-0.58;-19.43;-4.92;35.67;0.45;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.1111111111111116;E;;1.62;-0.33;-23.13;-6.79;32.36;0.56;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;0.82;0.53;-36.07;-13.34;20.78;0.97;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;;0.82;0.53;-36.07;-13.34;20.78;0.97;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5555555555555562;E;;0.65;0.81;-38.57;-14.71;17.80;0.90;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;35;4.0000000000000000;M;;-0.68;3.06;-58.63;-25.65;-6.10;0.37;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;35;;2.0000000000000000;E | M;N;2.27;0.00;0.10;0.03;46.80;0.17;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;32;4.0000000000000000;M;N;-1.59;2.11;-57.13;-16.03;-6.68;0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;35;4.0000000000000000;M;V_y;-0.68;3.06;-58.63;-25.65;-6.10;0.37;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;17;0.0000000000000000;M;V_y;-0.74;-3.09;58.76;25.49;-6.70;0.31;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;17;0.0000000000000000;M;V_z;-0.74;-3.09;58.76;25.49;-6.70;0.31;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;35;4.0000000000000000;M;V_z;-0.68;3.06;-58.63;-25.65;-6.10;0.37;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;20;4.0000000000000000;M;M_T;-0.87;-2.83;-57.11;29.93;-5.32;-0.28;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;2;0.0000000000000000;M;M_T;-0.96;2.74;57.47;-30.20;-7.01;-0.37;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.0000000000000000;E | M;M_y;1.87;0.10;0.31;0.26;47.01;-0.19;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;5;0.0000000000000000;M;M_y;-1.51;2.04;57.58;-21.20;-7.77;-0.45;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;35;;3.5000000000000027;M;M_z;0.82;0.53;-36.07;-13.34;20.78;0.97;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;0.5000000000000000;M;M_z;0.08;0.40;35.39;-16.38;20.05;-0.87;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;;2.27;3.06;58.76;29.93;47.01;0.97;
2;;;;;;-1.59;-3.09;-58.63;-30.20;-7.77;-0.87;
;;;;;;;;;;;;
3;SQ_M1 500 | 2 - C20/25;;;;;;;;;;;
3;1;1;0.0000000000000000;M;;-113.71;-3.47;-12.33;-0.06;10.63;-3.40;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.3600000000000000;E;;-111.46;-3.47;-12.33;-0.06;6.19;-2.15;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;0.7200000000000001;E;;-109.21;-3.47;-12.33;-0.06;1.75;-0.90;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.0800000000000001;E;;-106.96;-3.47;-12.33;-0.06;-2.69;0.35;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.4400000000000002;E;;-104.71;-3.47;-12.33;-0.06;-7.13;1.60;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;1.8000000000000000;R | E;;-102.46;-3.47;-12.33;-0.05;-11.57;2.85;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.1600000000000001;E;;-100.21;-3.47;-12.32;-0.05;-16.01;4.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.5200000000000000;E;;-97.96;-3.47;-12.32;-0.05;-20.44;5.34;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;2.8799999999999999;E;;-95.71;-3.47;-12.32;-0.05;-24.88;6.59;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;;3.2399999999999998;E;;-93.46;-3.46;-12.31;-0.05;-29.31;7.84;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;1;2;3.6000000000000001;M;;-91.21;-3.46;-12.30;-0.05;-33.74;9.08;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;4;0.0000000000000000;M;;-114.65;-3.26;-11.06;-0.03;9.19;-3.22;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.3600000000000000;E;;-112.40;-3.26;-11.07;-0.03;5.21;-2.05;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;0.7200000000000001;E;;-110.15;-3.26;-11.07;-0.03;1.22;-0.88;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.0800000000000001;E;;-107.90;-3.26;-11.07;-0.03;-2.76;0.30;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.4400000000000002;E;;-105.65;-3.26;-11.06;-0.03;-6.74;1.47;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;1.8000000000000000;R | E;;-103.40;-3.26;-11.06;-0.03;-10.73;2.64;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.1600000000000001;E;;-101.16;-3.26;-11.06;-0.03;-14.71;3.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.5200000000000000;E;;-98.91;-3.26;-11.06;-0.03;-18.69;4.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;2.8799999999999999;E;;-96.66;-3.26;-11.05;-0.03;-22.67;6.16;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;;3.2399999999999998;E;;-94.41;-3.25;-11.05;-0.03;-26.65;7.33;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;3;5;3.6000000000000001;M;;-92.16;-3.25;-11.04;-0.03;-30.62;8.50;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;7;0.0000000000000000;M;;-115.36;-2.99;-4.54;0.00;1.64;-2.98;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.3600000000000000;E;;-113.11;-2.99;-4.54;0.00;0.00;-1.90;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;0.7200000000000001;E;;-110.86;-2.99;-4.54;0.00;-1.63;-0.83;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.0800000000000001;E;;-108.61;-2.99;-4.53;0.00;-3.26;0.25;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.4400000000000002;E;;-106.36;-2.99;-4.53;0.00;-4.90;1.33;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;1.8000000000000000;R | E;;-104.11;-2.99;-4.53;0.00;-6.53;2.40;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.1600000000000001;E;;-101.86;-2.99;-4.53;0.00;-8.16;3.48;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.5200000000000000;E;;-99.61;-2.99;-4.53;0.00;-9.79;4.55;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;2.8799999999999999;E;;-97.36;-2.99;-4.53;0.00;-11.42;5.63;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;;3.2399999999999998;E;;-95.11;-2.98;-4.52;0.00;-13.05;6.70;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;5;8;3.6000000000000001;M;;-92.86;-2.98;-4.52;0.00;-14.68;7.78;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;10;0.0000000000000000;M;;-115.64;-2.95;3.63;0.05;-7.82;-3.00;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.3600000000000000;E;;-113.39;-2.95;3.63;0.05;-6.51;-1.94;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;0.7200000000000001;E;;-111.14;-2.95;3.64;0.05;-5.21;-0.88;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.0800000000000001;E;;-108.89;-2.95;3.64;0.05;-3.90;0.19;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.4400000000000002;E;;-106.64;-2.95;3.64;0.05;-2.59;1.25;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;1.8000000000000000;R | E;;-104.39;-2.95;3.64;0.05;-1.28;2.31;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.1600000000000001;E;;-102.14;-2.95;3.64;0.05;0.03;3.37;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.5200000000000000;E;;-99.89;-2.95;3.64;0.05;1.34;4.44;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;2.8799999999999999;E;;-97.64;-2.95;3.64;0.05;2.65;5.50;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;;3.2399999999999998;E;;-95.39;-2.95;3.64;0.05;3.96;6.56;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;7;11;3.6000000000000001;M;;-93.14;-2.95;3.63;0.05;5.27;7.62;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;13;0.0000000000000000;M;;-115.51;-3.06;10.75;0.08;-16.07;-3.20;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.3600000000000000;E;;-113.26;-3.07;10.75;0.08;-12.19;-2.09;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;0.7200000000000001;E;;-111.01;-3.07;10.76;0.08;-8.32;-0.99;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.0800000000000001;E;;-108.76;-3.07;10.76;0.08;-4.45;0.11;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.4400000000000002;E;;-106.51;-3.07;10.76;0.08;-0.58;1.22;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;1.8000000000000000;R | E;;-104.26;-3.07;10.76;0.08;3.30;2.32;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.1600000000000001;E;;-102.01;-3.06;10.76;0.08;7.17;3.42;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.5200000000000000;E;;-99.76;-3.06;10.75;0.08;11.04;4.53;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;2.8799999999999999;E;;-97.51;-3.06;10.75;0.08;14.91;5.63;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;;3.2399999999999998;E;;-95.26;-3.06;10.75;0.08;18.78;6.73;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;9;14;3.6000000000000001;M;;-93.01;-3.06;10.74;0.08;22.65;7.83;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;16;0.0000000000000000;M;;-115.09;-3.35;12.93;0.11;-18.57;-3.60;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.3600000000000000;E;;-112.84;-3.35;12.94;0.11;-13.92;-2.39;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;0.7200000000000001;E;;-110.59;-3.35;12.94;0.11;-9.26;-1.19;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.0800000000000001;E;;-108.34;-3.35;12.94;0.11;-4.60;0.02;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.4400000000000002;E;;-106.09;-3.35;12.94;0.11;0.06;1.22;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;1.8000000000000000;R | E;;-103.84;-3.35;12.94;0.11;4.72;2.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.1600000000000001;E;;-101.59;-3.35;12.94;0.11;9.38;3.63;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.5200000000000000;E;;-99.34;-3.35;12.94;0.11;14.04;4.84;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;2.8799999999999999;E;;-97.09;-3.35;12.93;0.11;18.69;6.04;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;;3.2399999999999998;E;;-94.84;-3.34;12.93;0.11;23.35;7.25;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;11;17;3.6000000000000001;M;;-92.59;-3.34;12.92;0.11;28.00;8.45;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;19;0.0000000000000000;M;;-113.78;3.27;-12.15;0.11;10.34;4.47;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.3600000000000000;E;;-111.53;3.27;-12.16;0.11;5.96;3.29;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;0.7200000000000001;E;;-109.28;3.27;-12.16;0.11;1.59;2.12;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.0800000000000001;E;;-107.03;3.27;-12.16;0.11;-2.79;0.94;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.4400000000000002;E;;-104.78;3.27;-12.16;0.11;-7.17;-0.24;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;1.8000000000000000;R | E;;-102.53;3.27;-12.15;0.11;-11.54;-1.42;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.1600000000000001;E;;-100.28;3.27;-12.15;0.11;-15.92;-2.60;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.5200000000000000;E;;-98.03;3.27;-12.15;0.11;-20.29;-3.77;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;2.8799999999999999;E;;-95.78;3.27;-12.14;0.11;-24.66;-4.95;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;;3.2399999999999998;E;;-93.53;3.27;-12.14;0.11;-29.03;-6.13;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;13;20;3.6000000000000001;M;;-91.28;3.27;-12.13;0.11;-33.40;-7.30;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;22;0.0000000000000000;M;;-114.71;3.13;-10.80;0.09;8.80;4.23;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.3600000000000000;E;;-112.46;3.13;-10.80;0.09;4.91;3.10;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;0.7200000000000001;E;;-110.21;3.13;-10.80;0.09;1.02;1.97;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.0800000000000001;E;;-107.96;3.13;-10.80;0.09;-2.87;0.85;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.4400000000000002;E;;-105.71;3.13;-10.80;0.09;-6.76;-0.28;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;1.8000000000000000;R | E;;-103.46;3.13;-10.80;0.09;-10.65;-1.41;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.1600000000000001;E;;-101.21;3.13;-10.80;0.09;-14.54;-2.54;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.5200000000000000;E;;-98.96;3.13;-10.79;0.09;-18.42;-3.67;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;2.8799999999999999;E;;-96.71;3.13;-10.79;0.09;-22.31;-4.79;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;;3.2399999999999998;E;;-94.46;3.13;-10.78;0.09;-26.19;-5.92;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;15;23;3.6000000000000001;M;;-92.21;3.13;-10.78;0.09;-30.07;-7.05;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;25;0.0000000000000000;M;;-115.40;3.05;-4.27;0.05;1.24;4.07;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.3600000000000000;E;;-113.15;3.05;-4.27;0.05;-0.30;2.97;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;0.7200000000000001;E;;-110.90;3.05;-4.27;0.05;-1.84;1.87;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.0800000000000001;E;;-108.65;3.05;-4.27;0.05;-3.37;0.77;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.4400000000000002;E;;-106.40;3.05;-4.27;0.05;-4.91;-0.33;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;1.8000000000000000;R | E;;-104.15;3.05;-4.27;0.05;-6.45;-1.43;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.1600000000000001;E;;-101.90;3.05;-4.27;0.05;-7.98;-2.53;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.5200000000000000;E;;-99.65;3.05;-4.26;0.05;-9.52;-3.62;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;2.8799999999999999;E;;-97.40;3.05;-4.26;0.05;-11.05;-4.72;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;;3.2399999999999998;E;;-95.15;3.05;-4.26;0.05;-12.59;-5.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;17;26;3.6000000000000001;M;;-92.90;3.05;-4.26;0.05;-14.12;-6.92;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;28;0.0000000000000000;M;;-115.68;3.08;3.85;0.01;-8.16;4.04;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.3600000000000000;E;;-113.43;3.09;3.85;0.01;-6.77;2.93;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;0.7200000000000001;E;;-111.18;3.09;3.85;0.01;-5.39;1.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.0800000000000001;E;;-108.93;3.09;3.85;0.01;-4.00;0.71;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.4400000000000002;E;;-106.68;3.09;3.85;0.01;-2.62;-0.40;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;1.8000000000000000;R | E;;-104.43;3.09;3.85;0.01;-1.23;-1.51;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.1600000000000001;E;;-102.18;3.09;3.85;0.01;0.16;-2.62;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.5200000000000000;E;;-99.93;3.08;3.85;0.01;1.54;-3.74;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;2.8799999999999999;E;;-97.68;3.08;3.85;0.01;2.93;-4.85;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;;3.2399999999999998;E;;-95.43;3.08;3.85;0.01;4.32;-5.96;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;19;29;3.6000000000000001;M;;-93.18;3.08;3.85;0.01;5.70;-7.07;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;31;0.0000000000000000;M;;-115.54;3.18;10.92;-0.03;-16.35;4.08;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.3600000000000000;E;;-113.29;3.18;10.93;-0.03;-12.42;2.94;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;0.7200000000000001;E;;-111.04;3.18;10.93;-0.03;-8.49;1.79;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.0800000000000001;E;;-108.79;3.18;10.93;-0.03;-4.55;0.65;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.4400000000000002;E;;-106.54;3.18;10.93;-0.03;-0.62;-0.49;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;1.8000000000000000;R | E;;-104.29;3.18;10.93;-0.03;3.32;-1.64;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.1600000000000001;E;;-102.04;3.18;10.93;-0.03;7.25;-2.78;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.5200000000000000;E;;-99.79;3.18;10.93;-0.03;11.19;-3.93;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;2.8799999999999999;E;;-97.54;3.18;10.92;-0.03;15.12;-5.07;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;;3.2399999999999998;E;;-95.29;3.17;10.92;-0.03;19.05;-6.21;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;21;32;3.6000000000000001;M;;-93.04;3.17;10.92;-0.03;22.98;-7.35;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;34;0.0000000000000000;M;;-115.12;3.36;13.07;-0.06;-18.82;4.24;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;0.3600000000000000;E;;-112.87;3.36;13.07;-0.06;-14.11;3.03;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;0.7200000000000001;E;;-110.62;3.36;13.08;-0.06;-9.40;1.82;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
3;23;;1.0800000000000001;E;;-108.37;3.36;13.08;-0.06;-4.70;0.61;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
