Surface No.;Grid;Grid Point Coordinates [m];;;;Principal Stresses [N/mm^2 ];;;;;;;;;;
;Point No.;X;Y;Z;;σ_1,+;σ_2,+;α_+ [deg];σ_1,-;σ_2,-;α_- [deg];σ_1,m;σ_2,m;α_m [deg];τ_max;Surface Comment
1;211;12.000;3.000;-3.600;;0.338;-1.383;82.68;1.678;-0.289;-5.68;0.153;0.019;5.11;0.144;
1;212;12.500;3.000;-3.600;;0.259;-1.357;-87.72;1.654;-0.265;3.98;0.153;-0.007;12.67;0.166;
1;213;13.000;3.000;-3.600;;0.320;-0.815;-80.05;1.110;-0.320;12.40;0.153;-0.005;21.33;0.140;
1;214;13.500;3.000;-3.600;;0.362;-0.238;-71.80;0.531;-0.371;22.53;0.152;-0.009;30.66;0.121;
1;215;14.000;3.000;-3.600;;0.391;0.224;-47.63;0.052;-0.434;41.51;0.138;-0.021;41.07;0.092;
1;216;14.500;3.000;-3.600;;0.587;0.366;13.25;-0.243;-0.546;76.09;0.104;-0.021;53.11;0.083;
1;217;15.000;3.000;-3.600;;0.650;0.272;22.06;-0.410;-0.750;-62.73;-0.041;-0.079;-5.24;0.083;
1;218;0.000;3.500;-3.600;;1.106;-0.023;-33.79;-0.191;-0.953;61.70;0.087;-0.117;-44.22;0.152;
1;219;0.500;3.500;-3.600;;0.974;0.008;-28.86;-0.071;-0.516;69.62;0.237;-0.040;-35.65;0.094;
1;220;1.000;3.500;-3.600;;0.557;0.052;-28.74;-0.020;-0.103;16.55;0.249;-0.006;-24.01;0.088;
1;221;1.500;3.500;-3.600;;0.183;-0.021;-67.39;0.376;-0.120;-3.17;0.205;0.004;-14.83;0.094;
1;222;2.000;3.500;-3.600;;0.125;-0.501;-87.37;0.854;-0.121;-2.53;0.183;-0.004;-11.22;0.134;
1;223;2.500;3.500;-3.600;;0.040;-1.193;-85.47;1.538;-0.042;1.16;0.182;-0.010;-9.94;0.193;
1;224;3.000;3.500;-3.600;;0.384;-1.152;-60.27;1.397;-0.188;24.52;0.187;0.033;-13.65;0.254;
1;225;3.500;3.500;-3.600;;0.302;-0.038;-66.35;0.367;-0.206;3.99;0.201;0.012;-13.43;0.107;
1;226;4.000;3.500;-3.600;;0.184;-0.339;84.79;0.750;-0.172;-6.81;0.206;0.006;-8.91;0.078;
1;227;4.500;3.500;-3.600;;0.190;-0.767;79.39;1.147;-0.183;-9.17;0.191;0.003;-5.52;0.083;
1;228;5.000;3.500;-3.600;;0.169;-1.257;81.42;1.622;-0.166;-7.72;0.183;0.000;-4.38;0.120;
1;229;5.500;3.500;-3.600;;0.066;-1.896;85.27;2.267;-0.069;-4.54;0.185;-0.001;-3.55;0.175;
1;230;6.000;3.500;-3.600;;-0.014;-2.181;-85.53;2.556;0.068;3.22;0.191;0.023;-4.63;0.328;
1;231;6.500;3.500;-3.600;;0.155;-1.342;-86.37;1.743;-0.126;1.78;0.204;0.011;-5.47;0.064;
1;232;7.000;3.500;-3.600;;0.140;-1.205;-88.50;1.629;-0.126;0.43;0.213;0.006;-3.03;0.021;
1;233;7.500;3.500;-3.600;;0.140;-1.200;88.05;1.621;-0.131;-1.60;0.210;0.004;-0.46;0.017;
1;234;8.000;3.500;-3.600;;0.142;-1.298;85.27;1.715;-0.127;-3.25;0.211;0.006;1.97;0.035;
1;235;8.500;3.500;-3.600;;0.140;-1.532;84.55;1.928;-0.112;-3.67;0.202;0.010;4.13;0.079;
1;236;9.000;3.500;-3.600;;-0.040;-2.286;85.18;2.661;0.089;-3.74;0.191;0.022;3.32;0.334;
1;237;9.500;3.500;-3.600;;0.054;-1.943;-87.93;2.317;-0.054;2.13;0.187;0.000;2.48;0.152;
1;238;10.000;3.500;-3.600;;0.131;-1.403;-86.07;1.773;-0.128;3.83;0.185;0.001;3.38;0.102;
1;239;10.500;3.500;-3.600;;0.150;-1.027;-86.81;1.408;-0.143;3.56;0.191;0.003;4.70;0.066;
1;240;11.000;3.500;-3.600;;0.168;-0.754;87.11;1.147;-0.146;0.41;0.202;0.006;8.26;0.053;
1;241;11.500;3.500;-3.600;;0.283;-0.624;78.75;0.958;-0.214;-4.69;0.189;0.012;13.10;0.085;
1;242;12.000;3.500;-3.600;;0.168;-1.922;73.25;2.186;-0.072;-13.18;0.169;0.011;14.62;0.326;
1;243;12.500;3.500;-3.600;;0.013;-1.802;-86.51;2.116;-0.039;5.55;0.164;-0.020;15.87;0.258;
1;244;13.000;3.500;-3.600;;0.207;-0.902;-77.54;1.237;-0.232;14.10;0.169;-0.014;19.10;0.178;
1;245;13.500;3.500;-3.600;;0.313;-0.223;-59.45;0.628;-0.329;26.23;0.206;-0.011;20.91;0.123;
1;246;14.000;3.500;-3.600;;0.598;0.155;-13.93;0.189;-0.471;46.74;0.261;-0.025;26.07;0.119;
1;247;14.500;3.500;-3.600;;1.092;0.281;8.97;-0.160;-0.818;75.89;0.247;-0.050;35.58;0.142;
1;248;15.000;3.500;-3.600;;1.525;0.296;23.09;-0.442;-1.416;-75.80;0.097;-0.115;45.36;0.147;
1;249;0.000;4.000;-3.600;;2.474;-0.060;-20.43;0.460;-0.175;64.24;1.153;0.196;-18.68;0.188;
1;250;0.500;4.000;-3.600;;1.581;0.000;-9.32;0.055;-0.279;80.42;0.651;0.028;-9.25;0.070;
1;251;1.000;4.000;-3.600;;0.657;0.030;-2.38;0.072;-0.030;8.71;0.363;0.002;-0.85;0.066;
1;252;1.500;4.000;-3.600;;0.115;0.009;16.23;0.386;-0.032;-3.96;0.245;-0.007;-0.03;0.124;
1;253;2.000;4.000;-3.600;;0.068;-0.495;82.86;0.856;-0.070;-4.27;0.182;-0.003;0.12;0.193;
1;254;2.500;4.000;-3.600;;0.041;-1.817;-88.54;2.051;-0.073;0.48;0.120;-0.018;-6.22;0.421;
1;255;3.000;4.000;-3.600;;0.651;-2.252;-46.09;2.381;-0.161;42.94;0.268;0.041;-20.20;0.665;
1;256;3.500;4.000;-3.600;;0.541;0.052;-7.38;0.063;-0.055;4.19;0.300;0.000;-5.16;0.254;
1;257;4.000;4.000;-3.600;;0.063;-0.238;72.17;0.662;-0.046;-7.04;0.221;0.000;0.20;0.196;
1;258;4.500;4.000;-3.600;;0.035;-0.705;77.58;1.070;-0.029;-8.18;0.189;-0.003;0.10;0.253;
1;259;5.000;4.000;-3.600;;0.093;-1.242;80.52;1.568;-0.089;-7.61;0.167;-0.002;-0.13;0.321;
1;260;5.500;4.000;-3.600;;0.025;-2.299;86.41;2.579;-0.045;-3.52;0.140;-0.010;-2.98;0.485;
1;261;6.000;4.000;-3.600;;-0.635;-2.865;-77.75;3.269;0.743;6.91;0.228;0.028;-10.13;0.708;
1;262;6.500;4.000;-3.600;;-0.007;-1.162;-87.12;1.674;0.013;1.00;0.258;0.001;-3.24;0.133;
1;263;7.000;4.000;-3.600;;0.048;-1.137;-89.08;1.580;-0.049;0.70;0.221;0.000;0.13;0.029;
1;264;7.500;4.000;-3.600;;0.008;-1.157;88.34;1.581;-0.013;-1.21;0.212;-0.003;0.01;0.045;
1;265;8.000;4.000;-3.600;;0.055;-1.235;86.12;1.667;-0.055;-2.93;0.217;-0.001;-0.12;0.103;
1;266;8.500;4.000;-3.600;;-0.001;-1.422;85.64;1.906;0.007;-2.53;0.245;0.000;2.78;0.195;
1;267;9.000;4.000;-3.600;;-0.676;-2.922;81.22;3.339;0.760;-5.64;0.223;0.028;7.67;0.667;
1;268;9.500;4.000;-3.600;;0.019;-2.284;-88.35;2.586;-0.036;1.69;0.151;-0.008;2.04;0.356;
1;269;10.000;4.000;-3.600;;0.073;-1.397;-85.10;1.738;-0.074;3.99;0.171;-0.002;0.13;0.209;
1;270;10.500;4.000;-3.600;;0.014;-0.985;-85.64;1.362;-0.017;3.13;0.190;-0.003;-0.07;0.145;
1;271;11.000;4.000;-3.600;;0.035;-0.636;-88.85;1.077;-0.034;0.64;0.221;0.000;-0.15;0.095;
1;272;11.500;4.000;-3.600;;0.072;-0.118;70.93;0.696;-0.033;-0.05;0.302;0.006;5.67;0.190;
1;273;12.000;4.000;-3.600;;0.110;-3.262;50.50;3.237;0.314;-36.20;0.235;-0.036;32.87;0.864;
1;274;12.500;4.000;-3.600;;0.043;-2.600;-87.25;2.684;-0.086;3.68;0.049;-0.028;20.55;0.707;
1;275;13.000;4.000;-3.600;;0.140;-0.916;-72.71;1.175;-0.131;13.73;0.140;-0.006;0.36;0.461;
1;276;13.500;4.000;-3.600;;0.215;-0.175;-40.98;0.490;-0.084;21.66;0.230;-0.006;0.45;0.390;
1;277;14.000;4.000;-3.600;;0.839;0.006;-12.23;0.139;-0.231;46.97;0.371;0.005;0.95;0.325;
1;278;14.500;4.000;-3.600;;2.081;0.038;3.09;0.061;-0.759;83.27;0.680;0.030;9.21;0.331;
1;279;15.000;4.000;-3.600;;3.740;0.143;17.28;0.286;-1.309;-75.05;1.218;0.212;19.13;0.399;
Extremes;1;0.000;0.000;-3.600;σ_1,+;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;19;9.000;0.000;-3.600;σ_1,+;-0.795;-2.863;-83.69;3.228;0.857;3.84;0.192;0.022;-9.70;0.662;
1;216;14.500;3.000;-3.600;σ_2,+;0.587;0.366;13.25;-0.243;-0.546;76.09;0.104;-0.021;53.11;0.083;
1;25;12.000;0.000;-3.600;σ_2,+;0.063;-3.280;-46.90;3.218;0.357;41.90;0.223;-0.044;-34.86;0.885;
1;267;9.000;4.000;-3.600;σ_1,-;-0.676;-2.922;81.22;3.339;0.760;-5.64;0.223;0.028;7.67;0.667;
1;248;15.000;3.500;-3.600;σ_1,-;1.525;0.296;23.09;-0.442;-1.416;-75.80;0.097;-0.115;45.36;0.147;
1;19;9.000;0.000;-3.600;σ_2,-;-0.795;-2.863;-83.69;3.228;0.857;3.84;0.192;0.022;-9.70;0.662;
1;31;15.000;0.000;-3.600;σ_2,-;3.901;0.053;-14.29;0.392;-1.566;80.68;1.182;0.208;-19.29;0.524;
1;1;0.000;0.000;-3.600;σ_1,m;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;63;0.000;1.000;-3.600;σ_1,m;0.559;0.161;-16.56;-0.270;-0.687;71.24;-0.050;-0.068;42.40;0.134;
1;1;0.000;0.000;-3.600;σ_2,m;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;218;0.000;3.500;-3.600;σ_2,m;1.106;-0.023;-33.79;-0.191;-0.953;61.70;0.087;-0.117;-44.22;0.152;
1;7;3.000;0.000;-3.600;τ_max;0.044;-3.263;46.23;3.193;0.364;-43.09;0.216;-0.047;35.07;0.898;
1;117;11.500;1.500;-3.600;τ_max;0.399;-0.979;-88.05;1.267;-0.344;0.87;0.146;0.026;-5.42;0.006;
Total;;;;;;3.936;0.366;89.98;3.339;0.857;89.15;1.306;0.231;86.99;0.898;
1;;;;;;-0.795;-3.280;-89.94;-0.442;-1.566;-81.93;-0.050;-0.117;-85.20;0.006;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;σ_1,+;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;19;9.000;0.000;-3.600;σ_1,+;-0.795;-2.863;-83.69;3.228;0.857;3.84;0.192;0.022;-9.70;0.662;
1;216;14.500;3.000;-3.600;σ_2,+;0.587;0.366;13.25;-0.243;-0.546;76.09;0.104;-0.021;53.11;0.083;
1;25;12.000;0.000;-3.600;σ_2,+;0.063;-3.280;-46.90;3.218;0.357;41.90;0.223;-0.044;-34.86;0.885;
1;267;9.000;4.000;-3.600;σ_1,-;-0.676;-2.922;81.22;3.339;0.760;-5.64;0.223;0.028;7.67;0.667;
1;248;15.000;3.500;-3.600;σ_1,-;1.525;0.296;23.09;-0.442;-1.416;-75.80;0.097;-0.115;45.36;0.147;
1;19;9.000;0.000;-3.600;σ_2,-;-0.795;-2.863;-83.69;3.228;0.857;3.84;0.192;0.022;-9.70;0.662;
1;31;15.000;0.000;-3.600;σ_2,-;3.901;0.053;-14.29;0.392;-1.566;80.68;1.182;0.208;-19.29;0.524;
1;1;0.000;0.000;-3.600;σ_1,m;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;63;0.000;1.000;-3.600;σ_1,m;0.559;0.161;-16.56;-0.270;-0.687;71.24;-0.050;-0.068;42.40;0.134;
1;1;0.000;0.000;-3.600;σ_2,m;3.936;0.234;10.23;0.349;-1.444;89.15;1.306;0.231;19.39;0.625;
1;218;0.000;3.500;-3.600;σ_2,m;1.106;-0.023;-33.79;-0.191;-0.953;61.70;0.087;-0.117;-44.22;0.152;
1;7;3.000;0.000;-3.600;τ_max;0.044;-3.263;46.23;3.193;0.364;-43.09;0.216;-0.047;35.07;0.898;
1;117;11.500;1.500;-3.600;τ_max;0.399;-0.979;-88.05;1.267;-0.344;0.87;0.146;0.026;-5.42;0.006;
;;;;;;;;;;;;;;;;
Total;;;;;;3.936;0.366;89.98;3.339;0.857;89.15;1.306;0.231;86.99;0.898;
max/min;;;;;;-0.795;-3.280;-89.94;-0.442;-1.566;-81.93;-0.050;-0.117;-85.20;0.006;
