Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x,D+;m_y,D+;m_c,D+;m_x,D-;m_y,D-;m_c,D-;n_x,D;n_y,D;n_c,D;Surface Comment
1;230;6.000;3.500;-3.600;;0.000;-1.732;-98.666;104.610;8.514;-12.726;101.328;18.551;-12.877;
1;231;6.500;3.500;-3.600;;0.000;5.832;-64.267;65.890;0.000;-7.455;110.532;15.428;-18.389;
1;232;7.000;3.500;-3.600;;0.000;5.549;-59.026;59.192;0.000;-5.715;111.731;8.684;-10.929;
1;233;7.500;3.500;-3.600;;0.000;5.658;-58.777;59.402;0.000;-6.282;105.997;3.071;-1.635;
1;234;8.000;3.500;-3.600;;0.000;5.620;-62.789;66.521;0.000;-9.352;108.814;6.427;-7.045;
1;235;8.500;3.500;-3.600;;0.000;5.255;-72.096;77.601;1.259;-12.019;107.624;12.304;-13.840;
1;236;9.000;3.500;-3.600;;0.000;-2.713;-103.031;109.930;10.691;-14.877;99.677;15.969;-9.298;
1;237;9.500;3.500;-3.600;;0.000;2.245;-88.751;91.964;1.219;-6.676;97.145;4.241;-8.073;
1;238;10.000;3.500;-3.600;;0.000;5.416;-66.189;70.432;0.000;-9.658;97.515;6.312;-10.818;
1;239;10.500;3.500;-3.600;;0.000;6.132;-50.752;52.445;0.000;-7.825;102.419;9.851;-15.335;
1;240;11.000;3.500;-3.600;;0.000;6.506;-39.568;39.646;0.000;-6.584;112.647;18.872;-27.824;
1;241;11.500;3.500;-3.600;;0.000;10.456;-33.068;35.408;0.000;-12.796;109.675;30.275;-39.053;
1;242;12.000;3.500;-3.600;;0.000;7.426;-88.006;99.960;20.537;-39.917;97.720;28.648;-36.367;
1;243;12.500;3.500;-3.600;;0.000;1.073;-81.609;87.688;6.087;-13.239;99.538;21.034;-48.560;
1;244;13.000;3.500;-3.600;;0.000;9.768;-45.175;53.759;5.839;-24.191;103.219;31.187;-56.669;
1;245;13.500;3.500;-3.600;;1.843;19.374;-25.565;23.723;6.192;-25.565;125.330;44.378;-72.434;
1;246;14.000;3.500;-3.600;;24.292;15.301;-18.037;0.000;-0.957;-20.599;159.382;71.557;-113.004;
1;247;14.500;3.500;-3.600;;39.206;11.052;-1.282;0.000;-10.400;-38.576;143.287;95.449;-140.265;
1;248;15.000;3.500;-3.600;;70.167;34.596;-28.117;0.000;-17.015;-59.631;47.718;49.040;-105.904;
1;249;0.000;4.000;-3.600;;68.710;20.555;-44.894;0.000;12.784;-57.154;672.619;292.331;-290.234;
1;250;0.500;4.000;-3.600;;44.116;6.314;-12.813;0.000;1.181;-38.797;366.817;71.261;-98.848;
1;251;1.000;4.000;-3.600;;13.062;2.078;-1.721;0.000;-1.157;-12.262;184.145;3.672;-5.373;
1;252;1.500;4.000;-3.600;;0.000;1.245;-6.008;6.954;0.195;-2.386;122.644;0.000;-3.254;
1;253;2.000;4.000;-3.600;;0.000;2.888;-28.154;30.737;0.290;-5.760;90.954;0.000;-1.365;
1;254;2.500;4.000;-3.600;;0.000;2.370;-80.582;81.343;0.000;-3.131;65.577;0.000;-14.943;
1;255;3.000;4.000;-3.600;;30.165;-2.470;-107.292;101.063;49.252;-70.717;157.191;68.368;-70.709;
1;256;3.500;4.000;-3.600;;11.271;3.851;-2.955;0.000;-2.151;-10.016;162.200;14.829;-26.857;
1;257;4.000;4.000;-3.600;;0.000;2.177;-18.671;21.559;2.171;-7.236;110.821;0.266;-0.783;
1;258;4.500;4.000;-3.600;;0.000;1.321;-36.960;42.256;6.309;-12.926;94.322;0.000;-1.384;
1;259;5.000;4.000;-3.600;;0.000;3.873;-58.626;66.247;6.615;-18.108;83.388;0.000;-0.944;
1;260;5.500;4.000;-3.600;;0.000;1.471;-101.635;107.606;5.302;-12.745;72.906;0.000;-7.916;
1;261;6.000;4.000;-3.600;;0.000;-29.453;-127.063;140.775;47.179;-31.439;129.100;37.795;-38.892;
1;262;6.500;4.000;-3.600;;0.000;-0.426;-59.067;60.820;2.290;-3.617;135.884;7.996;-14.516;
1;263;7.000;4.000;-3.600;;0.000;2.036;-56.592;56.906;0.000;-2.350;110.922;0.024;-0.507;
1;264;7.500;4.000;-3.600;;0.000;0.447;-57.029;58.400;0.993;-2.811;106.162;0.000;-1.323;
1;265;8.000;4.000;-3.600;;0.000;2.287;-60.453;63.878;1.580;-7.293;108.548;0.000;-0.489;
1;266;8.500;4.000;-3.600;;0.000;-0.183;-69.317;73.077;4.403;-7.980;128.007;6.187;-11.856;
1;267;9.000;4.000;-3.600;;0.000;-30.405;-129.940;142.028;46.010;-27.693;123.500;32.191;-30.455;
1;268;9.500;4.000;-3.600;;0.000;1.138;-101.456;104.359;1.941;-5.983;77.388;0.000;-6.012;
1;269;10.000;4.000;-3.600;;0.000;3.072;-65.328;70.135;2.577;-10.456;85.664;0.000;-0.843;
1;270;10.500;4.000;-3.600;;0.000;0.637;-48.893;51.832;2.708;-6.284;94.869;0.000;-1.279;
1;271;11.000;4.000;-3.600;;0.000;1.437;-35.685;35.880;0.000;-1.632;110.582;0.387;-0.565;
1;272;11.500;4.000;-3.600;;0.000;1.868;-16.623;17.395;0.000;-2.640;163.967;19.136;-29.041;
1;273;12.000;4.000;-3.600;;12.701;-13.986;-138.344;140.405;68.974;-69.749;136.340;58.003;-94.646;
1;274;12.500;4.000;-3.600;;0.000;2.689;-110.082;116.058;4.020;-12.685;32.408;3.251;-25.441;
1;275;13.000;4.000;-3.600;;0.000;6.077;-43.995;52.603;10.345;-25.030;69.873;0.000;-2.825;
1;276;13.500;4.000;-3.600;;0.532;8.098;-16.255;15.722;8.156;-16.255;115.239;0.000;-3.422;
1;277;14.000;4.000;-3.600;;25.364;9.038;-14.880;0.000;1.491;-21.012;188.525;5.352;-6.053;
1;278;14.500;4.000;-3.600;;59.111;0.191;-0.610;0.000;0.116;-58.807;383.245;74.813;-102.692;
1;279;15.000;4.000;-3.600;;125.909;35.398;-59.079;0.000;3.197;-105.424;710.477;315.677;-311.293;
Extremes;31;15.000;0.000;-3.600;m_x,D+;133.641;24.593;-51.394;0.000;7.222;-114.062;689.940;309.006;-303.913;
1;5;2.000;0.000;-3.600;m_x,D+;0.000;6.671;-54.017;64.401;12.546;-29.600;57.841;1.036;-7.133;
1;279;15.000;4.000;-3.600;m_y,D+;125.909;35.398;-59.079;0.000;3.197;-105.424;710.477;315.677;-311.293;
1;19;9.000;0.000;-3.600;m_y,D+;0.000;-35.214;-126.131;139.505;54.027;-32.186;108.332;30.025;-31.572;
1;185;14.500;2.500;-3.600;m_c,D+;15.032;13.918;-0.363;0.000;-13.734;-14.852;9.392;17.838;-16.365;
1;273;12.000;4.000;-3.600;m_c,D+;12.701;-13.986;-138.344;140.405;68.974;-69.749;136.340;58.003;-94.646;
1;267;9.000;4.000;-3.600;m_x,D-;0.000;-30.405;-129.940;142.028;46.010;-27.693;123.500;32.191;-30.455;
1;125;0.000;2.000;-3.600;m_x,D-;19.867;20.234;-15.470;-7.346;0.000;-17.286;1.270;0.000;-45.796;
1;25;12.000;0.000;-3.600;m_y,D-;10.710;-16.027;-136.195;137.053;74.724;-70.266;132.044;54.449;-96.928;
1;248;15.000;3.500;-3.600;m_y,D-;70.167;34.596;-28.117;0.000;-17.015;-59.631;47.718;49.040;-105.904;
1;18;8.500;0.000;-3.600;m_c,D-;0.000;-0.530;-68.036;68.613;1.117;-1.165;113.722;6.522;-11.841;
1;31;15.000;0.000;-3.600;m_c,D-;133.641;24.593;-51.394;0.000;7.222;-114.062;689.940;309.006;-303.913;
1;1;0.000;0.000;-3.600;n_x,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
1;63;0.000;1.000;-3.600;n_x,D;29.299;15.469;-9.820;0.000;-9.571;-25.378;-28.507;0.000;-30.672;
1;1;0.000;0.000;-3.600;n_y,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
1;6;2.500;0.000;-3.600;n_y,D;0.000;2.695;-116.634;124.480;6.386;-16.928;-3.366;0.000;-12.911;
1;137;6.000;2.000;-3.600;n_c,D;0.000;17.183;-73.037;73.231;0.000;-17.377;88.700;8.074;-0.027;
1;1;0.000;0.000;-3.600;n_c,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
Total;;;;;;133.641;35.398;-0.363;142.028;74.724;-1.165;762.292;343.323;-0.027;
1;;;;;;0.000;-35.214;-138.344;-7.346;-17.015;-114.062;-28.507;0.000;-336.695;
;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;
1;31;15.000;0.000;-3.600;m_x,D+;133.641;24.593;-51.394;0.000;7.222;-114.062;689.940;309.006;-303.913;
1;5;2.000;0.000;-3.600;m_x,D+;0.000;6.671;-54.017;64.401;12.546;-29.600;57.841;1.036;-7.133;
1;279;15.000;4.000;-3.600;m_y,D+;125.909;35.398;-59.079;0.000;3.197;-105.424;710.477;315.677;-311.293;
1;19;9.000;0.000;-3.600;m_y,D+;0.000;-35.214;-126.131;139.505;54.027;-32.186;108.332;30.025;-31.572;
1;185;14.500;2.500;-3.600;m_c,D+;15.032;13.918;-0.363;0.000;-13.734;-14.852;9.392;17.838;-16.365;
1;273;12.000;4.000;-3.600;m_c,D+;12.701;-13.986;-138.344;140.405;68.974;-69.749;136.340;58.003;-94.646;
1;267;9.000;4.000;-3.600;m_x,D-;0.000;-30.405;-129.940;142.028;46.010;-27.693;123.500;32.191;-30.455;
1;125;0.000;2.000;-3.600;m_x,D-;19.867;20.234;-15.470;-7.346;0.000;-17.286;1.270;0.000;-45.796;
1;25;12.000;0.000;-3.600;m_y,D-;10.710;-16.027;-136.195;137.053;74.724;-70.266;132.044;54.449;-96.928;
1;248;15.000;3.500;-3.600;m_y,D-;70.167;34.596;-28.117;0.000;-17.015;-59.631;47.718;49.040;-105.904;
1;18;8.500;0.000;-3.600;m_c,D-;0.000;-0.530;-68.036;68.613;1.117;-1.165;113.722;6.522;-11.841;
1;31;15.000;0.000;-3.600;m_c,D-;133.641;24.593;-51.394;0.000;7.222;-114.062;689.940;309.006;-303.913;
1;1;0.000;0.000;-3.600;n_x,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
1;63;0.000;1.000;-3.600;n_x,D;29.299;15.469;-9.820;0.000;-9.571;-25.378;-28.507;0.000;-30.672;
1;1;0.000;0.000;-3.600;n_y,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
1;6;2.500;0.000;-3.600;n_y,D;0.000;2.695;-116.634;124.480;6.386;-16.928;-3.366;0.000;-12.911;
1;137;6.000;2.000;-3.600;n_c,D;0.000;17.183;-73.037;73.231;0.000;-17.377;88.700;8.074;-0.027;
1;1;0.000;0.000;-3.600;n_c,D;122.564;12.967;-25.845;0.000;1.479;-111.165;762.292;343.323;-336.695;
;;;;;;;;;;;;;;;
Total;;;;;;133.641;35.398;-0.363;142.028;74.724;-1.165;762.292;343.323;-0.027;
max/min;;;;;;0.000;-35.214;-138.344;-7.346;-17.015;-114.062;-28.507;0.000;-336.695;
