Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
;Point No.;X;Y;Z;;m_1;m_2;α_b [deg];m_T,max,b;v_max,b;β_b [deg];n_1;n_2;α_m [deg];v_max,m;Surface Comment
1;213;13.000;3.000;-3.600;;13.545;8.936;-3.69;2.304;4.888;-122.40;1.250;-7.127;-67.99;4.188;
1;214;13.500;3.000;-3.600;;11.291;7.992;27.53;1.650;9.473;-149.11;1.264;-6.734;-59.35;3.999;
1;215;14.000;3.000;-3.600;;9.357;3.432;65.90;2.962;14.481;-147.25;1.416;-6.076;-49.47;3.746;
1;216;14.500;3.000;-3.600;;7.932;-3.036;86.04;5.484;19.741;-124.37;1.161;-5.011;-36.50;3.086;
1;217;15.000;3.000;-3.600;;7.029;-8.939;-78.81;7.984;21.875;-107.64;1.985;1.089;-43.38;0.448;
1;218;0.000;3.500;-3.600;;-0.353;-29.813;74.75;14.730;44.939;-55.58;4.397;-5.338;39.19;4.868;
1;219;0.500;3.500;-3.600;;2.373;-11.030;-85.58;6.702;30.405;-35.62;2.191;-9.220;51.66;5.705;
1;220;1.000;3.500;-3.600;;5.700;0.164;-55.83;2.768;18.893;-14.99;1.081;-9.121;61.44;5.101;
1;221;1.500;3.500;-3.600;;10.706;3.408;-14.40;3.649;10.566;-22.86;0.837;-6.843;66.14;3.840;
1;222;2.000;3.500;-3.600;;14.432;4.171;2.95;5.131;6.041;-36.68;1.772;-5.936;64.98;3.854;
1;223;2.500;3.500;-3.600;;16.131;4.546;14.73;5.793;2.710;102.23;2.588;-7.177;68.20;4.882;
1;224;3.000;3.500;-3.600;;7.558;-4.127;56.12;5.843;40.204;-80.88;-0.342;-9.705;62.85;4.681;
1;225;3.500;3.500;-3.600;;5.464;1.143;-57.97;2.161;24.777;-38.38;-0.301;-11.925;65.88;5.812;
1;226;4.000;3.500;-3.600;;14.231;3.708;-15.15;5.261;14.933;-23.37;-0.179;-12.622;74.62;6.222;
1;227;4.500;3.500;-3.600;;18.980;4.624;-3.42;7.178;7.704;-43.35;-0.151;-11.094;80.12;5.471;
1;228;5.000;3.500;-3.600;;20.424;4.812;4.59;7.806;5.319;-95.00;-0.021;-10.299;82.32;5.139;
1;229;5.500;3.500;-3.600;;18.545;4.872;13.22;6.837;6.965;-149.57;0.045;-10.429;84.24;5.237;
1;230;6.000;3.500;-3.600;;7.573;2.063;49.11;2.755;39.043;-86.58;-2.434;-11.139;80.69;4.352;
1;231;6.500;3.500;-3.600;;12.292;4.334;-17.00;3.979;17.974;-40.08;-1.021;-12.436;80.54;5.707;
1;232;7.000;3.500;-3.600;;19.491;4.575;-6.87;7.458;10.238;-35.50;-0.613;-13.240;85.33;6.313;
1;233;7.500;3.500;-3.600;;21.831;4.837;0.00;8.497;5.589;-80.81;-0.503;-13.009;89.93;6.253;
1;234;8.000;3.500;-3.600;;20.533;4.622;6.81;7.955;8.495;-136.80;-0.603;-13.240;-85.54;6.318;
1;235;8.500;3.500;-3.600;;14.861;4.330;16.12;5.265;14.955;-141.47;-1.013;-12.472;-80.98;5.729;
1;236;9.000;3.500;-3.600;;6.117;3.995;-49.35;1.061;39.071;-91.82;-2.507;-11.311;-81.64;4.402;
1;237;9.500;3.500;-3.600;;16.987;4.880;-12.52;6.054;10.025;-36.13;-0.019;-10.746;-85.14;5.363;
1;238;10.000;3.500;-3.600;;20.381;4.820;-4.29;7.780;6.111;-64.30;-0.060;-10.636;-83.23;5.288;
1;239;10.500;3.500;-3.600;;20.002;4.677;3.09;7.663;6.614;-125.52;-0.184;-11.364;-81.00;5.590;
1;240;11.000;3.500;-3.600;;16.158;3.913;12.52;6.122;13.162;-153.17;-0.251;-12.782;-75.39;6.265;
1;241;11.500;3.500;-3.600;;7.489;2.600;38.74;2.444;22.279;-142.13;-0.453;-11.906;-66.31;5.726;
1;242;12.000;3.500;-3.600;;6.667;-1.942;-58.17;4.304;40.278;-96.90;-0.399;-9.648;-62.45;4.625;
1;243;12.500;3.500;-3.600;;15.661;4.761;-14.75;5.450;3.053;-3.71;2.587;-7.395;-66.68;4.991;
1;244;13.000;3.500;-3.600;;15.277;4.618;-2.73;5.330;5.540;-120.41;2.075;-6.539;-62.27;4.307;
1;245;13.500;3.500;-3.600;;12.393;3.888;12.40;4.253;9.887;-150.01;1.328;-7.745;-64.20;4.537;
1;246;14.000;3.500;-3.600;;7.304;1.270;46.63;3.017;18.236;-161.89;1.538;-10.194;-61.54;5.866;
1;247;14.500;3.500;-3.600;;3.073;-8.522;82.07;5.798;29.318;-145.93;2.364;-10.006;-52.40;6.185;
1;248;15.000;3.500;-3.600;;-0.306;-26.406;-76.31;13.050;46.578;-123.84;4.562;-5.500;-39.05;5.031;
1;249;0.000;4.000;-3.600;;-7.335;-64.320;74.42;28.492;150.898;-23.95;-8.495;-44.453;68.05;17.979;
1;250;0.500;4.000;-3.600;;1.572;-20.720;-87.18;11.146;77.937;-5.71;-0.673;-22.755;80.04;11.041;
1;251;1.000;4.000;-3.600;;4.748;-0.744;-41.78;2.746;39.052;-0.35;-0.116;-11.155;89.32;5.520;
1;252;1.500;4.000;-3.600;;11.373;0.519;-8.66;5.427;21.923;-9.21;0.177;-5.853;-89.88;3.015;
1;253;2.000;4.000;-3.600;;16.104;0.782;0.64;7.661;7.708;-46.50;0.184;-1.561;89.62;0.872;
1;254;2.500;4.000;-3.600;;19.419;0.325;8.38;9.547;16.199;135.72;6.797;0.531;25.02;3.133;
1;255;3.000;4.000;-3.600;;2.487;-25.077;48.90;13.782;104.619;-71.22;5.561;-20.237;47.18;12.899;
1;256;3.500;4.000;-3.600;;3.187;-6.020;-70.03;4.604;70.588;-5.11;-0.492;-23.139;81.95;11.323;
1;257;4.000;4.000;-3.600;;15.175;0.398;-11.09;7.389;32.198;-2.66;-0.033;-14.074;-89.86;7.021;
1;258;4.500;4.000;-3.600;;20.263;0.627;-2.58;9.818;13.019;-18.69;0.277;-10.496;-89.97;5.386;
1;259;5.000;4.000;-3.600;;22.071;0.865;2.74;10.603;8.309;-145.54;0.185;-8.212;89.58;4.199;
1;260;5.500;4.000;-3.600;;19.275;0.414;10.05;9.431;32.278;170.15;1.041;-5.715;84.18;3.378;
1;261;6.000;4.000;-3.600;;-2.605;-14.908;51.88;6.151;104.560;-83.26;-2.889;-15.047;72.42;6.079;
1;262;6.500;4.000;-3.600;;9.035;0.028;-22.12;4.504;55.728;-2.67;0.058;-17.136;85.12;8.597;
1;263;7.000;4.000;-3.600;;20.830;0.753;-5.30;10.038;21.493;-7.41;0.068;-13.444;-89.75;6.756;
1;264;7.500;4.000;-3.600;;23.206;0.664;-0.09;11.271;4.436;-74.72;0.300;-12.672;-90.00;6.486;
1;265;8.000;4.000;-3.600;;21.906;0.795;4.89;10.555;19.105;-169.85;0.068;-13.367;89.74;6.718;
1;266;8.500;4.000;-3.600;;12.248;0.466;16.66;5.891;50.541;-179.75;0.075;-16.883;-85.18;8.479;
1;267;9.000;4.000;-3.600;;-5.138;-12.024;-64.65;3.443;104.491;-93.22;-3.077;-15.244;-76.02;6.083;
1;268;9.500;4.000;-3.600;;16.538;0.452;-11.15;8.043;37.635;4.67;1.005;-6.410;-85.13;3.708;
1;269;10.000;4.000;-3.600;;21.982;0.857;-2.94;10.562;10.514;-23.17;0.177;-8.646;-89.62;4.412;
1;270;10.500;4.000;-3.600;;21.293;0.639;2.17;10.327;10.689;-156.87;0.275;-10.747;89.93;5.511;
1;271;11.000;4.000;-3.600;;17.133;0.545;9.08;8.294;29.744;-176.08;-0.045;-14.162;89.77;7.059;
1;272;11.500;4.000;-3.600;;4.132;-2.635;52.67;3.383;66.019;-176.29;-0.518;-23.177;-81.78;11.330;
1;273;12.000;4.000;-3.600;;-0.736;-21.070;-49.99;10.167;104.501;-103.86;6.230;-20.212;-46.76;13.221;
1;274;12.500;4.000;-3.600;;17.786;0.419;-8.81;8.684;20.143;26.52;7.442;0.667;-24.30;3.387;
1;275;13.000;4.000;-3.600;;16.976;0.878;-0.86;8.049;5.718;-116.66;0.275;-1.648;-87.42;0.962;
1;276;13.500;4.000;-3.600;;13.161;0.578;7.29;6.291;20.810;-169.28;0.178;-6.782;-89.51;3.480;
1;277;14.000;4.000;-3.600;;6.672;-0.180;31.67;3.426;38.973;-178.96;-0.210;-12.982;-89.27;6.386;
1;278;14.500;4.000;-3.600;;1.891;-17.264;85.25;9.577;76.885;-175.54;-0.889;-25.806;-80.28;12.458;
1;279;15.000;4.000;-3.600;;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
Extremes;16;7.500;0.000;-3.600;m_1;23.251;0.662;0.78;11.295;5.389;52.44;0.299;-12.417;89.99;6.358;
1;279;15.000;4.000;-3.600;m_1;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;142;8.500;2.000;-3.600;m_2;17.459;14.558;3.01;1.451;3.144;-179.09;-2.037;-11.029;-89.62;4.496;
1;249;0.000;4.000;-3.600;m_2;-7.335;-64.320;74.42;28.492;150.898;-23.95;-8.495;-44.453;68.05;17.979;
1;1;0.000;0.000;-3.600;m_T,max,b;-7.186;-64.282;-73.74;28.548;145.700;25.03;-8.676;-46.285;-68.98;18.804;
1;182;13.000;2.500;-3.600;m_T,max,b;12.445;12.123;-19.71;0.161;3.777;-138.28;0.105;-5.810;-74.65;2.958;
1;249;0.000;4.000;-3.600;v_max,b;-7.335;-64.320;74.42;28.492;150.898;-23.95;-8.495;-44.453;68.05;17.979;
1;150;12.500;2.000;-3.600;v_max,b;13.594;12.548;84.73;0.523;0.024;155.62;-0.784;-6.299;89.87;2.757;
1;6;2.500;0.000;-3.600;n_1;19.590;0.552;-5.05;9.519;11.900;-103.54;8.089;1.253;-16.58;3.418;
1;279;15.000;4.000;-3.600;n_1;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;6;2.500;0.000;-3.600;n_2;19.590;0.552;-5.05;9.519;11.900;-103.54;8.089;1.253;-16.58;3.418;
1;279;15.000;4.000;-3.600;n_2;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;279;15.000;4.000;-3.600;v_max,m;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;153;14.000;2.000;-3.600;v_max,m;13.066;5.578;89.57;3.744;7.345;-179.91;-1.711;-1.808;13.37;0.049;
Total;;;;;;23.251;14.558;89.87;28.548;150.898;180.00;8.089;1.253;89.99;20.062;
1;;;;;;-8.263;-64.320;-89.30;0.161;0.024;-179.95;-9.404;-49.528;-90.00;0.049;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;16;7.500;0.000;-3.600;m_1;23.251;0.662;0.78;11.295;5.389;52.44;0.299;-12.417;89.99;6.358;
1;279;15.000;4.000;-3.600;m_1;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;142;8.500;2.000;-3.600;m_2;17.459;14.558;3.01;1.451;3.144;-179.09;-2.037;-11.029;-89.62;4.496;
1;249;0.000;4.000;-3.600;m_2;-7.335;-64.320;74.42;28.492;150.898;-23.95;-8.495;-44.453;68.05;17.979;
1;1;0.000;0.000;-3.600;m_T,max,b;-7.186;-64.282;-73.74;28.548;145.700;25.03;-8.676;-46.285;-68.98;18.804;
1;182;13.000;2.500;-3.600;m_T,max,b;12.445;12.123;-19.71;0.161;3.777;-138.28;0.105;-5.810;-74.65;2.958;
1;249;0.000;4.000;-3.600;v_max,b;-7.335;-64.320;74.42;28.492;150.898;-23.95;-8.495;-44.453;68.05;17.979;
1;150;12.500;2.000;-3.600;v_max,b;13.594;12.548;84.73;0.523;0.024;155.62;-0.784;-6.299;89.87;2.757;
1;6;2.500;0.000;-3.600;n_1;19.590;0.552;-5.05;9.519;11.900;-103.54;8.089;1.253;-16.58;3.418;
1;279;15.000;4.000;-3.600;n_1;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;6;2.500;0.000;-3.600;n_2;19.590;0.552;-5.05;9.519;11.900;-103.54;8.089;1.253;-16.58;3.418;
1;279;15.000;4.000;-3.600;n_2;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;279;15.000;4.000;-3.600;v_max,m;-8.263;-58.639;-74.99;25.188;148.560;-154.96;-9.404;-49.528;-68.31;20.062;
1;153;14.000;2.000;-3.600;v_max,m;13.066;5.578;89.57;3.744;7.345;-179.91;-1.711;-1.808;13.37;0.049;
;;;;;;;;;;;;;;;;
Total;;;;;;23.251;14.558;89.87;28.548;150.898;180.00;8.089;1.253;89.99;20.062;
max/min;;;;;;-8.263;-64.320;-89.30;0.161;0.024;-179.95;-9.404;-49.528;-90.00;0.049;
