Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x,D+;m_y,D+;m_c,D+;m_x,D-;m_y,D-;m_c,D-;n_x,D;n_y,D;n_c,D;Surface Comment
1;113;9.500;1.500;-3.600;min;0.000;-0.002;-0.029;0.000;-0.002;-0.029;0.000;-0.005;-0.021;
1;114;10.000;1.500;-3.600;max;0.029;0.003;0.000;0.029;0.003;0.000;0.022;0.010;0.000;
1;114;10.000;1.500;-3.600;min;0.000;-0.001;-0.028;0.000;-0.001;-0.028;0.000;-0.006;-0.021;
1;115;10.500;1.500;-3.600;max;0.029;0.004;-0.001;0.029;0.004;-0.001;0.022;0.011;-0.003;
1;115;10.500;1.500;-3.600;min;0.000;-0.001;-0.026;0.000;-0.001;-0.026;0.000;-0.006;-0.020;
1;116;11.000;1.500;-3.600;max;0.028;0.005;-0.001;0.028;0.005;-0.001;0.024;0.016;-0.003;
1;116;11.000;1.500;-3.600;min;0.000;-0.001;-0.024;0.000;-0.001;-0.024;0.000;-0.006;-0.020;
1;117;11.500;1.500;-3.600;max;0.025;0.009;-0.007;0.025;0.009;-0.007;0.025;0.016;-0.002;
1;117;11.500;1.500;-3.600;min;0.000;0.000;-0.021;0.000;0.000;-0.021;0.000;-0.003;-0.021;
1;118;12.000;1.500;-3.600;max;0.023;0.012;-0.002;0.023;0.012;-0.002;0.025;0.009;-0.002;
1;118;12.000;1.500;-3.600;min;0.000;-0.002;-0.021;0.000;-0.002;-0.021;0.000;-0.004;-0.022;
1;119;12.500;1.500;-3.600;max;0.022;0.010;0.000;0.022;0.010;0.000;0.023;0.013;-0.002;
1;119;12.500;1.500;-3.600;min;0.000;-0.001;-0.022;0.000;-0.001;-0.022;-0.008;-0.010;-0.020;
1;120;13.000;1.500;-3.600;max;0.025;0.007;-0.003;0.025;0.007;-0.003;0.020;0.016;-0.002;
1;120;13.000;1.500;-3.600;min;0.000;-0.001;-0.023;0.000;-0.001;-0.023;-0.009;-0.006;-0.017;
1;121;13.500;1.500;-3.600;max;0.026;0.004;-0.001;0.026;0.004;-0.001;0.015;0.015;-0.001;
1;121;13.500;1.500;-3.600;min;0.000;-0.002;-0.024;0.000;-0.002;-0.024;-0.007;-0.008;-0.014;
1;122;14.000;1.500;-3.600;max;0.025;0.004;0.000;0.025;0.004;0.000;0.008;0.015;-0.001;
1;122;14.000;1.500;-3.600;min;0.000;-0.001;-0.023;0.000;-0.001;-0.023;-0.006;-0.003;-0.015;
1;123;14.500;1.500;-3.600;max;0.023;0.006;-0.003;0.023;0.006;-0.003;0.008;0.011;-0.004;
1;123;14.500;1.500;-3.600;min;0.000;0.000;-0.020;0.000;0.000;-0.020;0.000;0.000;-0.016;
1;124;15.000;1.500;-3.600;max;0.017;0.009;-0.008;0.017;0.009;-0.008;0.014;0.025;-0.004;
1;124;15.000;1.500;-3.600;min;0.000;0.000;-0.014;0.000;0.000;-0.014;-0.003;0.000;-0.021;
1;125;0.000;2.000;-3.600;max;0.013;0.015;-0.008;0.013;0.015;-0.008;0.012;0.030;-0.010;
1;125;0.000;2.000;-3.600;min;0.002;0.003;-0.025;0.002;0.003;-0.025;0.004;0.000;-0.027;
1;126;0.500;2.000;-3.600;max;0.020;0.016;-0.024;0.020;0.016;-0.024;0.033;0.021;-0.026;
1;126;0.500;2.000;-3.600;min;0.005;0.009;-0.027;0.005;0.009;-0.027;0.000;0.005;-0.032;
1;127;1.000;2.000;-3.600;max;0.026;0.019;-0.025;0.026;0.019;-0.025;0.069;0.084;-0.046;
1;127;1.000;2.000;-3.600;min;0.000;0.007;-0.027;0.000;0.007;-0.027;-0.033;0.000;-0.070;
1;128;1.500;2.000;-3.600;max;0.026;0.009;-0.013;0.026;0.009;-0.013;0.028;0.014;-0.022;
1;128;1.500;2.000;-3.600;min;0.000;0.002;-0.022;0.000;0.002;-0.022;0.000;0.008;-0.027;
1;129;2.000;2.000;-3.600;max;0.012;0.007;-0.002;0.012;0.007;-0.002;0.033;0.045;-0.010;
1;129;2.000;2.000;-3.600;min;0.000;-0.001;-0.011;0.000;-0.001;-0.011;-0.014;0.000;-0.037;
1;130;2.500;2.000;-3.600;max;0.018;0.005;-0.002;0.018;0.005;-0.002;0.019;0.020;-0.006;
1;130;2.500;2.000;-3.600;min;0.000;-0.001;-0.015;0.000;-0.001;-0.015;0.000;0.002;-0.033;
1;131;3.000;2.000;-3.600;max;0.024;0.004;-0.001;0.024;0.004;-0.001;0.029;0.019;-0.008;
1;131;3.000;2.000;-3.600;min;0.000;-0.002;-0.023;0.000;-0.002;-0.023;0.000;0.003;-0.034;
1;132;3.500;2.000;-3.600;max;0.028;0.004;0.000;0.028;0.004;0.000;0.031;0.019;-0.003;
1;132;3.500;2.000;-3.600;min;0.000;-0.001;-0.027;0.000;-0.001;-0.027;0.000;-0.004;-0.026;
1;133;4.000;2.000;-3.600;max;0.031;0.004;-0.001;0.031;0.004;-0.001;0.032;0.018;-0.004;
1;133;4.000;2.000;-3.600;min;0.000;-0.001;-0.029;0.000;-0.001;-0.029;0.000;-0.007;-0.027;
1;134;4.500;2.000;-3.600;max;0.033;0.003;0.000;0.033;0.003;0.000;0.034;0.017;-0.001;
1;134;4.500;2.000;-3.600;min;0.000;-0.002;-0.030;0.000;-0.002;-0.030;-0.007;-0.010;-0.029;
1;135;5.000;2.000;-3.600;max;0.034;0.005;0.000;0.034;0.005;0.000;0.035;0.015;-0.002;
1;135;5.000;2.000;-3.600;min;0.000;-0.002;-0.030;0.000;-0.002;-0.030;-0.009;-0.011;-0.031;
1;136;5.500;2.000;-3.600;max;0.032;0.009;-0.004;0.032;0.009;-0.004;0.037;0.010;-0.002;
1;136;5.500;2.000;-3.600;min;0.000;-0.002;-0.028;0.000;-0.002;-0.028;0.000;-0.009;-0.032;
1;137;6.000;2.000;-3.600;max;0.025;0.013;-0.002;0.025;0.013;-0.002;0.038;0.010;-0.006;
1;137;6.000;2.000;-3.600;min;0.000;-0.002;-0.024;0.000;-0.002;-0.024;0.000;-0.003;-0.033;
1;138;6.500;2.000;-3.600;max;0.029;0.009;-0.001;0.029;0.009;-0.001;0.038;0.014;-0.003;
1;138;6.500;2.000;-3.600;min;0.000;-0.002;-0.025;0.000;-0.002;-0.025;-0.003;-0.006;-0.033;
1;139;7.000;2.000;-3.600;max;0.031;0.006;-0.002;0.031;0.006;-0.002;0.036;0.013;-0.001;
1;139;7.000;2.000;-3.600;min;0.000;-0.002;-0.027;0.000;-0.002;-0.027;0.000;-0.010;-0.033;
1;140;7.500;2.000;-3.600;max;0.030;0.004;0.000;0.030;0.004;0.000;0.035;0.010;0.000;
1;140;7.500;2.000;-3.600;min;0.000;-0.002;-0.028;0.000;-0.002;-0.028;0.000;-0.009;-0.032;
1;141;8.000;2.000;-3.600;max;0.030;0.003;0.000;0.030;0.003;0.000;0.034;0.009;-0.001;
1;141;8.000;2.000;-3.600;min;0.000;-0.002;-0.029;0.000;-0.002;-0.029;0.000;-0.007;-0.033;
1;142;8.500;2.000;-3.600;max;0.030;0.004;0.000;0.030;0.004;0.000;0.033;0.007;0.000;
1;142;8.500;2.000;-3.600;min;0.000;-0.002;-0.029;0.000;-0.002;-0.029;0.000;-0.006;-0.033;
1;143;9.000;2.000;-3.600;max;0.030;0.006;0.000;0.030;0.006;0.000;0.036;0.007;-0.003;
1;143;9.000;2.000;-3.600;min;0.000;-0.003;-0.030;0.000;-0.003;-0.030;0.000;-0.004;-0.034;
1;144;9.500;2.000;-3.600;max;0.029;0.005;0.000;0.029;0.005;0.000;0.034;0.007;-0.002;
1;144;9.500;2.000;-3.600;min;0.000;-0.002;-0.029;0.000;-0.002;-0.029;0.000;-0.006;-0.032;
1;145;10.000;2.000;-3.600;max;0.030;0.003;-0.001;0.030;0.003;-0.001;0.030;0.009;-0.001;
1;145;10.000;2.000;-3.600;min;0.000;-0.002;-0.029;0.000;-0.002;-0.029;0.000;-0.007;-0.030;
1;146;10.500;2.000;-3.600;max;0.031;0.004;-0.001;0.031;0.004;-0.001;0.027;0.009;-0.001;
1;146;10.500;2.000;-3.600;min;0.000;-0.001;-0.028;0.000;-0.001;-0.028;0.000;-0.009;-0.026;
1;147;11.000;2.000;-3.600;max;0.031;0.006;-0.001;0.031;0.006;-0.001;0.026;0.013;-0.001;
1;147;11.000;2.000;-3.600;min;0.000;-0.001;-0.027;0.000;-0.001;-0.027;0.000;-0.010;-0.024;
1;148;11.500;2.000;-3.600;max;0.030;0.010;-0.008;0.030;0.010;-0.008;0.027;0.014;-0.004;
1;148;11.500;2.000;-3.600;min;0.000;-0.001;-0.025;0.000;-0.001;-0.025;0.000;-0.007;-0.023;
1;149;12.000;2.000;-3.600;max;0.023;0.014;-0.002;0.023;0.014;-0.002;0.026;0.009;-0.003;
1;149;12.000;2.000;-3.600;min;0.000;-0.002;-0.025;0.000;-0.002;-0.025;0.000;-0.003;-0.022;
1;150;12.500;2.000;-3.600;max;0.026;0.011;-0.006;0.026;0.011;-0.006;0.022;0.014;-0.005;
1;150;12.500;2.000;-3.600;min;0.000;0.000;-0.022;0.000;0.000;-0.022;-0.003;0.000;-0.019;
1;151;13.000;2.000;-3.600;max;0.027;0.007;-0.003;0.027;0.007;-0.003;0.015;0.017;-0.004;
1;151;13.000;2.000;-3.600;min;0.000;0.000;-0.024;0.000;0.000;-0.024;0.000;0.000;-0.015;
1;152;13.500;2.000;-3.600;max;0.026;0.003;-0.001;0.026;0.003;-0.001;0.011;0.017;-0.002;
1;152;13.500;2.000;-3.600;min;0.000;-0.001;-0.024;0.000;-0.001;-0.024;-0.007;0.000;-0.015;
1;153;14.000;2.000;-3.600;max;0.023;0.002;-0.001;0.023;0.002;-0.001;0.010;0.015;-0.004;
1;153;14.000;2.000;-3.600;min;0.000;0.000;-0.022;0.000;0.000;-0.022;0.000;0.000;-0.017;
1;154;14.500;2.000;-3.600;max;0.019;0.004;-0.004;0.019;0.004;-0.004;0.010;0.011;-0.004;
1;154;14.500;2.000;-3.600;min;0.000;-0.001;-0.017;0.000;-0.001;-0.017;0.000;0.000;-0.020;
1;155;15.000;2.000;-3.600;max;0.013;0.006;-0.002;0.013;0.006;-0.002;0.011;0.021;-0.003;
1;155;15.000;2.000;-3.600;min;0.000;-0.002;-0.011;0.000;-0.002;-0.011;-0.001;0.000;-0.018;
1;156;0.000;2.500;-3.600;max;0.014;0.013;-0.010;0.014;0.013;-0.010;0.004;0.028;-0.002;
1;156;0.000;2.500;-3.600;min;0.003;0.004;-0.024;0.003;0.004;-0.024;-0.001;0.000;-0.025;
1;157;0.500;2.500;-3.600;max;0.021;0.015;-0.013;0.021;0.015;-0.013;0.008;0.012;-0.004;
1;157;0.500;2.500;-3.600;min;0.003;0.006;-0.027;0.003;0.006;-0.027;-0.001;0.000;-0.011;
1;158;1.000;2.500;-3.600;max;0.025;0.017;-0.009;0.025;0.017;-0.009;0.022;0.043;-0.017;
1;158;1.000;2.500;-3.600;min;0.000;0.001;-0.028;0.000;0.001;-0.028;-0.002;0.000;-0.036;
1;159;1.500;2.500;-3.600;max;0.025;0.012;-0.009;0.025;0.012;-0.009;0.032;0.020;-0.024;
1;159;1.500;2.500;-3.600;min;0.000;0.001;-0.024;0.000;0.001;-0.024;0.001;0.010;-0.036;
1;160;2.000;2.500;-3.600;max;0.020;0.010;-0.003;0.020;0.010;-0.003;0.034;0.024;-0.012;
1;160;2.000;2.500;-3.600;min;0.000;0.000;-0.018;0.000;0.000;-0.018;0.000;0.000;-0.030;
1;161;2.500;2.500;-3.600;max;0.017;0.006;-0.003;0.017;0.006;-0.003;0.030;0.007;-0.010;
1;161;2.500;2.500;-3.600;min;0.000;-0.002;-0.015;0.000;-0.002;-0.015;0.000;0.001;-0.025;
1;162;3.000;2.500;-3.600;max;0.022;0.005;-0.001;0.022;0.005;-0.001;0.031;0.014;-0.008;
1;162;3.000;2.500;-3.600;min;0.000;-0.003;-0.021;0.000;-0.003;-0.021;0.000;-0.004;-0.026;
1;163;3.500;2.500;-3.600;max;0.027;0.004;0.000;0.027;0.004;0.000;0.036;0.018;-0.009;
1;163;3.500;2.500;-3.600;min;0.000;-0.003;-0.027;0.000;-0.003;-0.027;0.000;-0.009;-0.032;
1;164;4.000;2.500;-3.600;max;0.031;0.003;0.000;0.031;0.003;0.000;0.040;0.018;-0.009;
1;164;4.000;2.500;-3.600;min;0.000;-0.002;-0.030;0.000;-0.002;-0.030;0.000;-0.010;-0.036;
1;165;4.500;2.500;-3.600;max;0.034;0.004;0.000;0.034;0.004;0.000;0.043;0.019;-0.001;
1;165;4.500;2.500;-3.600;min;0.000;-0.002;-0.032;0.000;-0.002;-0.032;0.000;-0.010;-0.039;
1;166;5.000;2.500;-3.600;max;0.038;0.006;0.000;0.038;0.006;0.000;0.045;0.021;-0.008;
1;166;5.000;2.500;-3.600;min;0.000;-0.002;-0.034;0.000;-0.002;-0.034;-0.011;-0.013;-0.041;
1;167;5.500;2.500;-3.600;max;0.039;0.012;0.000;0.039;0.012;0.000;0.046;0.015;-0.002;
1;167;5.500;2.500;-3.600;min;0.000;-0.002;-0.033;0.000;-0.002;-0.033;-0.010;-0.012;-0.042;
1;168;6.000;2.500;-3.600;max;0.030;0.018;-0.001;0.030;0.018;-0.001;0.049;0.010;-0.005;
1;168;6.000;2.500;-3.600;min;0.000;-0.003;-0.033;0.000;-0.003;-0.033;0.000;-0.004;-0.044;
1;169;6.500;2.500;-3.600;max;0.036;0.012;0.000;0.036;0.012;0.000;0.050;0.014;0.000;
1;169;6.500;2.500;-3.600;min;0.000;-0.002;-0.030;0.000;-0.002;-0.030;-0.011;-0.013;-0.045;
1;170;7.000;2.500;-3.600;max;0.035;0.007;-0.003;0.035;0.007;-0.003;0.049;0.019;0.000;
1;170;7.000;2.500;-3.600;min;0.000;-0.002;-0.031;0.000;-0.002;-0.031;0.000;-0.012;-0.046;
1;171;7.500;2.500;-3.600;max;0.033;0.004;-0.001;0.033;0.004;-0.001;0.049;0.013;-0.002;
1;171;7.500;2.500;-3.600;min;0.000;-0.002;-0.031;0.000;-0.002;-0.031;0.000;-0.009;-0.047;
1;172;8.000;2.500;-3.600;max;0.031;0.003;0.000;0.031;0.003;0.000;0.049;0.013;0.000;
1;172;8.000;2.500;-3.600;min;0.000;-0.003;-0.030;0.000;-0.003;-0.030;0.000;-0.008;-0.047;
1;173;8.500;2.500;-3.600;max;0.031;0.005;-0.001;0.031;0.005;-0.001;0.048;0.012;0.000;
1;173;8.500;2.500;-3.600;min;0.000;-0.003;-0.030;0.000;-0.003;-0.030;0.000;-0.008;-0.047;
1;174;9.000;2.500;-3.600;max;0.032;0.008;-0.001;0.032;0.008;-0.001;0.050;0.008;-0.002;
1;174;9.000;2.500;-3.600;min;0.000;-0.004;-0.030;0.000;-0.004;-0.030;0.000;-0.005;-0.048;
1;175;9.500;2.500;-3.600;max;0.032;0.005;-0.001;0.032;0.005;-0.001;0.050;0.010;-0.003;
1;175;9.500;2.500;-3.600;min;0.000;-0.003;-0.030;0.000;-0.003;-0.030;0.000;-0.007;-0.047;
1;176;10.000;2.500;-3.600;max;0.031;0.003;0.000;0.031;0.003;0.000;0.048;0.012;-0.003;
1;176;10.000;2.500;-3.600;min;0.000;-0.002;-0.031;0.000;-0.002;-0.031;0.000;-0.008;-0.044;
1;177;10.500;2.500;-3.600;max;0.033;0.004;0.000;0.033;0.004;0.000;0.043;0.014;-0.002;
1;177;10.500;2.500;-3.600;min;0.000;-0.002;-0.031;0.000;-0.002;-0.031;0.000;-0.009;-0.039;
1;178;11.000;2.500;-3.600;max;0.036;0.007;-0.006;0.036;0.007;-0.006;0.036;0.019;-0.002;
1;178;11.000;2.500;-3.600;min;0.000;-0.001;-0.032;0.000;-0.001;-0.032;0.000;-0.013;-0.033;
1;179;11.500;2.500;-3.600;max;0.038;0.013;0.000;0.038;0.013;0.000;0.030;0.015;0.000;
1;179;11.500;2.500;-3.600;min;0.000;-0.001;-0.031;0.000;-0.001;-0.031;0.000;-0.014;-0.027;
1;180;12.000;2.500;-3.600;max;0.028;0.018;-0.010;0.028;0.018;-0.010;0.031;0.008;-0.005;
1;180;12.000;2.500;-3.600;min;0.000;0.000;-0.033;0.000;0.000;-0.033;0.000;-0.002;-0.026;
1;181;12.500;2.500;-3.600;max;0.033;0.012;-0.002;0.033;0.012;-0.002;0.022;0.014;-0.001;
1;181;12.500;2.500;-3.600;min;0.000;-0.001;-0.027;0.000;-0.001;-0.027;0.000;-0.003;-0.021;
1;182;13.000;2.500;-3.600;max;0.031;0.005;-0.007;0.031;0.005;-0.007;0.017;0.017;-0.005;
1;182;13.000;2.500;-3.600;min;0.000;0.001;-0.028;0.000;0.001;-0.028;0.000;0.000;-0.016;
1;183;13.500;2.500;-3.600;max;0.027;0.003;-0.001;0.027;0.003;-0.001;0.013;0.014;-0.001;
1;183;13.500;2.500;-3.600;min;0.000;-0.001;-0.026;0.000;-0.001;-0.026;0.000;-0.001;-0.018;
1;184;14.000;2.500;-3.600;max;0.022;0.002;-0.001;0.022;0.002;-0.001;0.011;0.014;0.000;
1;184;14.000;2.500;-3.600;min;0.000;-0.001;-0.022;0.000;-0.001;-0.022;-0.001;0.000;-0.021;
1;185;14.500;2.500;-3.600;max;0.017;0.003;0.000;0.017;0.003;0.000;0.011;0.011;-0.002;
1;185;14.500;2.500;-3.600;min;0.000;-0.002;-0.017;0.000;-0.002;-0.017;0.000;0.000;-0.021;
1;186;15.000;2.500;-3.600;max;0.011;0.004;-0.001;0.011;0.004;-0.001;0.009;0.015;-0.001;
1;186;15.000;2.500;-3.600;min;0.000;-0.003;-0.010;0.000;-0.003;-0.010;-0.003;0.000;-0.015;
1;187;0.000;3.000;-3.600;max;0.016;0.012;-0.008;0.016;0.012;-0.008;0.008;0.027;-0.001;
1;187;0.000;3.000;-3.600;min;0.002;0.003;-0.023;0.002;0.003;-0.023;-0.006;0.000;-0.025;
1;188;0.500;3.000;-3.600;max;0.021;0.013;-0.004;0.021;0.013;-0.004;0.006;0.011;-0.002;
1;188;0.500;3.000;-3.600;min;0.000;0.000;-0.027;0.000;0.000;-0.027;-0.002;0.000;-0.009;
1;189;1.000;3.000;-3.600;max;0.023;0.014;-0.002;0.023;0.014;-0.002;0.015;0.019;-0.006;
1;189;1.000;3.000;-3.600;min;0.000;-0.001;-0.027;0.000;-0.001;-0.027;-0.011;0.000;-0.017;
1;190;1.500;3.000;-3.600;max;0.022;0.013;-0.006;0.022;0.013;-0.006;0.031;0.014;-0.005;
1;190;1.500;3.000;-3.600;min;0.000;0.000;-0.025;0.000;0.000;-0.025;0.000;-0.002;-0.026;
1;191;2.000;3.000;-3.600;max;0.018;0.011;-0.005;0.018;0.011;-0.005;0.038;0.009;-0.001;
1;191;2.000;3.000;-3.600;min;0.000;0.000;-0.021;0.000;0.000;-0.021;0.000;0.000;-0.033;
1;192;2.500;3.000;-3.600;max;0.014;0.007;-0.003;0.014;0.007;-0.003;0.042;0.006;-0.007;
1;192;2.500;3.000;-3.600;min;0.000;-0.002;-0.013;0.000;-0.002;-0.013;0.000;0.000;-0.038;
1;193;3.000;3.000;-3.600;max;0.020;0.007;-0.001;0.020;0.007;-0.001;0.044;0.013;-0.002;
1;193;3.000;3.000;-3.600;min;0.000;-0.005;-0.019;0.000;-0.005;-0.019;0.000;-0.008;-0.040;
1;194;3.500;3.000;-3.600;max;0.030;0.007;0.000;0.030;0.007;0.000;0.045;0.013;-0.001;
1;194;3.500;3.000;-3.600;min;0.000;-0.004;-0.028;0.000;-0.004;-0.028;0.000;-0.012;-0.045;
1;195;4.000;3.000;-3.600;max;0.032;0.005;-0.001;0.032;0.005;-0.001;0.052;0.013;-0.004;
1;195;4.000;3.000;-3.600;min;0.000;-0.003;-0.032;0.000;-0.003;-0.032;0.000;-0.008;-0.051;
1;196;4.500;3.000;-3.600;max;0.036;0.003;0.000;0.036;0.003;0.000;0.059;0.020;-0.002;
1;196;4.500;3.000;-3.600;min;0.000;-0.002;-0.035;0.000;-0.002;-0.035;0.000;-0.007;-0.055;
1;197;5.000;3.000;-3.600;max;0.044;0.008;-0.003;0.044;0.008;-0.003;0.059;0.027;-0.010;
1;197;5.000;3.000;-3.600;min;0.000;-0.002;-0.040;0.000;-0.002;-0.040;-0.002;-0.009;-0.055;
1;198;5.500;3.000;-3.600;max;0.052;0.018;-0.002;0.052;0.018;-0.002;0.058;0.033;-0.008;
1;198;5.500;3.000;-3.600;min;0.000;-0.002;-0.043;0.000;-0.002;-0.043;-0.016;-0.018;-0.054;
1;199;6.000;3.000;-3.600;max;0.046;0.029;-0.005;0.046;0.029;-0.005;0.060;0.010;-0.004;
1;199;6.000;3.000;-3.600;min;0.000;-0.004;-0.045;0.000;-0.004;-0.045;0.000;-0.006;-0.056;
1;200;6.500;3.000;-3.600;max;0.049;0.018;-0.007;0.049;0.018;-0.007;0.061;0.032;-0.006;
1;200;6.500;3.000;-3.600;min;0.000;-0.002;-0.041;0.000;-0.002;-0.041;-0.014;-0.019;-0.058;
1;201;7.000;3.000;-3.600;max;0.041;0.008;-0.004;0.041;0.008;-0.004;0.063;0.027;-0.003;
1;201;7.000;3.000;-3.600;min;0.000;-0.002;-0.037;0.000;-0.002;-0.037;0.000;-0.010;-0.062;
1;202;7.500;3.000;-3.600;max;0.035;0.004;0.000;0.035;0.004;0.000;0.067;0.020;-0.001;
1;202;7.500;3.000;-3.600;min;0.000;-0.002;-0.033;0.000;-0.002;-0.033;0.000;-0.007;-0.066;
1;203;8.000;3.000;-3.600;max;0.033;0.003;0.000;0.033;0.003;0.000;0.068;0.018;-0.001;
1;203;8.000;3.000;-3.600;min;0.000;-0.003;-0.032;0.000;-0.003;-0.032;0.000;-0.006;-0.065;
1;204;8.500;3.000;-3.600;max;0.035;0.008;0.000;0.035;0.008;0.000;0.066;0.023;-0.005;
1;204;8.500;3.000;-3.600;min;0.000;-0.004;-0.033;0.000;-0.004;-0.033;0.000;-0.010;-0.063;
1;205;9.000;3.000;-3.600;max;0.036;0.013;-0.001;0.036;0.013;-0.001;0.064;0.008;0.000;
1;205;9.000;3.000;-3.600;min;0.000;-0.005;-0.032;0.000;-0.005;-0.032;0.000;-0.006;-0.063;
1;206;9.500;3.000;-3.600;max;0.036;0.008;-0.001;0.036;0.008;-0.001;0.068;0.018;-0.002;
1;206;9.500;3.000;-3.600;min;0.000;-0.004;-0.033;0.000;-0.004;-0.033;0.000;-0.007;-0.063;
1;207;10.000;3.000;-3.600;max;0.033;0.003;0.000;0.033;0.003;0.000;0.069;0.016;-0.002;
1;207;10.000;3.000;-3.600;min;0.000;-0.003;-0.033;0.000;-0.003;-0.033;0.000;-0.006;-0.062;
1;208;10.500;3.000;-3.600;max;0.035;0.004;0.000;0.035;0.004;0.000;0.068;0.020;-0.001;
1;208;10.500;3.000;-3.600;min;0.000;-0.002;-0.034;0.000;-0.002;-0.034;0.000;-0.006;-0.059;
1;209;11.000;3.000;-3.600;max;0.043;0.008;-0.005;0.043;0.008;-0.005;0.060;0.028;-0.020;
1;209;11.000;3.000;-3.600;min;0.000;-0.002;-0.038;0.000;-0.002;-0.038;0.000;-0.010;-0.051;
1;210;11.500;3.000;-3.600;max;0.051;0.019;-0.026;0.051;0.019;-0.026;0.044;0.034;-0.015;
1;210;11.500;3.000;-3.600;min;0.000;0.001;-0.042;0.000;0.001;-0.042;0.000;-0.021;-0.038;
1;211;12.000;3.000;-3.600;max;0.046;0.029;-0.012;0.046;0.029;-0.012;0.035;0.008;-0.003;
1;211;12.000;3.000;-3.600;min;0.000;0.002;-0.046;0.000;0.002;-0.046;0.000;-0.003;-0.031;
1;212;12.500;3.000;-3.600;max;0.046;0.018;-0.024;0.046;0.018;-0.024;0.026;0.024;-0.015;
1;212;12.500;3.000;-3.600;min;0.000;0.001;-0.038;0.000;0.001;-0.038;0.000;0.000;-0.026;
1;213;13.000;3.000;-3.600;max;0.038;0.007;-0.007;0.038;0.007;-0.007;0.025;0.025;-0.015;
1;213;13.000;3.000;-3.600;min;0.000;-0.002;-0.034;0.000;-0.002;-0.034;0.000;0.000;-0.026;
1;214;13.500;3.000;-3.600;max;0.028;0.002;0.000;0.028;0.002;0.000;0.017;0.018;-0.006;
1;214;13.500;3.000;-3.600;min;0.000;-0.002;-0.028;0.000;-0.002;-0.028;0.000;0.000;-0.026;
1;215;14.000;3.000;-3.600;max;0.024;0.004;-0.001;0.024;0.004;-0.001;0.015;0.015;0.000;
1;215;14.000;3.000;-3.600;min;0.000;-0.002;-0.023;0.000;-0.002;-0.023;-0.003;0.000;-0.026;
1;216;14.500;3.000;-3.600;max;0.020;0.006;-0.002;0.020;0.006;-0.002;0.012;0.015;-0.002;
1;216;14.500;3.000;-3.600;min;0.000;-0.002;-0.018;0.000;-0.002;-0.018;-0.001;0.000;-0.023;
1;217;15.000;3.000;-3.600;max;0.016;0.008;-0.001;0.016;0.008;-0.001;0.007;0.012;0.000;
1;217;15.000;3.000;-3.600;min;0.000;-0.003;-0.013;0.000;-0.003;-0.013;-0.004;0.000;-0.014;
1;218;0.000;3.500;-3.600;max;0.023;0.014;-0.004;0.023;0.014;-0.004;0.010;0.026;-0.007;
1;218;0.000;3.500;-3.600;min;0.000;0.002;-0.023;0.000;0.002;-0.023;-0.001;0.000;-0.022;
1;219;0.500;3.500;-3.600;max;0.022;0.014;-0.015;0.022;0.014;-0.015;0.033;0.020;-0.011;
1;219;0.500;3.500;-3.600;min;0.000;0.006;-0.026;0.000;0.006;-0.026;0.000;0.002;-0.029;
1;220;1.000;3.500;-3.600;max;0.022;0.014;-0.015;0.022;0.014;-0.015;0.036;0.013;-0.008;
1;220;1.000;3.500;-3.600;min;0.000;0.007;-0.026;0.000;0.007;-0.026;0.000;-0.005;-0.031;
1;221;1.500;3.500;-3.600;max;0.020;0.013;-0.005;0.020;0.013;-0.005;0.035;0.005;0.000;
1;221;1.500;3.500;-3.600;min;0.000;0.002;-0.025;0.000;0.002;-0.025;0.000;-0.002;-0.034;
1;222;2.000;3.500;-3.600;max;0.016;0.011;-0.003;0.016;0.011;-0.003;0.039;0.005;-0.001;
1;222;2.000;3.500;-3.600;min;0.000;0.001;-0.022;0.000;0.001;-0.022;0.000;0.000;-0.038;
1;223;2.500;3.500;-3.600;max;0.010;0.008;-0.003;0.010;0.008;-0.003;0.048;0.005;-0.003;
1;223;2.500;3.500;-3.600;min;0.000;0.001;-0.015;0.000;0.001;-0.015;0.000;0.000;-0.046;
1;224;3.000;3.500;-3.600;max;0.026;0.012;-0.005;0.026;0.012;-0.005;0.060;0.019;-0.006;
1;224;3.000;3.500;-3.600;min;0.000;-0.006;-0.022;0.000;-0.006;-0.022;0.000;-0.012;-0.055;
1;225;3.500;3.500;-3.600;max;0.035;0.008;0.000;0.035;0.008;0.000;0.073;0.018;-0.001;
1;225;3.500;3.500;-3.600;min;0.000;-0.004;-0.032;0.000;-0.004;-0.032;0.000;-0.006;-0.066;
1;226;4.000;3.500;-3.600;max;0.035;0.005;0.000;0.035;0.005;0.000;0.077;0.010;0.000;
1;226;4.000;3.500;-3.600;min;0.000;-0.002;-0.033;0.000;-0.002;-0.033;0.000;-0.005;-0.074;
1;227;4.500;3.500;-3.600;max;0.037;0.003;0.000;0.037;0.003;0.000;0.081;0.015;-0.005;
1;227;4.500;3.500;-3.600;min;0.000;-0.002;-0.037;0.000;-0.002;-0.037;0.000;-0.004;-0.077;
1;228;5.000;3.500;-3.600;max;0.049;0.007;-0.005;0.049;0.007;-0.005;0.094;0.031;-0.028;
1;228;5.000;3.500;-3.600;min;0.000;-0.002;-0.046;0.000;-0.002;-0.046;0.000;-0.003;-0.082;
