Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
;Point No.;X;Y;Z;;m_1;m_2;α_b [deg];m_T,max,b;v_max,b;β_b [deg];n_1;n_2;α_m [deg];v_max,m;Surface Comment
1;106;6.000;1.500;-3.600;min;-0.002;-0.022;-75.47;0.004;0.001;-176.71;-0.001;-0.024;-81.97;0.005;
1;107;6.500;1.500;-3.600;max;0.022;0.002;87.60;0.010;0.010;170.93;0.023;0.002;85.44;0.011;
1;107;6.500;1.500;-3.600;min;-0.002;-0.022;-31.26;0.006;0.004;-168.73;-0.002;-0.023;-83.74;0.006;
1;108;7.000;1.500;-3.600;max;0.024;0.001;83.64;0.012;0.009;166.58;0.022;0.005;86.89;0.010;
1;108;7.000;1.500;-3.600;min;-0.001;-0.024;-81.73;0.006;0.002;-153.65;-0.005;-0.022;-82.89;0.003;
1;109;7.500;1.500;-3.600;max;0.026;0.001;86.41;0.013;0.007;123.03;0.021;0.006;89.67;0.009;
1;109;7.500;1.500;-3.600;min;-0.001;-0.026;-86.71;0.004;0.001;-160.74;-0.006;-0.021;-86.46;0.005;
1;110;8.000;1.500;-3.600;max;0.028;0.001;88.63;0.014;0.007;179.98;0.021;0.007;87.21;0.008;
1;110;8.000;1.500;-3.600;min;-0.001;-0.028;-50.53;0.000;0.003;-167.39;-0.007;-0.021;-89.75;0.005;
1;111;8.500;1.500;-3.600;max;0.029;0.002;88.14;0.014;0.010;102.06;0.022;0.006;89.14;0.008;
1;111;8.500;1.500;-3.600;min;-0.002;-0.029;-47.01;0.003;0.002;-173.59;-0.006;-0.022;-85.37;0.005;
1;112;9.000;1.500;-3.600;max;0.029;0.002;88.35;0.013;0.008;176.02;0.022;0.003;86.76;0.010;
1;112;9.000;1.500;-3.600;min;-0.002;-0.029;-80.67;0.004;0.001;-155.36;-0.003;-0.022;-82.73;0.004;
1;113;9.500;1.500;-3.600;max;0.029;0.002;89.61;0.013;0.009;151.53;0.021;0.005;89.56;0.009;
1;113;9.500;1.500;-3.600;min;-0.002;-0.029;-87.88;0.004;0.003;-97.34;-0.005;-0.021;-86.35;0.005;
1;114;10.000;1.500;-3.600;max;0.028;0.001;89.57;0.013;0.006;169.95;0.021;0.006;86.48;0.009;
1;114;10.000;1.500;-3.600;min;-0.001;-0.028;-87.77;0.001;0.003;-179.82;-0.006;-0.021;-89.67;0.003;
1;115;10.500;1.500;-3.600;max;0.026;0.001;10.42;0.013;0.007;155.87;0.020;0.006;81.59;0.009;
1;115;10.500;1.500;-3.600;min;-0.001;-0.026;-88.21;0.004;0.002;-131.64;-0.006;-0.020;-83.43;0.003;
1;116;11.000;1.500;-3.600;max;0.024;0.001;16.70;0.012;0.009;151.69;0.021;0.005;80.20;0.010;
1;116;11.000;1.500;-3.600;min;-0.001;-0.024;-88.35;0.005;0.003;-152.28;-0.005;-0.021;-84.29;0.003;
1;117;11.500;1.500;-3.600;max;0.021;0.000;33.12;0.011;0.010;177.09;0.021;0.003;84.14;0.009;
1;117;11.500;1.500;-3.600;min;0.000;-0.021;-76.91;0.007;0.005;-171.07;-0.003;-0.021;-83.25;0.005;
1;118;12.000;1.500;-3.600;max;0.019;0.002;47.16;0.011;0.012;173.88;0.022;0.004;82.94;0.010;
1;118;12.000;1.500;-3.600;min;-0.002;-0.019;-85.84;0.005;0.002;-160.93;-0.004;-0.022;-75.41;0.004;
1;119;12.500;1.500;-3.600;max;0.022;0.001;84.41;0.010;0.010;158.29;0.020;0.010;82.63;0.011;
1;119;12.500;1.500;-3.600;min;-0.001;-0.022;-89.49;0.005;0.004;-172.07;-0.010;-0.020;-78.80;0.002;
1;120;13.000;1.500;-3.600;max;0.023;0.001;85.87;0.012;0.009;163.69;0.018;0.009;75.35;0.010;
1;120;13.000;1.500;-3.600;min;-0.001;-0.023;-79.76;0.004;0.002;-141.07;-0.009;-0.018;-80.85;0.002;
1;121;13.500;1.500;-3.600;max;0.024;0.002;84.69;0.012;0.007;115.13;0.014;0.007;87.88;0.008;
1;121;13.500;1.500;-3.600;min;-0.002;-0.024;-87.47;0.002;0.001;-157.16;-0.007;-0.014;-66.76;0.003;
1;122;14.000;1.500;-3.600;max;0.023;0.001;82.13;0.012;0.006;69.97;0.014;0.006;88.42;0.007;
1;122;14.000;1.500;-3.600;min;-0.001;-0.023;-86.16;0.001;0.001;-137.37;-0.006;-0.014;-88.47;0.002;
1;123;14.500;1.500;-3.600;max;0.020;0.000;82.41;0.010;0.010;45.70;0.010;-0.002;70.68;0.008;
1;123;14.500;1.500;-3.600;min;0.000;-0.020;-25.45;0.004;0.003;-138.65;0.002;-0.010;-69.02;0.003;
1;124;15.000;1.500;-3.600;max;0.014;0.000;67.06;0.007;0.016;156.84;0.021;0.003;31.63;0.011;
1;124;15.000;1.500;-3.600;min;0.000;-0.014;-33.88;0.005;0.007;-55.77;-0.003;-0.021;-71.73;0.003;
1;125;0.000;2.000;-3.600;max;0.014;-0.002;47.44;0.012;0.007;56.07;0.024;-0.003;29.75;0.016;
1;125;0.000;2.000;-3.600;min;0.002;-0.014;-46.02;0.004;0.004;-167.02;0.003;-0.024;-66.10;0.006;
1;126;0.500;2.000;-3.600;max;0.018;-0.007;41.31;0.013;0.017;24.67;0.028;-0.004;34.32;0.017;
1;126;0.500;2.000;-3.600;min;0.007;-0.018;-49.83;0.012;0.015;-157.24;0.004;-0.028;-56.18;0.014;
1;127;1.000;2.000;-3.600;max;0.023;-0.004;38.37;0.014;0.043;133.62;0.078;0.025;53.66;0.026;
1;127;1.000;2.000;-3.600;min;0.004;-0.023;-53.09;0.013;0.040;-46.95;-0.025;-0.078;-36.70;0.024;
1;128;1.500;2.000;-3.600;max;0.022;-0.002;24.04;0.012;0.051;176.75;0.023;-0.006;34.02;0.015;
1;128;1.500;2.000;-3.600;min;0.002;-0.022;-71.33;0.010;0.041;-4.30;0.006;-0.023;-64.48;0.013;
1;129;2.000;2.000;-3.600;max;0.011;0.001;74.56;0.006;0.034;176.96;0.040;0.011;39.72;0.015;
1;129;2.000;2.000;-3.600;min;-0.001;-0.011;-86.24;0.004;0.011;-172.15;-0.011;-0.040;-66.16;0.006;
1;130;2.500;2.000;-3.600;max;0.015;0.001;80.99;0.008;0.015;179.48;0.017;-0.001;62.72;0.017;
1;130;2.500;2.000;-3.600;min;-0.001;-0.015;-77.39;0.002;0.002;-136.23;0.001;-0.017;-54.09;0.003;
1;131;3.000;2.000;-3.600;max;0.023;0.002;18.89;0.011;0.012;62.59;0.024;-0.001;37.38;0.018;
1;131;3.000;2.000;-3.600;min;-0.002;-0.023;-87.61;0.006;0.006;-132.87;0.001;-0.024;-72.01;0.006;
1;132;3.500;2.000;-3.600;max;0.027;0.001;88.77;0.013;0.004;52.98;0.026;0.003;78.42;0.014;
1;132;3.500;2.000;-3.600;min;-0.001;-0.027;-89.69;0.006;0.001;-176.94;-0.003;-0.026;-64.83;0.004;
1;133;4.000;2.000;-3.600;max;0.029;0.001;88.21;0.014;0.004;84.63;0.028;0.006;74.09;0.012;
1;133;4.000;2.000;-3.600;min;-0.001;-0.029;-89.28;0.008;0.001;-174.89;-0.006;-0.028;-73.66;0.004;
1;134;4.500;2.000;-3.600;max;0.030;0.001;89.50;0.015;0.007;171.50;0.030;0.008;65.88;0.012;
1;134;4.500;2.000;-3.600;min;-0.001;-0.030;-87.18;0.002;0.002;-100.36;-0.008;-0.030;-84.77;0.001;
1;135;5.000;2.000;-3.600;max;0.030;0.002;89.65;0.015;0.010;147.72;0.031;0.010;79.78;0.015;
1;135;5.000;2.000;-3.600;min;-0.002;-0.030;-81.81;0.003;0.003;-113.41;-0.010;-0.031;-89.57;0.002;
1;136;5.500;2.000;-3.600;max;0.028;0.002;83.28;0.014;0.013;164.64;0.032;0.008;50.05;0.015;
1;136;5.500;2.000;-3.600;min;-0.002;-0.028;-79.13;0.004;0.004;-52.04;-0.008;-0.032;-85.13;0.001;
1;137;6.000;2.000;-3.600;max;0.022;0.002;87.21;0.012;0.014;179.12;0.034;0.003;32.21;0.016;
1;137;6.000;2.000;-3.600;min;-0.002;-0.022;-76.60;0.006;0.002;-168.57;-0.003;-0.034;-82.90;0.006;
1;138;6.500;2.000;-3.600;max;0.025;0.002;88.54;0.013;0.013;141.68;0.033;0.006;49.41;0.015;
1;138;6.500;2.000;-3.600;min;-0.002;-0.025;-29.21;0.008;0.002;-162.49;-0.006;-0.033;-81.88;0.003;
1;139;7.000;2.000;-3.600;max;0.027;0.002;84.59;0.013;0.010;167.85;0.033;0.009;87.84;0.013;
1;139;7.000;2.000;-3.600;min;-0.002;-0.027;-85.24;0.005;0.001;-174.50;-0.009;-0.033;-82.44;0.002;
1;140;7.500;2.000;-3.600;max;0.028;0.002;89.95;0.014;0.007;99.63;0.032;0.009;87.51;0.013;
1;140;7.500;2.000;-3.600;min;-0.002;-0.028;-10.27;0.002;0.001;-131.61;-0.009;-0.032;-89.93;0.004;
1;141;8.000;2.000;-3.600;max;0.029;0.002;89.36;0.014;0.006;173.56;0.033;0.007;83.49;0.013;
1;141;8.000;2.000;-3.600;min;-0.002;-0.029;-89.43;0.002;0.003;-145.53;-0.007;-0.033;-88.97;0.006;
1;142;8.500;2.000;-3.600;max;0.029;0.002;89.62;0.014;0.007;108.16;0.033;0.006;89.81;0.014;
1;142;8.500;2.000;-3.600;min;-0.002;-0.029;-89.94;0.004;0.002;-168.63;-0.006;-0.033;-89.45;0.005;
1;143;9.000;2.000;-3.600;max;0.030;0.003;89.67;0.013;0.006;119.45;0.034;0.004;65.87;0.015;
1;143;9.000;2.000;-3.600;min;-0.003;-0.030;-89.84;0.004;0.001;-168.40;-0.004;-0.034;-69.82;0.003;
1;144;9.500;2.000;-3.600;max;0.029;0.002;89.98;0.014;0.006;171.11;0.032;0.006;69.11;0.014;
1;144;9.500;2.000;-3.600;min;-0.002;-0.029;-89.42;0.004;0.002;-101.71;-0.006;-0.032;-86.94;0.005;
1;145;10.000;2.000;-3.600;max;0.029;0.002;88.48;0.014;0.006;142.31;0.030;0.007;75.08;0.012;
1;145;10.000;2.000;-3.600;min;-0.002;-0.029;-88.73;0.002;0.002;-150.52;-0.007;-0.030;-88.75;0.007;
1;146;10.500;2.000;-3.600;max;0.029;0.001;76.71;0.014;0.007;128.25;0.026;0.009;88.83;0.009;
1;146;10.500;2.000;-3.600;min;-0.001;-0.029;-85.83;0.001;0.000;-66.50;-0.009;-0.026;-85.45;0.007;
1;147;11.000;2.000;-3.600;max;0.027;0.001;13.99;0.014;0.010;134.31;0.024;0.010;86.83;0.008;
1;147;11.000;2.000;-3.600;min;-0.001;-0.027;-87.21;0.005;0.001;-162.01;-0.010;-0.024;-86.51;0.005;
1;148;11.500;2.000;-3.600;max;0.025;0.001;26.31;0.013;0.012;160.40;0.023;0.006;75.70;0.009;
1;148;11.500;2.000;-3.600;min;-0.001;-0.025;-77.91;0.009;0.003;-61.22;-0.006;-0.023;-29.07;0.004;
1;149;12.000;2.000;-3.600;max;0.020;0.002;45.43;0.013;0.013;179.16;0.022;0.003;83.39;0.011;
1;149;12.000;2.000;-3.600;min;-0.002;-0.020;-85.34;0.005;0.001;-176.56;-0.003;-0.022;-38.70;0.003;
1;150;12.500;2.000;-3.600;max;0.022;0.000;81.82;0.012;0.013;56.32;0.019;0.002;81.05;0.012;
1;150;12.500;2.000;-3.600;min;0.000;-0.022;-57.52;0.007;0.004;-152.59;-0.002;-0.019;-16.77;0.004;
1;151;13.000;2.000;-3.600;max;0.024;-0.001;83.95;0.013;0.010;136.78;0.015;-0.001;87.15;0.011;
1;151;13.000;2.000;-3.600;min;0.001;-0.024;-35.33;0.005;0.003;-131.33;0.001;-0.015;-85.86;0.008;
1;152;13.500;2.000;-3.600;max;0.024;0.001;85.15;0.012;0.007;140.73;0.015;0.006;86.05;0.009;
1;152;13.500;2.000;-3.600;min;-0.001;-0.024;-85.32;0.003;0.002;-136.63;-0.006;-0.015;-88.46;0.002;
1;153;14.000;2.000;-3.600;max;0.022;0.000;84.68;0.011;0.005;177.01;0.013;0.000;80.73;0.009;
1;153;14.000;2.000;-3.600;min;0.000;-0.022;-76.43;0.001;0.003;-173.23;0.000;-0.013;-82.76;0.003;
1;154;14.500;2.000;-3.600;max;0.017;0.001;82.47;0.008;0.008;39.52;0.010;-0.003;72.86;0.010;
1;154;14.500;2.000;-3.600;min;-0.001;-0.017;-22.67;0.004;0.004;-175.00;0.003;-0.010;-42.97;0.004;
1;155;15.000;2.000;-3.600;max;0.011;0.002;78.45;0.004;0.012;157.90;0.017;0.001;78.35;0.010;
1;155;15.000;2.000;-3.600;min;-0.002;-0.011;-34.51;0.003;0.005;-161.89;-0.001;-0.017;-68.31;0.003;
1;156;0.000;2.500;-3.600;max;0.013;-0.004;44.55;0.012;0.012;174.53;0.025;0.001;76.10;0.012;
1;156;0.000;2.500;-3.600;min;0.004;-0.013;-48.65;0.005;0.005;-174.41;-0.001;-0.025;-85.58;0.003;
1;157;0.500;2.500;-3.600;max;0.018;-0.005;45.99;0.014;0.010;179.95;0.010;0.001;59.27;0.006;
1;157;0.500;2.500;-3.600;min;0.005;-0.018;-52.38;0.007;0.003;-45.50;-0.001;-0.010;-35.66;0.002;
1;158;1.000;2.500;-3.600;max;0.021;-0.001;37.52;0.015;0.012;131.38;0.036;0.002;64.28;0.018;
1;158;1.000;2.500;-3.600;min;0.001;-0.021;-64.20;0.006;0.006;-84.43;-0.002;-0.036;-28.16;0.010;
1;159;1.500;2.500;-3.600;max;0.020;-0.001;34.00;0.013;0.010;75.45;0.027;-0.006;36.55;0.019;
1;159;1.500;2.500;-3.600;min;0.001;-0.020;-70.92;0.007;0.004;-153.87;0.006;-0.027;-55.65;0.012;
1;160;2.000;2.500;-3.600;max;0.016;0.000;35.96;0.010;0.004;164.14;0.026;-0.009;19.23;0.023;
1;160;2.000;2.500;-3.600;min;0.000;-0.016;-81.68;0.006;0.004;-178.23;0.009;-0.026;-72.87;0.011;
1;161;2.500;2.500;-3.600;max;0.015;0.002;81.44;0.007;0.008;167.81;0.025;-0.003;20.10;0.015;
1;161;2.500;2.500;-3.600;min;-0.002;-0.015;-77.78;0.004;0.004;-35.87;0.003;-0.025;-79.10;0.008;
1;162;3.000;2.500;-3.600;max;0.021;0.003;58.58;0.009;0.016;61.59;0.026;0.004;35.35;0.012;
1;162;3.000;2.500;-3.600;min;-0.003;-0.021;-87.17;0.005;0.006;-129.17;-0.004;-0.026;-74.17;0.005;
1;163;3.500;2.500;-3.600;max;0.027;0.003;89.93;0.012;0.005;45.56;0.032;0.009;51.97;0.012;
1;163;3.500;2.500;-3.600;min;-0.003;-0.027;-89.75;0.003;0.001;-177.49;-0.009;-0.032;-75.25;0.005;
1;164;4.000;2.500;-3.600;max;0.030;0.002;89.54;0.014;0.006;60.68;0.036;0.009;58.57;0.014;
1;164;4.000;2.500;-3.600;min;-0.002;-0.030;-89.34;0.005;0.001;-163.41;-0.009;-0.036;-80.06;0.005;
1;165;4.500;2.500;-3.600;max;0.032;0.002;87.05;0.016;0.008;107.50;0.039;0.009;52.60;0.016;
1;165;4.500;2.500;-3.600;min;-0.002;-0.032;-89.67;0.009;0.002;-152.40;-0.009;-0.039;-82.10;0.001;
1;166;5.000;2.500;-3.600;max;0.034;0.002;89.12;0.017;0.014;170.91;0.041;0.011;88.09;0.019;
1;166;5.000;2.500;-3.600;min;-0.002;-0.034;-88.82;0.008;0.002;-174.42;-0.011;-0.041;-83.67;0.006;
1;167;5.500;2.500;-3.600;max;0.033;0.002;86.62;0.017;0.021;151.81;0.042;0.012;89.61;0.020;
1;167;5.500;2.500;-3.600;min;-0.002;-0.033;-88.91;0.006;0.003;-126.39;-0.012;-0.042;-87.42;0.002;
1;168;6.000;2.500;-3.600;max;0.025;0.003;83.73;0.017;0.020;177.72;0.044;0.004;34.47;0.020;
1;168;6.000;2.500;-3.600;min;-0.003;-0.025;-78.27;0.008;0.003;-169.81;-0.004;-0.044;-85.44;0.005;
1;169;6.500;2.500;-3.600;max;0.030;0.002;89.85;0.016;0.021;106.54;0.045;0.013;89.22;0.020;
1;169;6.500;2.500;-3.600;min;-0.002;-0.030;-26.93;0.005;0.003;-126.49;-0.013;-0.045;-82.78;0.001;
1;170;7.000;2.500;-3.600;max;0.031;0.002;86.08;0.015;0.013;90.83;0.046;0.012;88.33;0.020;
1;170;7.000;2.500;-3.600;min;-0.002;-0.031;-26.51;0.003;0.002;-129.06;-0.012;-0.046;-88.20;0.003;
1;171;7.500;2.500;-3.600;max;0.031;0.002;87.26;0.015;0.006;148.39;0.047;0.009;88.43;0.020;
1;171;7.500;2.500;-3.600;min;-0.002;-0.031;-12.40;0.002;0.003;-158.49;-0.009;-0.047;-86.50;0.009;
1;172;8.000;2.500;-3.600;max;0.030;0.003;89.57;0.014;0.007;87.11;0.047;0.008;88.89;0.020;
1;172;8.000;2.500;-3.600;min;-0.003;-0.030;-89.90;0.002;0.003;-124.63;-0.008;-0.047;-89.83;0.005;
1;173;8.500;2.500;-3.600;max;0.030;0.003;68.54;0.014;0.010;146.66;0.047;0.008;88.98;0.020;
1;173;8.500;2.500;-3.600;min;-0.003;-0.030;-89.01;0.003;0.003;-118.85;-0.008;-0.047;-89.97;0.005;
1;174;9.000;2.500;-3.600;max;0.030;0.004;74.29;0.013;0.008;172.93;0.048;0.005;56.76;0.022;
1;174;9.000;2.500;-3.600;min;-0.004;-0.030;-88.88;0.006;0.005;-171.92;-0.005;-0.048;-78.52;0.004;
1;175;9.500;2.500;-3.600;max;0.030;0.003;88.99;0.014;0.010;124.49;0.047;0.007;84.48;0.022;
1;175;9.500;2.500;-3.600;min;-0.003;-0.030;-88.09;0.002;0.003;-166.77;-0.007;-0.047;-87.64;0.007;
1;176;10.000;2.500;-3.600;max;0.031;0.002;89.52;0.014;0.007;128.57;0.044;0.008;86.06;0.020;
1;176;10.000;2.500;-3.600;min;-0.002;-0.031;-89.52;0.002;0.002;-83.12;-0.008;-0.044;-87.06;0.006;
1;177;10.500;2.500;-3.600;max;0.031;0.002;6.96;0.015;0.006;167.71;0.039;0.009;52.26;0.016;
1;177;10.500;2.500;-3.600;min;-0.002;-0.031;-87.67;0.002;0.004;-143.45;-0.009;-0.039;-87.58;0.008;
1;178;11.000;2.500;-3.600;max;0.032;0.001;18.24;0.016;0.013;127.16;0.033;0.013;87.18;0.010;
1;178;11.000;2.500;-3.600;min;-0.001;-0.032;-81.62;0.005;0.006;-93.08;-0.013;-0.033;-83.01;0.008;
1;179;11.500;2.500;-3.600;max;0.031;0.001;24.63;0.016;0.020;127.64;0.027;0.014;89.48;0.008;
1;179;11.500;2.500;-3.600;min;-0.001;-0.031;-88.71;0.004;0.004;-138.95;-0.014;-0.027;-84.84;0.004;
1;180;12.000;2.500;-3.600;max;0.023;0.000;60.02;0.017;0.019;179.41;0.026;0.002;78.38;0.013;
1;180;12.000;2.500;-3.600;min;0.000;-0.023;-61.92;0.005;0.004;-179.20;-0.002;-0.026;-30.49;0.003;
1;181;12.500;2.500;-3.600;max;0.027;0.001;76.76;0.015;0.021;167.73;0.021;0.003;88.12;0.016;
1;181;12.500;2.500;-3.600;min;-0.001;-0.027;-84.97;0.006;0.004;-138.89;-0.003;-0.021;-9.35;0.005;
1;182;13.000;2.500;-3.600;max;0.028;-0.001;81.57;0.014;0.014;87.33;0.016;-0.004;23.17;0.014;
1;182;13.000;2.500;-3.600;min;0.001;-0.028;-37.68;0.004;0.007;-129.36;0.004;-0.016;-89.03;0.008;
1;183;13.500;2.500;-3.600;max;0.026;0.001;88.64;0.013;0.009;145.03;0.014;0.001;89.83;0.010;
1;183;13.500;2.500;-3.600;min;-0.001;-0.026;-45.10;0.001;0.003;-150.96;-0.001;-0.014;-81.64;0.003;
1;184;14.000;2.500;-3.600;max;0.022;0.001;89.00;0.011;0.007;171.57;0.013;0.001;83.06;0.011;
1;184;14.000;2.500;-3.600;min;-0.001;-0.022;-88.27;0.002;0.002;-140.31;-0.001;-0.013;-89.16;0.003;
1;185;14.500;2.500;-3.600;max;0.017;0.002;89.84;0.007;0.008;170.36;0.010;-0.002;88.47;0.010;
1;185;14.500;2.500;-3.600;min;-0.002;-0.017;-88.32;0.002;0.003;-133.13;0.002;-0.010;-52.82;0.002;
1;186;15.000;2.500;-3.600;max;0.010;0.003;69.84;0.003;0.010;163.92;0.013;0.003;87.68;0.008;
1;186;15.000;2.500;-3.600;min;-0.003;-0.010;-87.48;0.001;0.003;-115.21;-0.003;-0.013;-77.30;0.003;
1;187;0.000;3.000;-3.600;max;0.014;-0.003;43.16;0.012;0.012;154.06;0.025;0.006;87.85;0.010;
1;187;0.000;3.000;-3.600;min;0.003;-0.014;-54.46;0.004;0.003;-161.16;-0.006;-0.025;-87.09;0.002;
1;188;0.500;3.000;-3.600;max;0.018;0.000;37.84;0.014;0.005;57.55;0.009;0.002;74.07;0.004;
1;188;0.500;3.000;-3.600;min;0.000;-0.018;-68.41;0.003;0.002;-178.74;-0.002;-0.009;-77.20;0.001;
1;189;1.000;3.000;-3.600;max;0.019;0.001;35.69;0.014;0.004;155.89;0.018;0.010;62.17;0.006;
1;189;1.000;3.000;-3.600;min;-0.001;-0.019;-79.28;0.003;0.002;-80.57;-0.010;-0.018;-38.47;0.003;
1;190;1.500;3.000;-3.600;max;0.018;0.000;38.44;0.013;0.005;110.96;0.026;0.001;27.62;0.013;
1;190;1.500;3.000;-3.600;min;0.000;-0.018;-71.02;0.005;0.003;-140.46;-0.001;-0.026;-71.98;0.004;
1;191;2.000;3.000;-3.600;max;0.015;0.000;45.03;0.011;0.005;114.26;0.032;-0.001;14.64;0.021;
1;191;2.000;3.000;-3.600;min;0.000;-0.015;-72.54;0.005;0.003;-162.78;0.001;-0.032;-89.32;0.003;
1;192;2.500;3.000;-3.600;max;0.011;0.002;38.80;0.007;0.015;120.24;0.038;-0.003;11.34;0.022;
1;192;2.500;3.000;-3.600;min;-0.002;-0.011;-77.58;0.004;0.011;-75.05;0.003;-0.038;-86.33;0.015;
1;193;3.000;3.000;-3.600;max;0.019;0.005;86.24;0.007;0.020;69.77;0.040;0.008;14.71;0.016;
1;193;3.000;3.000;-3.600;min;-0.005;-0.019;-54.49;0.004;0.007;-125.34;-0.008;-0.040;-87.15;0.007;
1;194;3.500;3.000;-3.600;max;0.028;0.004;89.66;0.012;0.006;164.14;0.045;0.012;88.48;0.017;
1;194;3.500;3.000;-3.600;min;-0.004;-0.028;-26.43;0.004;0.003;-177.25;-0.012;-0.045;-89.21;0.006;
1;195;4.000;3.000;-3.600;max;0.032;0.003;89.38;0.014;0.006;43.78;0.051;0.008;35.62;0.022;
1;195;4.000;3.000;-3.600;min;-0.003;-0.032;-35.83;0.004;0.003;-170.63;-0.008;-0.051;-87.63;0.008;
1;196;4.500;3.000;-3.600;max;0.035;0.002;89.49;0.016;0.010;170.37;0.055;0.007;78.43;0.024;
1;196;4.500;3.000;-3.600;min;-0.002;-0.035;-89.58;0.007;0.002;-157.10;-0.007;-0.055;-84.75;0.002;
1;197;5.000;3.000;-3.600;max;0.040;0.002;9.69;0.019;0.017;75.77;0.055;0.008;48.21;0.025;
1;197;5.000;3.000;-3.600;min;-0.002;-0.040;-86.86;0.012;0.005;-140.90;-0.008;-0.055;-83.91;0.012;
1;198;5.500;3.000;-3.600;max;0.044;0.002;24.41;0.022;0.041;105.90;0.054;0.015;77.91;0.025;
1;198;5.500;3.000;-3.600;min;-0.002;-0.044;-87.36;0.009;0.003;-152.13;-0.015;-0.054;-85.28;0.010;
1;199;6.000;3.000;-3.600;max;0.039;0.004;72.53;0.024;0.032;178.09;0.056;0.006;79.93;0.025;
1;199;6.000;3.000;-3.600;min;-0.004;-0.039;-77.60;0.007;0.007;-174.65;-0.006;-0.056;-86.25;0.006;
1;200;6.500;3.000;-3.600;max;0.041;0.002;80.73;0.021;0.041;79.44;0.058;0.018;71.50;0.026;
1;200;6.500;3.000;-3.600;min;-0.002;-0.041;-26.48;0.011;0.004;-119.19;-0.018;-0.058;-86.47;0.009;
1;201;7.000;3.000;-3.600;max;0.037;0.002;83.85;0.018;0.016;129.54;0.062;0.009;81.09;0.028;
1;201;7.000;3.000;-3.600;min;-0.002;-0.037;-10.61;0.008;0.004;-98.39;-0.009;-0.062;-88.62;0.015;
1;202;7.500;3.000;-3.600;max;0.033;0.002;87.56;0.016;0.012;171.38;0.066;0.007;87.09;0.030;
1;202;7.500;3.000;-3.600;min;-0.002;-0.033;-89.72;0.005;0.003;-141.67;-0.007;-0.066;-89.39;0.015;
1;203;8.000;3.000;-3.600;max;0.032;0.003;18.48;0.015;0.011;72.59;0.065;0.006;40.48;0.030;
1;203;8.000;3.000;-3.600;min;-0.003;-0.032;-89.34;0.001;0.003;-144.90;-0.006;-0.065;-89.50;0.013;
1;204;8.500;3.000;-3.600;max;0.033;0.004;27.47;0.014;0.021;92.41;0.063;0.010;73.95;0.028;
1;204;8.500;3.000;-3.600;min;-0.004;-0.033;-89.87;0.003;0.004;-155.27;-0.010;-0.063;-87.53;0.005;
1;205;9.000;3.000;-3.600;max;0.032;0.005;67.07;0.014;0.013;175.21;0.063;0.006;89.79;0.028;
1;205;9.000;3.000;-3.600;min;-0.005;-0.032;-87.51;0.008;0.007;-173.80;-0.006;-0.063;-89.39;0.006;
1;206;9.500;3.000;-3.600;max;0.033;0.004;84.06;0.015;0.021;157.93;0.063;0.007;88.31;0.031;
1;206;9.500;3.000;-3.600;min;-0.004;-0.033;-88.30;0.002;0.004;-101.89;-0.007;-0.063;-86.85;0.009;
1;207;10.000;3.000;-3.600;max;0.033;0.003;89.71;0.015;0.012;174.68;0.062;0.006;77.04;0.030;
1;207;10.000;3.000;-3.600;min;-0.003;-0.033;-80.32;0.001;0.003;-78.66;-0.006;-0.062;-88.36;0.006;
1;208;10.500;3.000;-3.600;max;0.034;0.002;89.72;0.016;0.013;124.12;0.059;0.006;88.91;0.027;
1;208;10.500;3.000;-3.600;min;-0.002;-0.034;-87.66;0.005;0.004;-171.13;-0.006;-0.059;-82.31;0.015;
1;209;11.000;3.000;-3.600;max;0.038;0.002;9.43;0.018;0.017;74.84;0.051;0.009;33.82;0.022;
1;209;11.000;3.000;-3.600;min;-0.002;-0.038;-81.58;0.008;0.013;-130.10;-0.009;-0.051;-74.29;0.015;
1;210;11.500;3.000;-3.600;max;0.042;-0.001;23.83;0.022;0.040;106.22;0.040;0.019;40.67;0.012;
1;210;11.500;3.000;-3.600;min;0.001;-0.042;-70.23;0.017;0.034;-80.06;-0.019;-0.040;-67.22;0.010;
1;211;12.000;3.000;-3.600;max;0.038;-0.002;52.36;0.024;0.031;179.80;0.031;0.002;82.80;0.015;
1;211;12.000;3.000;-3.600;min;0.002;-0.038;-52.23;0.007;0.007;-178.65;-0.002;-0.031;-13.16;0.005;
1;212;12.500;3.000;-3.600;max;0.038;-0.001;70.80;0.020;0.040;81.23;0.025;-0.013;11.42;0.022;
1;212;12.500;3.000;-3.600;min;0.001;-0.038;-27.59;0.015;0.033;-106.99;0.013;-0.025;-81.13;0.017;
1;213;13.000;3.000;-3.600;max;0.034;0.002;82.65;0.016;0.017;123.03;0.018;-0.004;27.31;0.017;
1;213;13.000;3.000;-3.600;min;-0.002;-0.034;-16.17;0.008;0.010;-86.85;0.004;-0.018;-71.13;0.009;
1;214;13.500;3.000;-3.600;max;0.028;0.002;89.59;0.013;0.011;152.21;0.015;0.000;38.11;0.013;
1;214;13.500;3.000;-3.600;min;-0.002;-0.028;-89.00;0.002;0.003;-151.19;0.000;-0.015;-71.97;0.005;
1;215;14.000;3.000;-3.600;max;0.023;0.002;63.57;0.011;0.008;165.79;0.015;0.003;88.38;0.013;
